一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
169,大田区東六郷2丁目18,35.547951,139.716278,JGD2011,一般国道１５号（第一京浜）,c,2011-02-15,2011-02-19,3,4,4.7,2.6,72,71
170,大田区大森中2丁目１,35.568119,139.730362,JGD2011,一般国道１５号（第一京浜）,c,2011-02-15,2011-02-19,3,4,4.8,2.1,72,71
171,大田区南馬込5丁目42,35.585648,139.705750,JGD2011,一般国道１号（第二京浜）,b,2011-02-15,2011-02-19,3,6,2.5,2.4,71,67
172,大田区池上3-4,35.575981,139.699539,JGD2011,一般国道１号（第二京浜）,c,2011-02-15,2011-02-19,3,6,2.5,2.5,74,71
173,大田区南馬込5丁目42,35.585648,139.705750,JGD2011,国道１号,B,2011-02-15,2011-02-16,3,6,2.5,2.4,72,67
174,大田区大森中2丁目1,35.568119,139.730362,JGD2011,国道１５号,C,2011-02-15,2011-02-16,3,4,4.8,2.1,73,71
175,大田区西糀谷3丁目9,35.555283,139.738342,JGD2011,国道１３１号,C,2011-02-09,2011-02-10,3,6,5.5,2.9,70,67
176,大田区山王4丁目12,35.589451,139.719437,JGD2011,都道環状７号線,B,2011-02-09,2011-02-10,4,4,4.7,2.1,75,74
177,大田区新蒲田1丁目14,35.559662,139.709015,JGD2011,都道環状８号線,C,2011-02-09,2011-02-10,4,4,6.4,2.5,68,65
178,大田区南千束3丁目32,35.599949,139.687881,JGD2011,都道東京丸子横浜線,B,2011-02-09,2011-02-10,4,4,4.7,2.5,71,69
179,大田区中央4丁目35,35.577934,139.716461,JGD2011,都道東品川下丸子線,C,2011-02-09,2011-02-10,4,2,3.6,2,67,65
180,大田区大森本町2丁目26,35.578068,139.736801,JGD2011,都道環状７号線,C,2011-02-15,2011-02-16,4,6,3.4,2,76,74
181,大田区北千束1丁目4,35.609825,139.692520,JGD2011,都道環状７号線,B,2011-02-09,2011-02-10,4,4,5,2.5,69,68
182,大田区羽田旭町4,35.552040,139.747604,JGD2011,国道１３１号,C,2011-02-09,2011-02-10,3,6,5.5,2.8,67,63
183,大田区東六郷2丁目18,35.547951,139.716278,JGD2011,国道１５号,C,2011-02-15,2011-02-16,3,4,4.7,2.6,72,71
