一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
561,稲城市矢野口228,35.640774,139.520325,JGD2011,都道川崎府中線（川崎街道）,c,2010-08-19,2010-08-19,4,4,6,1.2,69,-
562,稲城市大丸928-1,35.648172,139.492174,JGD2011,都道稲城日野線（川崎街道）,c,2010-08-19,2010-08-19,4,4,6,1.2,70,-
563,稲城市坂浜418,35.627499,139.487488,JGD2011,都道町田調布線（鶴川街道）,a,2010-08-19,2010-08-19,4,2,2,1.2,68,-
564,稲城市東長沼1735,35.637405,139.509216,JGD2011,都道町田調布線（鶴川街道）,b,2010-08-19,2010-08-19,4,2,4,1.2,67,-
565,稲城市百村2129,35.634609,139.486862,JGD2011,都道南多摩尾根幹線（尾根幹線）,b,2010-08-19,2010-08-19,4,2,5,1.2,65,-
566,稲城市若葉台2-17-1,35.621517,139.478521,JGD2011,都道町田調布線（鶴川街道）,b,2010-08-19,2010-08-19,4,2,5,1.2,61,-
567,稲城市若葉台4-32,35.628891,139.470459,JGD2011,都道南多摩尾根幹線（尾根幹線）,a,2010-08-19,2010-08-19,4,2,4,1.2,67,-
568,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線（川崎街道）,b,2010-08-19,2010-08-20,4,4,6,1.2,69,65
569,稲城市大丸1173,35.649818,139.481720,JGD2011,都道稲城日野線（川崎街道）,c,2010-08-19,2010-08-20,4,4,6,1.2,69,66
570,稲城市東長沼1052,35.642918,139.501526,JGD2011,都道川崎府中線,C,2010-10-18,2010-10-19,4,4,6.5,1.2,68,63
