国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,令和3年中の増減
総数,0,13000,総数,-2812,-3216,22483,9034,-264,-883,-3526,-2180,-4503,-4171,-2000,-4065,3897
総数,1,13100,区部,-2457,-3129,17338,4582,-264,-1263,-3370,-2390,-4127,-3918,-2037,-3659,-4694
総数,1,13200,市部,-317,-127,5278,4382,8,363,-156,202,-358,-246,34,-379,8684
総数,2,13300,郡部,-18,32,-17,-7,8,20,-9,-6,2,-1,4,-13,-5
総数,2,13350,島部,-20,8,-116,77,-16,-3,9,14,-20,-6,-1,-14,-88
総数,1,13100,区部,-2457,-3129,17338,4582,-264,-1263,-3370,-2390,-4127,-3918,-2037,-3659,-4694
総数,4,13101,千代田区,7,-31,150,162,3,25,11,-3,-31,47,41,6,387
総数,4,13102,中央区,34,-15,315,106,23,-6,-80,7,-85,-30,35,-3,301
総数,4,13103,港区,64,-9,459,129,-28,3,-70,-26,-89,-59,-38,-54,282
総数,4,13104,新宿区,-11,-3,947,310,9,267,-120,46,33,-26,74,32,1558
総数,4,13105,文京区,-3,-7,502,144,-4,49,24,53,-9,-9,7,-36,711
総数,4,13106,台東区,40,-6,314,107,-41,6,0,64,12,-41,3,-31,427
総数,4,13107,墨田区,-61,79,645,131,83,77,76,41,-7,-151,13,-92,834
総数,4,13108,江東区,-147,-19,1041,425,2,54,-37,-174,-221,-204,-65,-71,584
総数,4,13109,品川区,-104,-86,776,-119,-119,-104,-190,12,-146,-259,-176,-163,-678
総数,4,13110,目黒区,-63,-139,513,-24,-71,-100,-221,-72,-157,-265,-96,-140,-835
総数,4,13111,大田区,-440,-430,2011,-4,324,-364,-501,-381,-344,-486,-238,-721,-1574
総数,4,13112,世田谷区,-275,-455,1344,191,-130,-269,-525,-415,-345,-485,-208,-534,-2106
総数,4,13113,渋谷区,-6,-80,450,162,-16,-6,42,-39,-59,-178,33,-43,260
総数,4,13114,中野区,-50,-119,1057,432,-29,209,-137,-15,-106,-50,-9,-184,999
総数,4,13115,杉並区,-63,-179,1571,513,-7,21,3,-211,-313,-115,-44,-228,948
総数,4,13116,豊島区,11,-72,409,149,0,-84,-125,-164,-240,-114,-100,-66,-396
総数,4,13117,北区,-194,-203,372,-17,-52,-41,-196,-113,-238,-222,-62,-21,-987
総数,4,13118,荒川区,-121,-63,250,74,27,43,-40,-51,-147,-38,-32,-86,-184
総数,4,13119,板橋区,-173,-269,1581,239,-168,-211,-194,-195,-278,-361,-247,-338,-614
総数,4,13120,練馬区,-152,-237,1119,368,-127,-186,-404,-212,-314,-434,-264,-316,-1159
総数,4,13121,足立区,-238,-143,1062,370,78,-124,-201,-93,-372,-171,-227,-146,-205
総数,4,13122,葛飾区,-184,-133,490,55,33,-61,-123,-169,-154,-40,-100,-32,-418
総数,4,13123,江戸川区,-328,-510,-40,679,-54,-461,-362,-280,-517,-227,-337,-392,-2829
総数,1,13200,市部,-317,-127,5278,4382,8,363,-156,202,-358,-246,34,-379,8684
総数,4,13201,八王子市,-55,-68,751,1273,8,131,-56,112,-22,-69,60,-67,1998
総数,4,13202,立川市,25,-6,315,151,10,75,16,-7,-4,-16,6,-34,531
総数,4,13203,武蔵野市,-53,71,473,215,7,50,-34,-42,-12,2,-55,-54,568
総数,4,13204,三鷹市,-7,30,323,287,8,-27,-17,-24,-43,-90,-29,-69,342
総数,4,13205,青梅市,4,23,-36,21,17,0,-19,7,67,27,16,30,157
総数,4,13206,府中市,12,-49,703,434,3,-44,-30,-78,-78,189,76,-40,1098
総数,4,13207,昭島市,-4,5,87,27,5,-14,5,-44,-18,-26,13,2,38
総数,4,13208,調布市,-32,-4,393,213,-5,-43,-40,27,-51,-66,-63,-124,205
総数,4,13209,町田市,75,128,635,203,13,259,333,146,23,104,100,4,2023
総数,4,13210,小金井市,-76,21,237,224,27,-17,-4,-10,-40,0,10,-31,341
総数,4,13211,小平市,-17,-56,24,450,-72,-30,-84,-20,-9,-5,9,23,213
総数,4,13212,日野市,-1,-16,142,71,45,57,-61,4,-12,26,-5,11,261
総数,4,13213,東村山市,-77,-99,-52,105,-39,-2,-54,1,-12,-15,27,-6,-223
総数,4,13214,国分寺市,-3,1,237,181,0,6,31,37,15,-19,-19,35,502
総数,4,13215,国立市,-24,-38,162,111,16,32,-13,-5,-27,-5,-10,-14,185
総数,4,13218,福生市,-4,-26,12,-27,10,-24,15,35,-6,-7,-22,-20,-64
総数,4,13219,狛江市,-13,-17,163,35,-1,-42,-28,-16,-32,-64,-38,-40,-93
総数,4,13220,東大和市,-2,3,38,14,26,4,-32,9,-21,-24,-18,-41,-44
総数,4,13221,清瀬市,-10,10,80,66,10,49,-44,14,-12,-30,6,27,166
総数,4,13222,東久留米市,-24,-5,22,10,-41,-15,-22,28,-39,-27,-34,18,-129
総数,4,13223,武蔵村山市,9,19,0,49,-11,10,-12,34,2,-7,-20,17,90
総数,4,13224,多摩市,40,-15,185,93,-8,12,-13,-18,-7,-43,6,-13,219
総数,4,13225,稲城市,2,-3,229,73,29,-4,61,50,4,-31,56,67,533
総数,4,13227,羽村市,-18,0,36,19,11,19,14,17,39,0,29,-15,151
総数,4,13228,あきる野市,23,7,-35,-24,-19,-4,-5,10,11,9,22,1,-4
総数,4,13229,西東京市,-87,-43,154,108,-41,-75,-63,-65,-74,-59,-89,-46,-380
総数,1,13550,町村部,-38,40,-133,70,-8,17,0,8,-18,-7,3,-27,-93
総数,2,13300,郡部,-18,32,-17,-7,8,20,-9,-6,2,-1,4,-13,-5
