罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2020-01-05,15,その他,その他,あり
窃盗,自動販売機ねらい,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳３丁目,2020-04-01,09,道路上,その他,あり
窃盗,自動販売機ねらい,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場１丁目,2020-01-18,17,その他,その他,あり
窃盗,自動販売機ねらい,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場３丁目,2020-01-17,18,その他,その他,あり
窃盗,自動販売機ねらい,品川,台場交番,131091,東京都,品川区,北品川１丁目,2020-06-24,11,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,南品川６丁目,2020-12-04,16,道路上,その他,あり
窃盗,自動販売機ねらい,大井,立会川交番,131091,東京都,品川区,東大井２丁目,2020-09-08,11,その他,その他,あり
窃盗,自動販売機ねらい,大崎,五反田駅前交番,131091,東京都,品川区,大崎５丁目,2020-06-25,13,その他,その他,あり
窃盗,自動販売機ねらい,大崎,五反田駅前交番,131091,東京都,品川区,西五反田１丁目,2020-12-25,11,道路上,その他,あり
窃盗,自動販売機ねらい,田園調布,田園調布駅前交番,131113,東京都,大田区,田園調布５丁目,2020-12-01,17,道路上,その他,あり
窃盗,自動販売機ねらい,蒲田,西蒲田交番,131113,東京都,大田区,西蒲田４丁目,2020-09-12,10,道路上,その他,あり
窃盗,自動販売機ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷３丁目,2020-11-04,03,その他,その他,あり
窃盗,自動販売機ねらい,蒲田,北糀谷交番,131113,東京都,大田区,西糀谷３丁目,2020-02-18,15,道路上,その他,あり
窃盗,自動販売機ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子１丁目,2020-02-03,15,その他,その他,あり
窃盗,自動販売機ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2020-01-22,09,その他,その他,あり
窃盗,自動販売機ねらい,世田谷,上馬交番,131121,東京都,世田谷区,駒沢１丁目,2020-09-08,08,道路上,その他,あり
窃盗,自動販売機ねらい,北沢,淡島通交番,131121,東京都,世田谷区,池尻４丁目,2020-08-10,07,道路上,その他,あり
窃盗,自動販売機ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原１丁目,2020-08-28,18,道路上,その他,あり
窃盗,自動販売機ねらい,玉川,東玉川交番,131121,東京都,世田谷区,東玉川２丁目,2020-08-18,15,道路上,その他,あり
窃盗,自動販売機ねらい,玉川,尾山台駅前交番,131121,東京都,世田谷区,等々力３丁目,2019-12-28,17,その他,その他,あり
窃盗,自動販売機ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,砧６丁目,2020-03-25,15,道路上,その他,あり
窃盗,自動販売機ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷１丁目,2020-06-15,14,その他,その他,あり
窃盗,自動販売機ねらい,成城,烏山交番,131121,東京都,世田谷区,北烏山１丁目,2020-03-08,11,道路上,その他,なし
窃盗,自動販売機ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,大蔵３丁目,2020-06-23,09,その他,その他,あり
窃盗,自動販売機ねらい,成城,岡本駐在所,131121,東京都,世田谷区,岡本１丁目,2020-12-16,16,その他,その他,あり
窃盗,自動販売機ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見４丁目,2020-09-01,16,その他,その他,あり
窃盗,自動販売機ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,碑文谷４丁目,2020-06-27,18,その他,その他,あり
窃盗,自動販売機ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,神泉町,2020-01-01,14,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前１丁目,2020-01-24,16,その他,その他,なし
窃盗,自動販売機ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2020-02-12,21,その他,その他,あり
窃盗,自動販売機ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合１丁目,2020-08-28,12,その他,その他,あり
窃盗,自動販売機ねらい,四谷,御苑大通交番,131041,東京都,新宿区,新宿２丁目,2020-06-24,10,道路上,その他,あり
窃盗,自動販売機ねらい,四谷,花園交番,131041,東京都,新宿区,新宿５丁目,2020-09-04,16,道路上,その他,あり
窃盗,自動販売機ねらい,中野,早稲田通交番,131148,東京都,中野区,中野５丁目,2020-09-02,12,その他,その他,あり
窃盗,自動販売機ねらい,中野,中野駅前交番,131148,東京都,中野区,中野５丁目,2020-02-24,10,その他,その他,あり
窃盗,自動販売機ねらい,中野,中野駅前交番,131148,東京都,中野区,中野５丁目,2020-09-03,13,その他,その他,あり
窃盗,自動販売機ねらい,中野,鍋屋横丁交番,131148,東京都,中野区,本町３丁目,2020-01-22,10,その他,その他,あり
窃盗,自動販売機ねらい,野方,野方駅前交番,131148,東京都,中野区,野方５丁目,2020-08-28,14,道路上,その他,あり
窃盗,自動販売機ねらい,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2020-08-19,15,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2020-08-25,10,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,杉並,高円寺交番,131156,東京都,杉並区,高円寺南５丁目,2020-09-10,11,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺北２丁目,2020-09-01,18,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺南４丁目,2020-09-10,17,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北３丁目,2020-09-15,00,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北４丁目,2020-09-15,13,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北４丁目,2020-09-18,15,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2020-09-17,11,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷北交番,131156,東京都,杉並区,阿佐谷北４丁目,2020-09-10,14,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2020-09-10,11,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北２丁目,2020-09-22,15,道路上,その他,あり
窃盗,自動販売機ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷南２丁目,2020-03-11,08,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,高井戸,西荻南交番,131156,東京都,杉並区,松庵３丁目,2020-07-23,13,道路上,その他,あり
窃盗,自動販売機ねらい,高井戸,下高井戸交番,131156,東京都,杉並区,下高井戸１丁目,2020-10-25,18,道路上,その他,あり
窃盗,自動販売機ねらい,高井戸,高井戸西交番,131156,東京都,杉並区,高井戸東１丁目,2020-04-30,10,道路上,その他,あり
窃盗,自動販売機ねらい,荻窪,荻窪五丁目交番,131156,東京都,杉並区,荻窪５丁目,2020-11-09,11,道路上,その他,あり
窃盗,自動販売機ねらい,荻窪,荻窪駅北口交番,131156,東京都,杉並区,天沼３丁目,2020-08-10,09,道路上,その他,あり
窃盗,自動販売機ねらい,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻１丁目,2020-08-13,15,道路上,その他,あり
窃盗,自動販売機ねらい,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻１丁目,2020-09-28,11,道路上,その他,あり
窃盗,自動販売機ねらい,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻２丁目,2020-09-25,16,道路上,その他,あり
窃盗,自動販売機ねらい,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻２丁目,2020-10-01,12,道路上,その他,あり
窃盗,自動販売機ねらい,荻窪,上井草駅前交番,131156,東京都,杉並区,上井草３丁目,2020-09-06,17,その他,その他,あり
窃盗,自動販売機ねらい,荻窪,上井草駅前交番,131156,東京都,杉並区,上井草３丁目,2020-12-06,21,その他,その他,あり
窃盗,自動販売機ねらい,富坂,春日交番,131059,東京都,文京区,小石川２丁目,2020-09-01,16,その他,その他,あり
窃盗,自動販売機ねらい,富坂,春日交番,131059,東京都,文京区,後楽１丁目,2020-01-01,10,その他,その他,あり
窃盗,自動販売機ねらい,富坂,小石川御殿町交番,131059,東京都,文京区,千石３丁目,2020-02-26,11,道路上,その他,あり
窃盗,自動販売機ねらい,富坂,後楽交番,131059,東京都,文京区,春日１丁目,2019-12-31,11,その他,その他,なし
窃盗,自動販売機ねらい,巣鴨,庚申塚交番,131164,東京都,豊島区,巣鴨４丁目,2020-11-02,12,その他,その他,あり
窃盗,自動販売機ねらい,巣鴨,庚申塚交番,131164,東京都,豊島区,西巣鴨３丁目,2020-11-05,17,道路上,その他,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚１丁目,2020-02-15,18,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚２丁目,2020-02-15,18,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚２丁目,2020-11-10,12,その他,その他,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2020-08-13,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2020-08-17,16,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2020-08-17,16,道路上,その他,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2020-08-17,20,道路上,その他,あり
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2020-11-18,13,その他,その他,あり
窃盗,自動販売機ねらい,巣鴨,巣鴨新田交番,131164,東京都,豊島区,上池袋１丁目,2020-11-20,12,道路上,その他,あり
窃盗,自動販売機ねらい,巣鴨,巣鴨新田交番,131164,東京都,豊島区,北大塚３丁目,2020-11-10,12,その他,その他,あり
窃盗,自動販売機ねらい,巣鴨,巣鴨新田交番,131164,東京都,豊島区,西巣鴨１丁目,2020-11-10,10,その他,その他,あり
窃盗,自動販売機ねらい,池袋,池袋二又交番,131164,東京都,豊島区,池袋２丁目,2020-09-07,18,道路上,その他,あり
窃盗,自動販売機ねらい,池袋,上池袋交番,131164,東京都,豊島区,上池袋４丁目,2020-11-17,11,道路上,その他,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋３丁目,2020-09-02,16,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋３丁目,2020-09-02,16,道路上,その他,あり
窃盗,自動販売機ねらい,池袋,平和通交番,131164,東京都,豊島区,池袋１丁目,2020-10-14,13,道路上,その他,あり
窃盗,自動販売機ねらい,池袋,平和通交番,131164,東京都,豊島区,池袋１丁目,2020-10-15,18,道路上,その他,あり
窃盗,自動販売機ねらい,池袋,平和通交番,131164,東京都,豊島区,池袋２丁目,2020-09-25,10,その他,その他,あり
窃盗,自動販売機ねらい,池袋,平和通交番,131164,東京都,豊島区,池袋２丁目,2020-10-16,10,道路上,その他,あり
窃盗,自動販売機ねらい,目白,南池袋交番,131164,東京都,豊島区,南池袋１丁目,2020-10-05,12,その他,その他,あり
窃盗,自動販売機ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,長崎５丁目,2020-02-04,09,その他,その他,なし
窃盗,自動販売機ねらい,目白,要町交番,131164,東京都,豊島区,要町１丁目,2020-10-01,06,その他,その他,あり
窃盗,自動販売機ねらい,目白,千川交番,131164,東京都,豊島区,要町３丁目,2019-12-30,11,道路上,その他,あり
窃盗,自動販売機ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川２丁目,2020-01-15,12,道路上,その他,あり
窃盗,自動販売機ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川７丁目,2020-11-11,11,道路上,その他,あり
窃盗,自動販売機ねらい,滝野川,西ケ原交番,131172,東京都,北区,西ケ原１丁目,2020-11-18,08,道路上,その他,あり
窃盗,自動販売機ねらい,滝野川,田端高台交番,131172,東京都,北区,中里２丁目,2020-10-27,11,道路上,その他,あり
窃盗,自動販売機ねらい,滝野川,中里交番,131172,東京都,北区,田端４丁目,2020-09-01,09,道路上,その他,あり
窃盗,自動販売機ねらい,王子,王子五丁目交番,131172,東京都,北区,豊島４丁目,2020-06-29,09,その他,その他,あり
窃盗,自動販売機ねらい,王子,十条仲原交番,131172,東京都,北区,東十条６丁目,2020-10-19,08,道路上,その他,あり
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2020-01-15,00,その他,その他,なし
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2020-02-24,15,その他,その他,なし
窃盗,自動販売機ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2020-02-26,11,その他,その他,なし
窃盗,自動販売機ねらい,板橋,熊野町交番,131199,東京都,板橋区,南町,2020-09-07,12,道路上,その他,あり
窃盗,自動販売機ねらい,板橋,大山町交番,131199,東京都,板橋区,大山金井町,2020-04-22,09,道路上,その他,あり
窃盗,自動販売機ねらい,板橋,大山町交番,131199,東京都,板橋区,大山町,2020-10-05,16,その他,その他,あり
窃盗,自動販売機ねらい,板橋,中板橋交番,131199,東京都,板橋区,双葉町,2020-04-22,09,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,板橋,中板橋交番,131199,東京都,板橋区,双葉町,2020-09-09,14,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,練馬,富士見台駅前交番,131202,東京都,練馬区,貫井３丁目,2020-04-15,14,道路上,その他,あり
窃盗,自動販売機ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町３丁目,2020-06-14,21,道路上,その他,あり
窃盗,自動販売機ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町３丁目,2020-06-28,21,道路上,その他,あり
窃盗,自動販売機ねらい,高島平,松月院前交番,131199,東京都,板橋区,四葉２丁目,2020-04-16,11,その他,その他,あり
窃盗,自動販売機ねらい,光が丘,谷原交番,131202,東京都,練馬区,高松３丁目,2020-05-16,08,その他,その他,あり
窃盗,自動販売機ねらい,上野,台東交番,131067,東京都,台東区,台東２丁目,2020-02-05,18,その他,その他,なし
窃盗,自動販売機ねらい,上野,御徒町交番,131067,東京都,台東区,台東２丁目,2020-03-19,00,道路上,その他,あり
窃盗,自動販売機ねらい,上野,公園前交番,131067,東京都,台東区,上野６丁目,2020-07-17,13,その他,その他,あり
窃盗,自動販売機ねらい,上野,上野駅交番,131067,東京都,台東区,上野７丁目,2020-08-06,11,道路上,その他,あり
窃盗,自動販売機ねらい,下谷,三ノ輪交番,131067,東京都,台東区,竜泉３丁目,2020-02-18,12,道路上,その他,あり
窃盗,自動販売機ねらい,下谷,三ノ輪交番,131067,東京都,台東区,竜泉３丁目,2020-11-25,10,道路上,その他,あり
窃盗,自動販売機ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷１丁目,2020-05-06,17,道路上,その他,あり
窃盗,自動販売機ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,寿３丁目,2020-07-24,15,道路上,その他,あり
窃盗,自動販売機ねらい,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住７丁目,2020-10-05,20,その他,その他,あり
窃盗,自動販売機ねらい,荒川,東日暮里交番,131181,東京都,荒川区,東日暮里２丁目,2020-07-22,18,その他,その他,あり
窃盗,自動販売機ねらい,荒川,町屋交番,131181,東京都,荒川区,町屋３丁目,2020-04-26,20,その他,その他,あり
窃盗,自動販売機ねらい,荒川,日暮里駅前交番,131181,東京都,荒川区,西日暮里２丁目,2020-10-27,12,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,荒川,西日暮里駅前交番,131181,東京都,荒川区,西日暮里４丁目,2020-04-14,15,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,荒川,西日暮里駅前交番,131181,東京都,荒川区,西日暮里５丁目,2020-10-27,12,その他,その他,あり
窃盗,自動販売機ねらい,千住,曙町交番,131211,東京都,足立区,千住曙町,2020-09-25,17,その他,その他,あり
窃盗,自動販売機ねらい,西新井,梅田七丁目交番,131211,東京都,足立区,梅島１丁目,2020-10-12,15,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,西新井,本木交番,131211,東京都,足立区,西新井本町４丁目,2020-04-22,09,その他,その他,あり
窃盗,自動販売機ねらい,綾瀬,中央本町交番,131211,東京都,足立区,中央本町５丁目,2020-03-09,08,その他,その他,あり
窃盗,自動販売機ねらい,綾瀬,中央本町交番,131211,東京都,足立区,平野２丁目,2020-10-29,11,道路上,その他,なし
窃盗,自動販売機ねらい,綾瀬,足立四丁目交番,131211,東京都,足立区,足立１丁目,2020-12-07,01,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,綾瀬,足立四丁目交番,131211,東京都,足立区,足立４丁目,2020-11-30,20,その他,その他,あり
窃盗,自動販売機ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2020-11-30,19,その他,その他,あり
窃盗,自動販売機ねらい,竹の塚,西保木間交番,131211,東京都,足立区,花畑４丁目,2020-05-11,18,その他,その他,あり
窃盗,自動販売機ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2020-04-02,10,その他,その他,あり
窃盗,自動販売機ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸２丁目,2020-11-13,03,その他,その他,あり
窃盗,自動販売機ねらい,本所,菊川二丁目交番,131075,東京都,墨田区,立川１丁目,2020-03-05,15,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2020-06-16,09,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,本所,言問交番,131075,東京都,墨田区,向島１丁目,2020-12-18,08,その他,その他,あり
窃盗,自動販売機ねらい,向島,小村井交番,131075,東京都,墨田区,立花４丁目,2020-11-23,13,道路上,その他,あり
窃盗,自動販売機ねらい,向島,京島二丁目交番,131075,東京都,墨田区,京島３丁目,2020-11-07,10,道路上,その他,あり
窃盗,自動販売機ねらい,亀有,小菅交番,131229,東京都,葛飾区,小菅２丁目,2020-05-13,06,その他,その他,あり
窃盗,自動販売機ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又４丁目,2020-09-16,18,その他,その他,あり
窃盗,自動販売機ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2020-05-01,22,その他,その他,あり
窃盗,自動販売機ねらい,亀有,水元公園前交番,131229,東京都,葛飾区,水元公園,2020-01-18,14,その他,その他,あり
窃盗,自動販売機ねらい,亀有,水元公園前交番,131229,東京都,葛飾区,水元公園,2020-05-28,17,その他,その他,あり
窃盗,自動販売機ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石５丁目,2020-05-01,17,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉４丁目,2020-05-25,23,その他,その他,あり
窃盗,自動販売機ねらい,小松川,一之江交番,131237,東京都,江戸川区,一之江５丁目,2020-01-31,18,道路上,その他,あり
窃盗,自動販売機ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,東瑞江１丁目,2020-08-19,19,その他,その他,あり
窃盗,自動販売機ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,東瑞江１丁目,2020-10-21,19,その他,その他,あり
窃盗,自動販売機ねらい,小岩,二枚橋交番,131237,東京都,江戸川区,東松本２丁目,2020-02-25,13,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,小岩,江戸川交番,131237,東京都,江戸川区,北小岩１丁目,2020-08-29,18,その他,その他,あり
窃盗,自動販売機ねらい,小岩,江戸川交番,131237,東京都,江戸川区,北小岩１丁目,2020-09-17,18,その他,その他,あり
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2020-01-16,13,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀４丁目,2019-12-17,04,その他,その他,あり
窃盗,自動販売機ねらい,高尾,高尾駅前交番,132012,東京都,八王子市,散田町３丁目,2020-08-12,16,道路上,その他,あり
窃盗,自動販売機ねらい,高尾,並木町交番,132012,東京都,八王子市,散田町３丁目,2020-08-21,15,道路上,その他,あり
窃盗,自動販売機ねらい,高尾,並木町交番,132012,東京都,八王子市,散田町３丁目,2020-08-24,15,道路上,その他,あり
窃盗,自動販売機ねらい,高尾,めじろ台交番,132012,東京都,八王子市,椚田町,2020-09-30,12,道路上,その他,あり
窃盗,自動販売機ねらい,高尾,長房町交番,132012,東京都,八王子市,長房町,2020-09-21,16,道路上,その他,あり
窃盗,自動販売機ねらい,高尾,高尾下駐在所,132012,東京都,八王子市,南浅川町,2020-03-24,08,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,永山四丁目交番,132241,東京都,多摩市,諏訪５丁目,2020-06-13,19,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,永山四丁目交番,132241,東京都,多摩市,諏訪５丁目,2020-11-18,21,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,大丸交番,132250,東京都,稲城市,東長沼,2020-09-07,14,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,聖ケ丘駐在所,132241,東京都,多摩市,連光寺５丁目,2020-10-22,08,その他,その他,あり
窃盗,自動販売機ねらい,多摩中央,向陽台駐在所,132250,東京都,稲城市,向陽台４丁目,2020-11-02,09,その他,その他,あり
窃盗,自動販売機ねらい,東大和,けやき通交番,132209,東京都,東大和市,仲原２丁目,2020-10-02,17,道路上,その他,あり
窃盗,自動販売機ねらい,東大和,三ツ木交番,132233,東京都,武蔵村山市,三ツ木４丁目,2020-02-27,12,その他,その他,あり
窃盗,自動販売機ねらい,東大和,三ツ木交番,132233,東京都,武蔵村山市,中原４丁目,2020-07-14,07,その他,その他,なし
窃盗,自動販売機ねらい,青梅,下長淵駐在所,132055,東京都,青梅市,長淵３丁目,2020-10-27,12,道路上,その他,なし
窃盗,自動販売機ねらい,青梅,下長淵駐在所,132055,東京都,青梅市,長淵４丁目,2020-07-01,13,道路上,その他,なし
窃盗,自動販売機ねらい,青梅,新町交番,132055,東京都,青梅市,新町６丁目,2020-04-14,15,道路上,その他,あり
窃盗,自動販売機ねらい,福生,横田交番,132187,東京都,福生市,大字熊川,2020-07-10,18,その他,その他,あり
窃盗,自動販売機ねらい,福生,横田交番,132187,東京都,福生市,武蔵野台１丁目,2020-07-13,15,その他,その他,あり
窃盗,自動販売機ねらい,福生,横田交番,132187,東京都,福生市,武蔵野台１丁目,2020-07-14,13,その他,その他,あり
窃盗,自動販売機ねらい,福生,内出交番,132187,東京都,福生市,大字熊川,2020-07-17,15,その他,その他,あり
窃盗,自動販売機ねらい,福生,箱根ケ崎駐在所,133035,東京都,瑞穂町,大字箱根ケ崎,2020-07-14,09,道路上,その他,あり
窃盗,自動販売機ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,秋川４丁目,2020-08-02,12,道路上,その他,あり
窃盗,自動販売機ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,秋川６丁目,2020-08-25,12,その他,その他,あり
窃盗,自動販売機ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町２丁目,2020-08-11,15,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町２丁目,2020-11-05,17,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町３丁目,2020-11-11,17,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町４丁目,2020-08-05,18,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町４丁目,2020-08-11,15,道路上,その他,あり
窃盗,自動販売機ねらい,八王子,追分交番,132012,東京都,八王子市,追分町,2020-10-29,12,道路上,その他,あり
