罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,久松,東日本橋交番,131024,東京都,中央区,東日本橋２丁目,2021/10/8,10,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,久松,東日本橋交番,131024,東京都,中央区,東日本橋３丁目,2021/11/25,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,久松,水天宮前交番,131024,東京都,中央区,日本橋蛎殻町１丁目,2020/4/28,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,久松,浜町交番,131024,東京都,中央区,日本橋浜町３丁目,2021/2/4,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,久松,浜町交番,131024,東京都,中央区,日本橋浜町３丁目,2021/9/4,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,久松,浜町交番,131024,東京都,中央区,日本橋浜町３丁目,2021/10/12,10,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,久松,箱崎交番,131024,東京都,中央区,日本橋浜町３丁目,2021/3/11,11,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,築地,小田原町交番,131024,東京都,中央区,築地７丁目,2021/12/14,22,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,築地,小田原町交番,131024,東京都,中央区,築地７丁目,2021/12/15,4,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,築地,数寄屋橋交番,131024,東京都,中央区,銀座４丁目,2021/12/15,3,道路上,その他,施錠した,あり
窃盗,車上ねらい,築地,新富町交番,131024,東京都,中央区,築地１丁目,2021/12/14,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,築地,新富町交番,131024,東京都,中央区,築地７丁目,2021/5/11,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,築地,銀座一丁目交番,131024,東京都,中央区,銀座１丁目,2021/12/14,21,道路上,その他,施錠した,なし
窃盗,車上ねらい,築地,銀座一丁目交番,131024,東京都,中央区,銀座１丁目,2021/12/14,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,築地,銀座一丁目交番,131024,東京都,中央区,銀座１丁目,2021/12/15,3,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,月島,佃交番,131024,東京都,中央区,佃３丁目,2021/11/15,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,月島,勝どき橋交番,131024,東京都,中央区,勝どき５丁目,2021/10/24,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,愛宕,東京タワー前交番,131032,東京都,港区,芝公園１丁目,2021/6/9,3,道路上,その他,施錠せず,なし
窃盗,車上ねらい,愛宕,東新橋交番,131032,東京都,港区,新橋５丁目,2021/10/13,21,道路上,その他,施錠した,なし
窃盗,車上ねらい,愛宕,虎の門交番,131032,東京都,港区,虎ノ門１丁目,2021/9/4,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,高輪,品川駅港南口交番,131032,東京都,港区,港南２丁目,2021/2/12,5,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,麻布,西麻布交番,131032,東京都,港区,西麻布３丁目,2021/6/9,22,道路上,その他,施錠せず,なし
窃盗,車上ねらい,赤坂,赤坂見附交番,131032,東京都,港区,赤坂４丁目,2021/7/30,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,赤坂,青山一丁目交番,131032,東京都,港区,赤坂８丁目,2021/2/21,4,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海１丁目,2021/10/10,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,大田市場前交番,131113,東京都,大田区,東海３丁目,2021/9/26,22,その他,その他,施錠せず,あり
窃盗,車上ねらい,東京湾岸,大田市場前交番,131113,東京都,大田区,東海３丁目,2021/10/8,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場１丁目,2021/7/29,6,その他,その他,施錠せず,あり
窃盗,車上ねらい,東京湾岸,第五台場交番,131091,東京都,品川区,八潮２丁目,2021/10/28,8,その他,その他,施錠せず,なし
窃盗,車上ねらい,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳２丁目,2021/4/2,7,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明１丁目,2021/2/9,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2021/1/10,7,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,東品川３丁目,2021/1/14,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2021/11/5,22,その他,その他,施錠せず,あり
窃盗,車上ねらい,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2021/12/6,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大井,南大井交番,131091,東京都,品川区,南大井５丁目,2021/2/5,12,その他,その他,施錠せず,あり
窃盗,車上ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2021/1/19,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2021/2/12,21,道路上,その他,施錠した,あり
窃盗,車上ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2021/4/30,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2021/6/17,17,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大井,立会川交番,131091,東京都,品川区,東大井３丁目,2021/8/13,0,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大井,鹿島神社前交番,131091,東京都,品川区,大井５丁目,2021/1/30,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大崎,中原口交番,131091,東京都,品川区,西五反田７丁目,2021/11/30,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大崎,五反田駅前交番,131091,東京都,品川区,西五反田２丁目,2021/11/10,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大崎,目黒駅前交番,131091,東京都,品川区,上大崎２丁目,2021/3/25,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大崎,目黒駅前交番,131091,東京都,品川区,上大崎３丁目,2021/4/4,10,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荏原,二葉町交番,131091,東京都,品川区,二葉２丁目,2021/9/30,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,平塚橋交番,131091,東京都,品川区,平塚２丁目,2021/10/23,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,荏原,戸越交番,131091,東京都,品川区,戸越１丁目,2021/2/12,11,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荏原,戸越交番,131091,東京都,品川区,戸越１丁目,2021/3/27,7,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荏原,戸越交番,131091,東京都,品川区,戸越５丁目,2021/10/10,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山３丁目,2021/4/28,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山３丁目,2021/6/21,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山台１丁目,2021/8/19,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,武蔵小山交番,131091,東京都,品川区,小山台１丁目,2021/9/11,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,江戸見坂交番,131091,東京都,品川区,荏原６丁目,2021/2/18,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,荏原,江戸見坂交番,131091,東京都,品川区,小山５丁目,2021/2/5,5,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,源氏前交番,131091,東京都,品川区,中延５丁目,2021/3/30,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,荏原中延駅前交番,131091,東京都,品川区,中延２丁目,2021/7/12,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荏原,荏原中延駅前交番,131091,東京都,品川区,中延４丁目,2021/5/22,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荏原,豊町交番,131091,東京都,品川区,戸越５丁目,2021/5/6,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荏原,豊町交番,131091,東京都,品川区,戸越６丁目,2021/10/1,11,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北６丁目,2021/1/7,11,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,中央２丁目,2021/12/10,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2021/6/5,8,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2021/8/26,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西１丁目,2021/6/13,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2021/4/6,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西４丁目,2021/1/11,0,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,大森,大森西交番,131113,東京都,大田区,大森西４丁目,2021/7/3,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北４丁目,2021/4/23,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,大森,春日橋交番,131113,東京都,大田区,大森西１丁目,2021/11/25,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2021/3/15,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2021/11/26,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森南５丁目,2021/5/11,12,その他,その他,施錠せず,あり
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西３丁目,2021/11/7,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西５丁目,2021/11/12,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西５丁目,2021/11/29,16,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,大森,谷戸交番,131113,東京都,大田区,大森西６丁目,2021/9/22,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,田園調布,多摩川台駐在所,131113,東京都,大田区,田園調布４丁目,2021/4/24,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,田園調布,大岡山駅前交番,131113,東京都,大田区,北千束１丁目,2021/7/20,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,田園調布,大岡山駅前交番,131113,東京都,大田区,北千束３丁目,2021/6/12,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,田園調布,嶺駐在所,131113,東京都,大田区,北嶺町,2021/9/24,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,田園調布,嶺駐在所,131113,東京都,大田区,北嶺町,2021/11/29,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,田園調布,石川台交番,131113,東京都,大田区,北嶺町,2021/11/17,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,田園調布,石川台交番,131113,東京都,大田区,南雪谷３丁目,2021/3/23,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,田園調布,道々橋交番,131113,東京都,大田区,仲池上２丁目,2021/3/3,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,田園調布,道々橋交番,131113,東京都,大田区,仲池上２丁目,2021/11/8,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,鵜の木２丁目,2021/9/30,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,南久が原２丁目,2021/6/21,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,南久が原２丁目,2021/8/3,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田２丁目,2021/1/10,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田４丁目,2020/12/31,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田１丁目,2021/1/13,23,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,北糀谷交番,131113,東京都,大田区,西糀谷２丁目,2021/12/20,21,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,蒲田,大鳥居交番,131113,東京都,大田区,東糀谷３丁目,2021/12/20,19,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,西糀谷１丁目,2021/5/1,8,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2021/1/21,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2021/3/6,7,４階建て以上共同住宅,その他,施錠した,なし
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2021/6/26,10,その他,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2020/12/31,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,日の出通交番,131113,東京都,大田区,南蒲田３丁目,2021/1/5,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2021/7/17,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,東六郷交番,131113,東京都,大田区,仲六郷４丁目,2021/12/23,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田４丁目,2021/6/5,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2021/1/8,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2021/3/2,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2021/5/25,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2021/7/31,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2021/10/23,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2021/6/6,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,蒲田,西蒲田交番,131113,東京都,大田区,西蒲田１丁目,2021/4/25,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,西蒲田交番,131113,東京都,大田区,西蒲田４丁目,2021/7/24,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷１丁目,2021/11/30,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2021/4/7,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蒲田,雑色交番,131113,東京都,大田区,東六郷１丁目,2021/7/15,19,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子１丁目,2021/2/1,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子３丁目,2021/3/21,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子３丁目,2021/7/5,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子４丁目,2021/3/3,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,池上,三本松交番,131113,東京都,大田区,中馬込３丁目,2021/5/14,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,池上,三本松交番,131113,東京都,大田区,東馬込１丁目,2021/3/24,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池上,久が原交番,131113,東京都,大田区,久が原２丁目,2021/8/21,10,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池上,久が原交番,131113,東京都,大田区,久が原２丁目,2021/10/3,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池上,久が原交番,131113,東京都,大田区,久が原３丁目,2021/8/11,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池上,久が原交番,131113,東京都,大田区,久が原４丁目,2021/7/25,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,多摩川１丁目,2021/7/14,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥３丁目,2021/4/25,20,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,千鳥３丁目,2021/9/9,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,東矢口２丁目,2021/1/17,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,池上,千鳥交番,131113,東京都,大田区,矢口２丁目,2021/2/9,8,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,池上,南馬込交番,131113,東京都,大田区,山王４丁目,2021/2/2,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池上,市野倉交番,131113,東京都,大田区,中央７丁目,2021/5/12,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池上,池上駅前交番,131113,東京都,大田区,池上７丁目,2021/4/13,7,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池上,蓮沼交番,131113,東京都,大田区,池上６丁目,2021/8/31,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,池上,蓮沼交番,131113,東京都,大田区,西蒲田６丁目,2021/9/26,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,池上,蓮沼交番,131113,東京都,大田区,東矢口３丁目,2021/8/27,5,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,池上,西馬込交番,131113,東京都,大田区,南馬込６丁目,2021/10/15,9,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,東京空港,第２ターミナル交番,131113,東京都,大田区,羽田空港３丁目,2021/1/4,7,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,三宿交番,131121,東京都,世田谷区,池尻３丁目,2021/1/16,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三宿交番,131121,東京都,世田谷区,下馬２丁目,2021/2/10,14,その他,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2021/12/10,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2021/4/2,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2021/12/10,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2021/12/10,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2021/6/20,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2021/11/6,12,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2021/12/10,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2021/12/10,11,道路上,その他,施錠せず,なし
