罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,中野,鍋屋横丁交番,131148,東京都,中野区,本町３丁目,2019-03-17,11,４階建て以上共同住宅,その他
窃盗,部品ねらい,中野,鍋屋横丁交番,131148,東京都,中野区,本町４丁目,2019-09-28,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,中野,鍋屋横丁交番,131148,東京都,中野区,本町５丁目,2019-12-12,19,道路上,その他
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,南台１丁目,2019-06-22,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,南台３丁目,2019-04-04,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,南台３丁目,2019-07-11,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,中野,南台交番,131148,東京都,中野区,南台５丁目,2019-04-27,12,駐車（輪）場,その他
窃盗,部品ねらい,中野,中央五丁目交番,131148,東京都,中野区,本町４丁目,2019-04-19,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,野方,江古田四丁目交番,131148,東京都,中野区,江古田３丁目,2019-12-26,10,駐車（輪）場,その他
窃盗,部品ねらい,野方,江古田四丁目交番,131148,東京都,中野区,江古田４丁目,2019-07-13,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,野方,江古田四丁目交番,131148,東京都,中野区,松が丘２丁目,2019-02-24,15,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,野方,沼袋交番,131148,東京都,中野区,沼袋１丁目,2019-04-19,15,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,野方,若宮交番,131148,東京都,中野区,大和町３丁目,2019-03-19,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,野方,若宮交番,131148,東京都,中野区,若宮２丁目,2019-01-21,12,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,野方,野方一丁目交番,131148,東京都,中野区,野方２丁目,2019-03-22,21,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,野方,白鷺駐在所,131148,東京都,中野区,白鷺２丁目,2019-10-07,01,４階建て以上共同住宅,その他
窃盗,部品ねらい,野方,鷺宮六丁目交番,131148,東京都,中野区,上鷺宮５丁目,2019-07-13,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,野方,上鷺宮駐在所,131148,東京都,中野区,上鷺宮４丁目,2019-08-08,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2019-09-01,10,一戸建住宅,その他
窃盗,部品ねらい,杉並,和田本町交番,131156,東京都,杉並区,和田２丁目,2019-05-29,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,杉並,高円寺交番,131156,東京都,杉並区,高円寺南１丁目,2019-01-22,00,４階建て以上共同住宅,その他
窃盗,部品ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺南４丁目,2019-02-14,10,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺南４丁目,2019-04-18,01,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺北３丁目,2019-10-25,19,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2019-05-27,15,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2019-06-21,17,道路上,その他
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2019-07-23,01,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2019-10-24,01,４階建て以上共同住宅,その他
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北２丁目,2019-05-26,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北２丁目,2019-05-27,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷南２丁目,2019-06-22,07,道路上,タイヤ・ホイール
窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷南３丁目,2019-05-19,18,道路上,ナンバープレート
窃盗,部品ねらい,杉並,成田交番,131156,東京都,杉並区,成田東３丁目,2019-03-21,15,駐車（輪）場,その他
窃盗,部品ねらい,高井戸,泉南交番,131156,東京都,杉並区,和泉１丁目,2018-07-01,不明,道路上,ナンバープレート
窃盗,部品ねらい,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2019-01-07,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2019-09-28,10,道路上,その他
窃盗,部品ねらい,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2019-10-18,20,一戸建住宅,その他
窃盗,部品ねらい,高井戸,永福町駅前交番,131156,東京都,杉並区,和泉３丁目,2019-03-22,13,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,高井戸,永福町駅前交番,131156,東京都,杉並区,和泉３丁目,2019-07-21,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,永福町駅前交番,131156,東京都,杉並区,和泉３丁目,2019-07-22,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,高井戸,永福町駅前交番,131156,東京都,杉並区,永福１丁目,2019-07-20,14,駐車（輪）場,その他
窃盗,部品ねらい,高井戸,方南交番,131156,東京都,杉並区,堀ノ内１丁目,2019-04-18,15,道路上,その他
窃盗,部品ねらい,高井戸,西荻南交番,131156,東京都,杉並区,宮前２丁目,2019-02-02,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,高井戸,西荻南交番,131156,東京都,杉並区,宮前２丁目,2019-07-22,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高井戸,久我山交番,131156,東京都,杉並区,久我山３丁目,2019-05-07,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,高井戸,久我山交番,131156,東京都,杉並区,久我山３丁目,2019-08-20,20,駐車（輪）場,その他
窃盗,部品ねらい,高井戸,上高井戸交番,131156,東京都,杉並区,上高井戸１丁目,2019-10-03,08,駐車（輪）場,その他
窃盗,部品ねらい,高井戸,大宮八幡駐在所,131156,東京都,杉並区,大宮１丁目,2019-10-15,18,駐車（輪）場,その他
窃盗,部品ねらい,荻窪,善福寺交番,131156,東京都,杉並区,今川４丁目,2019-04-27,12,その他,その他
窃盗,部品ねらい,荻窪,善福寺交番,131156,東京都,杉並区,善福寺４丁目,2018-12-01,不明,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荻窪,荻窪五丁目交番,131156,東京都,杉並区,南荻窪４丁目,2019-01-13,13,一戸建住宅,その他
窃盗,部品ねらい,荻窪,荻窪五丁目交番,131156,東京都,杉並区,南荻窪４丁目,2019-01-20,16,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,荻窪,荻窪駅南口交番,131156,東京都,杉並区,荻窪４丁目,2019-05-24,13,駐車（輪）場,その他
窃盗,部品ねらい,荻窪,荻窪駅南口交番,131156,東京都,杉並区,荻窪５丁目,2019-09-11,09,駐車（輪）場,その他
窃盗,部品ねらい,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻２丁目,2018-12-30,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荻窪,上井草駅前交番,131156,東京都,杉並区,上荻３丁目,2019-11-17,03,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,荻窪,井荻駅前交番,131156,東京都,杉並区,井草４丁目,2019-06-18,09,駐車（輪）場,その他
窃盗,部品ねらい,荻窪,今川交番,131156,東京都,杉並区,今川２丁目,2018-10-21,不明,その他,ナンバープレート
窃盗,部品ねらい,荻窪,今川交番,131156,東京都,杉並区,今川２丁目,2019-05-09,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,富坂,春日交番,131059,東京都,文京区,春日１丁目,2019-07-18,08,道路上,その他
窃盗,部品ねらい,富坂,小石川御殿町交番,131059,東京都,文京区,千石３丁目,2019-01-31,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,富坂,小石川御殿町交番,131059,東京都,文京区,千石４丁目,2019-05-10,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,大塚,茗荷谷駅前交番,131059,東京都,文京区,大塚３丁目,2019-10-19,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,大塚,護国寺前交番,131059,東京都,文京区,大塚５丁目,2019-06-21,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,本富士,本郷交番,131059,東京都,文京区,本郷７丁目,2019-05-10,11,その他,ナンバープレート
窃盗,部品ねらい,駒込,上富士前交番,131059,東京都,文京区,本駒込５丁目,2019-11-15,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,巣鴨,,,,,,2019-09-11,不明,その他,ナンバープレート
窃盗,部品ねらい,巣鴨,駒込駅前交番,131164,東京都,豊島区,駒込１丁目,2019-08-12,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,巣鴨,庚申塚交番,131164,東京都,豊島区,西巣鴨２丁目,2019-12-08,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,巣鴨,庚申塚交番,131164,東京都,豊島区,西巣鴨４丁目,2019-05-05,13,その他,ナンバープレート
窃盗,部品ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚３丁目,2019-01-07,15,その他,ナンバープレート
窃盗,部品ねらい,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋５丁目,2019-10-21,17,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,巣鴨,サンシャイン前交番,131164,東京都,豊島区,東池袋５丁目,2019-12-07,20,一戸建住宅,その他
窃盗,部品ねらい,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2019-02-14,12,駐車（輪）場,その他
窃盗,部品ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋１丁目,2019-03-28,18,駐車（輪）場,その他
窃盗,部品ねらい,池袋,川越通交番,131164,東京都,豊島区,池袋４丁目,2019-03-08,06,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,目白,南池袋交番,131164,東京都,豊島区,南池袋１丁目,2019-09-07,09,その他,ナンバープレート
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎１丁目,2019-04-05,01,道路上,ナンバープレート
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,長崎２丁目,2019-02-12,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,目白,椎名町駅前交番,131164,東京都,豊島区,西池袋４丁目,2019-07-03,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,目白,南長崎交番,131164,東京都,豊島区,南長崎３丁目,2019-01-11,01,その他,その他
窃盗,部品ねらい,目白,南長崎交番,131164,東京都,豊島区,南長崎３丁目,2019-02-17,08,一戸建住宅,その他
窃盗,部品ねらい,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎６丁目,2019-05-09,18,一戸建住宅,その他
窃盗,部品ねらい,目白,千川交番,131164,東京都,豊島区,要町３丁目,2019-06-27,12,４階建て以上共同住宅,その他
窃盗,部品ねらい,目白,千川交番,131164,東京都,豊島区,千早２丁目,2019-06-02,18,一戸建住宅,その他
窃盗,部品ねらい,目白,千登世橋交番,131164,東京都,豊島区,雑司が谷３丁目,2019-09-20,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,目白,千登世橋交番,131164,東京都,豊島区,高田２丁目,2019-08-21,16,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川３丁目,2019-08-09,14,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川５丁目,2019-09-08,23,道路上,なし
窃盗,部品ねらい,滝野川,飛鳥山交番,131172,東京都,北区,西ケ原２丁目,2019-02-13,15,駐車（輪）場,その他
窃盗,部品ねらい,滝野川,西ケ原交番,131172,東京都,北区,西ケ原１丁目,2019-06-20,15,道路上,その他
窃盗,部品ねらい,滝野川,東田端交番,131172,東京都,北区,東田端１丁目,2018-12-29,16,駐車（輪）場,その他
窃盗,部品ねらい,滝野川,東田端交番,131172,東京都,北区,東田端１丁目,2019-04-25,08,駐車（輪）場,その他
窃盗,部品ねらい,滝野川,東田端交番,131172,東京都,北区,東田端２丁目,2019-02-24,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,王子,王子駅前交番,131172,東京都,北区,王子１丁目,2019-05-27,17,駐車（輪）場,その他
窃盗,部品ねらい,王子,王子駅前交番,131172,東京都,北区,王子１丁目,2019-09-29,00,道路上,その他
窃盗,部品ねらい,王子,王子駅前交番,131172,東京都,北区,堀船１丁目,2019-11-09,23,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,王子,王子駅前交番,131172,東京都,北区,堀船３丁目,2019-10-14,19,駐車（輪）場,その他
窃盗,部品ねらい,王子,豊島五丁目駐在所,131172,東京都,北区,王子５丁目,2019-02-04,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,王子,豊島五丁目駐在所,131172,東京都,北区,豊島５丁目,2019-09-14,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,王子,王子五丁目交番,131172,東京都,北区,王子５丁目,2019-02-09,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,王子,王子五丁目交番,131172,東京都,北区,王子５丁目,2019-05-20,11,その他,その他
窃盗,部品ねらい,王子,王子五丁目交番,131172,東京都,北区,豊島５丁目,2019-08-16,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,王子,王子五丁目交番,131172,東京都,北区,豊島５丁目,2019-08-19,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,王子,王子五丁目交番,131172,東京都,北区,豊島５丁目,2019-09-01,00,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,王子,東十条交番,131172,東京都,北区,王子４丁目,2019-06-22,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,赤羽,志茂四丁目交番,131172,東京都,北区,志茂４丁目,2019-04-12,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2019-01-16,02,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽北１丁目,2019-09-12,01,道路上,その他
窃盗,部品ねらい,赤羽,岩淵交番,131172,東京都,北区,岩淵町,2019-06-24,18,一戸建住宅,その他
窃盗,部品ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷１丁目,2019-10-17,14,道路上,その他
窃盗,部品ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷２丁目,2019-09-16,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,宮堀交番,131172,東京都,北区,神谷３丁目,2019-04-05,21,その他,その他
窃盗,部品ねらい,赤羽,赤羽西交番,131172,東京都,北区,赤羽２丁目,2019-11-28,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,赤羽西５丁目,2019-08-12,23,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2014-04-01,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2019-06-20,18,駐車（輪）場,その他
窃盗,部品ねらい,赤羽,法善寺交番,131172,東京都,北区,桐ケ丘１丁目,2019-06-23,13,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽２丁目,2019-08-09,17,その他,ナンバープレート
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北２丁目,2019-05-19,15,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間３丁目,2019-11-28,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間４丁目,2019-04-15,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間４丁目,2019-12-16,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間５丁目,2019-01-11,07,駐車（輪）場,その他
窃盗,部品ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2019-01-08,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2019-06-01,不明,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋２丁目,2019-11-30,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋３丁目,2019-03-04,21,道路上,その他
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2019-11-08,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2019-11-17,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,南町,2019-05-16,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,板橋,養育院前交番,131199,東京都,板橋区,仲宿,2019-10-14,00,その他,ナンバープレート
窃盗,部品ねらい,板橋,養育院前交番,131199,東京都,板橋区,氷川町,2019-09-21,不明,その他,ナンバープレート
窃盗,部品ねらい,板橋,大山町交番,131199,東京都,板橋区,幸町,2019-08-18,10,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,板橋,茂呂交番,131199,東京都,板橋区,小茂根４丁目,2019-12-16,09,駐車（輪）場,その他
窃盗,部品ねらい,板橋,東山町交番,131199,東京都,板橋区,大谷口北町,2019-05-31,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,板橋,東山町交番,131199,東京都,板橋区,東新町２丁目,2019-11-28,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,板橋,中板橋交番,131199,東京都,板橋区,双葉町,2019-02-08,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,板橋,常盤台交番,131199,東京都,板橋区,常盤台３丁目,2019-06-14,14,一戸建住宅,その他
窃盗,部品ねらい,板橋,常盤台交番,131199,東京都,板橋区,南常盤台２丁目,2019-06-11,08,４階建て以上共同住宅,その他
窃盗,部品ねらい,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋２丁目,2019-07-07,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,志村,小豆沢交番,131199,東京都,板橋区,小豆沢１丁目,2019-04-15,09,４階建て以上共同住宅,その他
窃盗,部品ねらい,志村,小豆沢交番,131199,東京都,板橋区,小豆沢４丁目,2019-04-12,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,志村,坂上交番,131199,東京都,板橋区,坂下１丁目,2019-08-24,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,志村,坂上交番,131199,東京都,板橋区,志村３丁目,2019-01-11,11,駐車（輪）場,その他
窃盗,部品ねらい,志村,坂下交番,131199,東京都,板橋区,坂下２丁目,2019-08-14,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,志村,坂下交番,131199,東京都,板橋区,蓮根３丁目,2019-06-11,13,駐車（輪）場,その他
窃盗,部品ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡１丁目,2019-03-17,09,駐車（輪）場,その他
窃盗,部品ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡３丁目,2019-04-01,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,志村,蓮根交番,131199,東京都,板橋区,相生町,2019-06-13,21,駐車（輪）場,その他
窃盗,部品ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根１丁目,2019-06-08,12,４階建て以上共同住宅,なし
窃盗,部品ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根３丁目,2019-02-22,10,道路上,その他
窃盗,部品ねらい,志村,蓮根交番,131199,東京都,板橋区,蓮根３丁目,2019-05-25,22,駐車（輪）場,その他
窃盗,部品ねらい,志村,前野町交番,131199,東京都,板橋区,大原町,2015-06-21,不明,道路上,ナンバープレート
窃盗,部品ねらい,志村,前野町交番,131199,東京都,板橋区,前野町１丁目,2018-12-29,10,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,志村,前野町交番,131199,東京都,板橋区,前野町２丁目,2019-07-01,05,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,志村,前野町交番,131199,東京都,板橋区,前野町４丁目,2019-02-21,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,志村,中台交番,131199,東京都,板橋区,前野町６丁目,2019-06-16,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,志村,中台交番,131199,東京都,板橋区,若木１丁目,2019-02-18,19,道路上,その他
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台２丁目,2019-09-27,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台４丁目,2019-05-28,12,駐車（輪）場,その他
窃盗,部品ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村２丁目,2018-12-08,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村南２丁目,2018-12-10,不明,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村南２丁目,2019-03-23,23,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,豊玉北６丁目,2019-07-09,09,駐車（輪）場,その他
窃盗,部品ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,練馬１丁目,2019-09-17,10,駐車（輪）場,その他
窃盗,部品ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,練馬１丁目,2019-09-24,11,駐車（輪）場,その他
窃盗,部品ねらい,練馬,豊玉交番,131202,東京都,練馬区,豊玉上２丁目,2019-12-02,14,駐車（輪）場,その他
窃盗,部品ねらい,練馬,桜台交番,131202,東京都,練馬区,桜台５丁目,2019-02-20,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,練馬,桜台交番,131202,東京都,練馬区,桜台６丁目,2019-08-24,12,一戸建住宅,その他
窃盗,部品ねらい,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2019-06-06,17,駐車（輪）場,その他
窃盗,部品ねらい,練馬,小竹町交番,131202,東京都,練馬区,小竹町２丁目,2019-04-13,13,一戸建住宅,その他
窃盗,部品ねらい,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台２丁目,2019-02-16,00,駐車（輪）場,その他
窃盗,部品ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町２丁目,2018-12-01,00,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮１丁目,2019-03-23,09,駐車（輪）場,その他
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮１丁目,2019-10-13,09,駐車（輪）場,その他
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,平和台３丁目,2019-04-01,16,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,平和台３丁目,2019-11-04,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2019-05-01,07,一戸建住宅,ナンバープレート
窃盗,部品ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南１丁目,2019-10-19,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南２丁目,2019-07-08,04,その他,その他
窃盗,部品ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,中村南１丁目,2019-09-28,16,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,中村南１丁目,2019-12-26,18,駐車（輪）場,その他
窃盗,部品ねらい,練馬,富士見台駅前交番,131202,東京都,練馬区,貫井１丁目,2019-07-23,09,駐車（輪）場,その他
窃盗,部品ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町１丁目,2019-05-21,不明,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町３丁目,2019-09-19,19,駐車（輪）場,その他
窃盗,部品ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2019-03-15,07,駐車（輪）場,その他
窃盗,部品ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2019-11-15,14,駐車（輪）場,その他
窃盗,部品ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町８丁目,2019-01-19,13,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2019-08-26,18,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2019-10-31,05,駐車（輪）場,その他
窃盗,部品ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2019-03-09,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2019-04-06,17,一戸建住宅,その他
窃盗,部品ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2019-07-23,19,駐車（輪）場,その他
窃盗,部品ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北２丁目,2019-10-26,00,道路上,その他
窃盗,部品ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北４丁目,2019-04-16,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町１丁目,2019-06-18,18,一戸建住宅,その他
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町３丁目,2019-05-17,11,４階建て以上共同住宅,その他
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町４丁目,2019-04-11,16,駐車（輪）場,その他
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町４丁目,2019-07-06,12,一戸建住宅,その他
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2019-03-13,21,駐車（輪）場,その他
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町８丁目,2019-10-07,19,４階建て以上共同住宅,ナンバープレート
