罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬１丁目,2018-10-15,01,道路上,施錠せず,なし
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬３丁目,2018-03-07,16,道路上,施錠せず,なし
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,上馬４丁目,2018-11-02,19,道路上,施錠せず,なし
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,駒沢２丁目,2018-06-02,13,道路上,施錠せず,なし
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,弦巻２丁目,2018-06-04,10,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,上馬交番,131121,東京都,世田谷区,野沢２丁目,2018-10-18,02,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷１丁目,2018-04-30,08,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷１丁目,2018-11-01,14,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,桜１丁目,2018-06-20,03,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,世田谷,松ケ丘交番,131121,東京都,世田谷区,桜３丁目,2018-07-09,07,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘３丁目,2018-12-19,00,その他,施錠せず,なし
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘４丁目,2018-02-18,08,道路上,施錠せず,あり
窃盗,車上ねらい,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘５丁目,2018-01-10,17,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂４丁目,2018-01-26,13,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,梅丘１丁目,2018-06-28,19,道路上,施錠せず,なし
窃盗,車上ねらい,北沢,淡島通交番,131121,東京都,世田谷区,池尻４丁目,2018-12-04,21,道路上,施錠せず,なし
窃盗,車上ねらい,北沢,淡島通交番,131121,東京都,世田谷区,代沢３丁目,2018-03-24,11,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢４丁目,2018-10-19,10,その他,施錠せず,あり
窃盗,車上ねらい,北沢,下北沢交番,131121,東京都,世田谷区,北沢５丁目,2018-08-18,22,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,北沢,羽根木交番,131121,東京都,世田谷区,大原２丁目,2018-07-24,13,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,赤堤交番,131121,東京都,世田谷区,豪徳寺２丁目,2018-02-26,07,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原２丁目,2018-07-23,22,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原２丁目,2018-10-16,02,道路上,施錠せず,あり
窃盗,車上ねらい,北沢,明大前駅前交番,131121,東京都,世田谷区,松原３丁目,2018-08-29,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,玉川,,131121,東京都,世田谷区,喜多見１丁目,2018-03-21,13,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢３丁目,2018-01-10,21,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,玉川,九品仏交番,131121,東京都,世田谷区,奥沢７丁目,2018-08-20,08,その他,施錠せず,あり
窃盗,車上ねらい,玉川,尾山台駅前交番,131121,東京都,世田谷区,等々力２丁目,2018-12-28,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,上野毛交番,131121,東京都,世田谷区,等々力３丁目,2018-12-14,16,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川３丁目,2018-12-05,04,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,瀬田交番,131121,東京都,世田谷区,瀬田１丁目,2018-04-25,13,道路上,施錠せず,あり
窃盗,車上ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢１丁目,2018-01-22,15,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,玉川,深沢交番,131121,東京都,世田谷区,深沢７丁目,2018-05-02,14,その他,施錠せず,あり
窃盗,車上ねらい,玉川,桜新町交番,131121,東京都,世田谷区,駒沢４丁目,2018-02-18,10,その他,施錠せず,あり
窃盗,車上ねらい,玉川,桜新町交番,131121,東京都,世田谷区,駒沢４丁目,2018-03-29,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,玉川,桜新町交番,131121,東京都,世田谷区,新町１丁目,2018-11-03,16,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,玉川,桜新町交番,131121,東京都,世田谷区,新町２丁目,2018-10-30,12,道路上,施錠せず,あり
窃盗,車上ねらい,玉川,桜新町交番,131121,東京都,世田谷区,深沢５丁目,2018-06-29,21,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,砧８丁目,2018-06-07,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,祖師谷１丁目,2018-07-26,20,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121,東京都,世田谷区,千歳台２丁目,2018-12-10,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,成城交番,131121,東京都,世田谷区,成城１丁目,2018-04-03,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,成城交番,131121,東京都,世田谷区,成城２丁目,2018-06-27,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,成城交番,131121,東京都,世田谷区,成城６丁目,2018-06-23,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,成城交番,131121,東京都,世田谷区,成城８丁目,2018-02-11,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,千歳台交番,131121,東京都,世田谷区,粕谷１丁目,2018-08-31,08,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳台交番,131121,東京都,世田谷区,上祖師谷３丁目,2018-07-23,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,千歳台交番,131121,東京都,世田谷区,千歳台３丁目,2018-05-10,17,道路上,施錠せず,あり
窃盗,車上ねらい,成城,千歳台交番,131121,東京都,世田谷区,千歳台３丁目,2018-12-09,15,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山２丁目,2018-05-30,17,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山３丁目,2018-04-11,18,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山４丁目,2018-08-14,23,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山５丁目,2018-03-04,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,南烏山５丁目,2018-06-02,00,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,上北沢駅前交番,131121,東京都,世田谷区,上北沢４丁目,2018-12-06,18,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋３丁目,2018-08-25,23,道路上,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2014-12-11,23,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2014-12-26,00,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2014-12-30,07,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2014-12-31,16,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2015-01-05,00,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2015-01-30,00,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2015-03-02,01,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2015-04-27,00,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2015-06-01,00,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2015-06-26,16,その他,施錠せず,なし
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121,東京都,世田谷区,船橋５丁目,2015-07-26,21,その他,施錠せず,なし
窃盗,車上ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧５丁目,2018-02-24,12,その他,施錠せず,なし
窃盗,車上ねらい,成城,大蔵二丁目交番,131121,東京都,世田谷区,砧５丁目,2018-03-01,16,その他,施錠せず,なし
窃盗,車上ねらい,成城,東宝前交番,131121,東京都,世田谷区,宇奈根３丁目,2018-01-11,22,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,成城,岡本駐在所,131121,東京都,世田谷区,岡本１丁目,2017-10-31,不明,その他,施錠せず,なし
窃盗,車上ねらい,成城,喜多見駅前交番,131121,東京都,世田谷区,喜多見９丁目,2018-10-12,07,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,給田交番,131121,東京都,世田谷区,給田４丁目,2018-06-03,22,その他,施錠せず,あり
窃盗,車上ねらい,成城,北烏山駐在所,131121,東京都,世田谷区,北烏山５丁目,2018-07-11,23,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,成城,北烏山駐在所,131121,東京都,世田谷区,北烏山５丁目,2018-11-02,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,成城,船橋交番,131121,東京都,世田谷区,八幡山２丁目,2018-04-30,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,成城,船橋交番,131121,東京都,世田谷区,船橋７丁目,2018-03-29,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,目黒,下目黒交番,131105,東京都,目黒区,下目黒２丁目,2018-10-31,20,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,目黒,下目黒交番,131105,東京都,目黒区,下目黒３丁目,2018-10-06,12,道路上,施錠せず,なし
窃盗,車上ねらい,目黒,下目黒交番,131105,東京都,目黒区,目黒１丁目,2018-07-30,10,道路上,施錠せず,なし
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105,東京都,目黒区,中央町２丁目,2018-02-26,07,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105,東京都,目黒区,祐天寺２丁目,2018-03-04,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒１丁目,2018-12-12,16,道路上,施錠せず,あり
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒２丁目,2018-06-12,14,道路上,施錠せず,なし
窃盗,車上ねらい,目黒,宿山交番,131105,東京都,目黒区,上目黒４丁目,2017-11-11,08,道路上,施錠せず,なし
窃盗,車上ねらい,目黒,宿山交番,131105,東京都,目黒区,東山３丁目,2018-08-23,08,道路上,施錠せず,なし
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,青葉台２丁目,2018-08-05,02,道路上,施錠せず,あり
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,青葉台３丁目,2017-12-25,22,道路上,施錠せず,あり
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,東山２丁目,2018-10-26,20,道路上,施錠せず,なし
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,東山３丁目,2018-08-05,05,道路上,施錠せず,なし
窃盗,車上ねらい,目黒,大橋交番,131105,東京都,目黒区,東山３丁目,2018-12-02,19,道路上,施錠せず,なし
窃盗,車上ねらい,目黒,駒場一丁目駐在所,131105,東京都,目黒区,駒場２丁目,2018-07-04,06,道路上,施錠せず,なし
窃盗,車上ねらい,碑文谷,柿の木坂交番,131105,東京都,目黒区,柿の木坂１丁目,2018-05-24,09,道路上,施錠せず,なし
窃盗,車上ねらい,碑文谷,自由が丘交番,131105,東京都,目黒区,自由が丘２丁目,2018-09-17,08,道路上,施錠せず,なし
窃盗,車上ねらい,碑文谷,原町交番,131105,東京都,目黒区,原町１丁目,2018-02-03,11,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,碑文谷,本町六丁目交番,131105,東京都,目黒区,目黒本町６丁目,2018-07-09,14,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,碑文谷,本町二丁目交番,131105,東京都,目黒区,中央町１丁目,2018-11-29,10,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番３丁目,2018-02-20,15,道路上,施錠せず,なし
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,鷹番３丁目,2018-07-02,18,道路上,施錠せず,なし
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,碑文谷２丁目,2018-12-07,10,道路上,施錠せず,あり
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,碑文谷４丁目,2018-02-06,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105,東京都,目黒区,碑文谷４丁目,2018-05-06,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,宇田川町,2018-02-12,11,道路上,施錠せず,あり
窃盗,車上ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,道玄坂１丁目,2018-08-07,13,道路上,施錠せず,なし
窃盗,車上ねらい,渋谷,渋谷駅前交番,131130,東京都,渋谷区,道玄坂２丁目,2018-02-09,10,道路上,施錠せず,あり
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2018-05-31,09,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,道玄坂２丁目,2018-01-16,11,道路上,施錠せず,なし
窃盗,車上ねらい,渋谷,宇田川交番,131130,東京都,渋谷区,道玄坂２丁目,2018-01-22,13,道路上,施錠せず,なし
窃盗,車上ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂１丁目,2018-01-21,13,道路上,施錠せず,なし
窃盗,車上ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂１丁目,2018-02-28,14,道路上,施錠せず,なし
窃盗,車上ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂２丁目,2018-01-12,02,道路上,施錠せず,なし
窃盗,車上ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,道玄坂２丁目,2018-02-12,10,道路上,施錠せず,あり
窃盗,車上ねらい,渋谷,道玄坂上交番,131130,東京都,渋谷区,円山町,2018-03-11,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,渋谷,代官山交番,131130,東京都,渋谷区,代官山町,2018-02-15,06,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,渋谷,代官山交番,131130,東京都,渋谷区,代官山町,2018-12-07,10,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿南３丁目,2018-03-03,01,道路上,施錠せず,なし
窃盗,車上ねらい,渋谷,鉢山交番,131130,東京都,渋谷区,南平台町,2018-07-27,17,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,渋谷,鉢山交番,131130,東京都,渋谷区,南平台町,2018-10-31,14,その他,施錠せず,あり
窃盗,車上ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2018-09-25,14,道路上,施錠せず,あり
窃盗,車上ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷４丁目,2018-04-27,20,道路上,施錠せず,あり
窃盗,車上ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷４丁目,2018-11-17,09,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2018-08-15,11,道路上,施錠せず,あり
窃盗,車上ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2018-05-17,23,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2018-07-19,06,道路上,施錠せず,なし
窃盗,車上ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2018-08-04,20,道路上,施錠せず,あり
窃盗,車上ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2018-08-27,07,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2018-04-20,10,道路上,施錠せず,あり
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2018-06-21,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2018-07-06,16,道路上,施錠せず,あり
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130,東京都,渋谷区,千駄ヶ谷５丁目,2018-07-10,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,神宮前２丁目,2017-11-19,00,その他,施錠せず,なし
窃盗,車上ねらい,原宿,神宮前交番,131130,東京都,渋谷区,神宮前５丁目,2018-06-03,09,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,初台１丁目,2018-11-17,21,道路上,施錠せず,あり
窃盗,車上ねらい,代々木,初台駅前交番,131130,東京都,渋谷区,代々木４丁目,2018-10-03,13,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,代々木,清水橋交番,131130,東京都,渋谷区,本町４丁目,2018-01-15,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,代々木,不動前交番,131130,東京都,渋谷区,本町５丁目,2018-07-24,18,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2018-01-13,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,不動前交番,131130,東京都,渋谷区,本町６丁目,2018-07-03,20,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷２丁目,2018-02-15,02,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷３丁目,2018-07-02,08,道路上,施錠せず,あり
窃盗,車上ねらい,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原１丁目,2018-02-04,08,道路上,施錠せず,あり
窃盗,車上ねらい,代々木,代々木上原駅前交番,131130,東京都,渋谷区,西原２丁目,2018-08-22,11,その他,施錠せず,あり
窃盗,車上ねらい,代々木,初台二丁目交番,131130,東京都,渋谷区,初台１丁目,2018-07-20,13,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,代々木,代々木公園交番,131130,東京都,渋谷区,神南２丁目,2018-07-27,01,道路上,施錠せず,なし
窃盗,車上ねらい,代々木,代々木公園交番,131130,東京都,渋谷区,富ヶ谷１丁目,2018-09-27,12,道路上,施錠せず,なし
窃盗,車上ねらい,牛込,河田町交番,131041,東京都,新宿区,余丁町,2018-09-09,13,道路上,施錠せず,あり
窃盗,車上ねらい,牛込,河田町交番,131041,東京都,新宿区,戸山２丁目,2018-06-22,09,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,牛込,河田町交番,131041,東京都,新宿区,戸山２丁目,2018-11-26,15,道路上,施錠せず,あり
窃盗,車上ねらい,牛込,鶴巻町交番,131041,東京都,新宿区,山吹町,2018-04-24,14,道路上,施錠せず,なし
窃盗,車上ねらい,牛込,鶴巻町交番,131041,東京都,新宿区,山吹町,2018-05-19,13,道路上,施錠せず,あり
窃盗,車上ねらい,牛込,鶴巻町交番,131041,東京都,新宿区,山吹町,2018-07-02,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛込,神楽坂上交番,131041,東京都,新宿区,神楽坂６丁目,2018-11-17,01,道路上,施錠せず,あり
窃盗,車上ねらい,牛込,神楽坂上交番,131041,東京都,新宿区,北町,2018-02-07,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2018-09-25,11,道路上,施錠せず,なし
窃盗,車上ねらい,新宿,新宿駅西口交番,131041,東京都,新宿区,西新宿１丁目,2018-12-02,05,道路上,施錠せず,なし
窃盗,車上ねらい,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿４丁目,2018-09-11,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿４丁目,2018-10-18,16,道路上,施錠せず,なし
窃盗,車上ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿６丁目,2018-01-25,11,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,成子坂交番,131041,東京都,新宿区,西新宿７丁目,2018-07-08,06,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿１丁目,2018-11-09,12,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2018-01-05,09,その他,施錠せず,あり
窃盗,車上ねらい,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2018-02-14,09,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2018-08-18,14,道路上,施錠せず,なし
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2018-03-14,09,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2018-11-28,10,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2018-07-08,19,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2018-08-20,15,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保３丁目,2018-06-07,17,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保３丁目,2018-06-29,04,その他,施錠せず,あり
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,百人町１丁目,2018-07-05,14,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿６丁目,2018-11-12,14,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2018-04-14,08,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2018-08-03,18,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2018-10-15,12,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2018-04-02,19,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2018-12-26,09,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2018-01-12,14,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2018-01-28,09,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2018-02-03,08,道路上,施錠せず,あり
窃盗,車上ねらい,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2018-03-06,06,道路上,施錠せず,あり
窃盗,車上ねらい,戸塚,戸塚一丁目交番,131041,東京都,新宿区,西早稲田２丁目,2018-01-04,12,道路上,施錠せず,あり
窃盗,車上ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場１丁目,2018-11-13,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2018-03-01,15,その他,施錠せず,あり
窃盗,車上ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2018-06-26,10,道路上,施錠せず,なし
窃盗,車上ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合１丁目,2018-08-29,13,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合２丁目,2018-04-29,16,その他,施錠せず,なし
窃盗,車上ねらい,戸塚,下落合駅前交番,131041,東京都,新宿区,高田馬場３丁目,2018-10-01,14,道路上,施錠せず,なし
窃盗,車上ねらい,戸塚,中落合交番,131041,東京都,新宿区,中井２丁目,2018-06-07,15,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,戸塚,西落合交番,131041,東京都,新宿区,西落合１丁目,2018-04-22,01,道路上,施錠せず,なし
窃盗,車上ねらい,戸塚,西落合交番,131041,東京都,新宿区,西落合３丁目,2018-09-08,07,道路上,施錠せず,なし
窃盗,車上ねらい,戸塚,西落合交番,131041,東京都,新宿区,西落合４丁目,2018-05-17,09,道路上,施錠せず,なし
窃盗,車上ねらい,戸塚,上落合交番,131041,東京都,新宿区,上落合３丁目,2018-03-02,14,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,戸塚,上落合交番,131041,東京都,新宿区,上落合３丁目,2018-08-16,22,道路上,施錠せず,なし
窃盗,車上ねらい,四谷,信濃町交番,131041,東京都,新宿区,信濃町,2018-08-14,19,道路上,施錠せず,あり
窃盗,車上ねらい,四谷,信濃町交番,131041,東京都,新宿区,若葉３丁目,2018-01-15,18,道路上,施錠せず,あり
窃盗,車上ねらい,四谷,御苑大通交番,131041,東京都,新宿区,新宿２丁目,2018-04-16,07,道路上,施錠せず,あり
窃盗,車上ねらい,四谷,御苑大通交番,131041,東京都,新宿区,新宿２丁目,2018-10-06,13,道路上,施錠せず,なし
窃盗,車上ねらい,四谷,新宿四丁目交番,131041,東京都,新宿区,新宿２丁目,2018-07-13,00,道路上,施錠せず,あり
