罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,東京湾岸,第五台場交番,131032,東京都,港区,港南５丁目,2020-10-03,15,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東京湾岸,第五台場交番,131032,東京都,港区,港南５丁目,2020-10-15,16,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東京湾岸,第五台場交番,131091,東京都,品川区,東品川５丁目,2020-10-26,06,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東京湾岸,お台場海浜公園駅前交番,131083,東京都,江東区,青海４丁目,2020-05-06,18,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,大森,大森海岸交番,131113,東京都,大田区,昭和島１丁目,2020-03-25,08,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,池上,千鳥交番,131113,東京都,大田区,東矢口２丁目,2020-03-18,02,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,世田谷,三宿交番,131121,東京都,世田谷区,下馬２丁目,2020-04-20,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,北沢,淡島通交番,131121,東京都,世田谷区,代沢５丁目,2020-11-25,07,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,成城,北烏山駐在所,131121,東京都,世田谷区,北烏山８丁目,2020-11-12,16,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,渋谷,鉢山交番,131130,東京都,渋谷区,鶯谷町,2020-07-15,09,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原３丁目,2019-01-10,16,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,野方,薬師駅前交番,131148,東京都,中野区,上高田５丁目,2020-03-26,18,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,野方,江古田四丁目交番,131148,東京都,中野区,江古田４丁目,2020-11-13,09,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,野方,野方一丁目交番,131148,東京都,中野区,大和町１丁目,2020-11-19,02,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,杉並,成田交番,131156,東京都,杉並区,成田東１丁目,2020-07-26,21,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,駒込,浅嘉交番,131059,東京都,文京区,本駒込３丁目,2020-04-08,11,道路上,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,駒込,動坂交番,131059,東京都,文京区,本駒込３丁目,2020-02-10,14,道路上,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,滝野川,板橋駅東口交番,131172,東京都,北区,滝野川７丁目,2020-02-23,13,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,志村,中台交番,131199,東京都,板橋区,若木１丁目,2020-04-13,23,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,志村,中台三丁目交番,131199,東京都,板橋区,中台３丁目,2020-09-20,15,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,練馬,貫井交番,131202,東京都,練馬区,貫井５丁目,2020-07-18,11,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,千住,大橋交番,131211,東京都,足立区,千住橋戸町,2020-12-06,02,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,西新井,梅田一丁目交番,131211,東京都,足立区,梅田３丁目,2020-11-25,21,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,西新井,皿沼交番,131211,東京都,足立区,谷在家３丁目,2020-09-12,08,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,西新井,西新井五丁目交番,131211,東京都,足立区,西新井３丁目,2020-02-03,22,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,西新井,西新井五丁目交番,131211,東京都,足立区,西新井４丁目,2020-02-03,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,西新井,西新井五丁目交番,131211,東京都,足立区,西新井４丁目,2020-11-22,21,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,綾瀬,一ツ家交番,131211,東京都,足立区,保塚町,2020-03-06,20,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興４丁目,2020-04-12,12,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,本所,菊川二丁目交番,131075,東京都,墨田区,立川３丁目,2020-09-13,15,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,亀有,水元公園前交番,131229,東京都,葛飾区,水元４丁目,2020-12-08,22,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木３丁目,2020-09-28,13,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉１丁目,2020-02-22,19,道路上,その他,キーあり,なし,その他
窃盗,自動車盗,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉２丁目,2020-04-19,20,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,小松川,平井駅前交番,131237,東京都,江戸川区,平井５丁目,2020-03-22,23,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨１丁目,2020-12-10,19,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,葛西,宇喜田駐在所,131237,東京都,江戸川区,北葛西１丁目,2020-08-05,20,駐車（輪）場,駐車（輪）場,キーあり,あり,貨物自動車
窃盗,自動車盗,葛西,葛西駅前交番,131237,東京都,江戸川区,中葛西７丁目,2020-07-30,00,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,南大沢,北野駅前交番,132012,東京都,八王子市,長沼町,2020-02-22,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,高尾,元八王子交番,132012,東京都,八王子市,川町,2020-04-16,00,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,多摩中央,愛宕交番,132241,東京都,多摩市,落川,2020-09-06,13,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,多摩中央,矢野口交番,132250,東京都,稲城市,矢野口,2020-09-29,19,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,青梅,青梅駅前交番,132055,東京都,青梅市,本町,2020-11-14,01,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,福生,野辺駐在所,132284,東京都,あきる野市,野辺,2020-03-28,16,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,八王子,北八王子交番,132012,東京都,八王子市,高倉町,2020-04-27,17,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬５丁目,2020-10-25,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,なし
窃盗,自動車盗,町田,忠生地区交番,132098,東京都,町田市,忠生２丁目,2020-09-05,23,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,日野,大坂上駐在所,132128,東京都,日野市,日野台２丁目,2020-08-29,20,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,府中,本宿交番,132063,東京都,府中市,西府町１丁目,2020-02-08,19,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,万世橋,秋葉原交番,131016,東京都,千代田区,外神田４丁目,2020-08-24,01,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,築地,小田原町交番,131024,東京都,中央区,築地６丁目,2020-10-30,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,荏原,戸越交番,131091,東京都,品川区,戸越４丁目,2020-08-07,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,池上,多摩川大橋交番,131113,東京都,大田区,多摩川２丁目,2020-06-14,00,道路上,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘４丁目,2020-08-23,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,原宿,千駄ケ谷駅前交番,131130,東京都,渋谷区,千駄ヶ谷２丁目,2020-10-15,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,王子,王子本町交番,131172,東京都,北区,王子本町１丁目,2020-02-01,00,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台３丁目,2020-05-13,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
