罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,被害者の性別,被害者の年齢,現金被害の有無
窃盗,ひったくり,渋谷,道玄坂上交番,131130,東京都,渋谷区,神泉町,2022-04-16,21,道路上,女性,20歳代,なし
窃盗,ひったくり,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2022-01-31,03,道路上,女性,30歳代,あり
窃盗,ひったくり,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2022-06-04,04,道路上,男性,20歳代,あり
窃盗,ひったくり,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2022-10-18,02,道路上,男性,65-69歳,あり
窃盗,ひったくり,新宿,新宿駅東口交番,131041,東京都,新宿区,新宿３丁目,2022-12-01,17,道路上,女性,20歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022-06-04,04,道路上,男性,30歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022-06-27,03,道路上,男性,40歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022-06-30,02,道路上,女性,20歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022-08-24,03,道路上,男性,20歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022-08-31,04,道路上,男性,20歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022-09-19,23,道路上,男性,20歳代,なし
窃盗,ひったくり,新宿,百人町交番,131041,東京都,新宿区,百人町１丁目,2022-07-11,03,道路上,男性,20歳代,あり
窃盗,ひったくり,戸塚,下落合三丁目駐在所,131041,東京都,新宿区,下落合３丁目,2022-03-29,05,道路上,女性,30歳代,あり
窃盗,ひったくり,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2022-02-03,07,道路上,女性,40歳代,あり
窃盗,ひったくり,中野,中央五丁目交番,131148,東京都,中野区,本町４丁目,2022-04-20,14,道路上,女性,70歳以上,あり
窃盗,ひったくり,高井戸,永福町駅前交番,131156,東京都,杉並区,永福３丁目,2022-04-23,09,道路上,男性,50歳代,あり
窃盗,ひったくり,大塚,大塚六丁目交番,131059,東京都,文京区,大塚５丁目,2022-07-14,01,道路上,男性,20歳代,あり
窃盗,ひったくり,本富士,本郷交番,131059,東京都,文京区,本郷３丁目,2022-08-24,04,道路上,男性,65-69歳,なし
窃盗,ひったくり,駒込,上富士前交番,131059,東京都,文京区,本駒込５丁目,2022-07-28,19,道路上,女性,70歳以上,あり
窃盗,ひったくり,駒込,団子坂交番,131059,東京都,文京区,千駄木５丁目,2022-09-27,20,道路上,女性,50歳代,あり
窃盗,ひったくり,巣鴨,駒込駅前交番,131164,東京都,豊島区,駒込１丁目,2022-04-17,06,道路上,女性,70歳以上,あり
窃盗,ひったくり,池袋,平和通交番,131164,東京都,豊島区,池袋２丁目,2022-04-10,03,道路上,女性,30歳代,あり
窃盗,ひったくり,池袋,池袋二又交番,131164,東京都,豊島区,池袋２丁目,2022-08-10,02,道路上,男性,40歳代,あり
窃盗,ひったくり,池袋,池袋二又交番,131164,東京都,豊島区,池袋２丁目,2022-08-31,04,道路上,男性,30歳代,あり
窃盗,ひったくり,池袋,池袋二又交番,131164,東京都,豊島区,池袋３丁目,2022-06-30,03,道路上,女性,40歳代,あり
窃盗,ひったくり,王子,中十条交番,131172,東京都,北区,東十条１丁目,2022-08-27,23,道路上,女性,70歳以上,あり
窃盗,ひったくり,王子,十条仲原交番,131172,東京都,北区,東十条５丁目,2022-04-17,20,道路上,女性,70歳以上,あり
窃盗,ひったくり,王子,十条仲原交番,131172,東京都,北区,東十条６丁目,2022-04-19,20,道路上,男性,40歳代,なし
窃盗,ひったくり,赤羽,岩淵交番,131172,東京都,北区,赤羽３丁目,2022-10-23,09,道路上,女性,50歳代,あり
窃盗,ひったくり,板橋,大山町交番,131199,東京都,板橋区,幸町,2022-05-31,20,道路上,女性,70歳以上,あり
窃盗,ひったくり,板橋,平尾交番,131199,東京都,板橋区,板橋４丁目,2022-04-19,20,道路上,女性,60-64歳,あり
窃盗,ひったくり,板橋,養育院前交番,131199,東京都,板橋区,大山東町,2022-02-12,04,道路上,男性,30歳代,あり
窃盗,ひったくり,志村,蓮根交番,131199,東京都,板橋区,蓮根３丁目,2022-09-12,21,道路上,女性,60-64歳,あり
窃盗,ひったくり,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2022-10-14,19,道路上,女性,10歳代,あり
窃盗,ひったくり,高島平,成増駅前交番,131199,東京都,板橋区,高島平１丁目,2022-02-12,04,道路上,男性,50歳代,あり
窃盗,ひったくり,上野,上野駅前交番,131067,東京都,台東区,上野７丁目,2022-11-14,00,道路上,男性,70歳以上,あり
窃盗,ひったくり,上野,黒門交番,131067,東京都,台東区,上野１丁目,2021-10-05,22,道路上,女性,40歳代,なし
窃盗,ひったくり,下谷,三ノ輪交番,131067,東京都,台東区,竜泉３丁目,2022-09-14,10,道路上,女性,40歳代,あり
窃盗,ひったくり,下谷,入谷東交番,131067,東京都,台東区,入谷２丁目,2022-07-21,21,道路上,女性,40歳代,あり
窃盗,ひったくり,下谷,初音交番,131067,東京都,台東区,谷中５丁目,2022-08-28,21,道路上,女性,65-69歳,あり
窃盗,ひったくり,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸３丁目,2022-11-18,16,道路上,女性,65-69歳,なし
窃盗,ひったくり,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸４丁目,2022-10-25,23,道路上,女性,50歳代,あり
窃盗,ひったくり,浅草,公園六区交番,131067,東京都,台東区,西浅草３丁目,2022-08-28,23,道路上,女性,60-64歳,あり
窃盗,ひったくり,浅草,東浅草交番,131067,東京都,台東区,東浅草２丁目,2022-10-25,23,道路上,女性,40歳代,あり
窃盗,ひったくり,蔵前,須賀橋交番,131067,東京都,台東区,浅草橋１丁目,2022-04-20,02,道路上,女性,50歳代,あり
窃盗,ひったくり,尾久,赤土交番,131181,東京都,荒川区,東尾久３丁目,2022-07-31,06,その他,男性,40歳代,あり
窃盗,ひったくり,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住５丁目,2022-01-25,05,道路上,女性,70歳以上,あり
窃盗,ひったくり,荒川,三河島駅前交番,131181,東京都,荒川区,荒川３丁目,2022-09-08,23,道路上,女性,70歳以上,あり
窃盗,ひったくり,西新井,島根交番,131211,東京都,足立区,島根３丁目,2022-07-18,21,道路上,女性,70歳以上,あり
窃盗,ひったくり,綾瀬,中央本町交番,131211,東京都,足立区,保塚町,2022-10-01,00,道路上,女性,50歳代,あり
窃盗,ひったくり,綾瀬,大谷田交番,131211,東京都,足立区,佐野２丁目,2022-02-21,13,道路上,女性,70歳以上,なし
窃盗,ひったくり,綾瀬,弘道交番,131211,東京都,足立区,青井３丁目,2022-07-05,13,道路上,女性,70歳以上,あり
窃盗,ひったくり,綾瀬,神明交番,131211,東京都,足立区,神明１丁目,2022-08-29,17,道路上,女性,70歳以上,あり
窃盗,ひったくり,綾瀬,神明交番,131211,東京都,足立区,辰沼１丁目,2022-02-11,19,道路上,女性,70歳以上,あり
窃盗,ひったくり,綾瀬,神明交番,131211,東京都,足立区,谷中５丁目,2022-01-10,22,道路上,女性,70歳以上,あり
窃盗,ひったくり,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,綾瀬２丁目,2022-09-08,00,道路上,女性,20歳代,あり
窃盗,ひったくり,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬２丁目,2022-07-03,04,道路上,女性,50歳代,あり
窃盗,ひったくり,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷１丁目,2022-07-13,17,道路上,女性,10歳代,なし
窃盗,ひったくり,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人４丁目,2022-07-13,17,道路上,男性,40歳代,あり
窃盗,ひったくり,城東,亀戸駅前交番,131083,東京都,江東区,亀戸１丁目,2022-08-30,02,道路上,男性,50歳代,あり
窃盗,ひったくり,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2022-03-26,19,その他,男性,40歳代,なし
窃盗,ひったくり,城東,北砂五丁目交番,131083,東京都,江東区,北砂３丁目,2022-07-29,10,その他,男性,65-69歳,なし
窃盗,ひったくり,城東,進開橋交番,131083,東京都,江東区,大島２丁目,2022-09-07,05,道路上,男性,20歳代,なし
窃盗,ひったくり,本所,両国交番,131075,東京都,墨田区,両国２丁目,2022-11-03,20,道路上,女性,30歳代,あり
窃盗,ひったくり,本所,江東橋交番,131075,東京都,墨田区,緑１丁目,2022-10-28,09,道路上,女性,65-69歳,あり
窃盗,ひったくり,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2022-06-14,03,道路上,男性,40歳代,あり
窃盗,ひったくり,向島,京島交番,131075,東京都,墨田区,京島３丁目,2022-09-07,05,道路上,男性,60-64歳,あり
窃盗,ひったくり,亀有,東金町交番,131229,東京都,葛飾区,東金町５丁目,2022-07-29,21,道路上,女性,50歳代,あり
窃盗,ひったくり,亀有,柴又交番,131229,東京都,葛飾区,柴又４丁目,2022-10-11,19,道路上,女性,20歳代,あり
窃盗,ひったくり,亀有,金町駅北口交番,131229,東京都,葛飾区,金町６丁目,2022-06-01,15,道路上,男性,65-69歳,あり
窃盗,ひったくり,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022-08-30,03,道路上,男性,50歳代,あり
窃盗,ひったくり,葛飾,立石交番,131229,東京都,葛飾区,立石１丁目,2022-10-25,05,道路上,女性,10歳代,なし
窃盗,ひったくり,葛飾,細田交番,131229,東京都,葛飾区,細田５丁目,2022-05-31,13,その他,女性,20歳代,なし
窃盗,ひったくり,小松川,八蔵橋交番,131237,東京都,江戸川区,中央４丁目,2022-07-03,04,道路上,女性,20歳代,あり
窃盗,ひったくり,小岩,小岩駅前交番,131237,東京都,江戸川区,南小岩６丁目,2022-03-31,20,道路上,女性,70歳以上,あり
窃盗,ひったくり,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨１丁目,2022-07-22,14,道路上,女性,70歳以上,なし
窃盗,ひったくり,葛西,清新町交番,131237,東京都,江戸川区,西葛西８丁目,2022-06-27,22,道路上,女性,20歳代,あり
窃盗,ひったくり,葛西,葛西駅前交番,131237,東京都,江戸川区,東葛西６丁目,2022-06-30,23,道路上,女性,30歳代,あり
窃盗,ひったくり,南大沢,相原駐在所,132098,東京都,町田市,小山町,2022-01-20,10,道路上,女性,40歳代,あり
窃盗,ひったくり,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2022-08-31,19,その他,男性,30歳代,あり
窃盗,ひったくり,多摩中央,桜ケ丘駅前交番,132241,東京都,多摩市,一ノ宮１丁目,2022-09-30,11,道路上,女性,65-69歳,あり
窃盗,ひったくり,東大和,けやき通交番,132209,東京都,東大和市,新堀１丁目,2022-07-28,09,道路上,女性,70歳以上,なし
窃盗,ひったくり,五日市,山田駐在所,132284,東京都,あきる野市,伊奈,2022-08-06,16,道路上,女性,70歳以上,なし
窃盗,ひったくり,五日市,平井駐在所,133051,東京都,日の出町,大字平井,2022-07-29,16,道路上,女性,70歳以上,あり
窃盗,ひったくり,八王子,八王子駅北口交番,132012,東京都,八王子市,東町,2022-04-23,11,道路上,女性,70歳以上,あり
窃盗,ひったくり,八王子,八王子駅北口交番,132012,東京都,八王子市,三崎町,2022-04-11,05,道路上,男性,30歳代,あり
窃盗,ひったくり,八王子,八王子駅北口交番,132012,東京都,八王子市,三崎町,2022-07-01,05,道路上,男性,30歳代,あり
窃盗,ひったくり,八王子,八王子駅北口交番,132012,東京都,八王子市,南町,2022-05-23,04,道路上,男性,40歳代,あり
窃盗,ひったくり,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町４丁目,2022-08-28,04,道路上,男性,65-69歳,あり
窃盗,ひったくり,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町１丁目,2022-07-28,10,道路上,女性,70歳以上,あり
窃盗,ひったくり,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町２丁目,2022-08-02,18,道路上,女性,40歳代,あり
窃盗,ひったくり,町田,山崎交番,132098,東京都,町田市,山崎町,2022-06-21,22,道路上,男性,70歳以上,あり
窃盗,ひったくり,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2022-09-30,11,道路上,女性,65-69歳,あり
窃盗,ひったくり,立川,富士塚交番,132021,東京都,立川市,富士見町２丁目,2022-03-13,04,道路上,女性,20歳代,あり
窃盗,ひったくり,立川,富士見台交番,132152,東京都,国立市,富士見台１丁目,2022-07-28,20,道路上,男性,70歳以上,なし
窃盗,ひったくり,立川,富士見台交番,132152,東京都,国立市,富士見台１丁目,2022-09-30,10,道路上,女性,70歳以上,あり
窃盗,ひったくり,立川,富士見台交番,132152,東京都,国立市,富士見台２丁目,2022-10-27,08,道路上,女性,60-64歳,あり
窃盗,ひったくり,立川,東区駐在所,132152,東京都,国立市,東２丁目,2022-09-30,10,道路上,女性,50歳代,あり
窃盗,ひったくり,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022-08-28,04,道路上,女性,20歳代,あり
窃盗,ひったくり,立川,錦町交番,132021,東京都,立川市,錦町２丁目,2022-05-23,03,道路上,女性,40歳代,あり
窃盗,ひったくり,立川,高松町交番,132021,東京都,立川市,泉町,2022-03-14,03,道路上,女性,20歳代,あり
窃盗,ひったくり,小金井,前原交番,132101,東京都,小金井市,前原町３丁目,2022-07-30,07,道路上,女性,60-64歳,あり
窃盗,ひったくり,田無,下保谷駐在所,132292,東京都,西東京市,北町４丁目,2022-10-17,17,道路上,男性,65-69歳,なし
窃盗,ひったくり,調布,小覚交番,132195,東京都,狛江市,西野川２丁目,2022-08-31,21,道路上,女性,20歳代,あり
窃盗,ひったくり,小平,小平駅前交番,132110,東京都,小平市,天神町２丁目,2022-12-05,11,道路上,女性,70歳以上,なし
