区市,発売所,フリーカード（IC）,フリーカード（磁気券）,学バス（磁気券）,多摩地域（磁気券）,都電連絡（IC）,都電連絡（磁気券）,地下鉄連絡（IC・磁気券）,ライナー連絡（IC・磁気券）,他社との共通（磁気券）
豊島区,都営バス巣鴨営業所,〇,〇,〇,×,〇,〇,×,×,×
豊島区,都営地下鉄巣鴨駅▲,〇,〇,〇,×,〇,〇,〇,〇,×
豊島区,大塚駅前発売所,〇,〇,〇,×,〇,〇,×,×,×
北区,都営バス北営業所,〇,〇,〇,×,〇,〇,×,×,×
北区,王子駅前発売所,〇,〇,〇,×,〇,〇,×,×,関東、国際
