区市,発売所,所在地,電話,営業時間,休業日,地図
中野区,都営バス小滝橋営業所,中野区東中野5-30-2 都営バス「小滝橋車庫」すぐ,03-3362-7743,7:00～20:00,無休,http://www.kotsu.metro.tokyo.jp/bus/branch/map/eigyo_otaki.html
杉並区,都営バス杉並支所,杉並区梅里1-14-22 都営バス「杉並車庫」すぐ,03-3311-2079,7:00～20:00,無休,http://www.kotsu.metro.tokyo.jp/bus/branch/map/eigyo_suginami.html
練馬区,都営バス練馬支所,練馬区豊玉上2-7-1 都営バス「練馬車庫」すぐ,03-3993-0432,7:00～20:00,無休,http://www.kotsu.metro.tokyo.jp/bus/branch/map/eigyo_nerima.html
練馬区,都営地下鉄練馬駅,都営大江戸線練馬駅構内 定期券発売所,03-5999-8712,8:00～20:00,無休,https://www.kotsu.metro.tokyo.jp/subway/stations/nerima.html
板橋区,都営地下鉄高島平駅,都営三田線高島平駅構内 定期券発売所,03-3935-0541,8:00～20:00,無休,https://www.kotsu.metro.tokyo.jp/subway/stations/takashimadaira.html
