区市,発売所,シルバーパス（磁気券）,都営バスグッズ
新宿区,都営バス新宿支所,〇,〇
新宿区,都営バス早稲田営業所,〇,〇
新宿区,新宿駅西口発売所,〇,〇
新宿区,都営地下鉄新宿駅▲,〇,×
渋谷区,都営バス渋谷営業所,〇,〇
渋谷区,渋谷駅前発売所,〇,〇
