区市,発売所,フリーカード（IC）,フリーカード（磁気券）,学バス（磁気券）,多摩地域（磁気券）,都電連絡（IC）,都電連絡（磁気券）,地下鉄連絡（IC・磁気券）,ライナー連絡（IC・磁気券）,他社との共通（磁気券）
新宿区,都営バス新宿支所,〇,〇,〇,×,〇,〇,×,×,京王
新宿区,都営バス早稲田営業所,〇,〇,〇,×,〇,〇,×,×,×
新宿区,新宿駅西口発売所,〇,〇,〇,×,〇,〇,×,×,×
新宿区,都営地下鉄新宿駅▲,〇,×,×,×,〇,×,〇,〇,×
渋谷区,都営バス渋谷営業所,〇,〇,〇,×,〇,〇,×,×,×
渋谷区,渋谷駅前発売所,〇,〇,〇,×,〇,〇,×,×,京王
