区市,発売所,フリーカード（IC）,フリーカード（磁気券）,学バス（磁気券）,多摩地域（磁気券）,都電連絡（IC）,都電連絡（磁気券）,地下鉄連絡（IC・磁気券）,ライナー連絡（IC・磁気券）,他社との共通（磁気券）
墨田区,錦糸町駅前発売所,〇,〇,〇,×,〇,〇,×,×,京成
墨田区,都営バス江東営業所,〇,〇,〇,×,〇,〇,×,×,京成
江東区,亀戸駅前発売所,〇,〇,〇,×,〇,〇,×,×,×
江東区,都営地下鉄大島駅▲,〇,〇,×,×,〇,〇,〇,〇,京成
江東区,都営地下鉄門前仲町駅▲,〇,〇,〇,×,〇,〇,〇,〇,×
江東区,都営バス深川営業所,〇,〇,〇,×,〇,〇,×,×,×
江東区,都営バス有明営業所,〇,〇,〇,×,〇,〇,×,×,×
江東区,都営バス東陽操車所◆,×,〇,〇,×,×,×,×,×,×
