区市,発売所,シルバーパス（磁気券）,都営バスグッズ
豊島区,都営バス巣鴨営業所,〇,〇
豊島区,都営地下鉄巣鴨駅▲,〇,×
豊島区,大塚駅前発売所,〇,〇
北区,都営バス北営業所,〇,〇
北区,王子駅前発売所,〇,〇
