区市,発売所,フリーカード（IC）,フリーカード（磁気券）,学バス（磁気券）,多摩地域（磁気券）,都電連絡（IC）,都電連絡（磁気券）,地下鉄連絡（IC・磁気券）,ライナー連絡（IC・磁気券）,他社との共通（磁気券）
台東区,都営地下鉄上野御徒町駅▲,〇,〇,×,×,〇,〇,〇,〇,×
台東区,都営地下鉄浅草橋駅▲,〇,〇,×,×,〇,〇,〇,〇,×
荒川区,日暮里・舎人ライナー日暮里駅▲,〇,〇,×,×,〇,〇,〇,〇,×
荒川区,都営バス南千住営業所,〇,〇,〇,×,〇,〇,×,×,×
荒川区,都電荒川営業所◆,×,×,×,×,〇,〇,×,×,×
