区市,発売所,フリーカード（IC）,フリーカード（磁気券）,学バス（磁気券）,多摩地域（磁気券）,都電連絡（IC）,都電連絡（磁気券）,地下鉄連絡（IC・磁気券）,ライナー連絡（IC・磁気券）,他社との共通（磁気券）
江戸川区,都営バス江戸川営業所,〇,〇,〇,×,〇,〇,×,×,×
江戸川区,都営バス臨海支所,〇,〇,〇,×,〇,〇,×,×,京成
江戸川区,船堀駅前発売所,〇,〇,〇,×,〇,〇,×,×,京成
江戸川区,都営地下鉄一之江駅▲,〇,〇,×,×,〇,〇,〇,〇,京成
江戸川区,葛西駅前発売所,〇,〇,〇,×,〇,〇,×,×,×
江戸川区,西葛西駅前発売所,〇,〇,〇,×,〇,〇,×,×,×
