区市,発売所,シルバーパス（磁気券）,都営バスグッズ
墨田区,錦糸町駅前発売所,〇,〇
墨田区,都営バス江東営業所,〇,〇
江東区,亀戸駅前発売所,〇,〇
江東区,都営地下鉄大島駅▲,〇,×
江東区,都営地下鉄門前仲町駅▲,〇,×
江東区,都営バス深川営業所,〇,〇
江東区,都営バス有明営業所,〇,〇
江東区,都営バス東陽操車所◆,×,×
