区市,発売所,シルバーパス（磁気券）,都営バスグッズ
江戸川区,都営バス江戸川営業所,〇,〇
江戸川区,都営バス臨海支所,〇,〇
江戸川区,船堀駅前発売所,〇,〇
江戸川区,都営地下鉄一之江駅▲,〇,×
江戸川区,葛西駅前発売所,〇,〇
江戸川区,西葛西駅前発売所,〇,〇
