区市,発売所,フリーカード（IC）,フリーカード（磁気券）,学バス（磁気券）,多摩地域（磁気券）,都電連絡（IC）,都電連絡（磁気券）,地下鉄連絡（IC・磁気券）,ライナー連絡（IC・磁気券）,他社との共通（磁気券）
中野区,都営バス小滝橋営業所,〇,〇,〇,×,〇,〇,×,×,×
杉並区,都営バス杉並支所,〇,〇,〇,×,〇,〇,×,×,京王、関東、国際
練馬区,都営バス練馬支所,〇,〇,〇,×,〇,〇,×,×,関東、国際
練馬区,都営地下鉄練馬駅▲,〇,×,×,×,〇,×,〇,〇,×
板橋区,都営地下鉄高島平駅▲,〇,×,×,×,〇,×,〇,〇,×
