区市,発売所,所在地,電話,営業時間,休業日,地図
新宿区,都営バス新宿支所,新宿区西新宿3-19-1 都営バス「新宿車庫前」すぐ,03-3377-5334,7:00～20:00,無休,http://www.kotsu.metro.tokyo.jp/bus/branch/map/eigyo_shinjuku.html
新宿区,都営バス早稲田営業所,新宿区西早稲田1-9-23 都営バス「早稲田」「グランド坂下」すぐ,03-3208-3492,7:00～20:00,無休,http://www.kotsu.metro.tokyo.jp/bus/branch/map/eigyo_waseda.html
新宿区,新宿駅西口発売所,新宿区西新宿1-1 新宿駅西口ターミナル地下、交番横,03-3343-7137,8:00～20:00,土・日・祝,http://www.kotsu.metro.tokyo.jp/bus/noriba/shinjuku/map.html
新宿区,都営地下鉄新宿駅,都営新宿線・大江戸線新宿駅構内 定期券発売所,03-5354-4351,8:00～20:00,無休,https://www.kotsu.metro.tokyo.jp/subway/stations/shinjuku.html
渋谷区,都営バス渋谷営業所,渋谷区東2-25-36 都営バス「渋谷車庫」徒歩2分,03-3407-9672,7:00～20:00,無休,http://www.kotsu.metro.tokyo.jp/bus/branch/map/eigyo_shibuya.html
渋谷区,渋谷駅前発売所,渋谷区渋谷2-24地先 渋谷駅東口地下広場内 地下1階,03-3409-8599,8:00～20:00,土・日・祝,http://www.kotsu.metro.tokyo.jp/bus/noriba/shibuya/map.html
