系統,運行区間,時刻表（tobus.jp）,担当営業所（電話番号）
深夜02,王子駅前～豊島五丁目団地、池袋駅東口～豊島五丁目団地,http://tobus.jp/blsys/navi?LCD=&VCD=cslrsi&ECD=NEXT&RTMCD=22,北自動車営業所（03-3903-6136 ）
深夜03,西葛西駅前～コーシャハイム南葛西,http://tobus.jp/blsys/navi?LCD=&VCD=cslrsi&ECD=NEXT&RTMCD=25,江戸川自動車営業所（03-3687-9071 ）
深夜07,品川駅港南口～八潮パークタウン（循環）,http://tobus.jp/blsys/navi?LCD=&VCD=cslrsi&ECD=NEXT&RTMCD=34,品川自動車営業所（03-3471-3046）
深夜11,王子駅前～新田二丁目,http://tobus.jp/blsys/navi?LCD=&VCD=cslrsi&ECD=NEXT&RTMCD=42,北自動車営業所（03-3903-6136）
深夜12,船堀駅前～新小岩駅前,http://tobus.jp/blsys/navi?LCD=&VCD=cslrsi&ECD=NEXT&RTMCD=178,江戸川自動車営業所（03-3687-9071）
深夜13,有明一丁目～東京駅丸の内南口,https://tobus.jp/blsys/navi?LCD=&VCD=cslrsi&ECD=NEXT&RTMCD=179,深川自動車営業所（03-3529-3322）
