駅名,一日平均乗車人員,一日平均降車人員
新宿,124758,123197
新宿三丁目,29801,31366
曙橋,17186,16693
市ケ谷,38508,39604
九段下,47790,47596
神保町,53098,53380
小川町,31014,31409
岩本町,22950,23041
馬喰横山,48129,48124
浜町,9266,9369
森下,31496,32193
菊川,10640,10520
住吉,18542,18498
西大島,12456,12417
大島,14606,14228
東大島,13814,13778
船堀,27095,26886
一之江,19818,19536
瑞江,25024,24967
篠崎,18308,18074
本八幡,33292,32716
計21駅,647592,647592
