国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成26年中の増減
総数,4,13362,利島村,-1,0,-11,13,-1,0,-1,-3,1,-2,1,2,-2
総数,4,13363,新島村,0,7,-19,27,0,-6,3,-1,0,-1,2,-1,11
総数,4,13364,神津島村,-2,-3,-44,21,2,1,2,5,4,-2,1,1,-14
総数,3,13380,三宅支庁,0,0,-50,42,-1,-1,1,-5,-3,5,-1,1,-12
総数,4,13381,三宅村,2,-1,-33,33,0,-1,1,-6,-3,6,-1,1,-2
総数,4,13382,御蔵島村,-2,1,-17,9,-1,0,0,1,0,-1,0,0,-10
総数,3,13400,八丈支庁,-1,6,-53,57,2,2,8,4,1,-3,-4,-5,14
総数,4,13401,八丈町,-1,5,-46,46,2,3,10,2,3,-2,-3,-8,11
総数,4,13402,青ヶ島村,0,1,-7,11,0,-1,-2,2,-2,-1,-1,3,3
総数,3,13420,小笠原支庁,-2,3,-52,21,3,-7,-1,15,3,1,4,-10,-22
総数,4,13421,小笠原村,-2,3,-52,21,3,-7,-1,15,3,1,4,-10,-22
日本人,0,13000,総数,16,-1154,-2630,2437,543,-270,638,-475,-31,360,-1216,790,-992
日本人,1,13100,区部,142,-332,-261,1295,487,-147,584,-35,-58,481,-763,607,2000
日本人,1,13200,市部,-160,-867,-1990,800,45,-118,44,-459,-51,-219,-499,164,-3310
日本人,2,13300,郡部,44,32,-20,42,4,7,-1,3,68,109,40,28,356
日本人,2,13350,島部,-10,13,-359,300,7,-12,11,16,10,-11,6,-9,-38
日本人,1,13100,区部,142,-332,-261,1295,487,-147,584,-35,-58,481,-763,607,2000
日本人,4,13101,千代田区,-21,37,357,192,42,10,365,42,-4,178,-1,24,1221
日本人,4,13102,中央区,53,82,490,449,109,169,87,55,-29,145,166,101,1877
日本人,4,13103,港区,131,41,-246,57,75,108,-106,-1,24,215,218,205,721
日本人,4,13104,新宿区,4,-134,-340,-62,-122,15,-194,-135,35,-234,-245,-141,-1553
日本人,4,13105,文京区,-30,-6,-165,0,30,-39,13,-29,50,-10,-57,53,-190
日本人,4,13106,台東区,75,-14,-1,115,-30,67,37,38,10,6,-31,3,275
日本人,4,13107,墨田区,43,88,214,25,38,-10,20,12,70,146,28,100,774
日本人,4,13108,江東区,14,165,372,102,70,42,18,17,25,97,-8,45,959
日本人,4,13109,品川区,-75,88,-39,-149,-18,-7,-41,-13,37,-174,-63,-77,-531
日本人,4,13110,目黒区,7,-87,-249,42,43,-96,8,-85,-48,4,-88,18,-531
日本人,4,13111,大田区,1,9,-60,151,66,52,85,110,-59,128,91,-12,562
日本人,4,13112,世田谷区,-102,-173,170,64,120,-187,-54,160,-6,28,-96,-127,-203
日本人,4,13113,渋谷区,-13,118,38,-77,-53,-55,119,-48,-41,45,-104,-63,-134
日本人,4,13114,中野区,67,-179,-47,6,-37,-167,-110,-91,-40,-72,-257,12,-915
日本人,4,13115,杉並区,-2,-137,-16,-96,-41,41,-77,-119,-237,-236,-186,-85,-1191
日本人,4,13116,豊島区,-175,-113,119,83,-2,-10,-39,-29,-116,-28,-56,-61,-427
日本人,4,13117,北区,84,253,30,37,25,-44,98,56,-1,-35,3,122,628
日本人,4,13118,荒川区,7,11,-127,-59,27,-22,85,-68,-22,135,-32,37,-28
日本人,4,13119,板橋区,13,-165,-174,146,159,94,27,70,53,118,90,300,731
日本人,4,13120,練馬区,-42,-33,-332,-35,-106,37,149,-188,-16,-105,-86,93,-664
日本人,4,13121,足立区,142,41,294,259,149,60,27,163,69,128,19,73,1424
日本人,4,13122,葛飾区,90,-4,-68,161,-33,-117,41,-27,57,62,-14,-24,124
日本人,4,13123,江戸川区,-129,-220,-481,-116,-24,-88,26,75,131,-60,-54,11,-929
日本人,1,13200,市部,-160,-867,-1990,800,45,-118,44,-459,-51,-219,-499,164,-3310
日本人,4,13201,八王子市,-131,-290,-584,-54,-144,-77,25,-170,-84,-26,-138,-56,-1729
日本人,4,13202,立川市,-112,127,-67,119,57,56,36,50,34,31,-56,-88,187
日本人,4,13203,武蔵野市,47,14,294,86,-4,-30,49,-35,-54,-57,-97,-34,179
日本人,4,13204,三鷹市,-37,-91,-112,73,-83,56,130,85,216,71,87,-16,379
日本人,4,13205,青梅市,60,-7,-92,-64,-49,20,-26,19,-10,-32,31,1,-149
日本人,4,13206,府中市,35,-260,-330,266,5,-34,-92,-302,-13,-560,-312,180,-1417
日本人,4,13207,昭島市,17,-30,-30,-13,-1,14,-60,35,14,49,26,24,45
日本人,4,13208,調布市,-20,-168,-189,4,-34,-107,-110,-12,-81,-8,-86,-32,-843
日本人,4,13209,町田市,4,-77,-82,-72,-46,-29,-30,-99,-35,-54,-111,104,-527
日本人,4,13210,小金井市,-31,-69,-126,-92,9,-38,0,-25,-97,19,-4,-48,-502
日本人,4,13211,小平市,-19,-39,-138,118,87,84,-1,-35,-31,-25,17,77,95
日本人,4,13212,日野市,98,13,27,119,1,-14,42,75,96,64,144,29,694
日本人,4,13213,東村山市,-68,23,-106,-11,2,-55,6,-3,-1,-27,-12,-75,-327
日本人,4,13214,国分寺市,-19,-26,-53,-13,54,-20,41,36,-63,-4,-61,-89,-217
日本人,4,13215,国立市,-42,-70,-52,-21,-15,15,-35,-65,0,30,-21,6,-270
日本人,4,13218,福生市,6,-66,-78,-17,6,-61,20,-22,-8,3,-64,25,-256
日本人,4,13219,狛江市,2,185,37,32,33,59,13,47,28,-11,45,65,535
日本人,4,13220,東大和市,48,68,-31,333,83,59,23,3,53,51,34,6,730
日本人,4,13221,清瀬市,29,14,-32,36,10,14,-34,8,33,65,55,14,212
日本人,4,13222,東久留米市,28,6,-8,1,24,-3,46,-4,-11,2,19,20,120
日本人,4,13223,武蔵村山市,6,-32,-61,-44,39,6,12,11,16,36,-3,50,36
日本人,4,13224,多摩市,-7,-1,-23,-52,54,21,-7,-27,-5,5,-20,-71,-133
日本人,4,13225,稲城市,-55,-29,-26,-6,-23,-20,-36,-36,-26,58,28,22,-149
日本人,4,13227,羽村市,-41,-24,-29,-7,-12,-25,-22,16,-39,12,-7,5,-173
日本人,4,13228,あきる野市,-3,23,28,14,36,47,36,-38,18,-62,4,35,138
日本人,4,13229,西東京市,45,-61,-127,65,-44,-56,18,29,-1,151,3,10,32
日本人,1,13550,町村部,34,45,-379,342,11,-5,10,19,78,98,46,19,318
日本人,2,13300,郡部,44,32,-20,42,4,7,-1,3,68,109,40,28,356
日本人,4,13303,瑞穂町,27,6,-22,21,-11,-2,-2,-25,33,11,11,0,47
日本人,4,13305,日の出町,14,23,5,28,8,5,3,24,40,89,17,26,282
日本人,4,13307,檜原村,2,0,-2,-9,2,2,0,1,-3,4,7,-1,3
日本人,4,13308,奥多摩町,1,3,-1,2,5,2,-2,3,-2,5,5,3,24
日本人,2,13350,島部,-10,13,-359,300,7,-12,11,16,10,-11,6,-9,-38
日本人,3,13360,大島支庁,-7,5,-206,180,3,-6,2,1,8,-14,7,4,-23
日本人,4,13361,大島町,-4,1,-132,119,2,-1,-2,0,3,-9,3,2,-18
日本人,4,13362,利島村,-1,0,-11,13,-1,0,-1,-3,1,-2,1,2,-2
日本人,4,13363,新島村,0,7,-19,27,0,-6,3,-1,0,-1,2,-1,11
日本人,4,13364,神津島村,-2,-3,-44,21,2,1,2,5,4,-2,1,1,-14
日本人,3,13380,三宅支庁,0,0,-50,42,-1,-1,1,-5,-3,5,-1,1,-12
日本人,4,13381,三宅村,2,-1,-33,33,0,-1,1,-6,-3,6,-1,1,-2
日本人,4,13382,御蔵島村,-2,1,-17,9,-1,0,0,1,0,-1,0,0,-10
日本人,3,13400,八丈支庁,-1,5,-53,57,2,2,8,5,2,-3,-4,-4,16
日本人,4,13401,八丈町,-1,4,-46,46,2,3,10,3,4,-2,-3,-7,13
日本人,4,13402,青ヶ島村,0,1,-7,11,0,-1,-2,2,-2,-1,-1,3,3
日本人,3,13420,小笠原支庁,-2,3,-50,21,3,-7,0,15,3,1,4,-10,-19
日本人,4,13421,小笠原村,-2,3,-50,21,3,-7,0,15,3,1,4,-10,-19
外国人,0,13000,総数,-25,-79,-565,327,24,-103,84,-12,-175,138,-110,-39,-535
外国人,1,13100,区部,-26,-35,-524,140,43,-109,162,10,-207,58,-93,-70,-651
外国人,1,13200,市部,0,-47,-33,192,-23,2,-78,-18,22,73,-19,27,98
外国人,2,13300,郡部,1,2,-6,-7,4,4,1,-3,11,7,2,5,21
外国人,2,13350,島部,0,1,-2,2,0,0,-1,-1,-1,0,0,-1,-3
外国人,1,13100,区部,-26,-35,-524,140,43,-109,162,10,-207,58,-93,-70,-651
外国人,4,13101,千代田区,-11,-6,-18,11,-3,-15,-4,-16,-5,-4,-23,-9,-103
外国人,4,13102,中央区,-7,-1,-7,-20,-24,5,-13,-30,-32,-30,-16,13,-162
外国人,4,13103,港区,-30,-1,-40,-3,-21,-63,-14,-84,-64,-9,-27,-23,-379
外国人,4,13104,新宿区,-74,-84,-226,-154,-25,-56,-47,-72,-136,-98,-133,-153,-1258
外国人,4,13105,文京区,-3,-5,10,-8,-3,4,11,13,28,46,11,11,115
外国人,4,13106,台東区,-53,-38,-46,-32,-45,-57,-50,-37,-102,-75,-60,-55,-650
外国人,4,13107,墨田区,8,-12,-10,-12,-35,-13,-18,-29,8,47,13,12,-41
外国人,4,13108,江東区,39,47,23,29,28,73,51,44,15,-13,-6,-17,313
外国人,4,13109,品川区,3,-15,23,-13,-11,-2,-27,15,7,27,-24,0,-17
外国人,4,13110,目黒区,-15,1,-14,-14,-3,-29,-19,-19,-19,-18,-8,11,-146
外国人,4,13111,大田区,5,37,-16,59,8,15,3,-17,-11,-2,5,-22,64
外国人,4,13112,世田谷区,-10,13,28,38,43,44,21,6,51,13,3,29,279
外国人,4,13113,渋谷区,0,12,5,-17,12,11,7,16,-27,-37,-39,-1,-58
外国人,4,13114,中野区,16,-8,-5,102,4,3,-5,45,20,47,10,6,235
外国人,4,13115,杉並区,16,-13,-41,31,-14,4,27,-3,23,63,13,-16,90
外国人,4,13116,豊島区,49,22,-97,57,34,-65,33,37,-47,-2,36,59,116
外国人,4,13117,北区,-16,55,10,21,49,16,52,-6,-5,11,60,-26,221
外国人,4,13118,荒川区,23,4,-31,-74,30,-50,50,-16,6,31,18,-8,-17
外国人,4,13119,板橋区,16,-5,-30,-12,15,32,44,8,-2,3,6,11,86
外国人,4,13120,練馬区,0,15,-38,28,-8,14,5,10,10,21,-4,28,81
外国人,4,13121,足立区,13,-10,39,46,9,22,-6,54,77,20,10,64,338
外国人,4,13122,葛飾区,43,-11,49,53,27,26,6,58,-32,2,43,-35,229
外国人,4,13123,江戸川区,-38,-32,-92,24,-24,-28,55,33,30,15,19,51,13
外国人,1,13200,市部,0,-47,-33,192,-23,2,-78,-18,22,73,-19,27,98
外国人,4,13201,八王子市,-14,-16,39,55,22,6,0,11,-4,-13,-6,0,80
外国人,4,13202,立川市,2,6,9,12,23,6,3,-24,6,6,4,-3,50
外国人,4,13203,武蔵野市,-3,-1,4,-4,-6,7,16,-14,9,19,8,-2,33
外国人,4,13204,三鷹市,-18,-8,-24,7,7,1,-18,1,3,-5,4,-6,-56
外国人,4,13205,青梅市,1,-3,1,-1,1,1,-4,0,-4,-7,0,1,-14
外国人,4,13206,府中市,2,-6,-15,-7,-14,-4,-4,-5,-13,-20,-11,-1,-98
外国人,4,13207,昭島市,16,-2,-16,3,-4,-15,-5,6,16,9,-3,-6,-1
外国人,4,13208,調布市,8,9,-4,-13,4,-6,-6,7,7,4,-8,-15,-13
外国人,4,13209,町田市,-4,3,2,17,-5,-7,-8,-3,1,7,-6,1,-2
外国人,4,13210,小金井市,8,-7,1,12,-7,-1,-30,-15,-15,-24,6,11,-61
外国人,4,13211,小平市,8,-13,-52,77,6,15,0,9,-16,22,10,-6,60
外国人,4,13212,日野市,-4,-11,25,15,5,2,-5,1,5,1,5,3,42
外国人,4,13213,東村山市,-8,13,15,4,-1,-2,7,-2,15,32,9,11,93
外国人,4,13214,国分寺市,-1,-6,13,13,5,-15,-11,1,-14,3,-2,7,-7
外国人,4,13215,国立市,13,-7,-14,8,-7,4,-4,-9,-4,-3,-3,5,-21
外国人,4,13218,福生市,-15,-9,-19,-3,-15,-12,-5,-6,-4,7,-9,-2,-92
外国人,4,13219,狛江市,-1,2,-2,-5,1,2,2,7,9,8,6,-5,24
外国人,4,13220,東大和市,5,-3,8,5,1,4,-1,3,2,-1,-1,1,23
外国人,4,13221,清瀬市,2,6,0,-3,-1,-3,-2,8,1,10,-3,4,19
外国人,4,13222,東久留米市,3,14,-3,3,-17,3,-1,4,12,1,1,14,34
外国人,4,13223,武蔵村山市,3,1,-6,3,0,4,-3,2,3,-4,-4,11,10
外国人,4,13224,多摩市,-6,9,8,4,-9,6,2,-13,-6,7,6,-9,-1
外国人,4,13225,稲城市,1,3,7,6,1,-2,-1,-3,3,-2,-4,11,20
外国人,4,13227,羽村市,-1,0,9,-10,-5,6,0,5,-2,1,2,-6,-1
外国人,4,13228,あきる野市,-1,-2,7,4,-2,4,2,0,-1,-1,0,0,10
外国人,4,13229,西東京市,4,-19,-26,-10,-6,-2,-2,11,13,16,-20,8,-33
外国人,1,13550,町村部,1,3,-8,-5,4,4,0,-4,10,7,2,4,18
外国人,2,13300,郡部,1,2,-6,-7,4,4,1,-3,11,7,2,5,21
外国人,4,13303,瑞穂町,0,-1,-6,-7,1,4,1,-2,9,5,2,5,11
外国人,4,13305,日の出町,0,1,0,0,2,0,0,-1,2,2,0,0,6
外国人,4,13307,檜原村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13308,奥多摩町,1,2,0,0,1,0,0,0,0,0,0,0,4
外国人,2,13350,島部,0,1,-2,2,0,0,-1,-1,-1,0,0,-1,-3
外国人,3,13360,大島支庁,0,0,0,2,0,0,0,0,0,0,0,0,2
外国人,4,13361,大島町,0,0,0,2,0,0,0,0,0,0,0,0,2
外国人,4,13362,利島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13363,新島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13364,神津島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13380,三宅支庁,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13381,三宅村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13382,御蔵島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13400,八丈支庁,0,1,0,0,0,0,0,-1,-1,0,0,-1,-2
外国人,4,13401,八丈町,0,1,0,0,0,0,0,-1,-1,0,0,-1,-2
外国人,4,13402,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13420,小笠原支庁,0,0,-2,0,0,0,-1,0,0,0,0,0,-3
外国人,4,13421,小笠原村,0,0,-2,0,0,0,-1,0,0,0,0,0,-3
,,,,,,,,,,,,,,,,
人口の動き（平成26年中）,,,,,,,,,,,,,,,,
第11－１・２・３表　区市町村、月別都内間移動増減（総数、日本人、外国人）,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
