国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成26年中の増減
総数,0,13000,総数,3590,-1112,24930,30792,6496,4269,7194,350,8036,11281,251,-532,95545
総数,1,13100,区部,4322,742,23065,22475,6135,4096,7039,1472,6440,10113,799,-442,86256
総数,1,13200,市部,-718,-1836,2510,7945,427,217,171,-1029,1560,1157,-554,-66,9784
総数,2,13300,郡部,-1,-4,-94,-10,-46,-31,-20,-84,45,43,-6,12,-196
総数,2,13350,島部,-13,-14,-551,382,-20,-13,4,-9,-9,-32,12,-36,-299
総数,1,13100,区部,4322,742,23065,22475,6135,4096,7039,1472,6440,10113,799,-442,86256
総数,4,13101,千代田区,64,125,612,722,140,58,537,22,105,272,74,-18,2713
総数,4,13102,中央区,333,284,1143,1045,355,438,422,232,185,348,377,316,5478
総数,4,13103,港区,627,567,614,658,424,289,71,285,517,712,405,79,5248
総数,4,13104,新宿区,502,-434,519,1640,170,80,309,-135,814,957,-342,-450,3630
総数,4,13105,文京区,134,78,591,699,313,145,141,24,459,400,86,85,3155
総数,4,13106,台東区,235,9,68,693,-6,185,362,120,147,306,-83,-33,2003
総数,4,13107,墨田区,220,182,970,518,227,103,356,59,326,455,165,215,3796
総数,4,13108,江東区,466,238,1909,1215,488,373,535,293,357,509,239,188,6810
総数,4,13109,品川区,213,369,1018,393,237,238,153,176,349,122,73,-25,3316
総数,4,13110,目黒区,74,-38,469,720,226,121,202,76,177,325,-71,29,2310
総数,4,13111,大田区,108,286,2438,1465,482,307,502,8,170,599,61,-387,6039
総数,4,13112,世田谷区,-15,-188,2714,1790,690,221,207,277,470,532,40,42,6780
総数,4,13113,渋谷区,237,230,657,449,209,1,221,114,170,252,-92,-105,2343
総数,4,13114,中野区,270,-170,1238,1056,212,30,92,-78,332,388,-325,-85,2960
総数,4,13115,杉並区,263,29,1962,1339,256,287,121,-142,247,152,-136,-169,4209
総数,4,13116,豊島区,253,41,875,1261,76,68,399,-49,113,723,128,-24,3864
総数,4,13117,北区,118,290,687,626,321,29,483,96,159,414,103,35,3361
総数,4,13118,荒川区,86,-25,-44,326,66,71,304,-64,84,647,4,-3,1452
総数,4,13119,板橋区,49,-353,813,1243,377,375,343,-9,198,593,171,332,4132
総数,4,13120,練馬区,138,-195,1252,1421,21,295,392,-275,306,209,-128,8,3444
総数,4,13121,足立区,55,-227,1120,692,336,352,136,130,407,448,18,259,3726
総数,4,13122,葛飾区,135,-70,429,645,147,-36,214,-74,149,229,49,-476,1341
総数,4,13123,江戸川区,-243,-286,1011,1859,368,66,537,386,199,521,-17,-255,4146
総数,1,13200,市部,-718,-1836,2510,7945,427,217,171,-1029,1560,1157,-554,-66,9784
総数,4,13201,八王子市,-279,-713,-505,1591,-242,-69,-47,-313,35,38,-241,-165,-910
総数,4,13202,立川市,-151,94,72,521,70,148,137,-15,70,103,-80,-73,896
総数,4,13203,武蔵野市,119,79,859,276,32,106,121,-22,11,71,-37,-4,1611
総数,4,13204,三鷹市,-10,-92,478,459,-66,118,141,100,429,246,137,-42,1898
総数,4,13205,青梅市,-17,-62,-146,-138,-64,-14,-108,-33,-1,-113,-3,-82,-781
総数,4,13206,府中市,51,-179,264,1308,128,2,-97,-253,460,-393,-301,273,1263
総数,4,13207,昭島市,5,-87,-30,2,-9,-46,-71,2,-24,104,-14,-10,-178
総数,4,13208,調布市,17,-174,413,383,149,-51,-73,-74,2,34,-86,-40,500
総数,4,13209,町田市,-169,-189,345,290,-107,-43,78,-91,112,-33,-38,271,426
総数,4,13210,小金井市,-16,-21,115,107,114,8,-22,16,-30,152,41,-38,426
総数,4,13211,小平市,-124,-198,-171,778,92,156,-18,-175,194,78,-41,48,619
総数,4,13212,日野市,83,-64,181,501,66,-18,48,46,232,176,149,4,1404
総数,4,13213,東村山市,-168,-31,-234,147,-13,-58,-92,34,-80,-28,-34,-119,-676
総数,4,13214,国分寺市,4,11,283,308,75,-54,92,21,-38,87,-39,-68,682
総数,4,13215,国立市,-22,-92,32,106,-1,85,12,-73,88,73,-16,-19,173
総数,4,13218,福生市,-12,-74,-59,50,-11,-74,50,-48,-33,33,-99,9,-268
総数,4,13219,狛江市,-46,262,335,184,61,35,29,84,32,34,63,100,1173
総数,4,13220,東大和市,55,61,-31,412,123,70,33,-22,90,36,53,-15,865
総数,4,13221,清瀬市,37,-7,1,95,12,11,-36,-34,25,77,22,-45,158
総数,4,13222,東久留米市,25,-13,-19,136,9,-50,51,-21,-82,16,16,9,77
総数,4,13223,武蔵村山市,-43,-61,-74,9,22,-2,-18,35,45,16,-14,8,-77
総数,4,13224,多摩市,26,-30,-50,11,96,1,-21,-150,29,8,-53,-62,-195
総数,4,13225,稲城市,-30,-32,161,42,10,24,-36,-12,35,112,49,102,425
総数,4,13227,羽村市,-38,-62,-5,2,-29,-23,-15,-11,-57,8,18,-21,-233
総数,4,13228,あきる野市,-51,-23,62,7,-4,16,13,-99,-24,-78,-22,-12,-215
総数,4,13229,西東京市,36,-139,233,358,-86,-61,20,79,40,300,16,-75,721
総数,1,13550,町村部,-14,-18,-645,372,-66,-44,-16,-93,36,11,6,-24,-495
総数,2,13300,郡部,-1,-4,-94,-10,-46,-31,-20,-84,45,43,-6,12,-196
総数,4,13303,瑞穂町,19,-6,-53,-13,-23,-12,18,-62,45,-13,-18,22,-96
総数,4,13305,日の出町,-13,26,-12,25,2,0,-19,-5,25,76,18,7,130
総数,4,13307,檜原村,-1,-8,-11,-13,-9,-5,-4,-4,-14,-6,-3,-4,-82
総数,4,13308,奥多摩町,-6,-16,-18,-9,-16,-14,-15,-13,-11,-14,-3,-13,-148
総数,2,13350,島部,-13,-14,-551,382,-20,-13,4,-9,-9,-32,12,-36,-299
総数,3,13360,大島支庁,-15,-12,-271,237,-9,-6,-4,-7,-1,-26,0,-15,-129
総数,4,13361,大島町,-3,-8,-161,161,-5,2,-5,-2,0,-21,-1,-9,-52
総数,4,13362,利島村,-1,0,-15,16,0,0,0,-1,1,-2,1,2,1
総数,4,13363,新島村,-2,2,-41,31,-3,-13,1,-2,-3,-4,-3,-8,-45
総数,4,13364,神津島村,-9,-6,-54,29,-1,5,0,-2,1,1,3,0,-33
総数,3,13380,三宅支庁,-4,-1,-75,43,-2,-2,11,-5,-10,-1,6,-1,-41
総数,4,13381,三宅村,-1,0,-51,34,-2,-3,11,-5,-11,-2,8,-2,-24
総数,4,13382,御蔵島村,-3,-1,-24,9,0,1,0,0,1,1,-2,1,-17
総数,3,13400,八丈支庁,-4,-8,-115,60,-9,3,0,1,2,-7,-4,-17,-98
総数,4,13401,八丈町,-4,-10,-103,46,-10,7,3,-1,4,-6,-3,-18,-95
総数,4,13402,青ヶ島村,0,2,-12,14,1,-4,-3,2,-2,-1,-1,1,-3
総数,3,13420,小笠原支庁,10,7,-90,42,0,-8,-3,2,0,2,10,-3,-31
総数,4,13421,小笠原村,10,7,-90,42,0,-8,-3,2,0,2,10,-3,-31
日本人,0,13000,総数,1794,-640,24504,22489,5967,4553,5060,963,3522,4485,-456,272,72513
日本人,1,13100,区部,2514,1055,22763,15530,5697,4231,4787,1755,2876,4137,169,465,65979
日本人,1,13200,市部,-704,-1674,2377,6593,353,378,293,-707,623,345,-630,-163,7084
日本人,2,13300,郡部,2,-5,-83,-11,-61,-42,-22,-75,33,36,-8,3,-233
日本人,2,13350,島部,-18,-16,-553,377,-22,-14,2,-10,-10,-33,13,-33,-317
日本人,1,13100,区部,2514,1055,22763,15530,5697,4231,4787,1755,2876,4137,169,465,65979
日本人,4,13101,千代田区,60,104,643,628,146,91,523,66,81,239,70,35,2686
日本人,4,13102,中央区,299,233,1123,1028,363,397,386,227,161,344,371,309,5241
日本人,4,13103,港区,447,445,578,526,419,430,139,191,411,579,391,376,4932
日本人,4,13104,新宿区,240,-79,732,374,142,174,50,201,242,-64,-163,-114,1735
日本人,4,13105,文京区,138,102,539,514,309,137,151,106,254,162,30,104,2546
日本人,4,13106,台東区,209,47,146,307,4,221,184,118,184,110,5,22,1557
日本人,4,13107,墨田区,178,167,941,380,261,104,257,89,245,320,106,192,3240
日本人,4,13108,江東区,310,197,1799,909,402,209,390,225,239,288,146,164,5278
日本人,4,13109,品川区,197,365,930,346,257,231,170,164,254,55,71,59,3099
日本人,4,13110,目黒区,75,-45,487,557,212,153,239,60,103,148,-89,6,1906
日本人,4,13111,大田区,112,191,2390,1195,462,291,441,33,9,418,35,-346,5231
日本人,4,13112,世田谷区,-13,-177,2596,1493,661,244,174,321,226,301,53,53,5932
日本人,4,13113,渋谷区,154,224,669,306,164,71,258,89,55,201,-56,-3,2132
日本人,4,13114,中野区,146,-140,1094,603,211,-5,16,-81,132,76,-364,-62,1626
日本人,4,13115,杉並区,181,74,1953,1075,288,308,71,-75,57,-131,-161,-143,3497
日本人,4,13116,豊島区,18,57,917,543,81,169,52,-62,-64,126,16,-72,1781
