国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成26年中の増減
総数,0,13000,総数,3194,2151,26472,20868,4957,2533,2684,2103,2667,2793,1301,1662,73385
総数,1,13100,区部,3051,2454,22183,14393,4549,2625,2608,2085,2156,2317,1020,1280,60721
総数,1,13200,市部,135,-309,4464,6389,438,-101,60,64,507,466,284,356,12753
総数,2,13300,郡部,-1,3,9,-1,-21,-1,12,-26,8,1,-7,17,-7
総数,2,13350,島部,9,3,-184,87,-9,10,4,-20,-4,9,4,9,-82
総数,1,13100,区部,3051,2454,22183,14393,4549,2625,2608,2085,2156,2317,1020,1280,60721
総数,4,13101,千代田区,54,56,249,407,63,17,155,22,57,57,54,15,1206
総数,4,13102,中央区,163,133,614,484,175,122,241,164,93,109,152,192,2642
総数,4,13103,港区,164,326,713,427,248,145,62,130,219,241,135,166,2976
総数,4,13104,新宿区,266,117,921,395,253,230,100,314,247,122,27,35,3027
総数,4,13105,文京区,141,92,657,540,200,98,93,114,173,130,112,67,2417
総数,4,13106,台東区,169,130,348,184,79,106,181,91,148,73,30,77,1616
総数,4,13107,墨田区,143,132,810,390,191,89,233,85,160,108,57,107,2505
総数,4,13108,江東区,250,245,1415,805,313,68,209,250,153,128,161,157,4154
総数,4,13109,品川区,238,261,928,457,246,240,104,174,159,131,121,127,3186
総数,4,13110,目黒区,80,84,656,449,97,105,89,80,98,47,-42,19,1762
総数,4,13111,大田区,274,288,2506,1128,356,179,279,86,17,239,20,-156,5216
総数,4,13112,世田谷区,77,-57,2237,1346,336,172,-41,170,43,29,68,168,4548
総数,4,13113,渋谷区,144,109,603,449,169,64,119,111,53,141,69,83,2114
総数,4,13114,中野区,199,78,1204,650,250,99,90,67,178,126,5,85,3031
総数,4,13115,杉並区,253,253,1942,1121,247,139,139,131,219,100,-17,-26,4501
総数,4,13116,豊島区,110,140,656,679,182,111,137,4,48,99,65,73,2304
総数,4,13117,北区,23,106,637,406,222,46,45,106,69,-4,56,23,1735
総数,4,13118,荒川区,21,37,143,178,39,97,64,20,39,200,9,53,900
総数,4,13119,板橋区,55,1,1074,694,162,211,94,-45,-67,70,-21,117,2345
総数,4,13120,練馬区,193,-48,1535,1107,19,100,102,-89,-102,53,-41,-60,2769
総数,4,13121,足立区,68,-25,935,410,238,197,45,0,196,142,59,128,2393
総数,4,13122,葛飾区,13,-37,481,361,123,-26,-4,-55,-93,-46,-38,-54,625
総数,4,13123,江戸川区,-47,33,919,1326,341,16,72,155,49,22,-21,-116,2749
総数,1,13200,市部,135,-309,4464,6389,438,-101,60,64,507,466,284,356,12753
総数,4,13201,八王子市,39,-217,64,1576,30,32,-41,53,-13,59,3,-12,1573
総数,4,13202,立川市,-12,-22,94,411,25,4,68,-22,-14,13,-23,8,530
総数,4,13203,武蔵野市,41,59,435,169,7,83,-9,23,14,51,39,19,931
総数,4,13204,三鷹市,2,13,514,316,10,-17,27,-11,122,21,55,-6,1046
総数,4,13205,青梅市,-17,15,-4,-31,30,-11,-22,6,37,-9,3,5,2
総数,4,13206,府中市,1,47,546,853,90,-24,-22,18,244,49,-30,45,1817
総数,4,13207,昭島市,-5,-12,248,124,23,-5,-26,-14,-6,20,-11,-24,312
総数,4,13208,調布市,4,-41,563,286,108,4,-10,-66,20,-40,-27,14,815
総数,4,13209,町田市,-42,-13,427,380,35,-77,127,63,103,56,117,274,1450
総数,4,13210,小金井市,3,36,153,158,56,-6,-5,38,15,54,18,-6,514
総数,4,13211,小平市,-49,-96,5,503,18,21,-16,-35,57,37,-22,8,431
総数,4,13212,日野市,36,-26,154,300,23,12,19,-29,12,30,11,5,547
総数,4,13213,東村山市,-42,-31,-110,183,8,18,-43,38,-49,-44,-2,-28,-102
