国籍区分,地域階層,地域コード,地域,1月中／転出者数,2月中／転出者数,3月中／転出者数,4月中／転出者数,5月中／転出者数,6月中／転出者数,7月中／転出者数,8月中／転出者数,9月中／転出者数,10月中／転出者数,11月中／転出者数,12月中／転出者数,平成26年中の転出者数
総数,0,13000,総数,30392,34842,59895,43342,32202,32482,33848,31493,32243,34829,32040,34267,431875
総数,1,13100,区部,22650,25637,41842,31783,24078,24369,25272,23141,23946,25817,23848,25404,317787
総数,1,13200,市部,7614,9092,17305,11311,8007,7955,8424,8165,8162,8898,8081,8705,111719
総数,2,13300,郡部,90,83,235,122,93,124,124,116,111,83,92,121,1394
総数,2,13350,島部,38,30,513,126,24,34,28,71,24,31,19,37,975
総数,1,13100,区部,22650,25637,41842,31783,24078,24369,25272,23141,23946,25817,23848,25404,317787
総数,4,13101,千代田区,241,307,448,382,272,281,313,326,302,240,275,283,3670
総数,4,13102,中央区,503,554,913,755,587,533,567,520,590,556,541,553,7172
総数,4,13103,港区,871,1046,1874,1308,1009,1016,1099,979,1068,1030,937,1015,13252
総数,4,13104,新宿区,1514,1657,2717,2242,1641,1488,1816,1585,1619,1872,1635,1747,21533
総数,4,13105,文京区,678,783,1470,1055,679,682,777,698,760,772,696,756,9806
総数,4,13106,台東区,620,687,1018,832,723,726,709,627,713,818,689,759,8921
総数,4,13107,墨田区,661,708,1202,922,720,753,783,686,676,788,662,752,9313
総数,4,13108,江東区,1023,1118,2136,1582,1090,1063,1160,1000,1054,1229,1031,1153,14639
総数,4,13109,品川区,1084,1171,1754,1393,1047,1116,1128,1078,1017,1137,1111,1206,14242
総数,4,13110,目黒区,928,1100,1827,1275,1039,1073,1072,1068,978,1092,1073,1114,13639
総数,4,13111,大田区,1147,1287,2049,1408,1131,1086,1167,1035,1235,1143,1074,1165,14927
総数,4,13112,世田谷区,2066,2312,3684,2837,2115,2212,2253,2044,2067,2186,2158,2363,28297
総数,4,13113,渋谷区,978,951,1569,1339,1048,1093,984,972,1013,1009,1051,1108,13115
総数,4,13114,中野区,1184,1438,2032,1585,1311,1351,1389,1273,1278,1368,1367,1325,16901
総数,4,13115,杉並区,1564,1996,3041,2295,1755,1732,1867,1720,1746,1880,1789,1860,23245
総数,4,13116,豊島区,1233,1271,1823,1515,1137,1247,1246,1095,1207,1355,1149,1253,15531
総数,4,13117,北区,798,877,1370,1070,864,884,826,763,860,954,826,878,10970
総数,4,13118,荒川区,510,541,1036,875,559,646,583,594,616,633,591,599,7783
総数,4,13119,板橋区,1115,1355,2069,1469,1112,1082,1188,1054,1101,1204,1069,1214,15032
総数,4,13120,練馬区,1397,1524,2720,2019,1586,1437,1522,1589,1435,1587,1541,1562,19919
総数,4,13121,足立区,800,911,1525,1122,870,972,960,837,884,934,921,890,11626
総数,4,13122,葛飾区,623,786,1317,988,747,785,771,679,719,793,689,801,9698
総数,4,13123,江戸川区,1112,1257,2248,1515,1036,1111,1092,919,1008,1237,973,1048,14556
総数,1,13200,市部,7614,9092,17305,11311,8007,7955,8424,8165,8162,8898,8081,8705,111719
総数,4,13201,八王子市,757,887,1976,1074,746,724,753,753,734,736,758,772,10670
総数,4,13202,立川市,497,490,945,588,400,436,417,461,421,463,477,527,6122
総数,4,13203,武蔵野市,384,463,867,655,458,455,448,474,472,524,483,512,6195
総数,4,13204,三鷹市,490,582,1125,773,613,527,565,504,522,544,469,596,7310
総数,4,13205,青梅市,154,209,417,319,235,185,248,174,231,228,178,202,2780
総数,4,13206,府中市,441,767,1290,743,527,510,558,738,537,1093,711,552,8467
総数,4,13207,昭島市,231,290,304,306,242,219,274,229,229,221,210,242,2997
総数,4,13208,調布市,559,720,1171,792,594,637,638,550,585,619,587,664,8116
総数,4,13209,町田市,292,377,846,575,366,335,364,419,358,232,386,381,4931
