"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20240301","芝地区総合支所管内","芝一丁目","808","859","1667"
"20240301","芝地区総合支所管内","芝二丁目","1369","1507","2876"
"20240301","芝地区総合支所管内","芝三丁目","1368","1556","2924"
"20240301","芝地区総合支所管内","芝四丁目","890","1081","1971"
"20240301","芝地区総合支所管内","芝五丁目","1015","1441","2456"
"20240301","芝地区総合支所管内","海岸一丁目","864","795","1659"
"20240301","芝地区総合支所管内","東新橋一丁目","596","663","1259"
"20240301","芝地区総合支所管内","東新橋二丁目","279","192","471"
"20240301","芝地区総合支所管内","新橋一丁目","5","4","9"
"20240301","芝地区総合支所管内","新橋二丁目","45","50","95"
"20240301","芝地区総合支所管内","新橋三丁目","76","75","151"
"20240301","芝地区総合支所管内","新橋四丁目","263","227","490"
"20240301","芝地区総合支所管内","新橋五丁目","521","402","923"
"20240301","芝地区総合支所管内","新橋六丁目","502","425","927"
"20240301","芝地区総合支所管内","西新橋一丁目","142","97","239"
"20240301","芝地区総合支所管内","西新橋二丁目","154","169","323"
"20240301","芝地区総合支所管内","西新橋三丁目","342","411","753"
"20240301","芝地区総合支所管内","三田一丁目","1231","1603","2834"
"20240301","芝地区総合支所管内","三田二丁目","1535","1942","3477"
"20240301","芝地区総合支所管内","三田三丁目","647","719","1366"
"20240301","芝地区総合支所管内","浜松町一丁目","896","882","1778"
"20240301","芝地区総合支所管内","浜松町二丁目","114","94","208"
"20240301","芝地区総合支所管内","芝大門一丁目","317","326","643"
"20240301","芝地区総合支所管内","芝大門二丁目","330","303","633"
"20240301","芝地区総合支所管内","芝公園一丁目","102","111","213"
"20240301","芝地区総合支所管内","芝公園二丁目","280","276","556"
"20240301","芝地区総合支所管内","芝公園三丁目","105","139","244"
"20240301","芝地区総合支所管内","芝公園四丁目","35","27","62"
"20240301","芝地区総合支所管内","虎ノ門一丁目","169","153","322"
"20240301","芝地区総合支所管内","虎ノ門二丁目","12","9","21"
"20240301","芝地区総合支所管内","虎ノ門三丁目","741","833","1574"
"20240301","芝地区総合支所管内","虎ノ門四丁目","247","400","647"
"20240301","芝地区総合支所管内","虎ノ門五丁目","147","140","287"
"20240301","芝地区総合支所管内","愛宕一丁目","150","145","295"
"20240301","芝地区総合支所管内","愛宕二丁目","113","142","255"
"20240301","麻布地区総合支所管内","麻布狸穴町","227","264","491"
"20240301","麻布地区総合支所管内","麻布永坂町","73","107","180"
"20240301","麻布地区総合支所管内","南麻布一丁目","1511","2049","3560"
"20240301","麻布地区総合支所管内","南麻布二丁目","1442","1789","3231"
"20240301","麻布地区総合支所管内","南麻布三丁目","1010","1340","2350"
"20240301","麻布地区総合支所管内","南麻布四丁目","1111","1511","2622"
"20240301","麻布地区総合支所管内","南麻布五丁目","614","843","1457"
"20240301","麻布地区総合支所管内","元麻布一丁目","345","480","825"
"20240301","麻布地区総合支所管内","元麻布二丁目","582","744","1326"
"20240301","麻布地区総合支所管内","元麻布三丁目","491","589","1080"
"20240301","麻布地区総合支所管内","西麻布一丁目","672","648","1320"
"20240301","麻布地区総合支所管内","西麻布二丁目","1002","1100","2102"
"20240301","麻布地区総合支所管内","西麻布三丁目","1055","1314","2369"
"20240301","麻布地区総合支所管内","西麻布四丁目","1114","1360","2474"
"20240301","麻布地区総合支所管内","六本木一丁目","740","932","1672"
"20240301","麻布地区総合支所管内","六本木二丁目","335","275","610"
"20240301","麻布地区総合支所管内","六本木三丁目","1052","965","2017"
"20240301","麻布地区総合支所管内","六本木四丁目","427","417","844"
"20240301","麻布地区総合支所管内","六本木五丁目","729","855","1584"
"20240301","麻布地区総合支所管内","六本木六丁目","471","605","1076"
"20240301","麻布地区総合支所管内","六本木七丁目","785","847","1632"
"20240301","麻布地区総合支所管内","麻布台一丁目","104","94","198"
"20240301","麻布地区総合支所管内","麻布台二丁目","164","184","348"
"20240301","麻布地区総合支所管内","麻布台三丁目","390","412","802"
"20240301","麻布地区総合支所管内","麻布十番一丁目","404","418","822"
"20240301","麻布地区総合支所管内","麻布十番二丁目","1017","1247","2264"
"20240301","麻布地区総合支所管内","麻布十番三丁目","638","725","1363"
"20240301","麻布地区総合支所管内","麻布十番四丁目","146","233","379"
"20240301","麻布地区総合支所管内","東麻布一丁目","859","1091","1950"
"20240301","麻布地区総合支所管内","東麻布二丁目","887","984","1871"
"20240301","麻布地区総合支所管内","東麻布三丁目","334","371","705"
"20240301","赤坂地区総合支所管内","元赤坂一丁目","154","148","302"
"20240301","赤坂地区総合支所管内","元赤坂二丁目","125","101","226"
"20240301","赤坂地区総合支所管内","赤坂一丁目","180","248","428"
"20240301","赤坂地区総合支所管内","赤坂二丁目","1190","1184","2374"
"20240301","赤坂地区総合支所管内","赤坂三丁目","121","85","206"
"20240301","赤坂地区総合支所管内","赤坂四丁目","964","984","1948"
"20240301","赤坂地区総合支所管内","赤坂五丁目","272","385","657"
"20240301","赤坂地区総合支所管内","赤坂六丁目","1456","1615","3071"
"20240301","赤坂地区総合支所管内","赤坂七丁目","963","1119","2082"
"20240301","赤坂地区総合支所管内","赤坂八丁目","1096","1463","2559"
"20240301","赤坂地区総合支所管内","赤坂九丁目","888","837","1725"
"20240301","赤坂地区総合支所管内","南青山一丁目","874","1077","1951"
"20240301","赤坂地区総合支所管内","南青山二丁目","831","986","1817"
"20240301","赤坂地区総合支所管内","南青山三丁目","403","548","951"
"20240301","赤坂地区総合支所管内","南青山四丁目","1207","1436","2643"
"20240301","赤坂地区総合支所管内","南青山五丁目","478","592","1070"
"20240301","赤坂地区総合支所管内","南青山六丁目","659","837","1496"
"20240301","赤坂地区総合支所管内","南青山七丁目","991","1282","2273"
"20240301","赤坂地区総合支所管内","北青山一丁目","444","676","1120"
"20240301","赤坂地区総合支所管内","北青山二丁目","188","250","438"
"20240301","赤坂地区総合支所管内","北青山三丁目","321","426","747"
"20240301","高輪地区総合支所管内","三田四丁目","1346","1727","3073"
"20240301","高輪地区総合支所管内","三田五丁目","2262","2965","5227"
"20240301","高輪地区総合支所管内","高輪一丁目","2658","3658","6316"
"20240301","高輪地区総合支所管内","高輪二丁目","2289","2971","5260"
"20240301","高輪地区総合支所管内","高輪三丁目","1727","2106","3833"
"20240301","高輪地区総合支所管内","高輪四丁目","1658","1819","3477"
"20240301","高輪地区総合支所管内","白金一丁目","2028","2654","4682"
"20240301","高輪地区総合支所管内","白金二丁目","843","1100","1943"
"20240301","高輪地区総合支所管内","白金三丁目","1443","1795","3238"
"20240301","高輪地区総合支所管内","白金四丁目","528","740","1268"
"20240301","高輪地区総合支所管内","白金五丁目","613","712","1325"
"20240301","高輪地区総合支所管内","白金六丁目","1340","1643","2983"
"20240301","高輪地区総合支所管内","白金台一丁目","328","466","794"
"20240301","高輪地区総合支所管内","白金台二丁目","1023","1318","2341"
"20240301","高輪地区総合支所管内","白金台三丁目","1276","1762","3038"
"20240301","高輪地区総合支所管内","白金台四丁目","703","979","1682"
"20240301","高輪地区総合支所管内","白金台五丁目","713","905","1618"
"20240301","芝浦港南地区総合支所管内","芝浦一丁目","1351","1368","2719"
