平成18年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
上連雀８丁目,1430,1610,1620,3230
上連雀９丁目,1501,1654,1688,3342
小計,12578,12488,12601,25089
井口１丁目,1514,1651,1543,3194
井口２丁目,981,1065,1096,2161
井口３丁目,881,928,984,1912
井口４丁目,1227,1299,1285,2584
井口５丁目,482,518,560,1078
小計,5085,5461,5468,10929
深大寺１丁目,742,776,773,1549
深大寺２丁目,1804,2050,1913,3963
深大寺３丁目,1009,1048,915,1963
小計,3555,3874,3601,7475
野崎１丁目,498,510,501,1011
野崎２丁目,1046,1204,1101,2305
野崎３丁目,860,966,924,1890
野崎４丁目,262,319,269,588
小計,2666,2999,2795,5794
大沢１丁目,1177,1364,1304,2668
大沢２丁目,853,936,886,1822
大沢３丁目,719,621,644,1265
大沢４丁目,1243,1351,1459,2810
大沢５丁目,794,993,1003,1996
大沢６丁目,720,756,771,1527
小計,5506,6021,6067,12088
合計,84520,85167,86849,172016
平成18年10月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1560,1499,1591,3090
下連雀２丁目,1681,1602,1745,3347
下連雀３丁目,4894,3874,4349,8223
下連雀４丁目,3134,2774,2986,5760
下連雀５丁目,1517,1630,1893,3523
下連雀６丁目,1892,1947,1969,3916
下連雀７丁目,2456,2561,2709,5270
下連雀８丁目,1177,1297,1367,2664
下連雀９丁目,1385,1562,1700,3262
小計,19696,18746,20309,39055
牟礼１丁目,1025,988,985,1973
牟礼２丁目,1671,1556,1573,3129
牟礼３丁目,846,857,718,1575
牟礼４丁目,1439,1521,1612,3133
牟礼５丁目,1316,1315,1309,2624
牟礼６丁目,2282,2434,2409,4843
牟礼７丁目,778,831,814,1645
小計,9357,9502,9420,18922
井の頭１丁目,2513,2096,2289,4385
井の頭２丁目,2016,1616,1863,3479
井の頭３丁目,1163,1112,1168,2280
井の頭４丁目,1092,1043,1047,2090
井の頭５丁目,1714,1672,1652,3324
小計,8498,7539,8019,15558
中原１丁目,1940,1937,1979,3916
中原２丁目,1248,1337,1320,2657
中原３丁目,1361,1459,1528,2987
中原４丁目,1835,2101,2141,4242
小計,6384,6834,6968,13802
北野１丁目,695,761,830,1591
北野２丁目,904,974,970,1944
北野３丁目,981,1175,1129,2304
北野４丁目,967,1031,1030,2061
小計,3547,3941,3959,7900
新川１丁目,856,872,908,1780
新川２丁目,625,718,710,1428
新川３丁目,895,902,863,1765
新川４丁目,1443,1523,1541,3064
新川５丁目,1187,1201,1282,2483
新川６丁目,2546,2481,2269,4750
小計,7552,7697,7573,15270
上連雀１丁目,1641,1540,1457,2997
上連雀２丁目,1301,1078,1163,2241
上連雀３丁目,842,781,724,1505
上連雀４丁目,1633,1508,1495,3003
上連雀５丁目,1439,1477,1391,2868
上連雀６丁目,1407,1385,1548,2933
上連雀７丁目,1350,1430,1489,2919
上連雀８丁目,1426,1613,1624,3237
上連雀９丁目,1507,1660,1694,3354
小計,12546,12472,12585,25057
井口１丁目,1521,1662,1550,3212
井口２丁目,983,1069,1096,2165
井口３丁目,880,931,986,1917
井口４丁目,1225,1291,1285,2576
井口５丁目,480,519,561,1080
小計,5089,5472,5478,10950
深大寺１丁目,745,775,774,1549
深大寺２丁目,1805,2051,1903,3954
深大寺３丁目,1008,1047,914,1961
小計,3558,3873,3591,7464
野崎１丁目,505,512,507,1019
野崎２丁目,1046,1205,1102,2307
野崎３丁目,864,971,929,1900
野崎４丁目,259,312,269,581
小計,2674,3000,2807,5807
大沢１丁目,1175,1365,1303,2668
大沢２丁目,847,929,882,1811
大沢３丁目,719,619,641,1260
大沢４丁目,1236,1340,1460,2800
大沢５丁目,792,989,1000,1989
大沢６丁目,718,752,769,1521
小計,5487,5994,6055,12049
合計,84388,85070,86764,171834
平成18年9月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1556,1498,1583,3081
下連雀２丁目,1688,1611,1744,3355
下連雀３丁目,4908,3882,4355,8237
下連雀４丁目,3123,2762,2987,5749
下連雀５丁目,1527,1635,1895,3530
下連雀６丁目,1897,1956,1972,3928
下連雀７丁目,2455,2557,2708,5265
下連雀８丁目,1176,1293,1368,2661
下連雀９丁目,1383,1559,1698,3257
小計,19713,18753,20310,39063
牟礼１丁目,1027,987,988,1975
牟礼２丁目,1626,1519,1540,3059
牟礼３丁目,857,857,721,1578
牟礼４丁目,1438,1522,1611,3133
牟礼５丁目,1320,1325,1311,2636
牟礼６丁目,2263,2410,2382,4792
牟礼７丁目,776,837,816,1653
小計,9307,9457,9369,18826
井の頭１丁目,2525,2103,2297,4400
井の頭２丁目,2021,1619,1865,3484
井の頭３丁目,1168,1117,1170,2287
井の頭４丁目,1096,1048,1048,2096
井の頭５丁目,1721,1676,1659,3335
小計,8531,7563,8039,15602
中原１丁目,1946,1952,1982,3934
中原２丁目,1245,1326,1311,2637
中原３丁目,1355,1454,1512,2966
中原４丁目,1838,2100,2143,4243
小計,6384,6832,6948,13780
北野１丁目,691,763,828,1591
北野２丁目,905,972,974,1946
北野３丁目,979,1174,1133,2307
北野４丁目,974,1040,1031,2071
小計,3549,3949,3966,7915
新川１丁目,851,866,903,1769
新川２丁目,629,719,714,1433
新川３丁目,905,909,867,1776
新川４丁目,1447,1530,1538,3068
新川５丁目,1184,1203,1285,2488
新川６丁目,2559,2485,2278,4763
小計,7575,7712,7585,15297
上連雀１丁目,1642,1543,1454,2997
上連雀２丁目,1306,1084,1168,2252
上連雀３丁目,841,779,723,1502
上連雀４丁目,1606,1474,1491,2965
上連雀５丁目,1440,1475,1398,2873
上連雀６丁目,1397,1380,1549,2929
上連雀７丁目,1346,1426,1493,2919
上連雀８丁目,1420,1610,1623,3233
上連雀９丁目,1516,1671,1703,3374
小計,12514,12442,12602,25044
井口１丁目,1521,1659,1553,3212
井口２丁目,990,1080,1099,2179
井口３丁目,880,932,990,1922
井口４丁目,1227,1291,1288,2579
井口５丁目,483,520,563,1083
小計,5101,5482,5493,10975
深大寺１丁目,746,778,774,1552
深大寺２丁目,1806,2052,1912,3964
深大寺３丁目,1013,1055,921,1976
小計,3565,3885,3607,7492
野崎１丁目,504,513,505,1018
野崎２丁目,1046,1207,1101,2308
野崎３丁目,869,976,936,1912
野崎４丁目,260,314,271,585
小計,2679,3010,2813,5823
大沢１丁目,1172,1366,1302,2668
大沢２丁目,844,937,879,1816
大沢３丁目,717,615,638,1253
大沢４丁目,1236,1343,1462,2805
大沢５丁目,785,984,992,1976
大沢６丁目,719,750,772,1522
小計,5473,5995,6045,12040
合計,84391,85080,86777,171857
平成18年8月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1547,1486,1570,3056
下連雀２丁目,1685,1607,1742,3349
下連雀３丁目,4913,3891,4361,8252
下連雀４丁目,3124,2758,2979,5737
下連雀５丁目,1468,1568,1814,3382
下連雀６丁目,1903,1962,1975,3937
下連雀７丁目,2460,2550,2705,5255
下連雀８丁目,1180,1297,1364,2661
下連雀９丁目,1385,1553,1698,3251
小計,19665,18672,20208,38880
牟礼１丁目,1026,988,992,1980
牟礼２丁目,1526,1425,1438,2863
牟礼３丁目,903,904,772,1676
牟礼４丁目,1440,1528,1613,3141
牟礼５丁目,1323,1331,1313,2644
牟礼６丁目,2226,2378,2350,4728
牟礼７丁目,783,844,819,1663
小計,9227,9398,9297,18695
井の頭１丁目,2528,2093,2314,4407
井の頭２丁目,2009,1616,1852,3468
井の頭３丁目,1169,1122,1168,2290
井の頭４丁目,1110,1062,1058,2120
井の頭５丁目,1720,1681,1652,3333
小計,8536,7574,8044,15618
中原１丁目,1950,1958,1987,3945
中原２丁目,1245,1327,1311,2638
中原３丁目,1357,1458,1510,2968
中原４丁目,1840,2098,2142,4240
小計,6392,6841,6950,13791
北野１丁目,693,769,826,1595
北野２丁目,907,979,980,1959
北野３丁目,979,1170,1128,2298
北野４丁目,980,1040,1037,2077
小計,3559,3958,3971,7929
新川１丁目,844,855,898,1753
新川２丁目,628,718,714,1432
新川３丁目,911,914,872,1786
新川４丁目,1445,1530,1542,3072
新川５丁目,1176,1197,1279,2476
新川６丁目,2554,2483,2282,4765
小計,7558,7697,7587,15284
上連雀１丁目,1641,1535,1457,2992
上連雀２丁目,1307,1089,1175,2264
上連雀３丁目,840,781,725,1506
上連雀４丁目,1609,1475,1499,2974
上連雀５丁目,1447,1485,1411,2896
上連雀６丁目,1388,1381,1534,2915
上連雀７丁目,1352,1436,1502,2938
上連雀８丁目,1417,1615,1622,3237
上連雀９丁目,1514,1674,1707,3381
小計,12515,12471,12632,25103
井口１丁目,1529,1662,1556,3218
井口２丁目,992,1083,1098,2181
井口３丁目,885,938,994,1932
井口４丁目,1228,1291,1289,2580
井口５丁目,482,524,562,1086
小計,5116,5498,5499,10997
深大寺１丁目,750,783,780,1563
深大寺２丁目,1814,2062,1913,3975
深大寺３丁目,1019,1061,924,1985
小計,3583,3906,3617,7523
野崎１丁目,503,508,503,1011
野崎２丁目,1050,1209,1099,2308
野崎３丁目,868,974,936,1910
野崎４丁目,262,317,270,587
小計,2683,3008,2808,5816
大沢１丁目,1172,1368,1304,2672
大沢２丁目,848,940,883,1823
大沢３丁目,714,614,634,1248
大沢４丁目,1236,1339,1459,2798
大沢５丁目,790,989,994,1983
大沢６丁目,722,758,772,1530
小計,5482,6008,6046,12054
合計,84316,85031,86659,171690
平成18年7月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1548,1487,1560,3047
下連雀２丁目,1682,1602,1740,3342
下連雀３丁目,4918,3891,4356,8247
下連雀４丁目,3131,2756,2989,5745
下連雀５丁目,1443,1545,1784,3329
下連雀６丁目,1904,1958,1969,3927
下連雀７丁目,2455,2544,2700,5244
下連雀８丁目,1183,1298,1371,2669
下連雀９丁目,1384,1550,1699,3249
小計,19648,18631,20168,38799
牟礼１丁目,1024,985,994,1979
牟礼２丁目,1518,1406,1423,2829
牟礼３丁目,905,906,781,1687
牟礼４丁目,1435,1524,1604,3128
牟礼５丁目,1317,1330,1312,2642
牟礼６丁目,2228,2381,2359,4740
牟礼７丁目,791,850,825,1675
小計,9218,9382,9298,18680
井の頭１丁目,2540,2100,2320,4420
井の頭２丁目,2017,1623,1851,3474
井の頭３丁目,1176,1121,1173,2294
井の頭４丁目,1109,1065,1052,2117
井の頭５丁目,1719,1677,1656,3333
小計,8561,7586,8052,15638
中原１丁目,1962,1966,1991,3957
中原２丁目,1243,1332,1307,2639
中原３丁目,1364,1466,1518,2984
中原４丁目,1844,2106,2147,4253
小計,6413,6870,6963,13833
北野１丁目,693,773,825,1598
北野２丁目,911,977,979,1956
北野３丁目,973,1166,1123,2289
北野４丁目,981,1042,1034,2076
小計,3558,3958,3961,7919
新川１丁目,842,853,898,1751
新川２丁目,630,717,716,1433
新川３丁目,916,920,876,1796
新川４丁目,1447,1530,1542,3072
新川５丁目,1172,1194,1279,2473
新川６丁目,2572,2500,2293,4793
小計,7579,7714,7604,15318
上連雀１丁目,1643,1539,1455,2994
上連雀２丁目,1300,1084,1175,2259
上連雀３丁目,836,779,724,1503
上連雀４丁目,1609,1477,1498,2975
上連雀５丁目,1446,1481,1410,2891
上連雀６丁目,1392,1382,1529,2911
上連雀７丁目,1350,1442,1508,2950
上連雀８丁目,1415,1607,1632,3239
上連雀９丁目,1517,1674,1708,3382
小計,12508,12465,12639,25104
井口１丁目,1526,1662,1554,3216
井口２丁目,995,1085,1102,2187
井口３丁目,878,928,989,1917
井口４丁目,1231,1286,1285,2571
井口５丁目,485,528,565,1093
小計,5115,5489,5495,10984
深大寺１丁目,746,781,775,1556
深大寺２丁目,1818,2065,1909,3974
深大寺３丁目,1018,1058,929,1987
小計,3582,3904,3613,7517
野崎１丁目,502,510,504,1014
野崎２丁目,1051,1212,1102,2314
野崎３丁目,874,979,933,1912
野崎４丁目,259,314,269,583
小計,2686,3015,2808,5823
大沢１丁目,1161,1362,1297,2659
大沢２丁目,853,941,888,1829
大沢３丁目,717,617,638,1255
大沢４丁目,1235,1335,1460,2795
大沢５丁目,793,987,993,1980
大沢６丁目,720,758,770,1528
小計,5479,6000,6046,12046
合計,84347,85014,86647,171661
平成18年6月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1539,1483,1552,3035
下連雀２丁目,1684,1606,1752,3358
下連雀３丁目,4900,3891,4336,8227
下連雀４丁目,3139,2764,2997,5761
下連雀５丁目,1452,1555,1793,3348
下連雀６丁目,1906,1964,1972,3936
下連雀７丁目,2455,2548,2711,5259
下連雀８丁目,1179,1293,1369,2662
下連雀９丁目,1388,1558,1693,3251
小計,19642,18662,20175,38837
牟礼１丁目,1024,992,992,1984
牟礼２丁目,1513,1398,1417,2815
牟礼３丁目,903,906,779,1685
牟礼４丁目,1436,1522,1606,3128
牟礼５丁目,1317,1331,1313,2644
牟礼６丁目,2217,2377,2352,4729
牟礼７丁目,794,855,829,1684
小計,9204,9381,9288,18669
井の頭１丁目,2523,2089,2311,4400
井の頭２丁目,2013,1623,1846,3469
井の頭３丁目,1180,1128,1174,2302
井の頭４丁目,1106,1060,1053,2113
井の頭５丁目,1717,1678,1656,3334
小計,8539,7578,8040,15618
中原１丁目,1966,1974,1993,3967
中原２丁目,1232,1325,1296,2621
中原３丁目,1366,1472,1523,2995
中原４丁目,1843,2104,2145,4249
小計,6407,6875,6957,13832
北野１丁目,690,763,816,1579
北野２丁目,913,975,979,1954
北野３丁目,975,1169,1121,2290
北野４丁目,985,1048,1031,2079
小計,3563,3955,3947,7902
新川１丁目,837,846,894,1740
新川２丁目,630,718,716,1434
新川３丁目,919,920,881,1801
新川４丁目,1461,1544,1553,3097
新川５丁目,1167,1191,1280,2471
新川６丁目,2571,2496,2292,4788
小計,7585,7715,7616,15331
上連雀１丁目,1652,1544,1459,3003
上連雀２丁目,1307,1093,1184,2277
上連雀３丁目,844,784,724,1508
上連雀４丁目,1596,1461,1485,2946
上連雀５丁目,1449,1474,1409,2883
上連雀６丁目,1390,1385,1535,2920
上連雀７丁目,1352,1446,1516,2962
上連雀８丁目,1410,1606,1630,3236
上連雀９丁目,1520,1673,1708,3381
小計,12520,12466,12650,25116
井口１丁目,1537,1677,1557,3234
井口２丁目,991,1082,1096,2178
井口３丁目,877,928,986,1914
井口４丁目,1229,1285,1287,2572
井口５丁目,485,522,565,1087
小計,5119,5494,5491,10985
深大寺１丁目,747,785,771,1556
深大寺２丁目,1824,2075,1910,3985
深大寺３丁目,1028,1065,931,1996
小計,3599,3925,3612,7537
野崎１丁目,500,510,503,1013
野崎２丁目,1057,1216,1103,2319
野崎３丁目,878,980,935,1915
野崎４丁目,265,319,270,589
小計,2700,3025,2811,5836
大沢１丁目,1162,1364,1303,2667
大沢２丁目,853,941,884,1825
大沢３丁目,721,618,639,1257
大沢４丁目,1232,1335,1462,2797
大沢５丁目,794,988,991,1979
大沢６丁目,723,761,769,1530
小計,5485,6007,6048,12055
合計,84363,85083,86635,171718
平成18年5月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1539,1486,1550,3036
下連雀２丁目,1682,1600,1753,3353
下連雀３丁目,4877,3893,4319,8212
下連雀４丁目,3139,2765,3007,5772
下連雀５丁目,1454,1549,1796,3345
下連雀６丁目,1901,1968,1970,3938
下連雀７丁目,2450,2544,2698,5242
下連雀８丁目,1165,1281,1363,2644
下連雀９丁目,1379,1549,1688,3237
小計,19586,18635,20144,38779
牟礼１丁目,1016,990,983,1973
牟礼２丁目,1517,1404,1412,2816
牟礼３丁目,904,904,785,1689
牟礼４丁目,1436,1523,1605,3128
牟礼５丁目,1323,1341,1310,2651
牟礼６丁目,2226,2386,2357,4743
牟礼７丁目,795,859,824,1683
小計,9217,9407,9276,18683
井の頭１丁目,2532,2095,2319,4414
井の頭２丁目,2001,1623,1834,3457
井の頭３丁目,1182,1125,1179,2304
井の頭４丁目,1109,1066,1054,2120
井の頭５丁目,1718,1685,1653,3338
小計,8542,7594,8039,15633
中原１丁目,1964,1974,1995,3969
中原２丁目,1235,1333,1298,2631
中原３丁目,1358,1471,1515,2986
中原４丁目,1837,2094,2142,4236
小計,6394,6872,6950,13822
北野１丁目,688,767,817,1584
北野２丁目,906,966,969,1935
北野３丁目,968,1159,1112,2271
北野４丁目,982,1051,1026,2077
小計,3544,3943,3924,7867
新川１丁目,846,853,908,1761
新川２丁目,636,726,714,1440
新川３丁目,915,914,879,1793
新川４丁目,1471,1544,1567,3111
新川５丁目,1170,1197,1277,2474
新川６丁目,2565,2497,2293,4790
小計,7603,7731,7638,15369
上連雀１丁目,1644,1542,1463,3005
上連雀２丁目,1305,1096,1186,2282
上連雀３丁目,846,785,726,1511
上連雀４丁目,1578,1447,1467,2914
上連雀５丁目,1451,1481,1414,2895
上連雀６丁目,1390,1386,1533,2919
上連雀７丁目,1355,1450,1514,2964
上連雀８丁目,1413,1605,1626,3231
上連雀９丁目,1523,1680,1714,3394
小計,12505,12472,12643,25115
井口１丁目,1536,1677,1558,3235
井口２丁目,992,1082,1099,2181
井口３丁目,874,924,981,1905
井口４丁目,1234,1292,1290,2582
井口５丁目,482,518,562,1080
小計,5118,5493,5490,10983
深大寺１丁目,747,782,770,1552
深大寺２丁目,1833,2081,1919,4000
深大寺３丁目,1021,1061,927,1988
小計,3601,3924,3616,7540
野崎１丁目,509,519,512,1031
野崎２丁目,1062,1222,1110,2332
野崎３丁目,869,977,931,1908
野崎４丁目,263,316,269,585
小計,2703,3034,2822,5856
大沢１丁目,1157,1367,1299,2666
大沢２丁目,852,938,881,1819
大沢３丁目,720,616,638,1254
大沢４丁目,1233,1336,1463,2799
大沢５丁目,793,992,994,1986
大沢６丁目,725,764,772,1536
小計,5480,6013,6047,12060
合計,84293,85118,86589,171707
平成18年4月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1538,1488,1556,3044
下連雀２丁目,1679,1605,1750,3355
下連雀３丁目,4849,3878,4306,8184
下連雀４丁目,3147,2774,3016,5790
下連雀５丁目,1452,1547,1794,3341
下連雀６丁目,1889,1963,1962,3925
下連雀７丁目,2451,2552,2704,5256
下連雀８丁目,1171,1291,1365,2656
下連雀９丁目,1370,1545,1675,3220
小計,19546,18643,20128,38771
牟礼１丁目,1021,991,986,1977
牟礼２丁目,1511,1400,1409,2809
牟礼３丁目,896,896,788,1684
牟礼４丁目,1424,1527,1593,3120
牟礼５丁目,1315,1346,1315,2661
牟礼６丁目,2216,2376,2352,4728
牟礼７丁目,787,850,818,1668
小計,9170,9386,9261,18647
井の頭１丁目,2522,2089,2323,4412
井の頭２丁目,1973,1617,1820,3437
井の頭３丁目,1175,1132,1174,2306
井の頭４丁目,1109,1065,1056,2121
井の頭５丁目,1688,1656,1630,3286
小計,8467,7559,8003,15562
中原１丁目,1961,1979,1998,3977
中原２丁目,1215,1321,1277,2598
中原３丁目,1361,1468,1513,2981
中原４丁目,1839,2094,2150,4244
小計,6376,6862,6938,13800
北野１丁目,686,761,814,1575
北野２丁目,880,950,946,1896
北野３丁目,956,1149,1096,2245
北野４丁目,978,1046,1033,2079
小計,3500,3906,3889,7795
新川１丁目,846,859,908,1767
新川２丁目,634,727,715,1442
新川３丁目,908,909,879,1788
新川４丁目,1462,1539,1554,3093
新川５丁目,1172,1204,1277,2481
新川６丁目,2482,2436,2275,4711
小計,7504,7674,7608,15282
上連雀１丁目,1634,1533,1450,2983
上連雀２丁目,1297,1094,1183,2277
上連雀３丁目,841,782,726,1508
上連雀４丁目,1580,1445,1471,2916
上連雀５丁目,1450,1479,1408,2887
上連雀６丁目,1385,1386,1521,2907
上連雀７丁目,1347,1453,1506,2959
上連雀８丁目,1409,1602,1620,3222
上連雀９丁目,1516,1674,1709,3383
小計,12459,12448,12594,25042
井口１丁目,1530,1675,1556,3231
井口２丁目,992,1087,1102,2189
井口３丁目,867,915,974,1889
井口４丁目,1239,1298,1295,2593
井口５丁目,481,518,561,1079
小計,5109,5493,5488,10981
深大寺１丁目,751,785,776,1561
深大寺２丁目,1829,2081,1921,4002
深大寺３丁目,1015,1053,928,1981
小計,3595,3919,3625,7544
野崎１丁目,509,515,508,1023
野崎２丁目,1062,1222,1107,2329
野崎３丁目,862,972,934,1906
野崎４丁目,258,314,267,581
小計,2691,3023,2816,5839
大沢１丁目,1155,1366,1297,2663
大沢２丁目,845,934,878,1812
大沢３丁目,666,593,605,1198
大沢４丁目,1228,1333,1463,2796
大沢５丁目,796,998,999,1997
大沢６丁目,719,761,771,1532
小計,5409,5985,6013,11998
合計,83826,84898,86363,171261
平成18年3月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1525,1493,1558,3051
下連雀２丁目,1676,1598,1755,3353
下連雀３丁目,4797,3843,4258,8101
下連雀４丁目,3146,2808,3024,5832
下連雀５丁目,1464,1558,1802,3360
下連雀６丁目,1879,1950,1971,3921
下連雀７丁目,2432,2534,2698,5232
下連雀８丁目,1171,1291,1365,2656
下連雀９丁目,1323,1487,1611,3098
小計,19413,18562,20042,38604
牟礼１丁目,1027,990,998,1988
牟礼２丁目,1514,1403,1416,2819
牟礼３丁目,889,887,790,1677
牟礼４丁目,1432,1529,1615,3144
牟礼５丁目,1311,1340,1312,2652
牟礼６丁目,2195,2365,2361,4726
牟礼７丁目,802,857,831,1688
小計,9170,9371,9323,18694
井の頭１丁目,2518,2096,2330,4426
井の頭２丁目,1973,1615,1821,3436
井の頭３丁目,1179,1132,1176,2308
井の頭４丁目,1113,1071,1067,2138
井の頭５丁目,1701,1667,1636,3303
小計,8484,7581,8030,15611
中原１丁目,1956,1984,1991,3975
中原２丁目,1213,1315,1279,2594
中原３丁目,1342,1456,1497,2953
中原４丁目,1810,2074,2142,4216
小計,6321,6829,6909,13738
北野１丁目,680,761,806,1567
北野２丁目,851,946,923,1869
北野３丁目,953,1152,1098,2250
北野４丁目,972,1058,1043,2101
小計,3456,3917,3870,7787
新川１丁目,840,857,907,1764
新川２丁目,639,733,721,1454
新川３丁目,881,895,868,1763
新川４丁目,1443,1537,1547,3084
新川５丁目,1168,1204,1280,2484
新川６丁目,2481,2483,2245,4728
小計,7452,7709,7568,15277
上連雀１丁目,1638,1549,1456,3005
上連雀２丁目,1293,1094,1180,2274
上連雀３丁目,841,783,720,1503
上連雀４丁目,1572,1436,1466,2902
上連雀５丁目,1445,1489,1413,2902
上連雀６丁目,1390,1391,1522,2913
上連雀７丁目,1344,1450,1506,2956
上連雀８丁目,1402,1607,1609,3216
上連雀９丁目,1516,1673,1716,3389
小計,12441,12472,12588,25060
井口１丁目,1554,1708,1572,3280
井口２丁目,986,1086,1086,2172
井口３丁目,864,920,971,1891
井口４丁目,1241,1306,1297,2603
井口５丁目,477,521,559,1080
小計,5122,5541,5485,11026
深大寺１丁目,747,783,773,1556
深大寺２丁目,1813,2053,1904,3957
深大寺３丁目,1014,1054,929,1983
