平成17年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
小計,3510,3806,3541,7347
野崎１丁目,479,504,478,982
野崎２丁目,1075,1268,1132,2400
野崎３丁目,856,990,928,1918
野崎４丁目,249,312,274,586
小計,2659,3074,2812,5886
大沢１丁目,1110,1338,1280,2618
大沢２丁目,886,964,893,1857
大沢３丁目,710,627,635,1262
大沢４丁目,1228,1343,1468,2811
大沢５丁目,808,1011,1022,2033
大沢６丁目,689,761,773,1534
小計,5431,6044,6071,12115
合計,82930,84821,85806,170627
平成17年2月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1521,1532,1544,3076
下連雀２丁目,1687,1631,1768,3399
下連雀３丁目,4639,3764,4116,7880
下連雀４丁目,3091,2790,2982,5772
下連雀５丁目,1218,1193,1441,2634
下連雀６丁目,1942,2046,2015,4061
下連雀７丁目,2354,2451,2591,5042
下連雀８丁目,1215,1360,1404,2764
下連雀９丁目,1275,1490,1590,3080
小計,18942,18257,19451,37708
牟礼１丁目,1061,1053,1038,2091
牟礼２丁目,1439,1323,1342,2665
牟礼３丁目,876,850,802,1652
牟礼４丁目,1405,1529,1585,3114
牟礼５丁目,1336,1371,1341,2712
牟礼６丁目,2188,2368,2383,4751
牟礼７丁目,792,853,828,1681
小計,9097,9347,9319,18666
井の頭１丁目,2537,2108,2364,4472
井の頭２丁目,1996,1664,1870,3534
井の頭３丁目,1197,1151,1201,2352
井の頭４丁目,1129,1098,1116,2214
井の頭５丁目,1729,1709,1651,3360
小計,8588,7730,8202,15932
中原１丁目,1950,1996,2034,4030
中原２丁目,1181,1288,1270,2558
中原３丁目,1313,1448,1502,2950
中原４丁目,1775,2046,2081,4127
小計,6219,6778,6887,13665
北野１丁目,661,738,777,1515
北野２丁目,840,942,901,1843
北野３丁目,922,1096,1053,2149
北野４丁目,965,1062,1027,2089
小計,3388,3838,3758,7596
新川１丁目,852,884,901,1785
新川２丁目,641,732,726,1458
新川３丁目,895,901,888,1789
新川４丁目,1442,1564,1534,3098
新川５丁目,1153,1194,1295,2489
新川６丁目,2525,2514,2307,4821
小計,7508,7789,7651,15440
上連雀１丁目,1639,1580,1464,3044
上連雀２丁目,1280,1084,1178,2262
上連雀３丁目,826,787,750,1537
上連雀４丁目,1606,1479,1469,2948
上連雀５丁目,1417,1440,1401,2841
上連雀６丁目,1416,1436,1553,2989
上連雀７丁目,1360,1477,1548,3025
上連雀８丁目,1260,1426,1393,2819
上連雀９丁目,1545,1700,1739,3439
小計,12349,12409,12495,24904
井口１丁目,1569,1721,1584,3305
井口２丁目,1014,1139,1103,2242
井口３丁目,849,918,945,1863
井口４丁目,1251,1317,1305,2622
井口５丁目,485,534,585,1119
小計,5168,5629,5522,11151
深大寺１丁目,716,772,756,1528
深大寺２丁目,1785,2001,1834,3835
深大寺３丁目,1009,1032,955,1987
小計,3510,3805,3545,7350
野崎１丁目,481,508,480,988
野崎２丁目,1077,1270,1132,2402
野崎３丁目,854,990,929,1919
野崎４丁目,250,312,276,588
小計,2662,3080,2817,5897
大沢１丁目,1114,1346,1283,2629
大沢２丁目,887,966,893,1859
大沢３丁目,711,622,632,1254
大沢４丁目,1221,1338,1467,2805
大沢５丁目,809,1012,1024,2036
大沢６丁目,692,764,777,1541
小計,5434,6048,6076,12124
合計,82865,84710,85723,170433
平成17年1月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1511,1527,1543,3070
下連雀２丁目,1694,1637,1770,3407
下連雀３丁目,4638,3758,4109,7867
下連雀４丁目,3080,2778,2983,5761
下連雀５丁目,1221,1194,1445,2639
下連雀６丁目,1940,2043,2012,4055
下連雀７丁目,2348,2447,2575,5022
下連雀８丁目,1217,1358,1404,2762
下連雀９丁目,1275,1492,1595,3087
小計,18924,18234,19436,37670
牟礼１丁目,1067,1060,1036,2096
牟礼２丁目,1443,1327,1343,2670
牟礼３丁目,874,846,800,1646
牟礼４丁目,1402,1532,1581,3113
牟礼５丁目,1344,1382,1344,2726
牟礼６丁目,2193,2374,2388,4762
牟礼７丁目,790,850,828,1678
小計,9113,9371,9320,18691
井の頭１丁目,2526,2095,2361,4456
井の頭２丁目,1992,1661,1872,3533
井の頭３丁目,1196,1150,1199,2349
井の頭４丁目,1133,1101,1112,2213
井の頭５丁目,1726,1705,1652,3357
小計,8573,7712,8196,15908
中原１丁目,1947,1991,2036,4027
中原２丁目,1186,1292,1270,2562
中原３丁目,1315,1444,1500,2944
中原４丁目,1771,2043,2078,4121
小計,6219,6770,6884,13654
北野１丁目,668,746,781,1527
北野２丁目,837,943,894,1837
北野３丁目,912,1085,1042,2127
北野４丁目,962,1059,1013,2072
小計,3379,3833,3730,7563
新川１丁目,856,888,905,1793
新川２丁目,633,726,716,1442
新川３丁目,895,896,887,1783
新川４丁目,1436,1556,1532,3088
新川５丁目,1145,1189,1294,2483
新川６丁目,2508,2498,2302,4800
小計,7473,7753,7636,15389
上連雀１丁目,1643,1582,1470,3052
上連雀２丁目,1284,1082,1184,2266
上連雀３丁目,828,789,751,1540
上連雀４丁目,1603,1483,1471,2954
上連雀５丁目,1417,1448,1400,2848
上連雀６丁目,1420,1446,1563,3009
上連雀７丁目,1364,1480,1549,3029
上連雀８丁目,1262,1424,1389,2813
上連雀９丁目,1543,1696,1739,3435
小計,12364,12430,12516,24946
井口１丁目,1570,1715,1589,3304
井口２丁目,1024,1140,1113,2253
井口３丁目,844,914,941,1855
井口４丁目,1242,1312,1302,2614
井口５丁目,488,540,591,1131
小計,5168,5621,5536,11157
深大寺１丁目,722,774,758,1532
深大寺２丁目,1786,1998,1830,3828
深大寺３丁目,1010,1034,953,1987
小計,3518,3806,3541,7347
野崎１丁目,482,504,482,986
野崎２丁目,1080,1270,1135,2405
野崎３丁目,854,991,927,1918
野崎４丁目,248,309,276,585
小計,2664,3074,2820,5894
大沢１丁目,1113,1342,1283,2625
大沢２丁目,884,966,897,1863
大沢３丁目,710,624,629,1253
大沢４丁目,1220,1332,1467,2799
大沢５丁目,814,1013,1023,2036
大沢６丁目,687,759,773,1532
小計,5428,6036,6072,12108
合計,82823,84640,85687,170327
