平成26年10月１日現在,,,,,,,,,,,,
町丁目,性別,年齢,１丁目,２丁目,３丁目,４丁目,５丁目,６丁目,７丁目,８丁目,９丁目,計
下連雀　　　,男,94,0,1,1,0,2,1,1,0,1,7
下連雀　　　,男,95,1,0,1,0,0,0,0,0,0,2
下連雀　　　,男,96,1,1,1,2,0,0,0,0,0,5
下連雀　　　,男,97,0,0,2,1,0,0,0,0,0,3
下連雀　　　,男,98,0,1,1,0,0,0,0,0,0,2
下連雀　　　,男,99,0,0,1,1,0,0,0,1,0,3
下連雀　　　,男,100,1,0,0,0,1,1,0,0,0,3
下連雀　　　,男,101,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,102,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,103,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,104以上,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,計,1453,1683,4332,2912,1752,2013,2338,1775,2411,20669
下連雀　　　,女,0,11,10,39,29,17,17,12,21,31,187
下連雀　　　,女,1,5,9,42,37,16,17,8,26,41,201
下連雀　　　,女,2,6,8,49,25,20,13,13,27,33,194
下連雀　　　,女,3,15,14,23,20,21,16,23,26,38,196
下連雀　　　,女,4,4,9,31,30,20,21,26,18,46,205
下連雀　　　,女,5,4,8,20,22,32,17,24,20,29,176
下連雀　　　,女,6,11,9,30,24,16,20,20,24,36,190
下連雀　　　,女,7,5,15,22,21,30,15,24,21,33,186
下連雀　　　,女,8,11,11,33,10,19,18,27,28,39,196
下連雀　　　,女,9,10,8,23,30,24,11,14,28,26,174
下連雀　　　,女,10,19,8,31,23,28,20,29,23,24,205
下連雀　　　,女,11,12,11,17,18,16,14,16,19,27,150
下連雀　　　,女,12,17,10,21,20,30,14,31,30,32,205
下連雀　　　,女,13,10,20,30,12,20,22,20,22,25,181
下連雀　　　,女,14,13,10,24,14,28,20,15,23,25,172
下連雀　　　,女,15,16,12,20,22,28,14,18,16,27,173
下連雀　　　,女,16,6,19,32,27,19,15,28,24,29,199
下連雀　　　,女,17,9,18,18,10,17,13,17,16,14,132
下連雀　　　,女,18,13,13,23,22,16,25,22,20,21,175
下連雀　　　,女,19,11,15,46,24,13,14,18,16,29,186
下連雀　　　,女,20,11,20,44,20,17,18,23,22,14,189
下連雀　　　,女,21,16,17,49,27,16,16,31,16,13,201
下連雀　　　,女,22,22,21,56,19,10,25,19,14,23,209
下連雀　　　,女,23,12,13,81,52,12,19,26,13,12,240
下連雀　　　,女,24,12,22,80,45,14,27,16,19,14,249
下連雀　　　,女,25,16,16,83,31,13,18,17,17,25,236
下連雀　　　,女,26,28,27,91,35,11,26,22,14,15,269
下連雀　　　,女,27,18,25,98,32,13,26,20,17,17,266
下連雀　　　,女,28,29,20,98,41,19,31,16,20,23,297
下連雀　　　,女,29,23,22,113,59,14,17,20,26,19,313
下連雀　　　,女,30,23,25,116,49,16,35,22,25,30,341
下連雀　　　,女,31,20,24,128,48,16,34,18,38,44,370
下連雀　　　,女,32,20,33,113,49,20,20,28,33,42,358
下連雀　　　,女,33,19,29,118,61,20,27,23,35,30,362
下連雀　　　,女,34,27,23,98,64,24,32,39,47,48,402
下連雀　　　,女,35,24,24,102,63,32,40,30,32,59,406
下連雀　　　,女,36,24,27,87,65,31,28,41,35,59,397
下連雀　　　,女,37,22,26,85,60,28,32,30,35,61,379
下連雀　　　,女,38,29,28,96,57,33,32,49,43,59,426
下連雀　　　,女,39,23,29,98,45,37,36,28,35,52,383
下連雀　　　,女,40,21,30,90,61,36,32,47,40,50,407
下連雀　　　,女,41,30,22,85,57,44,36,58,46,59,437
下連雀　　　,女,42,21,27,103,62,44,43,51,34,61,446
下連雀　　　,女,43,20,25,96,62,47,41,42,40,53,426
下連雀　　　,女,44,22,24,84,58,52,34,51,45,55,425
下連雀　　　,女,45,20,32,97,52,45,22,44,36,60,408
下連雀　　　,女,46,27,37,87,52,35,28,50,40,36,392
下連雀　　　,女,47,20,20,82,57,41,43,50,32,52,397
下連雀　　　,女,48,19,18,57,43,35,25,33,26,31,287
下連雀　　　,女,49,23,23,88,40,28,30,60,33,21,346
下連雀　　　,女,50,23,30,87,45,28,39,36,27,32,347
下連雀　　　,女,51,22,22,73,41,22,33,37,17,24,291
下連雀　　　,女,52,22,22,68,37,40,31,44,33,30,327
下連雀　　　,女,53,16,27,64,51,29,28,36,14,23,288
下連雀　　　,女,54,20,19,73,43,28,24,29,17,36,289
下連雀　　　,女,55,21,22,51,39,20,18,35,17,35,258
下連雀　　　,女,56,15,18,49,30,20,22,26,11,27,218
下連雀　　　,女,57,18,21,51,34,20,21,25,14,21,225
下連雀　　　,女,58,16,18,48,33,25,23,28,17,26,234
下連雀　　　,女,59,17,24,46,27,11,25,32,9,14,205
下連雀　　　,女,60,17,21,45,31,22,21,29,16,22,224
下連雀　　　,女,61,10,14,48,44,23,21,25,19,18,222
下連雀　　　,女,62,15,17,42,34,16,26,27,24,30,231
下連雀　　　,女,63,22,31,44,33,20,24,45,16,13,248
下連雀　　　,女,64,18,20,49,30,27,32,45,21,35,277
下連雀　　　,女,65,20,32,56,33,27,27,40,18,36,289
下連雀　　　,女,66,27,36,62,40,19,32,48,11,36,311
下連雀　　　,女,67,23,29,48,47,26,24,42,22,28,289
下連雀　　　,女,68,16,27,34,20,13,13,27,8,16,174
下連雀　　　,女,69,16,18,31,38,14,18,35,11,17,198
下連雀　　　,女,70,15,25,35,27,18,32,34,11,24,221
下連雀　　　,女,71,21,22,50,32,13,27,33,10,19,227
下連雀　　　,女,72,16,18,44,25,18,23,41,13,30,228
下連雀　　　,女,73,19,12,46,32,21,31,25,11,25,222
下連雀　　　,女,74,15,14,40,31,20,29,24,7,14,194
下連雀　　　,女,75,6,21,35,26,22,22,22,4,15,173
下連雀　　　,女,76,19,18,31,25,26,20,26,12,18,195
下連雀　　　,女,77,20,16,32,26,18,20,27,8,13,180
下連雀　　　,女,78,13,17,36,16,23,18,33,15,23,194
下連雀　　　,女,79,10,12,26,19,22,22,20,7,19,157
下連雀　　　,女,80,6,16,23,26,20,21,24,10,11,157
下連雀　　　,女,81,14,12,21,22,17,9,17,10,21,143
下連雀　　　,女,82,14,14,15,22,35,17,20,16,14,167
下連雀　　　,女,83,18,15,29,20,29,16,25,13,8,173
下連雀　　　,女,84,9,13,20,18,25,10,16,15,12,138
下連雀　　　,女,85,10,9,19,15,18,11,13,12,7,114
下連雀　　　,女,86,4,10,24,20,18,18,19,18,13,144
下連雀　　　,女,87,9,9,15,14,16,5,11,7,5,91
下連雀　　　,女,88,9,14,13,12,12,12,15,9,5,101
下連雀　　　,女,89,7,13,14,8,17,9,11,6,2,87
下連雀　　　,女,90,6,8,16,8,11,5,7,5,4,70
下連雀　　　,女,91,4,4,8,8,17,7,5,3,1,57
下連雀　　　,女,92,8,7,7,5,7,6,3,3,2,48
下連雀　　　,女,93,7,7,6,4,5,7,3,5,2,46
下連雀　　　,女,94,3,2,5,2,5,3,4,3,1,28
下連雀　　　,女,95,1,3,9,2,4,1,2,2,1,25
下連雀　　　,女,96,2,3,5,3,3,0,1,1,2,20
下連雀　　　,女,97,1,3,1,2,6,3,3,2,3,24
下連雀　　　,女,98,0,3,3,4,2,0,0,0,0,12
下連雀　　　,女,99,2,0,0,0,6,2,2,3,0,15
下連雀　　　,女,100,1,0,2,1,2,0,1,0,0,7
下連雀　　　,女,101,0,0,1,2,2,0,0,0,0,5
下連雀　　　,女,102,0,1,2,1,0,0,0,0,1,5
下連雀　　　,女,103,1,0,1,0,2,0,0,0,0,4
下連雀　　　,女,104以上,0,0,1,0,1,0,0,0,1,3
下連雀　　　,女,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,女,計,1513,1775,4981,3114,2164,2117,2587,1939,2577,22767
牟礼　　　　,男,0,8,25,4,10,8,27,9,0,0,91
牟礼　　　　,男,1,10,26,5,11,17,27,6,0,0,102
牟礼　　　　,男,2,7,22,6,13,13,28,11,0,0,100
牟礼　　　　,男,3,4,30,9,11,17,36,9,0,0,116
牟礼　　　　,男,4,6,23,4,8,16,26,12,0,0,95
牟礼　　　　,男,5,6,15,3,13,14,23,6,0,0,80
牟礼　　　　,男,6,6,15,2,15,12,29,15,0,0,94
牟礼　　　　,男,7,1,9,8,13,16,23,7,0,0,77
牟礼　　　　,男,8,1,15,10,11,6,21,11,0,0,75
牟礼　　　　,男,9,6,12,6,12,8,25,6,0,0,75
牟礼　　　　,男,10,7,10,6,16,14,23,7,0,0,83
牟礼　　　　,男,11,8,7,9,13,9,20,6,0,0,72
牟礼　　　　,男,12,4,12,4,21,14,33,9,0,0,97
牟礼　　　　,男,13,8,9,7,19,11,21,7,0,0,82
牟礼　　　　,男,14,5,5,2,24,15,17,9,0,0,77
牟礼　　　　,男,15,7,11,2,14,7,18,13,0,0,72
牟礼　　　　,男,16,4,8,7,18,9,30,8,0,0,84
牟礼　　　　,男,17,8,5,6,20,5,23,7,0,0,74
牟礼　　　　,男,18,8,9,4,15,8,26,3,0,0,73
牟礼　　　　,男,19,8,12,10,17,13,25,8,0,0,93
牟礼　　　　,男,20,17,13,12,24,14,31,11,0,0,122
牟礼　　　　,男,21,12,9,5,13,6,30,7,0,0,82
牟礼　　　　,男,22,15,12,25,15,23,33,8,0,0,131
牟礼　　　　,男,23,8,17,13,28,16,20,8,0,0,110
牟礼　　　　,男,24,9,15,32,22,28,29,10,0,0,145
牟礼　　　　,男,25,12,25,19,16,23,30,8,0,0,133
牟礼　　　　,男,26,15,23,15,21,19,29,5,0,0,127
牟礼　　　　,男,27,15,26,25,22,19,30,20,0,0,157
牟礼　　　　,男,28,16,29,13,18,20,40,22,0,0,158
牟礼　　　　,男,29,21,28,15,19,24,39,18,0,0,164
牟礼　　　　,男,30,22,24,12,24,33,32,11,0,0,158
牟礼　　　　,男,31,21,40,9,20,18,50,15,0,0,173
牟礼　　　　,男,32,18,35,14,25,32,47,13,0,0,184
牟礼　　　　,男,33,23,29,9,17,29,44,12,0,0,163
牟礼　　　　,男,34,25,44,14,24,26,49,13,0,0,195
牟礼　　　　,男,35,17,33,11,38,26,55,19,0,0,199
牟礼　　　　,男,36,16,31,12,26,20,45,19,0,0,169
牟礼　　　　,男,37,15,42,13,22,23,55,12,0,0,182
牟礼　　　　,男,38,18,42,19,18,23,48,11,0,0,179
牟礼　　　　,男,39,18,46,10,33,21,38,15,0,0,181
牟礼　　　　,男,40,11,36,10,27,25,52,21,0,0,182
牟礼　　　　,男,41,12,48,17,31,19,58,20,0,0,205
牟礼　　　　,男,42,13,37,11,28,23,61,19,0,0,192
牟礼　　　　,男,43,15,41,17,21,21,46,17,0,0,178
牟礼　　　　,男,44,15,35,13,33,21,43,10,0,0,170
牟礼　　　　,男,45,18,30,13,28,22,45,17,0,0,173
牟礼　　　　,男,46,18,29,13,21,20,42,17,0,0,160
牟礼　　　　,男,47,21,30,14,34,22,40,19,0,0,180
牟礼　　　　,男,48,18,19,15,38,21,24,8,0,0,143
牟礼　　　　,男,49,19,32,4,26,26,40,13,0,0,160
牟礼　　　　,男,50,22,21,9,18,12,46,8,0,0,136
牟礼　　　　,男,51,10,22,10,20,13,40,16,0,0,131
牟礼　　　　,男,52,19,25,7,21,16,33,15,0,0,136
牟礼　　　　,男,53,10,29,8,18,24,28,8,0,0,125
牟礼　　　　,男,54,13,17,9,24,16,32,12,0,0,123
牟礼　　　　,男,55,14,24,7,22,14,29,9,0,0,119
牟礼　　　　,男,56,10,17,7,22,6,29,7,0,0,98
牟礼　　　　,男,57,7,17,6,26,11,28,6,0,0,101
牟礼　　　　,男,58,11,15,8,10,13,30,18,0,0,105
牟礼　　　　,男,59,13,9,2,18,10,32,8,0,0,92
牟礼　　　　,男,60,19,14,8,17,15,27,5,0,0,105
牟礼　　　　,男,61,10,10,8,17,7,21,10,0,0,83
牟礼　　　　,男,62,8,17,8,16,19,20,11,0,0,99
牟礼　　　　,男,63,14,21,9,14,19,38,8,0,0,123
牟礼　　　　,男,64,14,15,14,13,11,30,10,0,0,107
牟礼　　　　,男,65,11,19,11,23,15,29,18,0,0,126
牟礼　　　　,男,66,9,20,8,22,16,28,10,0,0,113
牟礼　　　　,男,67,10,28,7,22,16,40,7,0,0,130
牟礼　　　　,男,68,8,14,5,12,10,16,8,0,0,73
牟礼　　　　,男,69,9,13,6,19,6,20,10,0,0,83
牟礼　　　　,男,70,10,19,4,26,11,25,12,0,0,107
牟礼　　　　,男,71,6,15,7,9,10,21,11,0,0,79
牟礼　　　　,男,72,12,16,5,11,11,23,9,0,0,87
牟礼　　　　,男,73,6,24,6,10,13,24,10,0,0,93
牟礼　　　　,男,74,9,17,5,13,10,19,9,0,0,82
牟礼　　　　,男,75,4,13,2,19,12,19,8,0,0,77
牟礼　　　　,男,76,5,16,6,8,10,14,3,0,0,62
牟礼　　　　,男,77,2,14,2,6,12,17,6,0,0,59
牟礼　　　　,男,78,4,18,11,2,12,14,6,0,0,67
牟礼　　　　,男,79,12,21,2,9,12,15,4,0,0,75
牟礼　　　　,男,80,2,13,3,8,7,17,6,0,0,56
牟礼　　　　,男,81,14,21,2,6,3,13,6,0,0,65
牟礼　　　　,男,82,2,12,4,7,9,17,3,0,0,54
牟礼　　　　,男,83,6,17,4,10,8,13,3,0,0,61
牟礼　　　　,男,84,6,12,6,6,4,7,6,0,0,47
牟礼　　　　,男,85,3,10,0,7,3,5,1,0,0,29
牟礼　　　　,男,86,3,7,0,4,3,6,1,0,0,24
牟礼　　　　,男,87,1,9,1,2,2,5,1,0,0,21
牟礼　　　　,男,88,3,4,2,6,1,5,2,0,0,23
牟礼　　　　,男,89,3,6,1,4,4,3,1,0,0,22
牟礼　　　　,男,90,1,3,1,0,2,2,2,0,0,11
牟礼　　　　,男,91,0,1,0,0,2,3,0,0,0,6
牟礼　　　　,男,92,1,2,0,2,0,4,1,0,0,10
牟礼　　　　,男,93,1,1,0,0,0,1,0,0,0,3
牟礼　　　　,男,94,1,1,0,2,0,1,0,0,0,5
牟礼　　　　,男,95,1,1,0,2,0,1,0,0,0,5
牟礼　　　　,男,96,1,0,0,1,0,0,0,0,0,2
牟礼　　　　,男,97,0,0,1,0,0,0,0,0,0,1
牟礼　　　　,男,98,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,99,1,0,0,0,0,0,0,0,0,1
牟礼　　　　,男,100,0,0,0,0,0,1,0,0,0,1
牟礼　　　　,男,101,0,0,0,0,0,1,0,0,0,1
牟礼　　　　,男,102,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,103,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,104以上,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,計,976,1840,770,1580,1325,2618,902,0,0,10011
牟礼　　　　,女,0,9,30,4,15,16,27,4,0,0,105
牟礼　　　　,女,1,6,22,8,11,13,16,8,0,0,84
牟礼　　　　,女,2,6,17,4,10,10,32,4,0,0,83
牟礼　　　　,女,3,5,26,2,15,9,28,9,0,0,94
牟礼　　　　,女,4,9,16,8,11,12,32,12,0,0,100
牟礼　　　　,女,5,6,18,4,12,9,21,7,0,0,77
牟礼　　　　,女,6,4,13,6,11,18,20,6,0,0,78
牟礼　　　　,女,7,6,21,4,12,8,22,10,0,0,83
牟礼　　　　,女,8,11,12,4,19,9,22,5,0,0,82
牟礼　　　　,女,9,9,15,4,19,13,18,6,0,0,84
牟礼　　　　,女,10,3,12,4,15,11,20,6,0,0,71
牟礼　　　　,女,11,5,12,7,20,12,24,8,0,0,88
牟礼　　　　,女,12,3,10,4,12,5,15,8,0,0,57
牟礼　　　　,女,13,6,12,4,19,11,25,9,0,0,86
牟礼　　　　,女,14,7,4,4,22,9,28,5,0,0,79
牟礼　　　　,女,15,6,10,4,14,5,28,9,0,0,76
牟礼　　　　,女,16,8,6,5,21,14,28,8,0,0,90
牟礼　　　　,女,17,6,11,6,24,6,26,6,0,0,85
牟礼　　　　,女,18,4,11,3,18,10,23,6,0,0,75
牟礼　　　　,女,19,10,7,5,22,13,28,5,0,0,90
牟礼　　　　,女,20,9,6,5,17,16,20,7,0,0,80
牟礼　　　　,女,21,12,14,6,20,11,14,8,0,0,85
牟礼　　　　,女,22,15,13,5,23,17,22,7,0,0,102
牟礼　　　　,女,23,20,11,10,19,19,22,10,0,0,111
牟礼　　　　,女,24,11,12,9,21,17,28,7,0,0,105
牟礼　　　　,女,25,18,18,8,19,27,26,19,0,0,135
牟礼　　　　,女,26,15,20,10,27,19,28,9,0,0,128
牟礼　　　　,女,27,20,24,13,25,25,30,13,0,0,150
牟礼　　　　,女,28,21,34,8,20,21,31,9,0,0,144
牟礼　　　　,女,29,20,29,8,21,24,36,9,0,0,147
牟礼　　　　,女,30,21,28,20,23,23,38,13,0,0,166
牟礼　　　　,女,31,23,36,14,25,29,44,10,0,0,181
牟礼　　　　,女,32,17,32,13,29,20,47,8,0,0,166
牟礼　　　　,女,33,21,39,12,21,16,32,10,0,0,151
牟礼　　　　,女,34,20,42,13,20,30,53,13,0,0,191
牟礼　　　　,女,35,13,40,6,31,13,47,12,0,0,162
牟礼　　　　,女,36,19,52,9,23,16,49,17,0,0,185
牟礼　　　　,女,37,12,34,11,25,21,46,14,0,0,163
牟礼　　　　,女,38,15,32,10,27,21,55,24,0,0,184
牟礼　　　　,女,39,10,36,15,27,19,49,19,0,0,175
牟礼　　　　,女,40,15,42,12,20,23,49,15,0,0,176
牟礼　　　　,女,41,15,37,13,34,31,52,22,0,0,204
牟礼　　　　,女,42,7,53,9,24,26,46,9,0,0,174
牟礼　　　　,女,43,13,31,11,27,22,41,20,0,0,165
牟礼　　　　,女,44,16,31,12,24,21,42,14,0,0,160
牟礼　　　　,女,45,17,27,10,35,21,44,11,0,0,165
牟礼　　　　,女,46,12,31,11,26,23,39,16,0,0,158
牟礼　　　　,女,47,14,33,8,32,14,37,17,0,0,155
牟礼　　　　,女,48,21,16,8,27,12,28,8,0,0,120
牟礼　　　　,女,49,13,24,7,24,23,41,9,0,0,141
牟礼　　　　,女,50,16,30,8,32,12,31,7,0,0,136
牟礼　　　　,女,51,21,21,6,21,9,39,4,0,0,121
牟礼　　　　,女,52,17,21,3,15,16,41,16,0,0,129
牟礼　　　　,女,53,13,20,8,21,14,25,7,0,0,108
牟礼　　　　,女,54,12,20,7,27,7,26,9,0,0,108
牟礼　　　　,女,55,13,16,6,19,14,33,8,0,0,109
牟礼　　　　,女,56,14,20,7,18,14,43,6,0,0,122
牟礼　　　　,女,57,7,22,5,14,13,33,8,0,0,102
牟礼　　　　,女,58,14,11,9,22,8,24,5,0,0,93
牟礼　　　　,女,59,15,17,6,15,14,31,11,0,0,109
牟礼　　　　,女,60,10,19,8,22,10,26,6,0,0,101
牟礼　　　　,女,61,5,18,4,17,9,43,10,0,0,106
牟礼　　　　,女,62,5,14,6,21,16,24,9,0,0,95
牟礼　　　　,女,63,16,14,7,19,15,33,8,0,0,112
牟礼　　　　,女,64,13,26,7,21,6,33,9,0,0,115
牟礼　　　　,女,65,10,29,6,30,24,34,14,0,0,147
牟礼　　　　,女,66,11,22,15,33,13,31,9,0,0,134
牟礼　　　　,女,67,8,32,5,25,20,32,13,0,0,135
牟礼　　　　,女,68,2,14,3,15,9,31,6,0,0,80
牟礼　　　　,女,69,4,16,6,9,8,25,9,0,0,77
牟礼　　　　,女,70,8,20,5,10,13,32,15,0,0,103
牟礼　　　　,女,71,9,21,6,15,11,31,6,0,0,99
牟礼　　　　,女,72,7,26,8,14,11,16,14,0,0,96
牟礼　　　　,女,73,6,30,4,15,17,23,12,0,0,107
牟礼　　　　,女,74,11,30,5,8,20,27,6,0,0,107
牟礼　　　　,女,75,12,16,8,13,12,19,5,0,0,85
牟礼　　　　,女,76,11,26,7,16,14,24,4,0,0,102
牟礼　　　　,女,77,9,18,5,3,11,24,6,0,0,76
牟礼　　　　,女,78,12,36,3,13,11,28,2,0,0,105
牟礼　　　　,女,79,12,22,6,17,8,27,7,0,0,99
牟礼　　　　,女,80,7,22,6,13,9,15,5,0,0,77
牟礼　　　　,女,81,9,25,1,7,7,19,5,0,0,73
牟礼　　　　,女,82,11,26,5,6,10,14,11,0,0,83
牟礼　　　　,女,83,7,18,4,7,7,15,3,0,0,61
牟礼　　　　,女,84,9,23,3,6,4,10,4,0,0,59
牟礼　　　　,女,85,9,13,4,7,6,12,4,0,0,55
牟礼　　　　,女,86,2,8,4,7,7,17,4,0,0,49
牟礼　　　　,女,87,7,13,2,8,6,13,1,0,0,50
牟礼　　　　,女,88,3,9,2,7,8,6,3,0,0,38
牟礼　　　　,女,89,8,8,4,7,4,6,3,0,0,40
牟礼　　　　,女,90,10,5,0,7,5,6,0,0,0,33
牟礼　　　　,女,91,5,3,0,5,3,4,5,0,0,25
牟礼　　　　,女,92,2,6,1,2,1,5,0,0,0,17
牟礼　　　　,女,93,5,3,1,1,1,2,0,0,0,13
牟礼　　　　,女,94,7,3,2,4,4,3,0,0,0,23
牟礼　　　　,女,95,1,0,1,3,1,2,2,0,0,10
牟礼　　　　,女,96,2,0,1,4,0,1,1,0,0,9
牟礼　　　　,女,97,4,0,0,2,1,2,3,0,0,12
牟礼　　　　,女,98,0,1,0,1,0,1,0,0,0,3
牟礼　　　　,女,99,0,0,0,0,0,2,0,0,0,2
牟礼　　　　,女,100,1,0,1,0,0,0,0,0,0,2
牟礼　　　　,女,101,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,女,102,0,0,0,0,0,1,0,0,0,1
