平成22年10月１日現在,,,,,,,,,,,,
町丁目,性別,年齢,１丁目,２丁目,３丁目,４丁目,５丁目,６丁目,７丁目,８丁目,９丁目,計
下連雀　　　,女,83,11,14,25,18,12,10,13,9,4,116
下連雀　　　,女,84,14,16,18,19,16,11,19,9,6,128
下連雀　　　,女,85,13,15,22,19,19,10,13,6,5,122
下連雀　　　,女,86,8,11,24,11,6,8,13,5,8,94
下連雀　　　,女,87,7,10,9,10,18,13,6,5,1,79
下連雀　　　,女,88,10,9,12,10,12,11,6,3,5,78
下連雀　　　,女,89,7,13,15,13,10,12,7,8,2,87
下連雀　　　,女,90,6,6,11,5,7,8,6,6,3,58
下連雀　　　,女,91,2,5,13,7,10,5,7,4,1,54
下連雀　　　,女,92,7,3,13,7,3,3,4,3,3,46
下連雀　　　,女,93,1,5,3,3,6,4,6,2,2,32
下連雀　　　,女,94,0,3,6,9,6,1,3,0,2,30
下連雀　　　,女,95,2,4,4,3,4,3,1,3,0,24
下連雀　　　,女,96,1,2,6,1,7,2,3,0,0,22
下連雀　　　,女,97,0,0,3,3,3,0,1,0,0,10
下連雀　　　,女,98,1,2,7,1,2,0,1,0,0,14
下連雀　　　,女,99,1,0,6,0,2,1,1,1,0,12
下連雀　　　,女,100,0,1,2,0,0,0,0,0,0,3
下連雀　　　,女,101,0,0,0,1,0,0,0,0,0,1
下連雀　　　,女,102,0,0,1,0,2,1,0,0,1,5
下連雀　　　,女,103,0,0,0,0,0,0,0,0,0,0
下連雀　　　,女,104以上,0,0,3,0,1,0,0,0,0,4
下連雀　　　,女,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,女,計,1542,1750,4885,2984,1987,1997,2649,1714,2168,21676
牟礼　　　　,男,0,9,28,4,8,14,19,14,0,0,96
牟礼　　　　,男,1,3,24,7,17,13,19,4,0,0,87
牟礼　　　　,男,2,8,20,3,13,11,22,14,0,0,91
牟礼　　　　,男,3,3,18,6,13,14,21,8,0,0,83
牟礼　　　　,男,4,4,19,9,10,2,20,12,0,0,76
牟礼　　　　,男,5,6,18,4,18,4,21,7,0,0,78
牟礼　　　　,男,6,5,8,6,17,12,19,9,0,0,76
牟礼　　　　,男,7,5,6,8,12,11,21,9,0,0,72
牟礼　　　　,男,8,7,9,3,20,16,31,7,0,0,93
牟礼　　　　,男,9,10,13,7,19,12,17,4,0,0,82
牟礼　　　　,男,10,6,4,3,23,20,18,7,0,0,81
牟礼　　　　,男,11,9,6,5,15,9,16,13,0,0,73
牟礼　　　　,男,12,2,8,6,12,9,33,8,0,0,78
牟礼　　　　,男,13,8,4,7,20,4,22,6,0,0,71
牟礼　　　　,男,14,8,6,2,19,9,25,2,0,0,71
牟礼　　　　,男,15,6,12,5,14,13,23,7,0,0,80
牟礼　　　　,男,16,9,11,5,24,11,21,9,0,0,90
牟礼　　　　,男,17,8,8,1,11,6,21,6,0,0,61
牟礼　　　　,男,18,8,10,12,17,18,27,7,0,0,99
牟礼　　　　,男,19,5,11,4,19,12,24,7,0,0,82
牟礼　　　　,男,20,7,13,16,21,19,28,8,0,0,112
牟礼　　　　,男,21,6,28,9,14,17,16,4,0,0,94
牟礼　　　　,男,22,14,19,9,14,17,23,8,0,0,104
牟礼　　　　,男,23,23,25,25,16,19,29,14,0,0,151
牟礼　　　　,男,24,18,23,20,21,16,35,14,0,0,147
牟礼　　　　,男,25,22,22,36,23,24,46,16,0,0,189
牟礼　　　　,男,26,23,25,31,24,28,41,18,0,0,190
牟礼　　　　,男,27,28,22,22,29,26,37,18,0,0,182
牟礼　　　　,男,28,20,27,29,28,33,43,16,0,0,196
牟礼　　　　,男,29,32,22,16,15,19,40,13,0,0,157
牟礼　　　　,男,30,17,41,24,27,30,37,10,0,0,186
牟礼　　　　,男,31,15,34,10,23,28,45,16,0,0,171
牟礼　　　　,男,32,17,42,15,23,23,37,21,0,0,178
牟礼　　　　,男,33,17,44,14,29,28,46,11,0,0,189
牟礼　　　　,男,34,14,35,21,20,27,43,18,0,0,178
牟礼　　　　,男,35,22,48,16,25,23,37,17,0,0,188
牟礼　　　　,男,36,15,32,13,35,29,41,19,0,0,184
牟礼　　　　,男,37,14,41,13,22,17,50,15,0,0,172
牟礼　　　　,男,38,19,43,9,26,21,59,17,0,0,194
牟礼　　　　,男,39,16,42,13,27,23,42,18,0,0,181
牟礼　　　　,男,40,14,40,13,32,24,57,13,0,0,193
牟礼　　　　,男,41,23,36,13,28,27,47,18,0,0,192
牟礼　　　　,男,42,16,31,12,21,19,42,16,0,0,157
牟礼　　　　,男,43,22,29,16,32,24,36,18,0,0,177
牟礼　　　　,男,44,16,21,12,32,20,23,10,0,0,134
牟礼　　　　,男,45,20,33,4,27,23,37,16,0,0,160
牟礼　　　　,男,46,20,23,5,18,19,46,9,0,0,140
牟礼　　　　,男,47,9,23,10,16,17,35,16,0,0,126
牟礼　　　　,男,48,18,23,5,23,18,27,16,0,0,130
牟礼　　　　,男,49,13,24,5,23,24,33,9,0,0,131
牟礼　　　　,男,50,10,18,8,28,16,27,9,0,0,116
牟礼　　　　,男,51,16,25,8,32,18,29,7,0,0,135
牟礼　　　　,男,52,13,19,7,26,9,22,7,0,0,103
牟礼　　　　,男,53,9,17,5,26,13,26,6,0,0,102
牟礼　　　　,男,54,9,11,6,11,13,27,18,0,0,95
牟礼　　　　,男,55,10,10,1,20,12,26,7,0,0,86
牟礼　　　　,男,56,18,16,8,15,13,30,6,0,0,106
牟礼　　　　,男,57,9,13,9,16,9,25,9,0,0,90
牟礼　　　　,男,58,8,18,7,22,20,23,12,0,0,110
牟礼　　　　,男,59,13,20,7,18,21,39,9,0,0,127
牟礼　　　　,男,60,14,15,10,13,14,26,12,0,0,104
牟礼　　　　,男,61,13,19,10,26,20,33,15,0,0,136
牟礼　　　　,男,62,8,22,7,23,16,28,13,0,0,117
牟礼　　　　,男,63,11,32,11,19,15,45,9,0,0,142
牟礼　　　　,男,64,8,14,3,13,10,16,8,0,0,72
牟礼　　　　,男,65,10,12,5,21,6,18,10,0,0,82
牟礼　　　　,男,66,11,17,5,27,13,26,14,0,0,113
牟礼　　　　,男,67,6,16,6,9,11,23,11,0,0,82
牟礼　　　　,男,68,12,17,6,16,12,23,12,0,0,98
牟礼　　　　,男,69,8,24,6,12,16,24,12,0,0,102
牟礼　　　　,男,70,10,16,5,15,14,17,10,0,0,87
牟礼　　　　,男,71,2,19,2,19,13,20,8,0,0,83
牟礼　　　　,男,72,6,17,7,10,12,13,4,0,0,69
牟礼　　　　,男,73,3,15,1,10,12,18,7,0,0,66
牟礼　　　　,男,74,7,16,11,3,14,17,6,0,0,74
牟礼　　　　,男,75,14,21,2,10,12,16,3,0,0,78
牟礼　　　　,男,76,3,13,3,8,9,20,7,0,0,63
牟礼　　　　,男,77,16,25,3,7,4,16,7,0,0,78
牟礼　　　　,男,78,5,16,4,8,10,19,4,0,0,66
牟礼　　　　,男,79,6,21,4,11,10,14,3,0,0,69
牟礼　　　　,男,80,5,19,6,9,6,10,7,0,0,62
牟礼　　　　,男,81,3,11,0,6,4,6,1,0,0,31
牟礼　　　　,男,82,5,9,1,5,2,9,1,0,0,32
牟礼　　　　,男,83,4,9,1,2,4,7,2,0,0,29
牟礼　　　　,男,84,3,5,4,9,2,6,1,0,0,30
牟礼　　　　,男,85,2,8,2,3,6,3,1,0,0,25
牟礼　　　　,男,86,2,7,2,2,3,3,3,0,0,22
牟礼　　　　,男,87,0,2,1,0,3,6,0,0,0,12
牟礼　　　　,男,88,4,3,0,3,0,5,1,0,0,16
牟礼　　　　,男,89,1,2,0,1,0,3,1,0,0,8
牟礼　　　　,男,90,1,1,0,2,0,2,0,0,0,6
牟礼　　　　,男,91,1,1,0,4,2,2,0,0,0,10
牟礼　　　　,男,92,1,0,0,2,0,2,1,0,0,6
牟礼　　　　,男,93,1,1,1,1,0,1,0,0,0,5
牟礼　　　　,男,94,0,0,0,0,1,0,0,0,0,1
牟礼　　　　,男,95,1,0,0,0,0,0,0,0,0,1
牟礼　　　　,男,96,1,1,0,1,1,2,1,0,0,7
牟礼　　　　,男,97,1,0,0,0,0,1,0,0,0,2
牟礼　　　　,男,98,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,99,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,100,1,0,0,0,0,0,0,0,0,1
牟礼　　　　,男,101,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,102,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,103,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,104以上,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,計,984,1767,758,1579,1323,2372,877,0,0,9660
牟礼　　　　,女,0,10,26,6,10,8,15,13,0,0,88
牟礼　　　　,女,1,9,24,5,9,9,15,13,0,0,84
牟礼　　　　,女,2,11,17,7,12,14,23,10,0,0,94
牟礼　　　　,女,3,6,22,5,8,9,21,7,0,0,78
牟礼　　　　,女,4,9,15,5,17,8,19,6,0,0,79
牟礼　　　　,女,5,8,16,4,19,14,15,3,0,0,79
牟礼　　　　,女,6,6,10,3,15,7,16,5,0,0,62
牟礼　　　　,女,7,4,8,8,19,16,24,11,0,0,90
牟礼　　　　,女,8,3,11,5,13,4,14,9,0,0,59
牟礼　　　　,女,9,6,10,3,19,11,22,9,0,0,80
牟礼　　　　,女,10,8,2,4,23,10,25,11,0,0,83
牟礼　　　　,女,11,7,8,4,12,7,23,7,0,0,68
牟礼　　　　,女,12,5,6,3,21,16,21,12,0,0,84
牟礼　　　　,女,13,6,9,7,23,9,25,7,0,0,86
牟礼　　　　,女,14,2,11,3,18,7,22,5,0,0,68
牟礼　　　　,女,15,8,8,4,17,12,25,5,0,0,79
牟礼　　　　,女,16,5,5,3,14,4,19,9,0,0,59
牟礼　　　　,女,17,6,7,5,18,10,8,8,0,0,62
牟礼　　　　,女,18,4,2,2,15,12,15,8,0,0,58
牟礼　　　　,女,19,6,6,6,18,14,11,8,0,0,69
牟礼　　　　,女,20,8,5,4,17,24,21,10,0,0,89
牟礼　　　　,女,21,13,11,3,20,22,24,12,0,0,105
牟礼　　　　,女,22,13,21,2,19,17,21,7,0,0,100
牟礼　　　　,女,23,10,28,13,21,29,26,14,0,0,141
牟礼　　　　,女,24,20,19,16,26,19,34,12,0,0,146
牟礼　　　　,女,25,15,33,13,23,28,40,12,0,0,164
牟礼　　　　,女,26,19,20,22,20,21,33,12,0,0,147
牟礼　　　　,女,27,24,33,16,23,26,30,11,0,0,163
牟礼　　　　,女,28,16,29,12,21,17,23,18,0,0,136
牟礼　　　　,女,29,24,33,18,23,21,34,15,0,0,168
牟礼　　　　,女,30,21,40,18,27,23,53,17,0,0,199
牟礼　　　　,女,31,20,35,13,23,18,37,15,0,0,161
牟礼　　　　,女,32,17,45,10,19,21,39,14,0,0,165
牟礼　　　　,女,33,18,26,11,24,24,37,10,0,0,150
牟礼　　　　,女,34,18,32,11,20,18,43,24,0,0,166
牟礼　　　　,女,35,11,38,13,24,15,41,20,0,0,162
牟礼　　　　,女,36,17,45,18,21,20,42,20,0,0,183
牟礼　　　　,女,37,15,47,17,38,31,39,21,0,0,208
牟礼　　　　,女,38,11,49,10,26,19,50,11,0,0,176
牟礼　　　　,女,39,15,33,11,26,21,36,16,0,0,158
牟礼　　　　,女,40,18,32,16,24,19,36,10,0,0,155
牟礼　　　　,女,41,14,32,7,27,28,41,11,0,0,160
牟礼　　　　,女,42,7,31,10,30,28,33,12,0,0,151
牟礼　　　　,女,43,18,30,6,31,15,33,19,0,0,152
牟礼　　　　,女,44,22,17,5,27,13,27,8,0,0,119
牟礼　　　　,女,45,9,24,5,27,20,39,11,0,0,135
牟礼　　　　,女,46,16,21,9,34,15,26,10,0,0,131
牟礼　　　　,女,47,21,18,6,20,11,32,6,0,0,114
牟礼　　　　,女,48,13,20,4,17,17,29,14,0,0,114
牟礼　　　　,女,49,15,14,7,25,15,26,5,0,0,107
牟礼　　　　,女,50,10,15,7,25,10,28,9,0,0,104
牟礼　　　　,女,51,13,13,6,16,16,28,6,0,0,98
牟礼　　　　,女,52,15,21,6,20,14,40,7,0,0,123
牟礼　　　　,女,53,6,16,6,15,13,30,9,0,0,95
牟礼　　　　,女,54,11,10,10,26,8,23,7,0,0,95
牟礼　　　　,女,55,13,13,8,18,13,29,11,0,0,105
牟礼　　　　,女,56,11,20,9,21,11,21,6,0,0,99
牟礼　　　　,女,57,5,17,5,14,11,44,12,0,0,108
牟礼　　　　,女,58,6,15,6,19,14,24,13,0,0,97
牟礼　　　　,女,59,16,17,6,22,15,32,7,0,0,115
牟礼　　　　,女,60,13,24,7,25,6,33,9,0,0,117
牟礼　　　　,女,61,11,28,9,33,25,34,16,0,0,156
牟礼　　　　,女,62,11,24,13,34,13,29,12,0,0,136
牟礼　　　　,女,63,9,35,6,25,19,33,16,0,0,143
牟礼　　　　,女,64,3,12,4,14,11,31,6,0,0,81
牟礼　　　　,女,65,5,18,6,8,9,28,9,0,0,83
牟礼　　　　,女,66,7,23,7,11,14,28,15,0,0,105
牟礼　　　　,女,67,12,21,6,15,11,29,6,0,0,100
牟礼　　　　,女,68,8,26,8,15,12,18,16,0,0,103
牟礼　　　　,女,69,5,29,4,16,17,26,11,0,0,108
牟礼　　　　,女,70,11,27,5,8,23,28,5,0,0,107
牟礼　　　　,女,71,12,19,8,13,13,21,4,0,0,90
牟礼　　　　,女,72,9,26,7,17,14,23,6,0,0,102
牟礼　　　　,女,73,8,25,5,7,11,22,7,0,0,85
牟礼　　　　,女,74,10,36,2,16,12,33,4,0,0,113
牟礼　　　　,女,75,13,23,6,18,8,30,7,0,0,105
牟礼　　　　,女,76,8,24,6,11,9,17,6,0,0,81
牟礼　　　　,女,77,10,30,2,7,6,21,4,0,0,80
牟礼　　　　,女,78,12,28,4,9,10,20,12,0,0,95
牟礼　　　　,女,79,9,20,5,13,9,19,3,0,0,78
牟礼　　　　,女,80,8,24,3,8,6,15,3,0,0,67
牟礼　　　　,女,81,7,18,5,8,4,17,3,0,0,62
牟礼　　　　,女,82,4,11,4,14,8,21,6,0,0,68
牟礼　　　　,女,83,7,12,1,7,6,15,3,0,0,51
牟礼　　　　,女,84,4,7,2,8,9,10,4,0,0,44
牟礼　　　　,女,85,6,12,4,10,5,8,2,0,0,47
牟礼　　　　,女,86,8,7,0,10,5,14,0,0,0,44
牟礼　　　　,女,87,7,5,0,8,5,10,5,0,0,40
牟礼　　　　,女,88,4,6,1,2,2,6,1,0,0,22
牟礼　　　　,女,89,8,4,1,4,2,7,0,0,0,26
牟礼　　　　,女,90,6,3,3,6,3,8,2,0,0,31
牟礼　　　　,女,91,1,1,1,3,2,4,2,0,0,14
牟礼　　　　,女,92,2,1,1,5,1,3,1,0,0,14
牟礼　　　　,女,93,10,0,0,2,1,2,3,0,0,18
牟礼　　　　,女,94,3,2,0,1,1,1,0,0,0,8
牟礼　　　　,女,95,2,2,1,1,1,3,0,0,0,10
牟礼　　　　,女,96,0,1,1,3,0,1,0,0,0,6
牟礼　　　　,女,97,2,0,0,1,0,0,1,0,0,4
牟礼　　　　,女,98,2,2,0,0,1,1,0,0,0,6
牟礼　　　　,女,99,1,0,0,2,0,0,0,0,0,3
牟礼　　　　,女,100,1,0,0,1,0,0,0,0,0,2
牟礼　　　　,女,101,1,0,0,0,0,1,0,0,0,2
牟礼　　　　,女,102,0,0,0,2,0,0,0,0,0,2
