平成25年12月１日現在,,,,
年齢,計,男,女,
24,2314,1156,1158,
２５～２９,12510,6354,6156,
25,2429,1228,1201,
26,2366,1196,1170,
27,2477,1273,1204,
28,2538,1295,1243,
29,2700,1362,1338,
３０～３４,13983,7080,6903,
30,2753,1372,1381,
31,2790,1446,1344,
32,2671,1356,1315,
33,2865,1462,1403,
34,2904,1444,1460,
３５～３９,14790,7511,7279,
35,2897,1485,1412,
36,2897,1494,1403,
37,2915,1455,1460,
38,2912,1490,1422,
39,3169,1587,1582,
４０～４４,16169,8197,7972,
40,3280,1680,1600,
41,3285,1660,1625,
42,3226,1599,1627,
43,3151,1583,1568,
44,3227,1675,1552,
４５～４９,14082,7262,6820,
45,2986,1498,1488,
46,2969,1516,1453,
47,2475,1266,1209,
48,2962,1549,1413,
49,2690,1433,1257,
５０～５４,11552,5912,5640,
50,2500,1275,1225,
51,2433,1239,1194,
52,2242,1170,1072,
53,2206,1109,1097,
54,2171,1119,1052,
５５～５９,9436,4784,4652,
55,1966,989,977,
56,1895,958,937,
57,1856,931,925,
58,1812,918,894,
59,1907,988,919,
６０～６４,10648,5359,5289,
60,1904,956,948,
61,1891,994,897,
62,2121,1098,1023,
63,2248,1108,1140,
64,2484,1203,1281,
６５～６９,9966,4775,5191,
65,2577,1239,1338,
66,2360,1109,1251,
67,1471,715,756,
68,1627,785,842,
69,1931,927,1004,
７０～７４,8631,3898,4733,
70,1840,855,985,
71,1890,877,1013,
72,1840,839,1001,
73,1632,742,890,
74,1429,585,844,
７５～７９,7323,3115,4208,
75,1565,695,870,
76,1482,635,847,
77,1562,633,929,
78,1413,610,803,
79,1301,542,759,
８０～８４,5703,2303,3400,
80,1235,521,714,
81,1291,521,770,
82,1209,473,736,
83,1030,424,606,
84,938,364,574,
８５～８９,3422,1173,2249,
85,866,311,555,
86,780,297,483,
87,682,239,443,
88,615,195,420,
89,479,131,348,
９０～９４,1385,329,1056,
90,404,108,296,
91,337,87,250,
92,277,60,217,
93,223,43,180,
94,144,31,113,
９５～１０３,502,93,409,
95,128,21,107,
96,116,26,90,
97,84,14,70,
98,67,10,57,
99,43,11,32,
100,24,5,19,
101,21,3,18,
102,13,3,10,
103,6,0,6,
１０４以上,10,0,10,
不詳者　　,0,0,0,
平成25年９月１日現在,,,,
年齢,計,男,女,
総計　　　,180228,88467,91761,
　０～４　,7457,3840,3617,
0,1417,718,699,
1,1495,764,731,
2,1564,833,731,
3,1520,742,778,
4,1461,783,678,
　５～９　,7206,3701,3505,
5,1454,752,702,
6,1437,750,687,
7,1481,743,738,
8,1396,720,676,
9,1438,736,702,
１０～１４,7315,3734,3581,
10,1423,719,704,
11,1462,761,701,
12,1462,742,720,
13,1447,741,706,
14,1521,771,750,
１５～１９,7977,4045,3932,
15,1549,779,770,
16,1471,756,715,
17,1468,729,739,
18,1601,800,801,
19,1888,981,907,
２０～２４,10265,5091,5174,
20,1889,952,937,
21,1989,972,1017,
22,1966,948,1018,
23,2111,1053,1058,
24,2310,1166,1144,
２５～２９,12554,6366,6188,
25,2404,1216,1188,
26,2383,1201,1182,
27,2515,1283,1232,
28,2534,1292,1242,
29,2718,1374,1344,
３０～３４,13973,7058,6915,
30,2767,1372,1395,
31,2809,1456,1353,
32,2641,1330,1311,
33,2874,1457,1417,
34,2882,1443,1439,
３５～３９,14841,7532,7309,
35,2942,1510,1432,
36,2895,1502,1393,
37,2900,1440,1460,
38,2940,1505,1435,
39,3164,1575,1589,
４０～４４,16139,8187,7952,
40,3285,1699,1586,
41,3281,1657,1624,
42,3211,1567,1644,
43,3145,1595,1550,
44,3217,1669,1548,
４５～４９,14030,7229,6801,
45,2961,1481,1480,
46,2928,1508,1420,
47,2576,1309,1267,
48,2926,1530,1396,
49,2639,1401,1238,
５０～５４,11493,5882,5611,
50,2512,1288,1224,
51,2410,1224,1186,
52,2247,1172,1075,
53,2192,1109,1083,
54,2132,1089,1043,
５５～５９,9459,4800,4659,
55,1969,1001,968,
56,1903,951,952,
57,1841,936,905,
58,1833,928,905,
59,1913,984,929,
６０～６４,10698,5358,5340,
60,1903,961,942,
61,1883,981,902,
62,2151,1100,1051,
63,2271,1124,1147,
64,2490,1192,1298,
６５～６９,9923,4772,5151,
65,2591,1262,1329,
66,2291,1087,1204,
67,1439,688,751,
68,1665,805,860,
69,1937,930,1007,
７０～７４,8584,3875,4709,
70,1821,853,968,
71,1917,875,1042,
72,1807,831,976,
73,1613,730,883,
74,1426,586,840,
７５～７９,7316,3114,4202,
75,1571,703,868,
76,1498,632,866,
77,1570,640,930,
78,1383,592,791,
79,1294,547,747,
８０～８４,5682,2291,3391,
80,1252,518,734,
81,1279,520,759,
82,1197,469,728,
83,1023,425,598,
84,931,359,572,
８５～８９,3422,1169,2253,
85,871,311,560,
86,770,294,476,
87,705,245,460,
88,602,194,408,
89,474,125,349,
９０～９４,1383,329,1054,
90,404,109,295,
91,344,87,257,
92,270,61,209,
93,212,41,171,
94,153,31,122,
９５～１０３,502,94,408,
95,127,25,102,
96,114,22,92,
97,80,13,67,
98,69,12,57,
99,48,12,36,
100,22,4,18,
101,22,3,19,
102,13,3,10,
103,7,0,7,
１０４以上,9,0,9,
不詳者　　,0,0,0,
平成25年８月１日現在,,,,
年齢,計,男,女,
総計　　　,180229,88494,91735,
　０～４　,7418,3817,3601,
0,1403,696,707,
1,1496,777,719,
2,1547,822,725,
3,1518,749,769,
4,1454,773,681,
　５～９　,7204,3700,3504,
5,1447,742,705,
6,1448,756,692,
7,1477,743,734,
8,1402,716,686,
9,1430,743,687,
１０～１４,7347,3736,3611,
10,1408,712,696,
11,1474,759,715,
12,1472,748,724,
13,1465,759,706,
14,1528,758,770,
１５～１９,8019,4069,3950,
15,1532,780,752,
16,1493,766,727,
17,1462,726,736,
18,1624,811,813,
19,1908,986,922,
２０～２４,10300,5110,5190,
20,1826,927,899,
21,1994,956,1038,
22,2009,974,1035,
23,2113,1061,1052,
24,2358,1192,1166,
２５～２９,12593,6395,6198,
25,2373,1208,1165,
26,2391,1222,1169,
27,2520,1274,1246,
28,2565,1294,1271,
29,2744,1397,1347,
３０～３４,13962,7081,6881,
30,2765,1376,1389,
31,2781,1434,1347,
32,2617,1330,1287,
33,2920,1489,1431,
34,2879,1452,1427,
３５～３９,14918,7559,7359,
35,2950,1500,1450,
36,2908,1516,1392,
37,2878,1434,1444,
38,2973,1505,1468,
39,3209,1604,1605,
４０～４４,16124,8186,7938,
40,3283,1691,1592,
41,3262,1642,1620,
42,3188,1561,1627,
43,3155,1617,1538,
44,3236,1675,1561,
４５～４９,13973,7184,6789,
45,2951,1465,1486,
46,2879,1474,1405,
47,2640,1366,1274,
48,2906,1516,1390,
49,2597,1363,1234,
５０～５４,11472,5882,5590,
50,2529,1302,1227,
51,2403,1216,1187,
52,2203,1148,1055,
53,2229,1131,1098,
54,2108,1085,1023,
５５～５９,9455,4795,4660,
55,1986,1005,981,
56,1901,947,954,
57,1797,918,879,
58,1875,946,929,
59,1896,979,917,
６０～６４,10758,5374,5384,
60,1922,971,951,
61,1872,972,900,
62,2202,1113,1089,
63,2268,1130,1138,
64,2494,1188,1306,
６５～６９,9907,4772,5135,
65,2584,1270,1314,
66,2261,1062,1199,
67,1436,700,736,
68,1658,792,866,
69,1968,948,1020,
７０～７４,8524,3848,4676,
70,1790,857,933,
71,1916,860,1056,
72,1806,832,974,
73,1600,716,884,
74,1412,583,829,
７５～７９,7344,3137,4207,
75,1586,717,869,
76,1506,642,864,
77,1557,633,924,
78,1391,592,799,
79,1304,553,751,
８０～８４,5647,2273,3374,
80,1232,502,730,
81,1288,531,757,
82,1178,452,726,
83,1015,427,588,
84,934,361,573,
８５～８９,3391,1163,2228,
85,879,320,559,
86,761,295,466,
87,699,244,455,
88,579,183,396,
89,473,121,352,
９０～９４,1374,320,1054,
90,406,108,298,
91,340,84,256,
92,266,59,207,
93,207,40,167,
94,155,29,126,
９５～１０３,490,93,397,
95,124,25,99,
96,108,22,86,
97,82,13,69,
98,66,12,54,
99,49,12,37,
100,21,3,18,
101,21,3,18,
102,13,3,10,
103,6,0,6,
１０４以上,9,0,9,
不詳者　　,0,0,0,
平成25年７月１日現在,,,,
年齢,計,男,女,
総計　　　,180223,88496,91727,
　０～４　,7413,3811,3602,
0,1396,698,698,
1,1495,776,719,
2,1537,810,727,
3,1516,748,768,
4,1469,779,690,
　５～９　,7181,3683,3498,
5,1447,749,698,
6,1429,736,693,
7,1459,728,731,
8,1404,719,685,
9,1442,751,691,
１０～１４,7344,3735,3609,
10,1421,726,695,
11,1464,743,721,
12,1475,754,721,
13,1466,761,705,
14,1518,751,767,
１５～１９,8043,4073,3970,
15,1527,772,755,
16,1497,776,721,
17,1485,733,752,
18,1630,813,817,
19,1904,979,925,
２０～２４,10379,5147,5232,
20,1848,931,917,
21,1985,952,1033,
22,2018,986,1032,
23,2131,1058,1073,
24,2397,1220,1177,
２５～２９,12630,6402,6228,
25,2347,1193,1154,
26,2396,1212,1184,
27,2529,1291,1238,
28,2605,1301,1304,
29,2753,1405,1348,
３０～３４,13936,7076,6860,
30,2729,1364,1365,
31,2793,1436,1357,
32,2621,1331,1290,
33,2915,1482,1433,
34,2878,1463,1415,
３５～３９,14980,7601,7379,
35,2958,1506,1452,
36,2890,1511,1379,
37,2903,1449,1454,
38,2976,1508,1468,
39,3253,1627,1626,
４０～４４,16086,8158,7928,
40,3298,1678,1620,
41,3220,1616,1604,
42,3211,1589,1622,
43,3173,1643,1530,
44,3184,1632,1552,
４５～４９,13938,7186,6752,
45,2949,1476,1473,
46,2820,1435,1385,
47,2693,1408,1285,
48,2889,1496,1393,
49,2587,1371,1216,
５０～５４,11461,5864,5597,
50,2518,1281,1237,
51,2387,1223,1164,
52,2202,1132,1070,
53,2214,1116,1098,
54,2140,1112,1028,
５５～５９,9428,4797,4631,
55,1946,983,963,
56,1918,961,957,
57,1775,909,866,
58,1883,951,932,
59,1906,993,913,
６０～６４,10812,5386,5426,
60,1901,954,947,
61,1919,998,921,
62,2198,1112,1086,
63,2303,1143,1160,
64,2491,1179,1312,
６５～６９,9875,4755,5120,
65,2569,1277,1292,
66,2200,1033,1167,
67,1437,697,740,
68,1671,801,870,
69,1998,947,1051,
７０～７４,8471,3824,4647,
70,1766,856,910,
71,1943,872,1071,
72,1781,827,954,
73,1598,708,890,
74,1383,561,822,
７５～７９,7324,3140,4184,
75,1612,733,879,
76,1517,651,866,
77,1524,624,900,
78,1397,593,804,
79,1274,539,735,
８０～８４,5680,2286,3394,
80,1249,505,744,
81,1300,535,765,
82,1157,452,705,
83,1026,434,592,
84,948,360,588,
８５～８９,3378,1158,2220,
85,866,318,548,
86,767,301,466,
87,698,239,459,
88,574,182,392,
89,473,118,355,
９０～９４,1360,318,1042,
90,398,104,294,
91,334,89,245,
92,272,58,214,
93,205,39,166,
94,151,28,123,
９５～１０３,495,96,399,
95,130,27,103,
96,108,22,86,
97,82,13,69,
98,65,12,53,
99,48,12,36,
100,23,4,19,
101,21,3,18,
102,12,3,9,
103,6,0,6,
１０４以上,9,0,9,
不詳者　　,0,0,0,
平成25年６月１日現在,,,,
年齢,計,男,女,
総計　　　,180263,88540,91723,
　０～４　,7373,3782,3591,
0,1377,693,684,
1,1516,783,733,
2,1527,799,728,
3,1510,747,763,
4,1443,760,683,
　５～９　,7188,3688,3500,
5,1464,766,698,
6,1408,723,685,
7,1468,732,736,
8,1417,721,696,
9,1431,746,685,
１０～１４,7354,3739,3615,
10,1434,741,693,
11,1435,720,715,
12,1490,767,723,
13,1497,778,719,
14,1498,733,765,
１５～１９,8080,4103,3977,
15,1521,775,746,
16,1515,793,722,
17,1486,732,754,
18,1658,833,825,
19,1900,970,930,
２０～２４,10458,5174,5284,
20,1854,923,931,
21,2001,963,1038,
22,2055,1012,1043,
23,2128,1053,1075,
24,2420,1223,1197,
２５～２９,12647,6412,6235,
25,2341,1195,1146,
26,2435,1239,1196,
27,2511,1279,1232,
28,2621,1296,1325,
29,2739,1403,1336,
３０～３４,13986,7113,6873,
30,2753,1394,1359,
31,2756,1416,1340,
32,2655,1350,1305,
33,2930,1496,1434,
34,2892,1457,1435,
３５～３９,14974,7590,7384,
35,2936,1509,1427,
36,2876,1494,1382,
37,2922,1438,1484,
38,2991,1535,1456,
39,3249,1614,1635,
４０～４４,16084,8166,7918,
40,3336,1695,1641,
41,3212,1613,1599,
42,3187,1579,1608,
43,3194,1667,1527,
44,3155,1612,1543,
４５～４９,13903,7184,6719,
45,2966,1484,1482,
46,2781,1414,1367,
47,2695,1402,1293,
48,2882,1521,1361,
49,2579,1363,1216,
５０～５４,11419,5828,5591,
50,2544,1294,1250,
51,2356,1199,1157,
52,2186,1124,1062,
53,2226,1110,1116,
54,2107,1101,1006,
５５～５９,9435,4809,4626,
55,1941,978,963,
56,1908,958,950,
57,1758,913,845,
58,1916,964,952,
59,1912,996,916,
６０～６４,10890,5430,5460,
60,1897,961,936,
61,1965,1020,945,
62,2177,1084,1093,
63,2352,1173,1179,
64,2499,1192,1307,
６５～６９,9813,4729,5084,
65,2573,1269,1304,
66,2144,1016,1128,
67,1413,682,731,
68,1696,814,882,
69,1987,948,1039,
７０～７４,8439,3793,4646,
70,1769,848,921,
71,1955,873,1082,
72,1757,822,935,
73,1570,684,886,
74,1388,566,822,
７５～７９,7326,3150,4176,
75,1626,744,882,
76,1530,648,882,
77,1496,625,871,
78,1419,597,822,
79,1255,536,719,
８０～８４,5675,2281,3394,
80,1263,511,752,
81,1298,540,758,
82,1145,443,702,
83,1032,432,600,
84,937,355,582,
８５～８９,3369,1155,2214,
85,868,316,552,
86,764,299,465,
87,699,242,457,
88,551,175,376,
89,487,123,364,
９０～９４,1346,317,1029,
90,390,104,286,
91,338,89,249,
92,265,57,208,
93,209,41,168,
94,144,26,118,
９５～１０３,495,97,398,
95,130,28,102,
96,109,24,85,
97,82,12,70,
98,67,12,55,
99,43,11,32,
100,24,4,20,
101,25,4,21,
102,9,2,7,
103,6,0,6,
１０４以上,9,0,9,
不詳者　　,0,0,0,
平成25年５月１日現在,,,,
年齢,計,男,女,
総計　　　,180292,88567,91725,
　０～４　,7366,3789,3577,
0,1390,703,687,
1,1507,788,719,
2,1510,777,733,
3,1495,745,750,
4,1464,776,688,
　５～９　,7178,3677,3501,
5,1455,751,704,
6,1430,731,699,
7,1440,721,719,
8,1432,736,696,
9,1421,738,683,
１０～１４,7354,3732,3622,
10,1435,739,696,
11,1445,715,730,
12,1494,778,716,
13,1486,774,712,
14,1494,726,768,
１５～１９,8080,4096,3984,
15,1525,778,747,
16,1522,794,728,
17,1485,728,757,
18,1650,836,814,
19,1898,960,938,
２０～２４,10473,5185,5288,
20,1884,949,935,
21,1980,953,1027,
22,2041,997,1044,
23,2148,1059,1089,
24,2420,1227,1193,
２５～２９,12702,6423,6279,
25,2354,1209,1145,
26,2467,1249,1218,
27,2499,1261,1238,
28,2616,1292,1324,
29,2766,1412,1354,
３０～３４,14006,7127,6879,
30,2786,1420,1366,
31,2687,1375,1312,
32,2738,1399,1339,
33,2943,1503,1440,
34,2852,1430,1422,
３５～３９,15038,7647,7391,
35,2953,1524,1429,
36,2910,1500,1410,
37,2895,1434,1461,
38,3003,1545,1458,
39,3277,1644,1633,
４０～４４,16070,8152,7918,
40,3335,1658,1677,
41,3213,1635,1578,
42,3176,1578,1598,
43,3219,1680,1539,
44,3127,1601,1526,
４５～４９,13848,7161,6687,
45,2996,1502,1494,
46,2664,1347,1317,
47,2777,1447,1330,
48,2871,1513,1358,
49,2540,1352,1188,
５０～５４,11414,5806,5608,
50,2544,1291,1253,
51,2371,1203,1168,
52,2178,1098,1080,
53,2223,1140,1083,
54,2098,1074,1024,
５５～５９,9451,4840,4611,
55,1938,988,950,
56,1904,959,945,
57,1758,907,851,
58,1918,978,940,
59,1933,1008,925,
６０～６４,10917,5441,5476,
60,1886,957,929,
61,2000,1036,964,
62,2187,1107,1080,
63,2350,1148,1202,
64,2494,1193,1301,
６５～６９,9763,4710,5053,
65,2613,1281,1332,
66,2025,957,1068,
67,1425,696,729,
68,1739,823,916,
69,1961,953,1008,
７０～７４,8433,3787,4646,
70,1786,842,944,
71,1933,866,1067,
72,1768,830,938,
73,1554,675,879,
74,1392,574,818,
７５～７９,7315,3146,4169,
75,1619,739,880,
76,1538,643,895,
77,1484,630,854,
78,1418,603,815,
79,1256,531,725,
８０～８４,5682,2277,3405,
80,1286,527,759,
81,1289,525,764,
82,1132,448,684,
83,1025,423,602,
84,950,354,596,
８５～８９,3346,1151,2195,
85,867,326,541,
86,755,292,463,
87,698,245,453,
88,546,168,378,
89,480,120,360,
９０～９４,1353,322,1031,
90,406,108,298,
91,326,92,234,
92,273,57,216,
93,202,39,163,
94,146,26,120,
９５～１０３,494,98,396,
95,130,28,102,
96,111,24,87,
97,79,12,67,
98,69,12,57,
99,39,11,28,
100,29,5,24,
101,24,5,19,
102,9,1,8,
103,4,0,4,
１０４以上,9,0,9,
不詳者　　,0,0,0,
平成25年４月１日現在,,,,
年齢,計,男,女,
総計　　　,179938,88420,91518,
　０～４　,7378,3799,3579,
0,1404,710,694,
1,1505,799,706,
2,1495,761,734,
3,1517,769,748,
4,1457,760,697,
　５～９　,7134,3657,3477,
5,1463,764,699,
6,1410,707,703,
7,1430,718,712,
8,1428,725,703,
9,1403,743,660,
１０～１４,7378,3739,3639,
10,1464,758,706,
11,1397,688,709,
12,1524,787,737,
13,1493,777,716,
14,1500,729,771,
１５～１９,7837,3966,3871,
15,1497,754,743,
16,1521,797,724,
17,1482,726,756,
18,1508,773,735,
19,1829,916,913,
２０～２４,10465,5185,5280,
20,1900,947,953,
21,1980,960,1020,
22,2016,997,1019,
23,2176,1071,1105,
24,2393,1210,1183,
２５～２９,12756,6466,6290,
25,2328,1198,1130,
26,2509,1262,1247,
27,2494,1265,1229,
28,2632,1310,1322,
29,2793,1431,1362,
３０～３４,13988,7124,6864,
30,2769,1418,1351,
31,2703,1376,1327,
32,2738,1399,1339,
33,2941,1503,1438,
34,2837,1428,1409,
３５～３９,15035,7669,7366,
35,2963,1530,1433,
36,2890,1483,1407,
37,2903,1454,1449,
38,2986,1524,1462,
39,3293,1678,1615,
４０～４４,16066,8152,7914,
40,3313,1651,1662,
41,3225,1622,1603,
42,3213,1606,1607,
43,3198,1659,1539,
44,3117,1614,1503,
４５～４９,13808,7125,6683,
45,2984,1487,1497,
46,2588,1315,1273,
47,2891,1489,1402,
48,2800,1495,1305,
49,2545,1339,1206,
５０～５４,11360,5793,5567,
50,2517,1265,1252,
51,2371,1226,1145,
52,2180,1087,1093,
53,2201,1133,1068,
54,2091,1082,1009,
５５～５９,9450,4820,4630,
55,1937,971,966,
56,1873,957,916,
57,1792,915,877,
58,1903,987,916,
59,1945,990,955,
６０～６４,10988,5485,5503,
60,1892,963,929,
61,2001,1049,952,
62,2203,1107,1096,
63,2387,1171,1216,
64,2505,1195,1310,
６５～６９,9715,4687,5028,
65,2602,1270,1332,
66,1946,918,1028,
67,1465,727,738,
68,1768,838,930,
69,1934,934,1000,
７０～７４,8450,3788,4662,
70,1798,841,957,
71,1944,875,1069,
72,1731,806,925,
73,1551,670,881,
74,1426,596,830,
７５～７９,7266,3120,4146,
75,1588,724,864,
76,1541,642,899,
77,1474,625,849,
78,1414,600,814,
79,1249,529,720,
８０～８４,5696,2291,3405,
80,1304,543,761,
81,1273,510,763,
82,1135,447,688,
83,1009,423,586,
84,975,368,607,
８５～８９,3303,1133,2170,
85,835,312,523,
86,762,285,477,
87,670,247,423,
88,560,163,397,
89,476,126,350,
９０～９４,1361,322,1039,
90,414,115,299,
91,326,81,245,
92,263,54,209,
93,199,41,158,
94,159,31,128,
９５～１０３,496,99,397,
95,130,26,104,
96,111,24,87,
97,85,16,69,
98,64,10,54,
99,39,11,28,
100,35,7,28,
101,22,4,18,
102,6,1,5,
103,4,0,4,
１０４以上,8,0,8,
不詳者　　,0,0,0,
平成25年３月１日現在,,,,
年齢,計,男,女,
総計　　　,179862,88416,91446,
　０～４　,7380,3807,3573,
0,1416,729,687,
1,1521,802,719,
2,1490,753,737,
3,1495,772,723,
4,1458,751,707,
　５～９　,7121,3649,3472,
5,1464,760,704,
6,1385,691,694,
7,1427,724,703,
8,1445,729,716,
9,1400,745,655,
１０～１４,7372,3727,3645,
10,1473,753,720,
11,1360,683,677,
12,1523,772,751,
13,1509,786,723,
14,1507,733,774,
１５～１９,7768,3928,3840,
15,1473,761,712,
16,1494,766,728,
17,1498,730,768,
18,1505,793,712,
19,1798,878,920,
２０～２４,10338,5135,5203,
20,1915,973,942,
21,1982,985,997,
22,1909,940,969,
23,2191,1065,1126,
24,2341,1172,1169,
２５～２９,12880,6504,6376,
25,2339,1192,1147,
26,2539,1270,1269,
27,2486,1283,1203,
28,2719,1329,1390,
29,2797,1430,1367,
３０～３４,14054,7179,6875,
30,2787,1433,1354,
31,2734,1390,1344,
32,2770,1416,1354,
33,2890,1495,1395,
34,2873,1445,1428,
３５～３９,15085,7701,7384,
35,2968,1542,1426,
36,2887,1474,1413,
37,2935,1476,1459,
38,2995,1516,1479,
39,3300,1693,1607,
