平成27年10月１日現在,,,,,,,,,,,,
町丁目,性別,年齢,１丁目,２丁目,３丁目,４丁目,５丁目,６丁目,７丁目,８丁目,９丁目,計
下連雀　　　,女,37,22,21,88,66,30,27,39,34,58,385
下連雀　　　,女,38,21,28,82,59,31,31,35,36,60,383
下連雀　　　,女,39,28,28,103,46,32,32,46,43,61,419
下連雀　　　,女,40,20,29,104,42,36,37,27,33,52,380
下連雀　　　,女,41,21,33,101,60,35,29,46,40,52,417
下連雀　　　,女,42,30,23,91,54,49,38,58,44,58,445
下連雀　　　,女,43,19,28,105,64,42,40,49,30,61,438
下連雀　　　,女,44,22,26,98,62,50,43,43,38,52,434
下連雀　　　,女,45,24,23,87,57,52,32,51,44,56,426
下連雀　　　,女,46,20,31,100,54,43,22,45,36,60,411
下連雀　　　,女,47,27,37,93,47,34,30,47,40,34,389
下連雀　　　,女,48,20,17,89,52,41,45,50,32,52,398
下連雀　　　,女,49,20,19,62,42,32,24,33,28,30,290
下連雀　　　,女,50,21,22,89,41,25,32,60,34,20,344
下連雀　　　,女,51,22,27,89,47,30,36,35,26,30,342
下連雀　　　,女,52,22,21,79,39,21,32,37,17,23,291
下連雀　　　,女,53,22,21,71,38,41,32,41,34,31,331
下連雀　　　,女,54,16,28,65,47,28,26,35,14,24,283
下連雀　　　,女,55,18,18,70,44,28,24,31,15,34,282
下連雀　　　,女,56,21,23,51,39,21,18,31,18,33,255
下連雀　　　,女,57,15,18,45,30,17,20,26,10,27,208
下連雀　　　,女,58,19,21,52,35,20,22,24,13,21,227
下連雀　　　,女,59,17,16,49,32,27,23,29,17,27,237
下連雀　　　,女,60,16,23,42,25,12,26,32,9,15,200
下連雀　　　,女,61,17,21,46,30,22,21,30,17,22,226
下連雀　　　,女,62,12,14,49,45,24,21,26,20,19,230
下連雀　　　,女,63,15,16,43,33,16,27,27,24,30,231
下連雀　　　,女,64,22,31,41,32,19,24,43,15,13,240
下連雀　　　,女,65,18,21,46,29,26,31,42,20,34,267
下連雀　　　,女,66,20,31,54,34,26,27,41,18,38,289
下連雀　　　,女,67,27,37,56,39,20,33,47,11,34,304
下連雀　　　,女,68,22,27,49,46,29,25,41,22,29,290
下連雀　　　,女,69,16,27,35,20,12,13,26,9,15,173
下連雀　　　,女,70,15,19,29,37,14,18,36,11,15,194
下連雀　　　,女,71,15,25,36,28,19,30,33,13,23,222
下連雀　　　,女,72,21,22,49,32,16,29,32,10,19,230
下連雀　　　,女,73,16,18,45,26,20,23,40,11,28,227
下連雀　　　,女,74,19,11,46,32,23,30,24,11,25,221
下連雀　　　,女,75,15,11,40,31,21,29,27,7,14,195
下連雀　　　,女,76,7,19,38,26,23,21,22,4,16,176
下連雀　　　,女,77,18,18,30,28,30,19,25,13,18,199
下連雀　　　,女,78,21,15,33,26,19,20,25,8,14,181
下連雀　　　,女,79,13,17,39,14,23,19,32,16,24,197
下連雀　　　,女,80,10,11,28,18,21,20,20,7,18,153
下連雀　　　,女,81,6,16,23,26,24,18,23,10,13,159
下連雀　　　,女,82,14,10,19,21,15,9,17,9,21,135
下連雀　　　,女,83,13,14,15,21,37,16,20,16,12,164
下連雀　　　,女,84,16,15,29,19,31,15,24,15,6,170
下連雀　　　,女,85,9,12,18,17,26,9,16,15,11,133
下連雀　　　,女,86,8,9,20,13,18,10,12,10,6,106
下連雀　　　,女,87,3,9,21,16,17,16,18,16,12,128
下連雀　　　,女,88,9,9,15,10,15,5,12,7,4,86
下連雀　　　,女,89,7,12,11,9,13,11,13,9,4,89
下連雀　　　,女,90,6,10,13,7,15,7,11,5,2,76
下連雀　　　,女,91,4,8,12,8,9,5,4,4,4,58
下連雀　　　,女,92,4,3,5,6,15,7,5,1,1,47
下連雀　　　,女,93,8,7,7,4,7,4,3,3,2,45
下連雀　　　,女,94,6,6,5,3,3,7,3,3,1,37
下連雀　　　,女,95,3,0,5,1,6,3,3,3,1,25
下連雀　　　,女,96,1,3,8,2,3,1,2,2,0,22
下連雀　　　,女,97,2,3,5,2,3,0,0,1,1,17
下連雀　　　,女,98,1,2,2,1,6,1,1,2,1,17
下連雀　　　,女,99,1,2,2,3,1,0,0,0,0,9
下連雀　　　,女,100,2,0,0,0,4,1,2,1,0,10
下連雀　　　,女,101,1,0,2,1,1,0,1,0,0,6
下連雀　　　,女,102,0,0,0,2,0,0,0,0,0,2
下連雀　　　,女,103,0,1,2,0,0,0,0,0,1,4
下連雀　　　,女,104以上,1,0,2,0,2,0,0,0,0,5
下連雀　　　,女,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,女,計,1512,1779,5175,3075,2192,2092,2576,1957,2562,22920
牟礼　　　　,男,0,11,28,5,15,14,28,7,0,0,108
牟礼　　　　,男,1,7,21,4,16,8,29,11,0,0,96
牟礼　　　　,男,2,10,21,6,12,16,29,3,0,0,97
牟礼　　　　,男,3,6,20,5,16,10,32,12,0,0,101
牟礼　　　　,男,4,4,30,8,15,16,35,8,0,0,116
牟礼　　　　,男,5,5,22,3,9,17,31,11,0,0,98
牟礼　　　　,男,6,6,11,3,15,13,26,6,0,0,80
牟礼　　　　,男,7,6,14,3,17,11,30,14,0,0,95
牟礼　　　　,男,8,1,8,7,17,17,26,7,0,0,83
牟礼　　　　,男,9,1,16,10,10,7,19,11,0,0,74
牟礼　　　　,男,10,5,12,6,11,9,28,6,0,0,77
牟礼　　　　,男,11,8,11,7,15,15,23,6,0,0,85
牟礼　　　　,男,12,7,8,9,12,8,20,6,0,0,70
牟礼　　　　,男,13,3,14,3,22,15,36,8,0,0,101
牟礼　　　　,男,14,8,8,8,20,10,22,7,0,0,83
牟礼　　　　,男,15,4,5,2,22,14,17,8,0,0,72
牟礼　　　　,男,16,7,11,2,15,6,20,14,0,0,75
牟礼　　　　,男,17,4,9,6,18,8,30,8,0,0,83
牟礼　　　　,男,18,9,6,6,21,6,29,7,0,0,84
牟礼　　　　,男,19,9,10,8,16,10,34,3,0,0,90
牟礼　　　　,男,20,11,14,7,20,17,24,7,0,0,100
牟礼　　　　,男,21,15,12,12,25,17,32,12,0,0,125
牟礼　　　　,男,22,13,10,7,14,8,24,8,0,0,84
牟礼　　　　,男,23,18,14,24,15,22,37,10,0,0,140
牟礼　　　　,男,24,12,19,13,24,18,25,9,0,0,120
牟礼　　　　,男,25,15,15,24,25,22,32,13,0,0,146
牟礼　　　　,男,26,13,34,11,15,26,23,7,0,0,129
牟礼　　　　,男,27,15,23,15,23,20,24,8,0,0,128
牟礼　　　　,男,28,20,22,22,18,18,28,15,0,0,143
牟礼　　　　,男,29,15,25,18,22,19,35,18,0,0,152
牟礼　　　　,男,30,21,23,14,16,21,34,15,0,0,144
牟礼　　　　,男,31,14,26,11,21,33,37,13,0,0,155
牟礼　　　　,男,32,20,38,6,23,19,57,12,0,0,175
牟礼　　　　,男,33,16,34,10,31,31,49,15,0,0,186
牟礼　　　　,男,34,22,29,11,20,30,45,10,0,0,167
牟礼　　　　,男,35,21,36,15,29,27,50,15,0,0,193
牟礼　　　　,男,36,13,31,11,39,26,54,19,0,0,193
牟礼　　　　,男,37,14,25,13,28,22,49,19,0,0,170
牟礼　　　　,男,38,15,43,13,24,24,60,12,0,0,191
牟礼　　　　,男,39,18,42,16,19,23,57,9,0,0,184
牟礼　　　　,男,40,18,44,8,34,22,42,16,0,0,184
牟礼　　　　,男,41,13,34,9,31,27,51,19,0,0,184
牟礼　　　　,男,42,13,50,18,28,17,60,21,0,0,207
牟礼　　　　,男,43,13,36,14,24,21,59,19,0,0,186
牟礼　　　　,男,44,14,45,19,23,25,51,18,0,0,195
牟礼　　　　,男,45,13,34,12,33,22,43,11,0,0,168
牟礼　　　　,男,46,17,29,12,27,23,44,18,0,0,170
牟礼　　　　,男,47,17,37,13,21,20,43,16,0,0,167
牟礼　　　　,男,48,20,30,15,31,19,39,18,0,0,172
牟礼　　　　,男,49,17,19,15,37,21,25,8,0,0,142
牟礼　　　　,男,50,19,34,4,24,28,44,14,0,0,167
牟礼　　　　,男,51,24,20,7,19,11,45,10,0,0,136
牟礼　　　　,男,52,10,21,10,21,13,40,17,0,0,132
牟礼　　　　,男,53,18,26,8,20,17,31,14,0,0,134
牟礼　　　　,男,54,12,29,8,20,22,28,8,0,0,127
牟礼　　　　,男,55,13,16,10,23,15,28,12,0,0,117
牟礼　　　　,男,56,13,25,8,23,14,29,9,0,0,121
牟礼　　　　,男,57,9,17,8,22,7,28,7,0,0,98
牟礼　　　　,男,58,7,16,6,26,10,27,7,0,0,99
牟礼　　　　,男,59,11,15,6,10,13,29,18,0,0,102
牟礼　　　　,男,60,13,9,2,16,10,35,9,0,0,94
牟礼　　　　,男,61,19,15,8,17,14,29,4,0,0,106
牟礼　　　　,男,62,11,12,8,19,7,23,10,0,0,90
牟礼　　　　,男,63,9,14,9,15,18,19,12,0,0,96
牟礼　　　　,男,64,15,20,9,15,18,37,8,0,0,122
牟礼　　　　,男,65,13,16,16,14,10,24,10,0,0,103
牟礼　　　　,男,66,12,15,11,22,14,31,18,0,0,123
牟礼　　　　,男,67,7,19,8,22,15,30,10,0,0,111
牟礼　　　　,男,68,10,24,10,20,16,43,8,0,0,131
牟礼　　　　,男,69,7,14,5,11,9,16,8,0,0,70
牟礼　　　　,男,70,9,13,6,18,6,19,9,0,0,80
牟礼　　　　,男,71,10,17,4,25,11,24,12,0,0,103
牟礼　　　　,男,72,7,15,6,9,10,19,11,0,0,77
牟礼　　　　,男,73,11,15,4,11,11,23,9,0,0,84
牟礼　　　　,男,74,6,23,6,10,13,23,9,0,0,90
牟礼　　　　,男,75,9,15,5,13,9,19,9,0,0,79
牟礼　　　　,男,76,3,13,2,18,12,19,8,0,0,75
牟礼　　　　,男,77,5,16,5,8,9,15,3,0,0,61
牟礼　　　　,男,78,2,14,2,6,12,16,5,0,0,57
牟礼　　　　,男,79,3,18,11,2,12,13,5,0,0,64
牟礼　　　　,男,80,12,19,2,6,10,14,4,0,0,67
牟礼　　　　,男,81,2,13,3,7,6,16,6,0,0,53
牟礼　　　　,男,82,13,20,2,6,3,12,6,0,0,62
牟礼　　　　,男,83,2,11,4,7,9,18,3,0,0,54
牟礼　　　　,男,84,6,17,5,8,7,14,3,0,0,60
牟礼　　　　,男,85,5,12,6,6,4,6,5,0,0,44
牟礼　　　　,男,86,1,9,0,6,1,5,1,0,0,23
牟礼　　　　,男,87,4,6,0,4,3,5,0,0,0,22
牟礼　　　　,男,88,0,8,1,1,3,5,0,0,0,18
牟礼　　　　,男,89,3,4,1,6,1,5,2,0,0,22
牟礼　　　　,男,90,2,6,1,3,3,3,1,0,0,19
牟礼　　　　,男,91,1,2,0,0,2,3,2,0,0,10
牟礼　　　　,男,92,0,1,0,0,1,3,0,0,0,5
牟礼　　　　,男,93,1,1,0,0,0,4,0,0,0,6
牟礼　　　　,男,94,0,1,0,0,0,1,0,0,0,2
牟礼　　　　,男,95,2,0,0,1,0,1,0,0,0,4
牟礼　　　　,男,96,1,1,0,2,0,1,0,0,0,5
牟礼　　　　,男,97,1,0,0,1,0,0,0,0,0,2
牟礼　　　　,男,98,0,0,1,0,0,0,0,0,0,1
牟礼　　　　,男,99,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,100,1,0,0,0,0,0,0,0,0,1
牟礼　　　　,男,101,0,0,0,0,0,1,0,0,0,1
牟礼　　　　,男,102,0,0,0,0,0,1,0,0,0,1
牟礼　　　　,男,103,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,104以上,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,計,971,1825,757,1617,1329,2701,899,0,0,10099
牟礼　　　　,女,0,10,28,4,11,17,34,12,0,0,116
牟礼　　　　,女,1,8,27,4,22,17,30,5,0,0,113
牟礼　　　　,女,2,8,21,7,16,13,21,6,0,0,92
牟礼　　　　,女,3,5,15,5,12,15,39,4,0,0,95
牟礼　　　　,女,4,6,28,3,19,8,27,9,0,0,100
牟礼　　　　,女,5,9,15,7,10,12,36,12,0,0,101
牟礼　　　　,女,6,6,17,4,15,7,24,8,0,0,81
牟礼　　　　,女,7,3,16,6,13,17,23,5,0,0,83
牟礼　　　　,女,8,7,20,4,12,8,23,9,0,0,83
牟礼　　　　,女,9,11,9,4,22,9,25,5,0,0,85
牟礼　　　　,女,10,9,16,3,18,12,20,6,0,0,84
牟礼　　　　,女,11,4,11,4,16,10,18,7,0,0,70
牟礼　　　　,女,12,6,13,7,19,10,29,9,0,0,93
牟礼　　　　,女,13,4,9,4,11,7,15,7,0,0,57
牟礼　　　　,女,14,5,11,4,19,9,24,10,0,0,82
牟礼　　　　,女,15,7,6,4,23,7,29,5,0,0,81
牟礼　　　　,女,16,7,11,4,12,5,28,11,0,0,78
牟礼　　　　,女,17,8,8,5,22,14,25,7,0,0,89
牟礼　　　　,女,18,6,13,6,27,12,27,7,0,0,98
牟礼　　　　,女,19,5,13,2,19,13,24,6,0,0,82
牟礼　　　　,女,20,12,11,5,25,18,25,5,0,0,101
牟礼　　　　,女,21,8,9,7,14,19,20,6,0,0,83
牟礼　　　　,女,22,16,12,8,18,16,16,10,0,0,96
牟礼　　　　,女,23,14,13,4,17,14,23,12,0,0,97
牟礼　　　　,女,24,20,13,12,23,22,28,8,0,0,126
牟礼　　　　,女,25,12,15,8,23,19,28,7,0,0,112
牟礼　　　　,女,26,19,27,7,19,31,25,17,0,0,145
牟礼　　　　,女,27,17,18,11,29,19,33,9,0,0,136
牟礼　　　　,女,28,29,20,12,22,24,31,15,0,0,153
牟礼　　　　,女,29,22,31,8,17,19,34,8,0,0,139
牟礼　　　　,女,30,17,34,11,23,28,42,10,0,0,165
牟礼　　　　,女,31,19,31,21,23,24,32,19,0,0,169
牟礼　　　　,女,32,15,32,14,28,32,43,10,0,0,174
牟礼　　　　,女,33,14,33,13,31,18,48,7,0,0,164
牟礼　　　　,女,34,19,35,7,27,20,35,8,0,0,151
牟礼　　　　,女,35,17,50,14,22,29,51,17,0,0,200
牟礼　　　　,女,36,11,34,6,37,16,53,12,0,0,169
牟礼　　　　,女,37,17,52,10,23,17,56,18,0,0,193
牟礼　　　　,女,38,10,36,9,29,20,52,13,0,0,169
牟礼　　　　,女,39,12,28,13,27,19,57,24,0,0,180
牟礼　　　　,女,40,8,33,15,26,20,50,17,0,0,169
牟礼　　　　,女,41,16,41,12,18,25,49,15,0,0,176
牟礼　　　　,女,42,14,39,13,34,27,54,19,0,0,200
牟礼　　　　,女,43,7,53,7,24,30,46,8,0,0,175
牟礼　　　　,女,44,14,30,13,23,21,43,21,0,0,165
牟礼　　　　,女,45,15,31,13,25,20,41,16,0,0,161
牟礼　　　　,女,46,18,31,9,35,19,46,13,0,0,171
牟礼　　　　,女,47,13,29,10,27,23,41,19,0,0,162
牟礼　　　　,女,48,15,36,8,32,13,40,18,0,0,162
牟礼　　　　,女,49,20,17,8,27,11,29,8,0,0,120
牟礼　　　　,女,50,12,25,8,24,23,42,11,0,0,145
牟礼　　　　,女,51,17,29,6,31,14,30,6,0,0,133
牟礼　　　　,女,52,20,21,6,22,11,42,4,0,0,126
牟礼　　　　,女,53,17,23,3,16,17,37,15,0,0,128
牟礼　　　　,女,54,16,21,7,21,13,26,10,0,0,114
牟礼　　　　,女,55,11,20,8,26,10,26,7,0,0,108
牟礼　　　　,女,56,12,16,7,19,17,36,7,0,0,114
牟礼　　　　,女,57,15,21,7,16,14,43,6,0,0,122
牟礼　　　　,女,58,8,23,5,13,12,35,8,0,0,104
牟礼　　　　,女,59,14,11,9,22,9,25,5,0,0,95
牟礼　　　　,女,60,16,18,6,14,14,35,11,0,0,114
牟礼　　　　,女,61,11,19,8,22,10,29,5,0,0,104
牟礼　　　　,女,62,6,17,3,16,10,43,11,0,0,106
牟礼　　　　,女,63,4,14,5,20,17,25,9,0,0,94
牟礼　　　　,女,64,16,14,7,18,15,34,7,0,0,111
牟礼　　　　,女,65,13,24,8,21,6,32,8,0,0,112
牟礼　　　　,女,66,10,28,6,30,25,33,14,0,0,146
牟礼　　　　,女,67,11,23,14,32,12,32,9,0,0,133
牟礼　　　　,女,68,8,29,4,24,20,30,12,0,0,127
牟礼　　　　,女,69,2,12,3,16,10,30,6,0,0,79
牟礼　　　　,女,70,4,16,6,7,7,24,10,0,0,74
牟礼　　　　,女,71,9,20,5,10,13,36,15,0,0,108
牟礼　　　　,女,72,10,21,6,15,11,30,6,0,0,99
牟礼　　　　,女,73,6,27,7,15,11,17,12,0,0,95
牟礼　　　　,女,74,7,30,4,15,17,25,12,0,0,110
牟礼　　　　,女,75,11,30,4,8,18,26,6,0,0,103
牟礼　　　　,女,76,12,16,8,13,12,20,5,0,0,86
牟礼　　　　,女,77,11,26,7,16,12,26,3,0,0,101
牟礼　　　　,女,78,10,16,3,3,12,24,7,0,0,75
牟礼　　　　,女,79,13,35,3,11,11,28,3,0,0,104
牟礼　　　　,女,80,11,20,5,15,9,26,7,0,0,93
牟礼　　　　,女,81,8,23,6,11,9,14,5,0,0,76
牟礼　　　　,女,82,11,24,1,6,6,17,5,0,0,70
牟礼　　　　,女,83,11,28,5,6,9,14,11,0,0,84
牟礼　　　　,女,84,9,17,4,7,6,16,3,0,0,62
牟礼　　　　,女,85,9,21,3,6,4,9,3,0,0,55
牟礼　　　　,女,86,8,13,3,7,6,12,4,0,0,53
牟礼　　　　,女,87,1,7,4,6,8,15,4,0,0,45
牟礼　　　　,女,88,7,13,2,8,7,14,1,0,0,52
牟礼　　　　,女,89,3,9,2,7,7,5,2,0,0,35
牟礼　　　　,女,90,6,8,4,6,4,6,3,0,0,37
牟礼　　　　,女,91,11,5,0,7,5,6,2,0,0,36
牟礼　　　　,女,92,7,3,0,4,3,3,3,0,0,23
牟礼　　　　,女,93,1,5,1,2,1,3,0,0,0,13
牟礼　　　　,女,94,4,3,1,1,0,2,0,0,0,11
牟礼　　　　,女,95,5,2,0,3,3,3,0,0,0,16
牟礼　　　　,女,96,0,0,0,2,1,2,2,0,0,7
牟礼　　　　,女,97,3,0,1,4,0,0,1,0,0,9
牟礼　　　　,女,98,2,0,0,2,0,1,1,0,0,6
牟礼　　　　,女,99,0,1,0,0,0,1,0,0,0,2
牟礼　　　　,女,100,0,0,0,0,0,2,0,0,0,2
牟礼　　　　,女,101,1,0,1,0,0,0,0,0,0,2
牟礼　　　　,女,102,0,0,0,0,0,0,0,0,0,0
