平成20年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
深大寺２丁目,1832,2057,1930,3987
深大寺３丁目,1005,1046,921,1967
小計,3586,3909,3636,7545
野崎１丁目,530,520,525,1045
野崎２丁目,1096,1218,1103,2321
野崎３丁目,862,938,942,1880
野崎４丁目,268,324,262,586
小計,2756,3000,2832,5832
大沢１丁目,1182,1375,1276,2651
大沢２丁目,880,959,934,1893
大沢３丁目,772,695,714,1409
大沢４丁目,1234,1334,1444,2778
大沢５丁目,791,996,996,1992
大沢６丁目,707,743,752,1495
小計,5566,6102,6116,12218
合計,86053,86407,88435,174842
平成20年2月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1576,1518,1598,3116
下連雀２丁目,1678,1574,1720,3294
下連雀３丁目,5091,3984,4515,8499
下連雀４丁目,3146,2759,2976,5735
下連雀５丁目,1534,1679,1948,3627
下連雀６丁目,1868,1910,1926,3836
下連雀７丁目,2443,2543,2676,5219
下連雀８丁目,1406,1579,1714,3293
下連雀９丁目,1762,2038,2182,4220
小計,20504,19584,21255,40839
牟礼１丁目,1029,986,1005,1991
牟礼２丁目,1713,1597,1640,3237
牟礼３丁目,829,830,730,1560
牟礼４丁目,1444,1519,1626,3145
牟礼５丁目,1323,1313,1295,2608
牟礼６丁目,2298,2433,2431,4864
牟礼７丁目,796,857,832,1689
小計,9432,9535,9559,19094
井の頭１丁目,2539,2119,2332,4451
井の頭２丁目,2013,1601,1829,3430
井の頭３丁目,1163,1111,1158,2269
井の頭４丁目,1085,1036,1030,2066
井の頭５丁目,1670,1607,1621,3228
小計,8470,7474,7970,15444
中原１丁目,1967,1933,1986,3919
中原２丁目,1268,1362,1334,2696
中原３丁目,1373,1445,1524,2969
中原４丁目,1850,2066,2162,4228
小計,6458,6806,7006,13812
北野１丁目,704,786,853,1639
北野２丁目,912,985,974,1959
北野３丁目,1001,1192,1146,2338
北野４丁目,986,1046,1029,2075
小計,3603,4009,4002,8011
新川１丁目,890,880,928,1808
新川２丁目,625,719,696,1415
新川３丁目,909,931,900,1831
新川４丁目,1507,1591,1650,3241
新川５丁目,1262,1267,1332,2599
新川６丁目,2524,2458,2239,4697
小計,7717,7846,7745,15591
上連雀１丁目,1624,1491,1421,2912
上連雀２丁目,1323,1103,1153,2256
上連雀３丁目,859,795,737,1532
上連雀４丁目,1710,1580,1557,3137
上連雀５丁目,1440,1470,1361,2831
上連雀６丁目,1457,1404,1579,2983
上連雀７丁目,1360,1406,1499,2905
上連雀８丁目,1442,1603,1635,3238
上連雀９丁目,1501,1638,1670,3308
小計,12716,12490,12612,25102
井口１丁目,1566,1715,1570,3285
井口２丁目,1043,1155,1195,2350
井口３丁目,875,923,1001,1924
井口４丁目,1327,1399,1373,2772
井口５丁目,467,499,535,1034
小計,5278,5691,5674,11365
深大寺１丁目,740,797,776,1573
深大寺２丁目,1837,2067,1929,3996
深大寺３丁目,1004,1040,922,1962
小計,3581,3904,3627,7531
野崎１丁目,528,521,522,1043
野崎２丁目,1085,1213,1094,2307
野崎３丁目,865,941,945,1886
野崎４丁目,270,326,263,589
小計,2748,3001,2824,5825
大沢１丁目,1188,1378,1283,2661
大沢２丁目,885,965,935,1900
大沢３丁目,771,688,706,1394
大沢４丁目,1236,1336,1449,2785
大沢５丁目,798,1000,1000,2000
大沢６丁目,716,749,757,1506
小計,5594,6116,6130,12246
合計,86101,86456,88404,174860
平成20年1月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1574,1517,1592,3109
下連雀２丁目,1684,1581,1724,3305
下連雀３丁目,5082,3976,4519,8495
下連雀４丁目,3145,2760,2976,5736
下連雀５丁目,1532,1678,1939,3617
下連雀６丁目,1864,1911,1923,3834
下連雀７丁目,2442,2546,2676,5222
下連雀８丁目,1404,1576,1708,3284
下連雀９丁目,1765,2043,2181,4224
小計,20492,19588,21238,40826
牟礼１丁目,1040,1001,1005,2006
牟礼２丁目,1720,1599,1646,3245
牟礼３丁目,828,829,727,1556
牟礼４丁目,1444,1523,1622,3145
牟礼５丁目,1317,1312,1298,2610
牟礼６丁目,2305,2442,2429,4871
牟礼７丁目,795,859,833,1692
小計,9449,9565,9560,19125
井の頭１丁目,2538,2119,2335,4454
井の頭２丁目,2014,1598,1830,3428
井の頭３丁目,1151,1101,1149,2250
井の頭４丁目,1088,1042,1031,2073
井の頭５丁目,1675,1605,1623,3228
小計,8466,7465,7968,15433
中原１丁目,1968,1932,1992,3924
中原２丁目,1275,1367,1337,2704
中原３丁目,1367,1436,1513,2949
中原４丁目,1850,2067,2162,4229
小計,6460,6802,7004,13806
北野１丁目,701,783,849,1632
北野２丁目,915,986,977,1963
北野３丁目,1008,1200,1144,2344
北野４丁目,991,1045,1027,2072
小計,3615,4014,3997,8011
新川１丁目,892,880,932,1812
新川２丁目,623,715,694,1409
新川３丁目,911,935,900,1835
新川４丁目,1502,1589,1639,3228
新川５丁目,1257,1260,1328,2588
新川６丁目,2543,2470,2247,4717
小計,7728,7849,7740,15589
上連雀１丁目,1612,1478,1412,2890
上連雀２丁目,1322,1105,1153,2258
上連雀３丁目,867,796,741,1537
上連雀４丁目,1706,1577,1554,3131
上連雀５丁目,1443,1478,1361,2839
上連雀６丁目,1452,1396,1576,2972
上連雀７丁目,1353,1401,1496,2897
上連雀８丁目,1445,1606,1640,3246
上連雀９丁目,1502,1641,1666,3307
小計,12702,12478,12599,25077
井口１丁目,1567,1716,1568,3284
井口２丁目,1042,1146,1187,2333
井口３丁目,874,923,1002,1925
井口４丁目,1328,1399,1367,2766
井口５丁目,470,502,541,1043
小計,5281,5686,5665,11351
深大寺１丁目,733,790,775,1565
深大寺２丁目,1837,2061,1937,3998
深大寺３丁目,999,1036,914,1950
小計,3569,3887,3626,7513
野崎１丁目,522,520,516,1036
野崎２丁目,1088,1213,1097,2310
野崎３丁目,871,945,946,1891
野崎４丁目,265,322,258,580
小計,2746,3000,2817,5817
大沢１丁目,1178,1368,1280,2648
大沢２丁目,887,970,940,1910
大沢３丁目,773,685,707,1392
大沢４丁目,1234,1336,1449,2785
大沢５丁目,796,996,999,1995
大沢６丁目,717,751,756,1507
小計,5585,6106,6131,12237
合計,86093,86440,88345,174785
