平成29年10月１日現在,,,,,,,,,,,,
町丁目,性別,年齢,１丁目,２丁目,３丁目,４丁目,５丁目,６丁目,７丁目,８丁目,９丁目,計
下連雀　　　,男,0,5,10,64,21,19,13,14,20,23,189
下連雀　　　,男,1,11,17,43,38,15,13,12,20,29,198
下連雀　　　,男,2,9,14,51,25,10,8,11,27,24,179
下連雀　　　,男,3,7,18,44,28,13,20,18,29,32,209
下連雀　　　,男,4,6,14,40,31,20,19,19,19,30,198
下連雀　　　,男,5,9,16,44,15,23,15,30,21,45,218
下連雀　　　,男,6,9,13,29,34,20,12,23,21,46,207
下連雀　　　,男,7,18,15,35,14,15,11,21,28,34,191
下連雀　　　,男,8,7,9,26,31,12,21,23,28,33,190
下連雀　　　,男,9,10,14,46,18,18,13,17,21,48,205
下連雀　　　,男,10,16,10,19,20,29,16,28,23,24,185
下連雀　　　,男,11,16,10,24,20,25,9,22,18,38,182
下連雀　　　,男,12,12,12,22,20,24,10,16,28,37,181
下連雀　　　,男,13,13,12,18,19,28,19,22,17,25,173
下連雀　　　,男,14,14,9,19,17,22,26,22,25,25,179
下連雀　　　,男,15,9,12,26,12,34,20,23,13,31,180
下連雀　　　,男,16,13,11,27,19,22,22,23,17,23,177
下連雀　　　,男,17,10,16,25,22,19,14,26,20,26,178
下連雀　　　,男,18,7,16,40,19,19,19,21,21,27,189
下連雀　　　,男,19,22,14,26,29,27,30,22,13,18,201
下連雀　　　,男,20,10,12,42,26,23,29,25,17,26,210
下連雀　　　,男,21,15,11,34,30,21,28,22,13,17,191
下連雀　　　,男,22,11,15,42,28,9,24,25,21,19,194
下連雀　　　,男,23,16,24,64,36,17,27,18,18,21,241
下連雀　　　,男,24,21,23,57,45,18,34,20,19,11,248
下連雀　　　,男,25,12,24,65,42,5,24,14,21,16,223
下連雀　　　,男,26,24,21,69,42,9,33,20,17,13,248
下連雀　　　,男,27,23,18,82,37,13,21,23,13,10,240
下連雀　　　,男,28,26,23,75,44,7,31,23,21,19,269
下連雀　　　,男,29,25,26,84,31,11,27,24,15,11,254
下連雀　　　,男,30,25,24,85,51,6,19,22,9,15,256
下連雀　　　,男,31,15,32,89,66,18,24,21,18,25,308
下連雀　　　,男,32,16,19,89,57,16,19,26,17,25,284
下連雀　　　,男,33,25,29,98,49,16,20,25,31,23,316
下連雀　　　,男,34,19,33,96,48,18,24,34,20,21,313
下連雀　　　,男,35,20,37,89,51,26,27,23,20,24,317
下連雀　　　,男,36,23,28,97,43,21,33,23,25,40,333
下連雀　　　,男,37,20,21,97,52,18,48,26,29,44,355
下連雀　　　,男,38,23,28,92,48,25,27,29,32,41,345
下連雀　　　,男,39,19,31,88,54,23,23,29,26,59,352
下連雀　　　,男,40,24,29,115,63,30,30,30,30,41,392
下連雀　　　,男,41,23,29,97,51,27,36,41,31,59,394
下連雀　　　,男,42,23,31,96,63,25,30,40,35,54,397
下連雀　　　,男,43,24,30,87,56,27,38,41,42,69,414
下連雀　　　,男,44,34,31,81,55,37,32,39,39,49,397
下連雀　　　,男,45,21,26,86,60,44,34,42,35,49,397
下連雀　　　,男,46,23,27,79,60,44,39,46,40,55,413
