平成24年10月１日現在,,,,,,,,,,,,
町丁目,性別,年齢,１丁目,２丁目,３丁目,４丁目,５丁目,６丁目,７丁目,８丁目,９丁目,計
下連雀　　　,男,53,14,21,51,55,26,36,51,17,33,304
下連雀　　　,男,54,13,18,47,35,18,22,25,15,22,215
下連雀　　　,男,55,19,18,45,35,21,24,28,14,25,229
下連雀　　　,男,56,14,14,54,37,11,23,27,13,18,211
下連雀　　　,男,57,20,18,52,47,13,25,27,6,15,223
下連雀　　　,男,58,20,12,53,38,13,14,41,15,25,231
下連雀　　　,男,59,18,28,42,29,22,20,30,15,22,226
下連雀　　　,男,60,19,22,42,42,19,30,33,15,23,245
下連雀　　　,男,61,14,25,40,48,24,23,31,21,23,249
下連雀　　　,男,62,15,26,44,41,27,28,32,17,30,260
下連雀　　　,男,63,24,30,48,35,11,29,39,19,34,269
下連雀　　　,男,64,23,29,41,49,21,33,40,20,28,284
下連雀　　　,男,65,20,32,42,26,14,20,34,16,22,226
下連雀　　　,男,66,7,21,40,27,13,16,20,13,9,166
下連雀　　　,男,67,13,17,35,21,16,17,19,13,19,170
下連雀　　　,男,68,23,19,33,30,13,16,35,9,18,196
下連雀　　　,男,69,18,17,36,29,13,13,26,9,14,175
下連雀　　　,男,70,21,25,30,27,8,18,18,9,17,173
下連雀　　　,男,71,13,23,27,35,5,17,24,9,16,169
下連雀　　　,男,72,15,16,27,26,6,20,32,12,18,172
下連雀　　　,男,73,8,16,14,17,9,15,22,4,13,118
下連雀　　　,男,74,9,10,20,19,10,13,19,10,17,127
下連雀　　　,男,75,10,14,19,25,10,20,31,5,14,148
下連雀　　　,男,76,16,9,24,20,15,11,15,3,12,125
下連雀　　　,男,77,11,14,18,21,8,13,16,7,8,116
下連雀　　　,男,78,13,10,26,15,8,16,9,3,13,113
下連雀　　　,男,79,7,9,23,8,10,12,13,6,7,95
下連雀　　　,男,80,10,9,24,19,7,14,10,4,8,105
下連雀　　　,男,81,6,6,26,17,8,3,9,4,11,90
下連雀　　　,男,82,17,9,7,11,6,9,9,5,11,84
下連雀　　　,男,83,6,12,16,15,8,6,9,8,4,84
下連雀　　　,男,84,8,8,10,12,7,7,7,4,5,68
下連雀　　　,男,85,8,9,11,3,6,3,4,8,12,64
下連雀　　　,男,86,4,6,10,14,3,4,5,4,2,52
下連雀　　　,男,87,6,9,4,12,4,5,6,5,7,58
下連雀　　　,男,88,6,4,5,5,2,6,0,5,3,36
下連雀　　　,男,89,2,4,5,3,3,6,1,0,2,26
下連雀　　　,男,90,3,0,6,2,5,3,2,2,0,23
下連雀　　　,男,91,2,2,1,3,0,2,1,1,0,12
下連雀　　　,男,92,0,2,2,0,2,2,3,1,2,14
下連雀　　　,男,93,1,0,2,2,0,1,0,0,0,6
下連雀　　　,男,94,2,1,1,1,0,1,0,0,0,6
下連雀　　　,男,95,0,0,2,1,0,0,0,0,0,3
下連雀　　　,男,96,0,2,2,0,0,0,0,0,0,4
下連雀　　　,男,97,0,0,1,1,0,1,0,1,0,4
下連雀　　　,男,98,1,1,0,1,1,1,0,0,0,5
下連雀　　　,男,99,0,1,0,0,0,0,0,0,0,1
下連雀　　　,男,100,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,101,0,0,0,0,0,1,0,0,0,1
下連雀　　　,男,102,0,1,0,0,0,0,0,0,0,1
下連雀　　　,男,103,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,104以上,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,計,1490,1669,4275,2966,1809,2043,2423,1596,2286,20557
下連雀　　　,女,0,6,9,64,21,20,16,15,18,29,198
下連雀　　　,女,1,13,15,34,15,20,19,23,21,38,198
下連雀　　　,女,2,3,10,37,31,27,24,27,13,45,217
下連雀　　　,女,3,3,9,23,20,28,19,23,19,34,178
下連雀　　　,女,4,12,9,29,26,24,17,19,22,31,189
下連雀　　　,女,5,8,11,24,17,30,13,23,21,32,179
下連雀　　　,女,6,10,11,36,10,22,16,28,27,35,195
下連雀　　　,女,7,10,9,28,27,26,11,13,26,28,178
下連雀　　　,女,8,17,9,42,21,32,20,27,26,22,216
下連雀　　　,女,9,12,12,17,16,18,13,16,20,26,150
下連雀　　　,女,10,16,10,26,19,27,11,32,27,33,201
下連雀　　　,女,11,10,19,32,10,21,24,22,20,21,179
下連雀　　　,女,12,13,9,27,13,28,20,16,24,27,177
下連雀　　　,女,13,19,12,17,23,28,14,20,13,24,170
下連雀　　　,女,14,7,18,30,28,20,16,31,21,29,200
下連雀　　　,女,15,10,18,16,12,19,15,20,12,15,137
下連雀　　　,女,16,14,14,19,20,15,26,21,18,23,170
下連雀　　　,女,17,10,15,33,21,11,14,20,12,27,163
下連雀　　　,女,18,13,16,28,16,20,17,26,17,16,169
下連雀　　　,女,19,13,18,38,22,17,12,32,15,16,183
下連雀　　　,女,20,22,18,41,15,11,26,21,12,21,187
下連雀　　　,女,21,13,10,53,37,14,15,27,18,13,200
下連雀　　　,女,22,14,18,54,43,16,23,24,18,10,220
下連雀　　　,女,23,16,19,71,33,12,19,21,11,25,227
下連雀　　　,女,24,24,28,85,28,16,27,25,17,14,264
下連雀　　　,女,25,17,22,109,40,11,19,14,15,20,267
下連雀　　　,女,26,26,24,99,46,20,29,21,21,22,308
下連雀　　　,女,27,27,20,132,50,21,27,19,19,17,332
下連雀　　　,女,28,35,30,125,52,18,39,31,16,29,375
下連雀　　　,女,29,20,35,127,51,21,31,20,30,34,369
下連雀　　　,女,30,26,42,102,58,18,25,29,26,27,353
下連雀　　　,女,31,17,28,117,62,23,33,15,29,27,351
下連雀　　　,女,32,33,21,107,64,34,32,33,35,43,402
下連雀　　　,女,33,23,27,100,55,30,39,31,28,51,384
下連雀　　　,女,34,25,23,108,64,25,32,36,32,57,402
下連雀　　　,女,35,19,18,94,63,36,30,34,29,58,381
下連雀　　　,女,36,22,26,95,63,39,29,46,35,60,415
下連雀　　　,女,37,25,24,88,48,43,34,29,34,49,374
下連雀　　　,女,38,21,34,92,60,43,34,50,41,50,425
下連雀　　　,女,39,32,21,83,61,46,34,69,40,52,438
下連雀　　　,女,40,20,30,104,62,48,39,52,30,63,448
下連雀　　　,女,41,19,27,107,63,45,41,43,37,52,434
下連雀　　　,女,42,25,18,89,59,55,37,48,41,56,428
下連雀　　　,女,43,20,26,94,54,45,25,43,33,58,398
下連雀　　　,女,44,28,35,91,49,37,29,56,39,39,403
下連雀　　　,女,45,21,19,90,50,44,38,52,29,53,396
下連雀　　　,女,46,20,19,57,44,42,30,38,27,29,306
下連雀　　　,女,47,25,22,89,43,27,30,66,32,19,353
下連雀　　　,女,48,26,29,88,49,31,41,36,28,27,355
下連雀　　　,女,49,23,22,70,47,21,29,35,16,27,290
下連雀　　　,女,50,25,19,71,40,37,30,46,27,33,328
下連雀　　　,女,51,20,24,54,50,28,28,37,15,24,280
下連雀　　　,女,52,19,21,72,45,29,25,26,18,36,291
下連雀　　　,女,53,22,21,50,43,21,21,38,17,34,267
下連雀　　　,女,54,15,19,43,30,20,22,27,11,28,215
下連雀　　　,女,55,21,20,56,35,19,21,25,15,21,233
下連雀　　　,女,56,16,18,47,34,24,23,35,15,26,238
下連雀　　　,女,57,19,25,46,32,13,24,31,8,14,212
下連雀　　　,女,58,17,21,46,34,26,23,27,15,25,234
下連雀　　　,女,59,10,15,46,41,23,23,24,19,16,217
下連雀　　　,女,60,15,17,40,32,14,26,25,23,27,219
下連雀　　　,女,61,21,32,46,33,21,26,46,17,12,254
下連雀　　　,女,62,19,25,52,30,29,35,42,19,33,284
下連雀　　　,女,63,22,31,56,36,25,26,40,19,37,292
下連雀　　　,女,64,28,37,62,42,19,33,50,14,41,326
下連雀　　　,女,65,23,31,49,50,25,28,40,20,27,293
下連雀　　　,女,66,16,27,32,21,12,13,25,9,16,171
下連雀　　　,女,67,15,19,34,40,13,18,34,11,14,198
下連雀　　　,女,68,16,28,36,27,19,32,33,8,23,222
下連雀　　　,女,69,19,22,52,37,13,27,32,7,18,227
下連雀　　　,女,70,15,19,44,28,16,20,42,13,29,226
下連雀　　　,女,71,21,14,47,34,19,29,24,10,23,221
下連雀　　　,女,72,14,13,42,32,15,27,24,6,13,186
下連雀　　　,女,73,8,21,37,28,16,21,22,4,15,172
下連雀　　　,女,74,18,18,30,27,19,19,27,12,16,186
下連雀　　　,女,75,20,17,33,28,16,22,30,10,16,192
下連雀　　　,女,76,14,18,39,17,19,19,34,13,23,196
下連雀　　　,女,77,10,12,31,21,20,22,22,6,20,164
下連雀　　　,女,78,6,15,25,25,15,21,27,10,12,156
下連雀　　　,女,79,15,13,23,27,10,11,19,12,22,152
下連雀　　　,女,80,14,14,21,25,27,20,21,13,14,169
下連雀　　　,女,81,19,16,29,23,22,20,25,12,13,179
下連雀　　　,女,82,10,15,19,22,23,9,18,15,12,143
下連雀　　　,女,83,11,11,22,17,12,11,15,13,8,120
下連雀　　　,女,84,6,12,28,20,14,20,24,17,12,153
下連雀　　　,女,85,10,12,23,17,19,8,10,8,4,111
下連雀　　　,女,86,11,16,17,15,13,11,18,10,6,117
下連雀　　　,女,87,9,15,18,16,20,8,11,6,3,106
下連雀　　　,女,88,6,11,20,8,6,7,10,5,6,79
下連雀　　　,女,89,7,9,7,8,16,12,5,5,1,70
下連雀　　　,女,90,11,8,10,7,9,8,5,3,4,65
下連雀　　　,女,91,7,10,11,6,8,11,3,8,2,66
下連雀　　　,女,92,4,3,6,2,4,6,4,4,4,37
下連雀　　　,女,93,1,4,13,6,9,3,3,4,1,44
下連雀　　　,女,94,3,3,8,6,3,1,3,2,2,31
下連雀　　　,女,95,1,4,3,3,7,3,3,2,4,30
下連雀　　　,女,96,0,3,5,5,2,0,2,0,1,18
下連雀　　　,女,97,2,3,3,2,6,2,1,3,0,22
下連雀　　　,女,98,1,0,3,1,4,0,1,0,0,10
下連雀　　　,女,99,0,0,3,2,2,0,0,0,0,7
下連雀　　　,女,100,0,1,5,1,1,0,1,0,0,9
下連雀　　　,女,101,1,0,3,0,1,0,0,0,0,5
下連雀　　　,女,102,0,1,1,0,0,0,0,0,0,2
下連雀　　　,女,103,0,0,0,0,0,0,0,0,0,0
下連雀　　　,女,104以上,0,0,3,0,1,1,0,0,1,6
下連雀　　　,女,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,女,計,1556,1791,4983,3112,2169,2129,2655,1743,2445,22583
牟礼　　　　,男,0,10,20,4,11,14,12,9,0,0,80
牟礼　　　　,男,1,7,34,10,9,21,24,6,0,0,111
牟礼　　　　,男,2,5,26,4,7,14,17,12,0,0,85
牟礼　　　　,男,3,6,18,5,9,10,23,5,0,0,76
牟礼　　　　,男,4,6,18,2,15,12,20,17,0,0,90
牟礼　　　　,男,5,2,14,7,16,12,19,7,0,0,77
牟礼　　　　,男,6,0,19,8,10,4,17,9,0,0,67
牟礼　　　　,男,7,7,13,5,16,7,19,7,0,0,74
牟礼　　　　,男,8,6,9,7,18,13,21,9,0,0,83
牟礼　　　　,男,9,9,8,8,14,12,18,7,0,0,76
牟礼　　　　,男,10,5,9,3,19,18,31,10,0,0,95
牟礼　　　　,男,11,9,11,7,18,12,17,5,0,0,79
牟礼　　　　,男,12,5,4,2,24,16,18,8,0,0,77
牟礼　　　　,男,13,8,10,5,15,7,14,12,0,0,71
牟礼　　　　,男,14,5,10,6,15,9,33,8,0,0,86
牟礼　　　　,男,15,9,6,6,16,5,22,7,0,0,71
牟礼　　　　,男,16,9,8,5,15,10,26,2,0,0,75
牟礼　　　　,男,17,8,12,4,17,14,19,8,0,0,82
牟礼　　　　,男,18,8,11,8,22,13,26,8,0,0,96
牟礼　　　　,男,19,8,12,5,15,9,35,3,0,0,87
牟礼　　　　,男,20,10,14,13,18,19,32,9,0,0,115
牟礼　　　　,男,21,5,14,8,20,12,17,5,0,0,81
牟礼　　　　,男,22,11,16,21,25,20,28,8,0,0,129
牟礼　　　　,男,23,9,27,14,14,18,25,6,0,0,113
牟礼　　　　,男,24,13,22,12,16,21,40,7,0,0,131
牟礼　　　　,男,25,17,25,27,25,19,34,14,0,0,161
牟礼　　　　,男,26,20,26,23,27,22,37,10,0,0,165
牟礼　　　　,男,27,22,29,24,19,23,42,22,0,0,181
牟礼　　　　,男,28,23,24,29,22,29,36,13,0,0,176
牟礼　　　　,男,29,23,23,14,29,29,39,13,0,0,170
牟礼　　　　,男,30,21,28,19,27,31,42,14,0,0,182
牟礼　　　　,男,31,29,24,13,20,31,28,11,0,0,156
牟礼　　　　,男,32,19,41,16,21,31,37,11,0,0,176
牟礼　　　　,男,33,16,37,10,29,31,40,19,0,0,182
牟礼　　　　,男,34,22,41,12,26,19,33,20,0,0,173
牟礼　　　　,男,35,15,48,12,27,26,43,7,0,0,178
牟礼　　　　,男,36,13,42,20,18,20,38,12,0,0,163
牟礼　　　　,男,37,17,48,9,26,21,38,13,0,0,172
牟礼　　　　,男,38,15,38,13,34,26,41,21,0,0,188
牟礼　　　　,男,39,13,43,17,28,16,43,16,0,0,176
牟礼　　　　,男,40,19,40,11,24,22,55,17,0,0,188
牟礼　　　　,男,41,15,41,16,23,25,37,17,0,0,174
牟礼　　　　,男,42,18,39,13,31,20,46,12,0,0,179
牟礼　　　　,男,43,19,39,14,30,22,46,21,0,0,191
牟礼　　　　,男,44,19,29,12,23,21,38,21,0,0,163
牟礼　　　　,男,45,20,29,15,28,23,38,21,0,0,174
牟礼　　　　,男,46,16,18,14,35,18,23,9,0,0,133
牟礼　　　　,男,47,23,32,4,26,25,38,12,0,0,160
牟礼　　　　,男,48,20,23,5,20,16,47,10,0,0,141
牟礼　　　　,男,49,10,23,10,19,14,36,14,0,0,126
牟礼　　　　,男,50,18,23,6,23,14,28,15,0,0,127
牟礼　　　　,男,51,12,27,8,23,22,31,9,0,0,132
牟礼　　　　,男,52,14,18,13,29,16,30,10,0,0,130
牟礼　　　　,男,53,14,26,7,26,18,28,8,0,0,127
牟礼　　　　,男,54,12,18,7,24,8,25,6,0,0,100
牟礼　　　　,男,55,7,19,5,27,12,28,6,0,0,104
牟礼　　　　,男,56,9,14,7,11,13,27,19,0,0,100
牟礼　　　　,男,57,12,12,3,17,10,26,6,0,0,86
牟礼　　　　,男,58,18,16,8,16,16,28,5,0,0,107
牟礼　　　　,男,59,9,12,10,17,9,23,10,0,0,90
牟礼　　　　,男,60,8,18,7,18,18,23,12,0,0,104
牟礼　　　　,男,61,13,21,7,14,20,38,8,0,0,121
牟礼　　　　,男,62,14,16,15,12,11,26,11,0,0,105
牟礼　　　　,男,63,10,18,12,24,17,31,15,0,0,127
牟礼　　　　,男,64,7,23,9,22,13,28,13,0,0,115
牟礼　　　　,男,65,11,29,9,20,16,43,8,0,0,136
牟礼　　　　,男,66,8,16,4,12,8,16,9,0,0,73
牟礼　　　　,男,67,9,13,7,21,6,20,12,0,0,88
牟礼　　　　,男,68,10,19,5,28,12,26,14,0,0,114
牟礼　　　　,男,69,5,16,6,8,10,22,10,0,0,77
牟礼　　　　,男,70,13,17,6,13,11,22,10,0,0,92
牟礼　　　　,男,71,6,23,6,10,13,25,11,0,0,94
牟礼　　　　,男,72,9,17,5,14,13,15,10,0,0,83
牟礼　　　　,男,73,3,19,2,19,13,19,8,0,0,83
牟礼　　　　,男,74,5,15,6,10,10,13,4,0,0,63
牟礼　　　　,男,75,3,15,2,7,11,18,6,0,0,62
牟礼　　　　,男,76,5,15,11,3,13,17,7,0,0,71
牟礼　　　　,男,77,12,23,2,11,11,15,4,0,0,78
牟礼　　　　,男,78,2,16,3,9,7,19,6,0,0,62
牟礼　　　　,男,79,15,23,3,6,4,16,7,0,0,74
牟礼　　　　,男,80,3,15,4,7,11,17,3,0,0,60
牟礼　　　　,男,81,6,18,3,10,9,15,3,0,0,64
牟礼　　　　,男,82,8,17,6,6,5,8,6,0,0,56
牟礼　　　　,男,83,2,11,0,7,3,5,1,0,0,29
牟礼　　　　,男,84,3,8,1,5,3,8,0,0,0,28
牟礼　　　　,男,85,3,9,1,2,4,5,1,0,0,25
牟礼　　　　,男,86,4,5,3,6,2,5,2,0,0,27
牟礼　　　　,男,87,3,7,1,3,4,3,1,0,0,22
牟礼　　　　,男,88,1,5,2,1,3,2,2,0,0,16
牟礼　　　　,男,89,0,1,1,0,3,4,0,0,0,9
牟礼　　　　,男,90,3,2,0,3,1,3,1,0,0,13
牟礼　　　　,男,91,0,1,0,1,0,2,1,0,0,5
牟礼　　　　,男,92,1,1,0,2,0,2,0,0,0,6
牟礼　　　　,男,93,0,1,0,2,1,2,0,0,0,6
牟礼　　　　,男,94,1,0,0,1,0,2,0,0,0,4
牟礼　　　　,男,95,2,0,1,0,0,0,0,0,0,3
牟礼　　　　,男,96,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,97,1,0,0,0,0,0,0,0,0,1
牟礼　　　　,男,98,1,0,0,1,0,2,1,0,0,5
牟礼　　　　,男,99,1,0,0,0,0,1,0,0,0,2
牟礼　　　　,男,100,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,101,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,102,1,0,0,0,0,0,0,0,0,1
牟礼　　　　,男,103,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,104以上,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,計,981,1853,775,1582,1326,2360,865,0,0,9742
牟礼　　　　,女,0,6,22,3,10,9,21,3,0,0,74
牟礼　　　　,女,1,7,28,4,15,13,17,10,0,0,94
牟礼　　　　,女,2,8,22,6,13,9,21,16,0,0,95
牟礼　　　　,女,3,6,20,3,10,12,13,6,0,0,70
牟礼　　　　,女,4,9,16,6,12,16,17,8,0,0,84
牟礼　　　　,女,5,8,22,5,10,8,23,9,0,0,85
牟礼　　　　,女,6,11,14,4,18,8,19,6,0,0,80
牟礼　　　　,女,7,10,15,5,19,14,16,4,0,0,83
牟礼　　　　,女,8,4,11,3,11,8,16,7,0,0,60
牟礼　　　　,女,9,5,12,6,21,12,22,12,0,0,90
牟礼　　　　,女,10,3,11,6,15,4,12,8,0,0,59
牟礼　　　　,女,11,5,8,4,19,11,21,8,0,0,76
牟礼　　　　,女,12,7,5,4,24,9,26,8,0,0,83
牟礼　　　　,女,13,7,9,4,11,6,26,9,0,0,72
牟礼　　　　,女,14,6,7,4,23,15,22,9,0,0,86
牟礼　　　　,女,15,7,9,6,26,7,23,5,0,0,83
牟礼　　　　,女,16,3,11,3,16,9,23,5,0,0,70
牟礼　　　　,女,17,8,11,4,18,11,25,4,0,0,81
牟礼　　　　,女,18,6,6,3,15,6,20,7,0,0,63
牟礼　　　　,女,19,5,8,5,23,11,9,8,0,0,69
牟礼　　　　,女,20,7,5,4,16,17,18,7,0,0,74
牟礼　　　　,女,21,9,8,9,21,16,12,7,0,0,82
牟礼　　　　,女,22,10,8,4,20,22,31,9,0,0,104
牟礼　　　　,女,23,18,21,9,22,25,23,16,0,0,134
牟礼　　　　,女,24,17,19,6,27,19,23,7,0,0,118
牟礼　　　　,女,25,15,28,16,28,20,32,13,0,0,152
牟礼　　　　,女,26,24,25,12,23,23,33,9,0,0,149
牟礼　　　　,女,27,23,37,13,22,26,30,11,0,0,162
牟礼　　　　,女,28,24,30,21,28,20,32,9,0,0,164
牟礼　　　　,女,29,21,28,9,23,25,31,14,0,0,151
牟礼　　　　,女,30,14,32,17,35,14,19,11,0,0,142
牟礼　　　　,女,31,21,33,13,25,24,29,14,0,0,159
牟礼　　　　,女,32,22,44,12,20,26,47,14,0,0,185
牟礼　　　　,女,33,18,30,7,23,20,37,15,0,0,150
牟礼　　　　,女,34,22,48,11,17,20,38,13,0,0,169
牟礼　　　　,女,35,10,42,12,25,23,32,12,0,0,156
牟礼　　　　,女,36,15,31,11,30,17,37,26,0,0,167
牟礼　　　　,女,37,11,41,17,23,15,36,20,0,0,163
牟礼　　　　,女,38,18,44,13,22,21,48,15,0,0,181
牟礼　　　　,女,39,16,40,16,39,29,40,19,0,0,199
牟礼　　　　,女,40,10,50,12,21,25,43,11,0,0,172
牟礼　　　　,女,41,15,33,10,23,23,37,17,0,0,158
牟礼　　　　,女,42,20,33,12,24,20,35,13,0,0,157
牟礼　　　　,女,43,17,32,7,28,25,44,10,0,0,163
牟礼　　　　,女,44,10,31,9,27,24,32,14,0,0,147
牟礼　　　　,女,45,17,31,6,33,12,36,19,0,0,154
牟礼　　　　,女,46,21,21,8,28,14,29,10,0,0,131
牟礼　　　　,女,47,12,23,6,27,21,42,10,0,0,141
牟礼　　　　,女,48,18,24,9,33,14,28,7,0,0,133
牟礼　　　　,女,49,23,18,6,22,11,31,6,0,0,117
牟礼　　　　,女,50,17,22,3,16,16,34,15,0,0,123
牟礼　　　　,女,51,14,15,8,25,15,23,6,0,0,106
牟礼　　　　,女,52,9,18,8,27,9,27,8,0,0,106
牟礼　　　　,女,53,13,17,6,18,15,29,7,0,0,105
牟礼　　　　,女,54,14,22,6,18,16,41,6,0,0,123
牟礼　　　　,女,55,6,20,5,15,14,29,8,0,0,97
牟礼　　　　,女,56,12,11,9,22,9,23,8,0,0,94
牟礼　　　　,女,57,13,15,6,16,12,31,11,0,0,104
牟礼　　　　,女,58,11,19,8,22,10,22,7,0,0,99
牟礼　　　　,女,59,5,17,5,16,11,43,11,0,0,108
牟礼　　　　,女,60,6,16,6,18,15,24,10,0,0,95
牟礼　　　　,女,61,16,15,6,20,15,31,7,0,0,110
牟礼　　　　,女,62,13,25,7,22,7,32,8,0,0,114
牟礼　　　　,女,63,11,29,8,31,24,33,14,0,0,150
牟礼　　　　,女,64,13,22,14,33,13,29,10,0,0,134
牟礼　　　　,女,65,9,32,5,24,19,33,13,0,0,135
牟礼　　　　,女,66,3,14,4,17,11,29,5,0,0,83
牟礼　　　　,女,67,4,17,6,11,9,26,11,0,0,84
牟礼　　　　,女,68,8,23,5,11,13,29,15,0,0,104
牟礼　　　　,女,69,11,24,6,14,11,29,6,0,0,101
牟礼　　　　,女,70,7,27,8,14,12,16,15,0,0,99
牟礼　　　　,女,71,5,31,5,15,17,24,11,0,0,108
牟礼　　　　,女,72,11,27,5,9,22,27,5,0,0,106
牟礼　　　　,女,73,13,18,8,13,13,20,5,0,0,90
牟礼　　　　,女,74,11,27,7,18,14,22,5,0,0,104
牟礼　　　　,女,75,8,20,5,4,12,23,6,0,0,78
牟礼　　　　,女,76,11,36,2,14,12,32,4,0,0,111
牟礼　　　　,女,77,12,23,6,17,8,28,7,0,0,101
牟礼　　　　,女,78,8,23,6,13,10,17,6,0,0,83
牟礼　　　　,女,79,10,28,1,8,6,19,5,0,0,77
牟礼　　　　,女,80,11,28,4,6,12,18,11,0,0,90
牟礼　　　　,女,81,9,18,5,9,9,18,3,0,0,71
牟礼　　　　,女,82,9,24,3,6,4,13,4,0,0,63
牟礼　　　　,女,83,9,16,6,7,5,14,3,0,0,60
牟礼　　　　,女,84,3,10,4,9,9,19,6,0,0,60
牟礼　　　　,女,85,6,14,2,8,7,13,1,0,0,51
牟礼　　　　,女,86,3,7,2,8,10,9,4,0,0,43
牟礼　　　　,女,87,7,9,4,8,5,7,1,0,0,41
牟礼　　　　,女,88,10,6,0,9,5,9,1,0,0,40
牟礼　　　　,女,89,6,4,0,9,3,5,5,0,0,32
牟礼　　　　,女,90,2,7,1,2,3,6,1,0,0,22
牟礼　　　　,女,91,7,4,1,2,1,6,0,0,0,21
牟礼　　　　,女,92,5,3,3,5,4,6,2,0,0,28
牟礼　　　　,女,93,2,1,1,3,1,3,2,0,0,13
牟礼　　　　,女,94,2,0,1,4,1,2,1,0,0,11
牟礼　　　　,女,95,7,0,0,2,1,2,3,0,0,15
牟礼　　　　,女,96,2,1,0,1,1,1,0,0,0,6
牟礼　　　　,女,97,1,2,0,1,1,2,0,0,0,7
牟礼　　　　,女,98,2,1,1,1,0,0,0,0,0,5
牟礼　　　　,女,99,1,0,1,0,0,0,0,0,0,2
牟礼　　　　,女,100,1,0,0,0,1,1,0,0,0,3
牟礼　　　　,女,101,1,0,0,1,0,0,0,0,0,2
牟礼　　　　,女,102,1,0,0,0,0,0,0,0,0,1
