平成19年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
小計,9434,9573,9550,19123
井の頭１丁目,2549,2128,2347,4475
井の頭２丁目,1994,1590,1819,3409
井の頭３丁目,1148,1100,1152,2252
井の頭４丁目,1098,1051,1039,2090
井の頭５丁目,1688,1618,1629,3247
小計,8477,7487,7986,15473
中原１丁目,1971,1938,1992,3930
中原２丁目,1277,1368,1340,2708
中原３丁目,1374,1452,1524,2976
中原４丁目,1834,2066,2141,4207
小計,6456,6824,6997,13821
北野１丁目,701,790,853,1643
北野２丁目,912,987,972,1959
北野３丁目,1000,1191,1135,2326
北野４丁目,995,1045,1027,2072
小計,3608,4013,3987,8000
新川１丁目,896,886,934,1820
新川２丁目,629,716,697,1413
新川３丁目,902,916,895,1811
新川４丁目,1448,1522,1557,3079
新川５丁目,1254,1262,1327,2589
新川６丁目,2551,2473,2249,4722
小計,7680,7775,7659,15434
上連雀１丁目,1619,1499,1423,2922
上連雀２丁目,1332,1103,1164,2267
上連雀３丁目,860,789,734,1523
上連雀４丁目,1710,1578,1548,3126
上連雀５丁目,1450,1483,1377,2860
上連雀６丁目,1448,1388,1574,2962
上連雀７丁目,1350,1404,1495,2899
上連雀８丁目,1437,1593,1634,3227
上連雀９丁目,1505,1644,1669,3313
小計,12711,12481,12618,25099
井口１丁目,1573,1721,1568,3289
井口２丁目,1032,1140,1181,2321
井口３丁目,873,925,1001,1926
井口４丁目,1318,1375,1352,2727
井口５丁目,477,516,549,1065
小計,5273,5677,5651,11328
深大寺１丁目,739,784,775,1559
深大寺２丁目,1833,2060,1933,3993
深大寺３丁目,1002,1043,920,1963
小計,3574,3887,3628,7515
野崎１丁目,522,521,519,1040
野崎２丁目,1078,1199,1091,2290
野崎３丁目,877,962,946,1908
野崎４丁目,263,317,261,578
小計,2740,2999,2817,5816
大沢１丁目,1176,1358,1273,2631
大沢２丁目,882,966,931,1897
大沢３丁目,764,673,691,1364
大沢４丁目,1232,1325,1454,2779
大沢５丁目,794,995,996,1991
大沢６丁目,722,752,761,1513
小計,5570,6069,6106,12175
合計,85966,86301,88255,174556
平成19年10月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1561,1505,1575,3080
下連雀２丁目,1667,1577,1716,3293
下連雀３丁目,5042,3921,4472,8393
下連雀４丁目,3154,2760,2996,5756
下連雀５丁目,1538,1668,1952,3620
下連雀６丁目,1855,1911,1920,3831
下連雀７丁目,2461,2546,2693,5239
下連雀８丁目,1377,1545,1704,3249
下連雀９丁目,1755,2039,2179,4218
小計,20410,19472,21207,40679
牟礼１丁目,1038,996,1003,1999
牟礼２丁目,1707,1589,1623,3212
牟礼３丁目,848,857,723,1580
牟礼４丁目,1445,1528,1617,3145
牟礼５丁目,1311,1308,1298,2606
牟礼６丁目,2295,2447,2427,4874
牟礼７丁目,782,846,826,1672
小計,9426,9571,9517,19088
井の頭１丁目,2557,2131,2357,4488
井の頭２丁目,1989,1595,1815,3410
井の頭３丁目,1147,1101,1150,2251
井の頭４丁目,1094,1051,1036,2087
井の頭５丁目,1691,1619,1637,3256
小計,8478,7497,7995,15492
中原１丁目,1965,1927,1991,3918
中原２丁目,1269,1364,1342,2706
中原３丁目,1368,1448,1528,2976
中原４丁目,1832,2070,2138,4208
小計,6434,6809,6999,13808
北野１丁目,692,783,839,1622
北野２丁目,901,978,961,1939
北野３丁目,999,1192,1141,2333
北野４丁目,995,1042,1029,2071
小計,3587,3995,3970,7965
新川１丁目,901,892,933,1825
新川２丁目,626,717,693,1410
新川３丁目,905,919,894,1813
新川４丁目,1445,1517,1545,3062
新川５丁目,1255,1258,1323,2581
新川６丁目,2546,2462,2239,4701
小計,7678,7765,7627,15392
上連雀１丁目,1606,1489,1419,2908
上連雀２丁目,1336,1106,1165,2271
上連雀３丁目,863,791,738,1529
上連雀４丁目,1706,1571,1547,3118
上連雀５丁目,1454,1486,1383,2869
上連雀６丁目,1443,1383,1566,2949
上連雀７丁目,1345,1398,1486,2884
上連雀８丁目,1435,1601,1629,3230
上連雀９丁目,1502,1645,1663,3308
小計,12690,12470,12596,25066
井口１丁目,1574,1724,1568,3292
井口２丁目,1030,1134,1174,2308
井口３丁目,874,922,998,1920
井口４丁目,1313,1374,1347,2721
井口５丁目,477,514,551,1065
小計,5268,5668,5638,11306
深大寺１丁目,733,779,768,1547
深大寺２丁目,1835,2062,1933,3995
深大寺３丁目,1004,1050,922,1972
小計,3572,3891,3623,7514
野崎１丁目,514,514,512,1026
野崎２丁目,1073,1194,1089,2283
野崎３丁目,873,958,939,1897
野崎４丁目,262,317,266,583
小計,2722,2983,2806,5789
大沢１丁目,1180,1359,1277,2636
大沢２丁目,887,970,934,1904
大沢３丁目,761,669,684,1353
大沢４丁目,1236,1335,1461,2796
大沢５丁目,789,988,991,1979
大沢６丁目,720,752,774,1526
小計,5573,6073,6121,12194
合計,85838,86194,88099,174293
平成19年9月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1564,1510,1576,3086
下連雀２丁目,1670,1584,1720,3304
下連雀３丁目,5054,3919,4487,8406
下連雀４丁目,3151,2764,2996,5760
下連雀５丁目,1539,1671,1949,3620
下連雀６丁目,1870,1917,1930,3847
下連雀７丁目,2456,2538,2696,5234
下連雀８丁目,1378,1547,1702,3249
下連雀９丁目,1748,2024,2172,4196
小計,20430,19474,21228,40702
牟礼１丁目,1038,998,1002,2000
牟礼２丁目,1699,1584,1620,3204
牟礼３丁目,858,867,731,1598
牟礼４丁目,1450,1539,1621,3160
牟礼５丁目,1309,1303,1298,2601
牟礼６丁目,2295,2436,2431,4867
牟礼７丁目,781,839,825,1664
小計,9430,9566,9528,19094
井の頭１丁目,2564,2140,2362,4502
井の頭２丁目,1999,1606,1818,3424
井の頭３丁目,1151,1106,1155,2261
井の頭４丁目,1092,1049,1039,2088
井の頭５丁目,1695,1624,1638,3262
小計,8501,7525,8012,15537
中原１丁目,1965,1930,1992,3922
中原２丁目,1268,1362,1336,2698
中原３丁目,1369,1447,1524,2971
中原４丁目,1835,2079,2140,4219
小計,6437,6818,6992,13810
北野１丁目,690,782,833,1615
北野２丁目,900,978,962,1940
北野３丁目,998,1190,1143,2333
北野４丁目,1001,1049,1029,2078
小計,3589,3999,3967,7966
新川１丁目,904,900,937,1837
新川２丁目,627,720,691,1411
新川３丁目,902,913,891,1804
新川４丁目,1441,1511,1539,3050
新川５丁目,1238,1248,1309,2557
新川６丁目,2563,2475,2251,4726
小計,7675,7767,7618,15385
上連雀１丁目,1599,1478,1412,2890
上連雀２丁目,1336,1104,1167,2271
上連雀３丁目,858,785,733,1518
上連雀４丁目,1701,1566,1544,3110
上連雀５丁目,1458,1488,1389,2877
上連雀６丁目,1440,1390,1571,2961
上連雀７丁目,1349,1403,1490,2893
上連雀８丁目,1433,1594,1623,3217
上連雀９丁目,1496,1642,1653,3295
小計,12670,12450,12582,25032
井口１丁目,1568,1715,1557,3272
井口２丁目,1029,1133,1179,2312
井口３丁目,870,914,994,1908
井口４丁目,1305,1358,1337,2695
井口５丁目,478,513,553,1066
小計,5250,5633,5620,11253
深大寺１丁目,731,772,770,1542
深大寺２丁目,1833,2066,1934,4000
深大寺３丁目,1001,1049,922,1971
小計,3565,3887,3626,7513
野崎１丁目,510,511,506,1017
野崎２丁目,1076,1197,1095,2292
野崎３丁目,866,953,933,1886
野崎４丁目,263,317,268,585
小計,2715,2978,2802,5780
大沢１丁目,1181,1361,1280,2641
大沢２丁目,888,967,924,1891
大沢３丁目,758,664,674,1338
大沢４丁目,1240,1343,1464,2807
大沢５丁目,785,986,990,1976
大沢６丁目,713,748,765,1513
小計,5565,6069,6097,12166
合計,85827,86166,88072,174238
平成19年8月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1560,1505,1578,3083
下連雀２丁目,1664,1585,1719,3304
下連雀３丁目,5045,3907,4464,8371
下連雀４丁目,3153,2765,2991,5756
下連雀５丁目,1538,1671,1948,3619
下連雀６丁目,1898,1930,1963,3893
下連雀７丁目,2456,2543,2695,5238
下連雀８丁目,1394,1564,1695,3259
下連雀９丁目,1740,2017,2157,4174
小計,20448,19487,21210,40697
牟礼１丁目,1030,992,998,1990
牟礼２丁目,1702,1588,1615,3203
牟礼３丁目,864,871,731,1602
牟礼４丁目,1450,1538,1621,3159
牟礼５丁目,1310,1303,1296,2599
牟礼６丁目,2307,2440,2435,4875
牟礼７丁目,780,836,821,1657
小計,9443,9568,9517,19085
井の頭１丁目,2559,2130,2358,4488
井の頭２丁目,1999,1608,1825,3433
井の頭３丁目,1147,1110,1154,2264
井の頭４丁目,1095,1048,1040,2088
井の頭５丁目,1704,1629,1648,3277
小計,8504,7525,8025,15550
中原１丁目,1970,1939,1995,3934
中原２丁目,1269,1364,1339,2703
中原３丁目,1366,1441,1516,2957
中原４丁目,1835,2084,2141,4225
小計,6440,6828,6991,13819
北野１丁目,687,776,832,1608
北野２丁目,901,982,964,1946
北野３丁目,1004,1199,1148,2347
北野４丁目,1002,1048,1035,2083
小計,3594,4005,3979,7984
新川１丁目,905,899,939,1838
新川２丁目,624,714,691,1405
新川３丁目,888,905,876,1781
新川４丁目,1443,1507,1544,3051
新川５丁目,1233,1249,1302,2551
新川６丁目,2577,2477,2261,4738
小計,7670,7751,7613,15364
上連雀１丁目,1599,1474,1412,2886
上連雀２丁目,1336,1104,1166,2270
上連雀３丁目,853,782,733,1515
上連雀４丁目,1703,1568,1545,3113
上連雀５丁目,1461,1495,1397,2892
上連雀６丁目,1430,1387,1563,2950
上連雀７丁目,1351,1408,1487,2895
上連雀８丁目,1430,1594,1614,3208
上連雀９丁目,1495,1649,1654,3303
小計,12658,12461,12571,25032
井口１丁目,1553,1696,1547,3243
井口２丁目,1038,1138,1190,2328
井口３丁目,870,917,988,1905
井口４丁目,1284,1341,1321,2662
井口５丁目,473,511,554,1065
小計,5218,5603,5600,11203
深大寺１丁目,730,768,770,1538
深大寺２丁目,1836,2074,1935,4009
深大寺３丁目,1005,1054,928,1982
小計,3571,3896,3633,7529
野崎１丁目,507,509,504,1013
野崎２丁目,1079,1202,1099,2301
野崎３丁目,867,955,934,1889
野崎４丁目,263,317,270,587
小計,2716,2983,2807,5790
大沢１丁目,1186,1366,1282,2648
大沢２丁目,885,963,925,1888
大沢３丁目,740,634,647,1281
大沢４丁目,1239,1340,1457,2797
大沢５丁目,790,997,995,1992
大沢６丁目,717,757,761,1518
小計,5557,6057,6067,12124
合計,85819,86164,88013,174177
平成19年7月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1564,1509,1589,3098
下連雀２丁目,1671,1590,1716,3306
下連雀３丁目,5018,3888,4439,8327
下連雀４丁目,3147,2760,3000,5760
下連雀５丁目,1536,1669,1936,3605
下連雀６丁目,1899,1936,1964,3900
下連雀７丁目,2466,2547,2699,5246
下連雀８丁目,1391,1565,1686,3251
下連雀９丁目,1735,2004,2147,4151
小計,20427,19468,21176,40644
牟礼１丁目,1029,986,1002,1988
牟礼２丁目,1699,1579,1605,3184
牟礼３丁目,867,869,732,1601
牟礼４丁目,1450,1541,1622,3163
牟礼５丁目,1311,1308,1292,2600
牟礼６丁目,2313,2453,2443,4896
牟礼７丁目,773,828,822,1650
小計,9442,9564,9518,19082
井の頭１丁目,2563,2129,2362,4491
井の頭２丁目,2005,1611,1834,3445
井の頭３丁目,1151,1111,1155,2266
井の頭４丁目,1100,1049,1044,2093
井の頭５丁目,1704,1628,1647,3275
小計,8523,7528,8042,15570
中原１丁目,1971,1939,2000,3939
中原２丁目,1264,1360,1333,2693
中原３丁目,1365,1438,1513,2951
中原４丁目,1835,2087,2149,4236
小計,6435,6824,6995,13819
北野１丁目,681,766,822,1588
北野２丁目,903,980,963,1943
北野３丁目,999,1194,1143,2337
北野４丁目,1000,1047,1030,2077
小計,3583,3987,3958,7945
新川１丁目,897,888,932,1820
新川２丁目,625,720,695,1415
新川３丁目,867,876,854,1730
新川４丁目,1441,1509,1542,3051
新川５丁目,1233,1245,1304,2549
新川６丁目,2582,2476,2254,4730
小計,7645,7714,7581,15295
上連雀１丁目,1609,1485,1418,2903
上連雀２丁目,1336,1107,1165,2272
上連雀３丁目,853,786,732,1518
上連雀４丁目,1699,1558,1547,3105
上連雀５丁目,1451,1483,1393,2876
上連雀６丁目,1435,1392,1573,2965
上連雀７丁目,1347,1411,1484,2895
上連雀８丁目,1437,1598,1616,3214
上連雀９丁目,1498,1646,1651,3297
小計,12665,12466,12579,25045
井口１丁目,1549,1694,1546,3240
井口２丁目,1031,1138,1179,2317
井口３丁目,874,919,992,1911
井口４丁目,1271,1328,1315,2643
井口５丁目,475,513,552,1065
小計,5200,5592,5584,11176
深大寺１丁目,732,773,771,1544
深大寺２丁目,1835,2072,1932,4004
深大寺３丁目,1000,1048,927,1975
小計,3567,3893,3630,7523
野崎１丁目,511,514,505,1019
野崎２丁目,1080,1206,1104,2310
野崎３丁目,860,950,936,1886
野崎４丁目,263,317,271,588
小計,2714,2987,2816,5803
大沢１丁目,1184,1360,1289,2649
大沢２丁目,886,967,926,1893
大沢３丁目,739,632,648,1280
大沢４丁目,1238,1340,1455,2795
大沢５丁目,792,996,999,1995
大沢６丁目,724,761,765,1526
小計,5563,6056,6082,12138
合計,85764,86079,87961,174040
平成19年6月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1557,1501,1589,3090
下連雀２丁目,1665,1589,1717,3306
下連雀３丁目,4998,3880,4420,8300
下連雀４丁目,3151,2769,3000,5769
下連雀５丁目,1539,1669,1935,3604
下連雀６丁目,1904,1947,1967,3914
下連雀７丁目,2467,2551,2700,5251
下連雀８丁目,1390,1563,1684,3247
下連雀９丁目,1714,1975,2122,4097
小計,20385,19444,21134,40578
牟礼１丁目,1021,980,998,1978
牟礼２丁目,1706,1582,1611,3193
牟礼３丁目,866,869,729,1598
牟礼４丁目,1451,1538,1628,3166
牟礼５丁目,1304,1302,1292,2594
牟礼６丁目,2317,2453,2442,4895
牟礼７丁目,771,832,815,1647
小計,9436,9556,9515,19071
井の頭１丁目,2564,2128,2369,4497
井の頭２丁目,1999,1605,1837,3442
井の頭３丁目,1152,1109,1160,2269
井の頭４丁目,1099,1051,1047,2098
井の頭５丁目,1705,1634,1646,3280
小計,8519,7527,8059,15586
中原１丁目,1965,1933,2001,3934
中原２丁目,1260,1362,1330,2692
中原３丁目,1355,1435,1510,2945
中原４丁目,1837,2090,2154,4244
小計,6417,6820,6995,13815
北野１丁目,679,768,821,1589
北野２丁目,900,979,959,1938
北野３丁目,993,1186,1138,2324
北野４丁目,991,1038,1024,2062
小計,3563,3971,3942,7913
新川１丁目,895,885,933,1818
新川２丁目,628,718,700,1418
新川３丁目,869,879,857,1736
新川４丁目,1451,1516,1546,3062
新川５丁目,1226,1241,1301,2542
新川６丁目,2582,2473,2258,4731
小計,7651,7712,7595,15307
上連雀１丁目,1612,1488,1426,2914
上連雀２丁目,1332,1103,1167,2270
上連雀３丁目,852,786,732,1518
上連雀４丁目,1695,1548,1538,3086
上連雀５丁目,1457,1486,1403,2889
上連雀６丁目,1428,1392,1567,2959
上連雀７丁目,1342,1414,1484,2898
上連雀８丁目,1436,1598,1619,3217
上連雀９丁目,1501,1648,1651,3299
小計,12655,12463,12587,25050
井口１丁目,1549,1687,1543,3230
井口２丁目,1029,1136,1171,2307
井口３丁目,871,912,986,1898
井口４丁目,1266,1324,1314,2638
井口５丁目,475,511,551,1062
小計,5190,5570,5565,11135
深大寺１丁目,736,776,773,1549
深大寺２丁目,1829,2072,1923,3995
深大寺３丁目,1001,1047,931,1978
小計,3566,3895,3627,7522
野崎１丁目,514,516,506,1022
野崎２丁目,1086,1218,1109,2327
野崎３丁目,859,953,936,1889
野崎４丁目,260,313,271,584
小計,2719,3000,2822,5822
大沢１丁目,1181,1356,1284,2640
大沢２丁目,880,958,919,1877
大沢３丁目,742,635,653,1288
大沢４丁目,1233,1333,1450,2783
大沢５丁目,786,991,998,1989
大沢６丁目,725,760,763,1523
小計,5547,6033,6067,12100
合計,85648,85991,87908,173899
平成19年5月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1558,1508,1589,3097
下連雀２丁目,1667,1588,1725,3313
下連雀３丁目,4975,3865,4400,8265
下連雀４丁目,3159,2763,3002,5765
下連雀５丁目,1535,1666,1921,3587
下連雀６丁目,1902,1946,1974,3920
下連雀７丁目,2463,2549,2696,5245
下連雀８丁目,1385,1557,1682,3239
下連雀９丁目,1700,1954,2100,4054
小計,20344,19396,21089,40485
牟礼１丁目,1015,976,991,1967
牟礼２丁目,1694,1578,1605,3183
牟礼３丁目,859,867,724,1591
牟礼４丁目,1452,1541,1639,3180
牟礼５丁目,1313,1313,1289,2602
牟礼６丁目,2316,2453,2450,4903
牟礼７丁目,772,833,817,1650
小計,9421,9561,9515,19076
井の頭１丁目,2556,2122,2359,4481
井の頭２丁目,1999,1605,1842,3447
井の頭３丁目,1154,1108,1158,2266
井の頭４丁目,1095,1052,1049,2101
井の頭５丁目,1718,1643,1649,3292
小計,8522,7530,8057,15587
中原１丁目,1959,1936,1997,3933
中原２丁目,1263,1358,1332,2690
中原３丁目,1356,1442,1507,2949
中原４丁目,1837,2094,2152,4246
小計,6415,6830,6988,13818
北野１丁目,673,761,817,1578
北野２丁目,893,971,957,1928
北野３丁目,995,1192,1138,2330
北野４丁目,1002,1048,1035,2083
小計,3563,3972,3947,7919
新川１丁目,888,882,929,1811
新川２丁目,627,717,697,1414
新川３丁目,877,891,857,1748
新川４丁目,1451,1509,1544,3053
新川５丁目,1226,1235,1304,2539
新川６丁目,2577,2468,2255,4723
小計,7646,7702,7586,15288
上連雀１丁目,1614,1491,1426,2917
上連雀２丁目,1328,1099,1160,2259
上連雀３丁目,856,789,739,1528
上連雀４丁目,1696,1556,1529,3085
上連雀５丁目,1456,1485,1397,2882
上連雀６丁目,1427,1390,1565,2955
上連雀７丁目,1347,1423,1487,2910
上連雀８丁目,1425,1587,1601,3188
上連雀９丁目,1500,1647,1655,3302
小計,12649,12467,12559,25026
井口１丁目,1545,1675,1543,3218
井口２丁目,1026,1127,1162,2289
井口３丁目,874,916,985,1901
井口４丁目,1264,1324,1304,2628
井口５丁目,473,509,550,1059
小計,5182,5551,5544,11095
深大寺１丁目,734,768,769,1537
深大寺２丁目,1824,2067,1920,3987
深大寺３丁目,1007,1054,933,1987
小計,3565,3889,3622,7511
野崎１丁目,511,513,504,1017
野崎２丁目,1078,1212,1108,2320
野崎３丁目,864,959,937,1896
野崎４丁目,262,315,271,586
小計,2715,2999,2820,5819
大沢１丁目,1186,1361,1297,2658
大沢２丁目,877,955,918,1873
大沢３丁目,737,633,651,1284
大沢４丁目,1236,1335,1459,2794
大沢５丁目,782,989,988,1977
大沢６丁目,723,761,764,1525
小計,5541,6034,6077,12111
合計,85563,85931,87804,173735
平成19年4月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1560,1501,1601,3102
下連雀２丁目,1664,1589,1724,3313
下連雀３丁目,4958,3864,4391,8255
下連雀４丁目,3148,2756,2990,5746
下連雀５丁目,1518,1650,1896,3546
下連雀６丁目,1906,1951,1974,3925
下連雀７丁目,2456,2548,2693,5241
下連雀８丁目,1304,1459,1569,3028
下連雀９丁目,1652,1908,2043,3951
小計,20166,19226,20881,40107
牟礼１丁目,1021,977,990,1967
牟礼２丁目,1699,1585,1614,3199
牟礼３丁目,861,872,730,1602
牟礼４丁目,1429,1523,1615,3138
牟礼５丁目,1306,1313,1283,2596
牟礼６丁目,2301,2445,2446,4891
牟礼７丁目,773,832,816,1648
小計,9390,9547,9494,19041
井の頭１丁目,2539,2120,2353,4473
井の頭２丁目,1970,1592,1834,3426
井の頭３丁目,1147,1105,1146,2251
井の頭４丁目,1089,1042,1048,2090
井の頭５丁目,1716,1651,1658,3309
小計,8461,7510,8039,15549
中原１丁目,1948,1935,1989,3924
中原２丁目,1264,1357,1333,2690
中原３丁目,1358,1440,1509,2949
中原４丁目,1833,2090,2145,4235
小計,6403,6822,6976,13798
北野１丁目,676,770,824,1594
北野２丁目,890,965,948,1913
北野３丁目,985,1187,1129,2316
北野４丁目,996,1044,1035,2079
小計,3547,3966,3936,7902
新川１丁目,865,871,913,1784
新川２丁目,626,716,695,1411
新川３丁目,873,889,852,1741
新川４丁目,1448,1517,1549,3066
新川５丁目,1223,1235,1306,2541
新川６丁目,2444,2380,2224,4604
小計,7479,7608,7539,15147
上連雀１丁目,1618,1500,1438,2938
上連雀２丁目,1324,1090,1164,2254
上連雀３丁目,845,780,732,1512
上連雀４丁目,1682,1551,1527,3078
上連雀５丁目,1446,1480,1386,2866
上連雀６丁目,1433,1393,1567,2960
上連雀７丁目,1348,1421,1485,2906
上連雀８丁目,1427,1594,1603,3197
上連雀９丁目,1500,1650,1665,3315
小計,12623,12459,12567,25026
井口１丁目,1533,1668,1556,3224
井口２丁目,1022,1120,1155,2275
井口３丁目,861,912,968,1880
井口４丁目,1244,1308,1292,2600
井口５丁目,475,513,551,1064
小計,5135,5521,5522,11043
深大寺１丁目,735,770,769,1539
深大寺２丁目,1819,2062,1921,3983
深大寺３丁目,1004,1057,935,1992
小計,3558,3889,3625,7514
野崎１丁目,493,508,491,999
野崎２丁目,1068,1203,1108,2311
野崎３丁目,869,969,939,1908
野崎４丁目,258,309,270,579
小計,2688,2989,2808,5797
大沢１丁目,1182,1354,1296,2650
大沢２丁目,860,944,910,1854
大沢３丁目,682,611,616,1227
大沢４丁目,1242,1333,1460,2793
大沢５丁目,787,989,993,1982
大沢６丁目,703,749,761,1510
小計,5456,5980,6036,12016
合計,84906,85517,87423,172940
平成19年3月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1561,1507,1596,3103
下連雀２丁目,1659,1584,1727,3311
下連雀３丁目,4902,3880,4342,8222
下連雀４丁目,3138,2765,2991,5756
下連雀５丁目,1519,1646,1896,3542
下連雀６丁目,1903,1960,1968,3928
下連雀７丁目,2435,2543,2698,5241
下連雀８丁目,1176,1300,1380,2680
下連雀９丁目,1526,1744,1875,3619
小計,19819,18929,20473,39402
牟礼１丁目,1031,989,1002,1991
牟礼２丁目,1691,1583,1611,3194
牟礼３丁目,856,872,733,1605
牟礼４丁目,1441,1525,1617,3142
牟礼５丁目,1311,1311,1287,2598
牟礼６丁目,2292,2435,2442,4877
牟礼７丁目,767,827,815,1642
小計,9389,9542,9507,19049
井の頭１丁目,2545,2124,2329,4453
井の頭２丁目,1976,1598,1827,3425
井の頭３丁目,1145,1096,1150,2246
井の頭４丁目,1091,1046,1048,2094
井の頭５丁目,1719,1659,1668,3327
小計,8476,7523,8022,15545
中原１丁目,1943,1936,1987,3923
中原２丁目,1264,1359,1331,2690
中原３丁目,1363,1451,1529,2980
中原４丁目,1821,2085,2138,4223
小計,6391,6831,6985,13816
北野１丁目,697,765,844,1609
北野２丁目,899,980,958,1938
北野３丁目,989,1186,1131,2317
北野４丁目,989,1040,1039,2079
小計,3574,3971,3972,7943
新川１丁目,856,858,909,1767
新川２丁目,620,712,696,1408
新川３丁目,876,886,858,1744
新川４丁目,1433,1516,1546,3062
新川５丁目,1231,1237,1322,2559
新川６丁目,2470,2431,2216,4647
小計,7486,7640,7547,15187
上連雀１丁目,1621,1507,1447,2954
上連雀２丁目,1310,1084,1164,2248
上連雀３丁目,826,775,715,1490
上連雀４丁目,1652,1530,1513,3043
上連雀５丁目,1448,1481,1388,2869
上連雀６丁目,1418,1389,1555,2944
上連雀７丁目,1353,1435,1497,2932
上連雀８丁目,1420,1597,1608,3205
上連雀９丁目,1499,1648,1677,3325
小計,12547,12446,12564,25010
井口１丁目,1533,1661,1558,3219
井口２丁目,1015,1100,1149,2249
井口３丁目,873,928,975,1903
井口４丁目,1239,1306,1289,2595
井口５丁目,483,520,559,1079
小計,5143,5515,5530,11045
深大寺１丁目,733,771,763,1534
深大寺２丁目,1795,2041,1917,3958
