平成22年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
深大寺１丁目,763,815,784,1599
深大寺２丁目,1958,2124,1961,4085
深大寺３丁目,1026,1028,969,1997
小計,3747,3967,3714,7681
野崎１丁目,533,528,531,1059
野崎２丁目,1155,1274,1158,2432
野崎３丁目,910,986,955,1941
野崎４丁目,286,332,261,593
小計,2884,3120,2905,6025
大沢１丁目,1216,1401,1321,2722
大沢２丁目,892,965,921,1886
大沢３丁目,792,766,793,1559
大沢４丁目,1273,1348,1473,2821
大沢５丁目,843,1022,1033,2055
大沢６丁目,699,743,725,1468
小計,5715,6245,6266,12511
合計,87339,87329,89448,176777
平成22年２月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1565,1481,1565,3046
下連雀２丁目,1727,1618,1744,3362
下連雀３丁目,5393,4112,4814,8926
下連雀４丁目,3151,2795,2979,5774
下連雀５丁目,1547,1681,2000,3681
下連雀６丁目,1808,1828,1890,3718
下連雀７丁目,2435,2523,2682,5205
下連雀８丁目,1417,1586,1719,3305
下連雀９丁目,1734,2035,2167,4202
小計,20777,19659,21560,41219
牟礼１丁目,1058,997,1031,2028
牟礼２丁目,1855,1761,1824,3585
牟礼３丁目,760,745,643,1388
牟礼４丁目,1445,1562,1623,3185
牟礼５丁目,1314,1345,1279,2624
牟礼６丁目,2299,2408,2419,4827
牟礼７丁目,811,876,854,1730
小計,9542,9694,9673,19367
井の頭１丁目,2566,2166,2352,4518
井の頭２丁目,1990,1556,1784,3340
井の頭３丁目,1203,1134,1182,2316
井の頭４丁目,1084,1049,1029,2078
井の頭５丁目,1669,1606,1623,3229
小計,8512,7511,7970,15481
中原１丁目,2012,1924,2015,3939
中原２丁目,1329,1418,1412,2830
中原３丁目,1439,1497,1554,3051
中原４丁目,1863,2026,2161,4187
小計,6643,6865,7142,14007
北野１丁目,704,790,841,1631
北野２丁目,910,985,970,1955
北野３丁目,991,1200,1147,2347
北野４丁目,1022,1062,1021,2083
小計,3627,4037,3979,8016
新川１丁目,890,876,899,1775
新川２丁目,641,711,713,1424
新川３丁目,900,953,917,1870
新川４丁目,1538,1636,1683,3319
新川５丁目,1240,1232,1274,2506
新川６丁目,2511,2398,2237,4635
小計,7720,7806,7723,15529
上連雀１丁目,1742,1604,1481,3085
上連雀２丁目,1288,1081,1131,2212
上連雀３丁目,884,816,757,1573
上連雀４丁目,1697,1591,1566,3157
上連雀５丁目,1433,1408,1340,2748
上連雀６丁目,1458,1435,1571,3006
上連雀７丁目,1388,1430,1514,2944
上連雀８丁目,1448,1601,1698,3299
上連雀９丁目,1494,1616,1629,3245
小計,12832,12582,12687,25269
井口１丁目,1608,1773,1596,3369
井口２丁目,1095,1227,1285,2512
井口３丁目,919,948,1035,1983
井口４丁目,1364,1461,1423,2884
井口５丁目,485,506,551,1057
小計,5471,5915,5890,11805
深大寺１丁目,764,820,784,1604
深大寺２丁目,1970,2128,1970,4098
深大寺３丁目,1028,1026,973,1999
小計,3762,3974,3727,7701
野崎１丁目,528,523,526,1049
野崎２丁目,1145,1268,1151,2419
野崎３丁目,911,989,955,1944
野崎４丁目,287,333,260,593
小計,2871,3113,2892,6005
大沢１丁目,1215,1402,1313,2715
大沢２丁目,890,965,922,1887
大沢３丁目,797,771,796,1567
大沢４丁目,1270,1346,1471,2817
大沢５丁目,846,1025,1042,2067
大沢６丁目,696,742,721,1463
小計,5714,6251,6265,12516
合計,87471,87407,89508,176915
平成22年１月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1571,1483,1576,3059
下連雀２丁目,1717,1608,1743,3351
下連雀３丁目,5391,4114,4809,8923
下連雀４丁目,3141,2791,2970,5761
下連雀５丁目,1550,1684,2005,3689
下連雀６丁目,1817,1839,1897,3736
下連雀７丁目,2434,2517,2677,5194
下連雀８丁目,1417,1592,1722,3314
下連雀９丁目,1740,2041,2166,4207
小計,20778,19669,21565,41234
牟礼１丁目,1059,996,1031,2027
牟礼２丁目,1861,1758,1822,3580
牟礼３丁目,735,722,625,1347
牟礼４丁目,1449,1568,1624,3192
牟礼５丁目,1312,1346,1274,2620
牟礼６丁目,2305,2411,2413,4824
牟礼７丁目,813,874,861,1735
小計,9534,9675,9650,19325
井の頭１丁目,2574,2175,2355,4530
井の頭２丁目,1987,1555,1783,3338
井の頭３丁目,1195,1127,1182,2309
井の頭４丁目,1081,1048,1029,2077
井の頭５丁目,1678,1611,1635,3246
小計,8515,7516,7984,15500
中原１丁目,2006,1921,2012,3933
中原２丁目,1334,1415,1412,2827
中原３丁目,1437,1503,1548,3051
中原４丁目,1866,2031,2162,4193
小計,6643,6870,7134,14004
北野１丁目,706,793,845,1638
北野２丁目,915,990,971,1961
北野３丁目,990,1200,1143,2343
北野４丁目,1014,1055,1015,2070
小計,3625,4038,3974,8012
新川１丁目,891,878,903,1781
新川２丁目,644,715,717,1432
新川３丁目,901,955,917,1872
新川４丁目,1540,1643,1679,3322
新川５丁目,1246,1235,1283,2518
新川６丁目,2515,2394,2235,4629
小計,7737,7820,7734,15554
上連雀１丁目,1739,1602,1476,3078
上連雀２丁目,1298,1086,1135,2221
上連雀３丁目,887,821,759,1580
上連雀４丁目,1692,1580,1564,3144
上連雀５丁目,1440,1417,1350,2767
上連雀６丁目,1466,1440,1573,3013
上連雀７丁目,1394,1432,1517,2949
上連雀８丁目,1445,1604,1698,3302
上連雀９丁目,1500,1622,1632,3254
小計,12861,12604,12704,25308
井口１丁目,1613,1781,1597,3378
井口２丁目,1093,1224,1275,2499
井口３丁目,923,948,1039,1987
井口４丁目,1360,1457,1418,2875
井口５丁目,481,499,546,1045
小計,5470,5909,5875,11784
深大寺１丁目,766,819,785,1604
深大寺２丁目,1972,2129,1968,4097
深大寺３丁目,1023,1026,974,2000
小計,3761,3974,3727,7701
野崎１丁目,536,532,536,1068
野崎２丁目,1144,1270,1153,2423
野崎３丁目,913,990,959,1949
野崎４丁目,284,330,263,593
小計,2877,3122,2911,6033
大沢１丁目,1220,1407,1313,2720
大沢２丁目,889,970,924,1894
大沢３丁目,797,775,796,1571
大沢４丁目,1269,1351,1468,2819
大沢５丁目,843,1024,1041,2065
大沢６丁目,694,738,724,1462
小計,5712,6265,6266,12531
合計,87513,87462,89524,176986
