平成26年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
井口５丁目,461,449,526,975
小計,5471,5861,5967,11828
深大寺１丁目,802,842,836,1678
深大寺２丁目,2027,2168,1931,4099
深大寺３丁目,1040,1056,959,2015
小計,3869,4066,3726,7792
野崎１丁目,529,514,526,1040
野崎２丁目,1179,1262,1231,2493
野崎３丁目,915,1029,990,2019
野崎４丁目,298,335,256,591
小計,2921,3140,3003,6143
大沢１丁目,1303,1460,1401,2861
大沢２丁目,903,969,945,1914
大沢３丁目,1046,855,986,1841
大沢４丁目,1340,1441,1534,2975
大沢５丁目,853,1022,1033,2055
大沢６丁目,739,791,776,1567
小計,6184,6538,6675,13213
合計,89226,88422,91670,180092
平成26年２月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1537,1452,1535,2987
下連雀２丁目,1786,1680,1802,3482
下連雀３丁目,5532,4280,4926,9206
下連雀４丁目,3219,2914,3140,6054
下連雀５丁目,1750,1794,2187,3981
下連雀６丁目,2059,2043,2134,4177
下連雀７丁目,2294,2358,2581,4939
下連雀８丁目,1531,1751,1909,3660
下連雀９丁目,2005,2407,2578,4985
小計,21713,20679,22792,43471
牟礼１丁目,1074,1003,1044,2047
牟礼２丁目,1967,1867,1993,3860
牟礼３丁目,774,771,636,1407
牟礼４丁目,1496,1568,1693,3261
牟礼５丁目,1306,1342,1305,2647
牟礼６丁目,2171,2268,2298,4566
牟礼７丁目,844,921,865,1786
小計,9632,9740,9834,19574
井の頭１丁目,2539,2146,2378,4524
井の頭２丁目,2041,1576,1786,3362
井の頭３丁目,1206,1092,1212,2304
井の頭４丁目,1075,1014,1006,2020
井の頭５丁目,1646,1593,1577,3170
小計,8507,7421,7959,15380
中原１丁目,2031,1925,2041,3966
中原２丁目,1343,1402,1459,2861
中原３丁目,1458,1524,1609,3133
中原４丁目,1892,2027,2142,4169
小計,6724,6878,7251,14129
北野１丁目,645,731,762,1493
北野２丁目,915,996,1038,2034
北野３丁目,959,1161,1114,2275
北野４丁目,1052,1045,1039,2084
小計,3571,3933,3953,7886
新川１丁目,834,818,840,1658
新川２丁目,664,726,741,1467
新川３丁目,980,1051,962,2013
新川４丁目,1486,1535,1621,3156
新川５丁目,1311,1200,1326,2526
新川６丁目,2597,2404,2191,4595
小計,7872,7734,7681,15415
上連雀１丁目,1673,1501,1440,2941
上連雀２丁目,1301,1066,1138,2204
上連雀３丁目,902,816,797,1613
上連雀４丁目,1709,1602,1612,3214
上連雀５丁目,1416,1371,1339,2710
上連雀６丁目,1495,1451,1616,3067
上連雀７丁目,1357,1379,1487,2866
上連雀８丁目,1490,1659,1749,3408
上連雀９丁目,1508,1643,1672,3315
小計,12851,12488,12850,25338
井口１丁目,1634,1780,1649,3429
井口２丁目,1063,1192,1283,2475
井口３丁目,935,960,1069,2029
井口４丁目,1389,1485,1440,2925
井口５丁目,461,449,527,976
小計,5482,5866,5968,11834
深大寺１丁目,803,845,842,1687
深大寺２丁目,2033,2179,1929,4108
深大寺３丁目,1039,1054,958,2012
小計,3875,4078,3729,7807
野崎１丁目,530,513,528,1041
野崎２丁目,1177,1258,1232,2490
野崎３丁目,912,1026,992,2018
野崎４丁目,299,336,258,594
小計,2918,3133,3010,6143
大沢１丁目,1301,1461,1396,2857
大沢２丁目,908,967,949,1916
大沢３丁目,1052,856,992,1848
大沢４丁目,1336,1441,1526,2967
大沢５丁目,853,1022,1036,2058
大沢６丁目,737,787,774,1561
小計,6187,6534,6673,13207
合計,89332,88484,91700,180184
平成26年１月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1540,1453,1536,2989
下連雀２丁目,1777,1676,1793,3469
下連雀３丁目,5525,4270,4925,9195
下連雀４丁目,3220,2909,3135,6044
下連雀５丁目,1748,1796,2191,3987
下連雀６丁目,2064,2048,2139,4187
下連雀７丁目,2301,2363,2582,4945
下連雀８丁目,1533,1740,1910,3650
下連雀９丁目,2006,2401,2575,4976
小計,21714,20656,22786,43442
牟礼１丁目,1076,998,1049,2047
牟礼２丁目,1957,1862,1985,3847
牟礼３丁目,776,773,635,1408
牟礼４丁目,1509,1575,1706,3281
牟礼５丁目,1307,1349,1302,2651
牟礼６丁目,2177,2273,2305,4578
牟礼７丁目,842,921,862,1783
小計,9644,9751,9844,19595
井の頭１丁目,2540,2153,2370,4523
井の頭２丁目,2048,1582,1791,3373
井の頭３丁目,1201,1087,1210,2297
井の頭４丁目,1074,1014,1000,2014
井の頭５丁目,1637,1587,1575,3162
小計,8500,7423,7946,15369
中原１丁目,2027,1929,2035,3964
中原２丁目,1341,1401,1464,2865
中原３丁目,1462,1528,1611,3139
中原４丁目,1896,2028,2150,4178
小計,6726,6886,7260,14146
北野１丁目,648,733,766,1499
北野２丁目,909,989,1036,2025
北野３丁目,967,1163,1119,2282
北野４丁目,1061,1048,1044,2092
小計,3585,3933,3965,7898
新川１丁目,834,817,840,1657
新川２丁目,662,722,738,1460
新川３丁目,978,1048,960,2008
新川４丁目,1486,1536,1622,3158
新川５丁目,1310,1194,1326,2520
新川６丁目,2601,2408,2188,4596
小計,7871,7725,7674,15399
上連雀１丁目,1661,1489,1431,2920
上連雀２丁目,1300,1062,1140,2202
上連雀３丁目,902,814,797,1611
上連雀４丁目,1718,1612,1614,3226
上連雀５丁目,1417,1363,1340,2703
上連雀６丁目,1499,1449,1621,3070
上連雀７丁目,1353,1377,1485,2862
上連雀８丁目,1491,1663,1757,3420
上連雀９丁目,1515,1650,1676,3326
小計,12856,12479,12861,25340
井口１丁目,1623,1769,1644,3413
井口２丁目,1061,1195,1280,2475
井口３丁目,935,956,1064,2020
井口４丁目,1392,1489,1445,2934
井口５丁目,456,444,522,966
小計,5467,5853,5955,11808
深大寺１丁目,800,844,841,1685
深大寺２丁目,2041,2188,1936,4124
深大寺３丁目,1044,1056,959,2015
小計,3885,4088,3736,7824
野崎１丁目,529,514,524,1038
野崎２丁目,1182,1255,1234,2489
野崎３丁目,915,1026,988,2014
野崎４丁目,300,335,262,597
小計,2926,3130,3008,6138
大沢１丁目,1310,1472,1402,2874
大沢２丁目,908,969,950,1919
大沢３丁目,1057,860,988,1848
大沢４丁目,1338,1441,1535,2976
大沢５丁目,853,1022,1038,2060
大沢６丁目,741,785,773,1558
小計,6207,6549,6686,13235
合計,89381,88473,91721,180194
