平成28年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
上連雀６丁目,1509,1465,1624,3089
上連雀７丁目,1388,1386,1519,2905
上連雀８丁目,1572,1698,1834,3532
上連雀９丁目,1515,1630,1671,3301
小計,13127,12652,13037,25689
井口１丁目,1716,1879,1810,3689
井口２丁目,1054,1184,1265,2449
井口３丁目,942,973,1076,2049
井口４丁目,1424,1524,1510,3034
井口５丁目,466,465,514,979
小計,5602,6025,6175,12200
深大寺１丁目,793,831,837,1668
深大寺２丁目,2013,2120,1951,4071
深大寺３丁目,1069,1086,1001,2087
小計,3875,4037,3789,7826
野崎１丁目,548,512,552,1064
野崎２丁目,1190,1272,1244,2516
野崎３丁目,923,1025,1002,2027
野崎４丁目,286,334,261,595
小計,2947,3143,3059,6202
大沢１丁目,1309,1481,1417,2898
大沢２丁目,924,1005,966,1971
大沢３丁目,923,839,924,1763
大沢４丁目,1333,1439,1517,2956
大沢５丁目,856,1013,1034,2047
大沢６丁目,732,751,775,1526
小計,6077,6528,6633,13161
合計,90690,89629,93321,182950
平成28年２月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1525,1428,1500,2928
下連雀２丁目,1768,1696,1742,3438
下連雀３丁目,5825,4462,5191,9653
下連雀４丁目,3216,2893,3108,6001
下連雀５丁目,1786,1796,2204,4000
下連雀６丁目,2032,1966,2090,4056
下連雀７丁目,2277,2301,2562,4863
下連雀８丁目,1576,1804,1963,3767
下連雀９丁目,1975,2395,2554,4949
小計,21980,20741,22914,43655
牟礼１丁目,1062,964,1022,1986
牟礼２丁目,1971,1826,2010,3836
牟礼３丁目,841,856,752,1608
牟礼４丁目,1524,1610,1720,3330
牟礼５丁目,1339,1321,1345,2666
牟礼６丁目,2503,2706,2795,5501
牟礼７丁目,854,904,859,1763
小計,10094,10187,10503,20690
井の頭１丁目,2511,2139,2366,4505
井の頭２丁目,2090,1588,1852,3440
井の頭３丁目,1233,1100,1193,2293
井の頭４丁目,1076,1012,989,2001
井の頭５丁目,1691,1670,1637,3307
小計,8601,7509,8037,15546
中原１丁目,2105,2016,2156,4172
中原２丁目,1388,1456,1483,2939
中原３丁目,1462,1535,1598,3133
中原４丁目,1886,2009,2120,4129
小計,6841,7016,7357,14373
北野１丁目,618,697,732,1429
北野２丁目,918,1013,1007,2020
北野３丁目,907,1087,1024,2111
北野４丁目,1017,983,1024,2007
小計,3460,3780,3787,7567
新川１丁目,1014,1047,1076,2123
新川２丁目,686,745,766,1511
新川３丁目,1003,1074,1000,2074
新川４丁目,1565,1599,1712,3311
新川５丁目,1344,1223,1328,2551
新川６丁目,2512,2324,2107,4431
小計,8124,8012,7989,16001
上連雀１丁目,1751,1547,1479,3026
上連雀２丁目,1361,1140,1205,2345
上連雀３丁目,912,796,798,1594
上連雀４丁目,1696,1612,1574,3186
上連雀５丁目,1415,1373,1338,2711
上連雀６丁目,1509,1463,1618,3081
上連雀７丁目,1370,1369,1512,2881
上連雀８丁目,1571,1695,1831,3526
上連雀９丁目,1515,1628,1669,3297
小計,13100,12623,13024,25647
井口１丁目,1705,1876,1803,3679
井口２丁目,1056,1186,1269,2455
井口３丁目,944,971,1078,2049
井口４丁目,1425,1530,1517,3047
井口５丁目,464,462,511,973
小計,5594,6025,6178,12203
深大寺１丁目,795,832,838,1670
深大寺２丁目,2015,2132,1961,4093
深大寺３丁目,1070,1091,1001,2092
小計,3880,4055,3800,7855
野崎１丁目,550,517,554,1071
野崎２丁目,1186,1263,1235,2498
野崎３丁目,925,1027,1005,2032
野崎４丁目,288,333,261,594
小計,2949,3140,3055,6195
大沢１丁目,1310,1483,1418,2901
大沢２丁目,926,1011,967,1978
大沢３丁目,928,834,924,1758
大沢４丁目,1335,1436,1519,2955
大沢５丁目,853,1010,1030,2040
大沢６丁目,735,757,775,1532
小計,6087,6531,6633,13164
合計,90710,89619,93277,182896
平成28年１月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1523,1430,1502,2932
下連雀２丁目,1774,1701,1754,3455
下連雀３丁目,5827,4462,5195,9657
下連雀４丁目,3215,2889,3110,5999
下連雀５丁目,1787,1795,2199,3994
下連雀６丁目,2036,1975,2088,4063
下連雀７丁目,2282,2314,2569,4883
下連雀８丁目,1572,1797,1959,3756
下連雀９丁目,1971,2390,2550,4940
小計,21987,20753,22926,43679
牟礼１丁目,1066,966,1031,1997
牟礼２丁目,1965,1820,2007,3827
牟礼３丁目,831,846,729,1575
牟礼４丁目,1519,1606,1718,3324
牟礼５丁目,1344,1323,1346,2669
牟礼６丁目,2501,2705,2795,5500
牟礼７丁目,846,893,854,1747
小計,10072,10159,10480,20639
井の頭１丁目,2517,2137,2372,4509
井の頭２丁目,2092,1592,1851,3443
井の頭３丁目,1227,1093,1188,2281
井の頭４丁目,1069,1001,987,1988
井の頭５丁目,1690,1670,1632,3302
小計,8595,7493,8030,15523
中原１丁目,2100,2013,2153,4166
中原２丁目,1392,1461,1482,2943
中原３丁目,1455,1534,1593,3127
中原４丁目,1885,2003,2123,4126
小計,6832,7011,7351,14362
北野１丁目,612,692,726,1418
北野２丁目,922,1009,1013,2022
北野３丁目,915,1091,1033,2124
北野４丁目,1024,990,1029,2019
小計,3473,3782,3801,7583
新川１丁目,1016,1050,1076,2126
新川２丁目,685,742,766,1508
新川３丁目,1005,1077,999,2076
新川４丁目,1567,1600,1715,3315
新川５丁目,1343,1222,1323,2545
新川６丁目,2528,2332,2124,4456
小計,8144,8023,8003,16026
上連雀１丁目,1754,1544,1480,3024
上連雀２丁目,1365,1141,1207,2348
上連雀３丁目,914,799,796,1595
上連雀４丁目,1707,1620,1581,3201
上連雀５丁目,1415,1367,1338,2705
上連雀６丁目,1505,1471,1616,3087
上連雀７丁目,1378,1374,1516,2890
上連雀８丁目,1566,1689,1825,3514
上連雀９丁目,1507,1618,1665,3283
小計,13111,12623,13024,25647
井口１丁目,1711,1882,1805,3687
井口２丁目,1058,1188,1268,2456
井口３丁目,950,985,1088,2073
井口４丁目,1418,1522,1509,3031
井口５丁目,463,460,512,972
小計,5600,6037,6182,12219
深大寺１丁目,799,836,839,1675
深大寺２丁目,2023,2142,1965,4107
深大寺３丁目,1064,1081,995,2076
小計,3886,4059,3799,7858
野崎１丁目,545,516,549,1065
野崎２丁目,1190,1261,1240,2501
野崎３丁目,927,1029,1005,2034
野崎４丁目,286,330,259,589
小計,2948,3136,3053,6189
大沢１丁目,1315,1483,1425,2908
大沢２丁目,930,1015,969,1984
大沢３丁目,919,827,919,1746
大沢４丁目,1341,1439,1525,2964
大沢５丁目,851,1009,1028,2037
大沢６丁目,738,759,774,1533
小計,6094,6532,6640,13172
合計,90742,89608,93289,182897
