平成25年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
野崎１丁目,524,510,516,1026
野崎２丁目,1181,1252,1237,2489
野崎３丁目,913,1028,983,2011
野崎４丁目,300,336,262,598
小計,2918,3126,2998,6124
大沢１丁目,1315,1480,1403,2883
大沢２丁目,906,970,944,1914
大沢３丁目,1076,870,1003,1873
大沢４丁目,1335,1443,1535,2978
大沢５丁目,855,1025,1032,2057
大沢６丁目,741,785,772,1557
小計,6228,6573,6689,13262
合計,89534,88581,91804,180385
平成25年11月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1558,1471,1552,3023
下連雀２丁目,1784,1679,1799,3478
下連雀３丁目,5560,4278,4957,9235
下連雀４丁目,3221,2905,3132,6037
下連雀５丁目,1748,1796,2188,3984
下連雀６丁目,2069,2046,2148,4194
下連雀７丁目,2316,2371,2601,4972
下連雀８丁目,1523,1723,1889,3612
下連雀９丁目,2004,2386,2563,4949
小計,21783,20655,22829,43484
牟礼１丁目,1087,1002,1056,2058
牟礼２丁目,1944,1839,1963,3802
牟礼３丁目,787,786,634,1420
牟礼４丁目,1493,1569,1702,3271
牟礼５丁目,1321,1353,1309,2662
牟礼６丁目,2199,2293,2315,4608
牟礼７丁目,858,939,874,1813
小計,9689,9781,9853,19634
井の頭１丁目,2566,2169,2393,4562
井の頭２丁目,2060,1583,1802,3385
井の頭３丁目,1213,1096,1215,2311
井の頭４丁目,1080,1022,1014,2036
井の頭５丁目,1640,1583,1569,3152
小計,8559,7453,7993,15446
中原１丁目,2022,1920,2038,3958
中原２丁目,1344,1400,1466,2866
中原３丁目,1465,1532,1600,3132
中原４丁目,1892,2015,2151,4166
小計,6723,6867,7255,14122
北野１丁目,648,732,772,1504
北野２丁目,903,987,1027,2014
北野３丁目,969,1168,1120,2288
北野４丁目,1067,1060,1058,2118
小計,3587,3947,3977,7924
新川１丁目,838,826,849,1675
新川２丁目,657,720,732,1452
新川３丁目,972,1043,939,1982
新川４丁目,1481,1534,1613,3147
新川５丁目,1316,1203,1330,2533
新川６丁目,2625,2438,2196,4634
小計,7889,7764,7659,15423
上連雀１丁目,1680,1498,1438,2936
上連雀２丁目,1291,1058,1133,2191
上連雀３丁目,899,816,795,1611
上連雀４丁目,1706,1600,1606,3206
上連雀５丁目,1413,1369,1325,2694
上連雀６丁目,1509,1464,1637,3101
上連雀７丁目,1359,1382,1497,2879
上連雀８丁目,1489,1659,1756,3415
上連雀９丁目,1518,1639,1678,3317
小計,12864,12485,12865,25350
井口１丁目,1610,1760,1628,3388
井口２丁目,1074,1210,1287,2497
井口３丁目,924,941,1061,2002
井口４丁目,1392,1494,1443,2937
井口５丁目,459,447,524,971
小計,5459,5852,5943,11795
深大寺１丁目,794,840,837,1677
深大寺２丁目,2051,2196,1945,4141
深大寺３丁目,1051,1065,959,2024
小計,3896,4101,3741,7842
野崎１丁目,522,507,515,1022
野崎２丁目,1182,1255,1240,2495
野崎３丁目,911,1026,981,2007
野崎４丁目,301,334,264,598
小計,2916,3122,3000,6122
大沢１丁目,1315,1479,1403,2882
大沢２丁目,902,970,939,1909
大沢３丁目,1112,880,1031,1911
大沢４丁目,1338,1442,1533,2975
大沢５丁目,854,1028,1031,2059
大沢６丁目,737,782,779,1561
小計,6258,6581,6716,13297
合計,89623,88608,91831,180439
平成25年10月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1565,1479,1560,3039
下連雀２丁目,1796,1692,1799,3491
下連雀３丁目,5566,4274,4963,9237
下連雀４丁目,3214,2904,3132,6036
下連雀５丁目,1744,1799,2188,3987
下連雀６丁目,2064,2044,2157,4201
下連雀７丁目,2314,2364,2596,4960
下連雀８丁目,1514,1712,1873,3585
下連雀９丁目,1997,2385,2553,4938
小計,21774,20653,22821,43474
牟礼１丁目,1089,1007,1054,2061
牟礼２丁目,1950,1838,1975,3813
牟礼３丁目,789,791,630,1421
牟礼４丁目,1490,1564,1694,3258
牟礼５丁目,1319,1350,1294,2644
牟礼６丁目,2206,2303,2318,4621
牟礼７丁目,857,934,878,1812
小計,9700,9787,9843,19630
井の頭１丁目,2559,2163,2390,4553
井の頭２丁目,2053,1579,1800,3379
井の頭３丁目,1213,1094,1211,2305
井の頭４丁目,1083,1024,1015,2039
井の頭５丁目,1640,1581,1569,3150
小計,8548,7441,7985,15426
中原１丁目,2016,1915,2039,3954
中原２丁目,1338,1397,1461,2858
中原３丁目,1454,1521,1594,3115
中原４丁目,1900,2015,2156,4171
小計,6708,6848,7250,14098
北野１丁目,651,734,774,1508
北野２丁目,913,987,1031,2018
北野３丁目,975,1173,1132,2305
北野４丁目,1063,1057,1059,2116
小計,3602,3951,3996,7947
新川１丁目,838,825,853,1678
新川２丁目,659,718,737,1455
新川３丁目,966,1043,930,1973
新川４丁目,1481,1535,1614,3149
新川５丁目,1316,1212,1331,2543
新川６丁目,2609,2431,2191,4622
小計,7869,7764,7656,15420
上連雀１丁目,1682,1496,1433,2929
上連雀２丁目,1281,1051,1131,2182
上連雀３丁目,903,821,795,1616
上連雀４丁目,1708,1602,1603,3205
上連雀５丁目,1411,1377,1322,2699
上連雀６丁目,1512,1465,1642,3107
上連雀７丁目,1368,1388,1503,2891
上連雀８丁目,1469,1628,1725,3353
上連雀９丁目,1523,1648,1683,3331
小計,12857,12476,12837,25313
井口１丁目,1614,1763,1633,3396
井口２丁目,1080,1209,1286,2495
井口３丁目,921,943,1060,2003
井口４丁目,1393,1495,1445,2940
井口５丁目,465,453,529,982
小計,5473,5863,5953,11816
深大寺１丁目,797,846,834,1680
深大寺２丁目,2056,2197,1944,4141
深大寺３丁目,1053,1061,964,2025
小計,3906,4104,3742,7846
野崎１丁目,515,503,510,1013
野崎２丁目,1183,1257,1240,2497
野崎３丁目,913,1029,982,2011
野崎４丁目,306,339,262,601
小計,2917,3128,2994,6122
大沢１丁目,1311,1476,1403,2879
大沢２丁目,898,963,935,1898
大沢３丁目,1117,881,1034,1915
大沢４丁目,1335,1436,1526,2962
大沢５丁目,855,1032,1036,2068
大沢６丁目,740,782,776,1558
小計,6256,6570,6710,13280
合計,89610,88585,91787,180372
平成25年９月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1572,1483,1575,3058
下連雀２丁目,1800,1691,1807,3498
下連雀３丁目,5571,4259,4971,9230
下連雀４丁目,3196,2888,3123,6011
下連雀５丁目,1735,1799,2184,3983
下連雀６丁目,2056,2040,2143,4183
下連雀７丁目,2312,2363,2595,4958
下連雀８丁目,1508,1704,1869,3573
下連雀９丁目,1989,2378,2547,4925
小計,21739,20605,22814,43419
牟礼１丁目,1084,997,1054,2051
牟礼２丁目,1951,1835,1970,3805
牟礼３丁目,793,797,630,1427
牟礼４丁目,1489,1562,1699,3261
牟礼５丁目,1317,1347,1298,2645
牟礼６丁目,2217,2312,2324,4636
牟礼７丁目,854,931,877,1808
小計,9705,9781,9852,19633
井の頭１丁目,2571,2173,2396,4569
井の頭２丁目,2044,1571,1792,3363
井の頭３丁目,1202,1088,1200,2288
井の頭４丁目,1087,1031,1022,2053
井の頭５丁目,1635,1576,1568,3144
小計,8539,7439,7978,15417
中原１丁目,2012,1916,2036,3952
中原２丁目,1331,1392,1456,2848
中原３丁目,1462,1524,1596,3120
中原４丁目,1907,2032,2165,4197
小計,6712,6864,7253,14117
北野１丁目,653,740,775,1515
北野２丁目,920,982,1036,2018
北野３丁目,976,1171,1132,2303
北野４丁目,1052,1054,1054,2108
小計,3601,3947,3997,7944
新川１丁目,843,827,861,1688
新川２丁目,660,718,742,1460
新川３丁目,962,1041,930,1971
新川４丁目,1485,1536,1618,3154
新川５丁目,1311,1217,1332,2549
新川６丁目,2621,2437,2200,4637
小計,7882,7776,7683,15459
上連雀１丁目,1681,1490,1429,2919
上連雀２丁目,1281,1054,1133,2187
上連雀３丁目,901,819,791,1610
上連雀４丁目,1696,1589,1601,3190
上連雀５丁目,1416,1373,1325,2698
上連雀６丁目,1500,1450,1633,3083
上連雀７丁目,1371,1390,1503,2893
上連雀８丁目,1446,1604,1700,3304
上連雀９丁目,1516,1645,1682,3327
小計,12808,12414,12797,25211
井口１丁目,1621,1766,1633,3399
井口２丁目,1082,1210,1285,2495
井口３丁目,925,949,1064,2013
井口４丁目,1390,1485,1447,2932
井口５丁目,468,455,532,987
小計,5486,5865,5961,11826
深大寺１丁目,793,846,835,1681
深大寺２丁目,2060,2207,1948,4155
深大寺３丁目,1052,1057,969,2026
小計,3905,4110,3752,7862
野崎１丁目,512,503,510,1013
野崎２丁目,1181,1256,1238,2494
野崎３丁目,913,1027,981,2008
野崎４丁目,305,339,265,604
小計,2911,3125,2994,6119
大沢１丁目,1303,1469,1399,2868
大沢２丁目,891,959,933,1892
大沢３丁目,1068,867,1001,1868
大沢４丁目,1337,1435,1532,2967
大沢５丁目,855,1031,1033,2064
大沢６丁目,738,780,782,1562
小計,6192,6541,6680,13221
合計,89480,88467,91761,180228
平成25年８月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1568,1485,1570,3055
下連雀２丁目,1801,1685,1807,3492
下連雀３丁目,5609,4270,5000,9270
下連雀４丁目,3185,2890,3118,6008
下連雀５丁目,1723,1792,2177,3969
下連雀６丁目,2058,2040,2147,4187
下連雀７丁目,2302,2357,2587,4944
下連雀８丁目,1495,1688,1854,3542
下連雀９丁目,1987,2386,2546,4932
小計,21728,20593,22806,43399
牟礼１丁目,1074,994,1053,2047
牟礼２丁目,1950,1833,1966,3799
牟礼３丁目,795,801,635,1436
牟礼４丁目,1498,1576,1709,3285
牟礼５丁目,1314,1341,1296,2637
牟礼６丁目,2222,2315,2325,4640
牟礼７丁目,856,932,882,1814
小計,9709,9792,9866,19658
井の頭１丁目,2571,2180,2383,4563
井の頭２丁目,2045,1570,1795,3365
井の頭３丁目,1199,1086,1199,2285
井の頭４丁目,1097,1038,1025,2063
井の頭５丁目,1627,1572,1563,3135
小計,8539,7446,7965,15411
中原１丁目,2015,1921,2037,3958
中原２丁目,1342,1397,1463,2860
中原３丁目,1463,1523,1598,3121
中原４丁目,1904,2029,2170,4199
小計,6724,6870,7268,14138
北野１丁目,650,739,774,1513
北野２丁目,911,976,1022,1998
北野３丁目,973,1173,1136,2309
北野４丁目,1053,1055,1058,2113
小計,3587,3943,3990,7933
新川１丁目,847,836,864,1700
新川２丁目,656,714,742,1456
新川３丁目,960,1043,935,1978
新川４丁目,1484,1536,1617,3153
新川５丁目,1305,1215,1328,2543
新川６丁目,2637,2443,2212,4655
小計,7889,7787,7698,15485
上連雀１丁目,1687,1502,1427,2929
上連雀２丁目,1278,1053,1134,2187
上連雀３丁目,894,813,785,1598
上連雀４丁目,1700,1592,1603,3195
上連雀５丁目,1420,1371,1327,2698
上連雀６丁目,1499,1449,1632,3081
上連雀７丁目,1367,1389,1496,2885
上連雀８丁目,1448,1605,1701,3306
上連雀９丁目,1514,1647,1682,3329
小計,12807,12421,12787,25208
井口１丁目,1632,1779,1641,3420
井口２丁目,1079,1211,1281,2492
井口３丁目,927,951,1062,2013
井口４丁目,1378,1475,1437,2912
井口５丁目,472,459,537,996
小計,5488,5875,5958,11833
深大寺１丁目,791,849,834,1683
深大寺２丁目,2056,2201,1949,4150
深大寺３丁目,1047,1060,961,2021
小計,3894,4110,3744,7854
野崎１丁目,512,507,508,1015
野崎２丁目,1184,1255,1237,2492
野崎３丁目,919,1028,986,2014
野崎４丁目,314,348,266,614
小計,2929,3138,2997,6135
大沢１丁目,1308,1467,1405,2872
大沢２丁目,883,955,923,1878
大沢３丁目,1053,862,987,1849
大沢４丁目,1336,1431,1529,2960
大沢５丁目,855,1029,1030,2059
大沢６丁目,735,775,782,1557
小計,6170,6519,6656,13175
合計,89464,88494,91735,180229
平成25年７月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1570,1487,1575,3062
下連雀２丁目,1798,1690,1805,3495
下連雀３丁目,5636,4305,5018,9323
下連雀４丁目,3182,2894,3105,5999
下連雀５丁目,1726,1795,2179,3974
下連雀６丁目,2064,2037,2150,4187
下連雀７丁目,2313,2367,2603,4970
下連雀８丁目,1416,1580,1739,3319
下連雀９丁目,1993,2390,2546,4936
小計,21698,20545,22720,43265
牟礼１丁目,1069,994,1049,2043
牟礼２丁目,1952,1826,1965,3791
牟礼３丁目,797,799,634,1433
牟礼４丁目,1499,1574,1708,3282
牟礼５丁目,1315,1346,1298,2644
牟礼６丁目,2234,2329,2329,4658
牟礼７丁目,863,929,880,1809
小計,9729,9797,9863,19660
井の頭１丁目,2555,2167,2381,4548
井の頭２丁目,2052,1586,1792,3378
井の頭３丁目,1199,1089,1194,2283
井の頭４丁目,1097,1040,1029,2069
井の頭５丁目,1632,1581,1573,3154
小計,8535,7463,7969,15432
中原１丁目,2022,1933,2040,3973
中原２丁目,1342,1395,1461,2856
中原３丁目,1460,1522,1596,3118
中原４丁目,1904,2036,2165,4201
小計,6728,6886,7262,14148
北野１丁目,653,742,781,1523
北野２丁目,906,967,1012,1979
北野３丁目,971,1176,1139,2315
北野４丁目,1044,1045,1053,2098
小計,3574,3930,3985,7915
新川１丁目,846,833,860,1693
新川２丁目,670,725,756,1481
新川３丁目,966,1036,943,1979
新川４丁目,1492,1544,1625,3169
新川５丁目,1304,1210,1332,2542
新川６丁目,2667,2466,2241,4707
小計,7945,7814,7757,15571
上連雀１丁目,1684,1500,1430,2930
上連雀２丁目,1283,1059,1139,2198
上連雀３丁目,863,787,749,1536
上連雀４丁目,1704,1600,1605,3205
上連雀５丁目,1416,1363,1327,2690
上連雀６丁目,1505,1450,1634,3084
上連雀７丁目,1366,1388,1498,2886
上連雀８丁目,1454,1616,1710,3326
上連雀９丁目,1514,1652,1684,3336
小計,12789,12415,12776,25191
井口１丁目,1644,1788,1649,3437
井口２丁目,1085,1214,1288,2502
井口３丁目,934,952,1071,2023
井口４丁目,1379,1478,1442,2920
井口５丁目,471,462,536,998
小計,5513,5894,5986,11880
深大寺１丁目,792,847,835,1682
深大寺２丁目,2056,2199,1947,4146
深大寺３丁目,1047,1062,969,2031
小計,3895,4108,3751,7859
野崎１丁目,509,503,509,1012
野崎２丁目,1187,1257,1238,2495
野崎３丁目,918,1026,987,2013
野崎４丁目,313,349,264,613
小計,2927,3135,2998,6133
大沢１丁目,1301,1466,1402,2868
大沢２丁目,880,946,921,1867
大沢３丁目,1076,873,1005,1878
大沢４丁目,1327,1419,1517,2936
大沢５丁目,856,1025,1031,2056
大沢６丁目,740,780,784,1564
小計,6180,6509,6660,13169
合計,89513,88496,91727,180223
平成25年６月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1576,1491,1574,3065
下連雀２丁目,1791,1686,1798,3484
下連雀３丁目,5654,4335,5022,9357
下連雀４丁目,3177,2895,3088,5983
下連雀５丁目,1731,1799,2181,3980
下連雀６丁目,2065,2045,2144,4189
下連雀７丁目,2312,2376,2604,4980
下連雀８丁目,1417,1584,1739,3323
下連雀９丁目,1986,2378,2542,4920
小計,21709,20589,22692,43281
牟礼１丁目,1075,992,1056,2048
牟礼２丁目,1947,1822,1958,3780
牟礼３丁目,807,806,638,1444
牟礼４丁目,1497,1579,1711,3290
牟礼５丁目,1317,1348,1297,2645
牟礼６丁目,2251,2342,2348,4690
牟礼７丁目,864,929,874,1803
小計,9758,9818,9882,19700
井の頭１丁目,2555,2162,2372,4534
井の頭２丁目,2055,1583,1797,3380
井の頭３丁目,1198,1096,1191,2287
井の頭４丁目,1088,1031,1023,2054
井の頭５丁目,1633,1576,1576,3152
小計,8529,7448,7959,15407
中原１丁目,2023,1935,2037,3972
中原２丁目,1335,1390,1457,2847
中原３丁目,1455,1513,1599,3112
中原４丁目,1903,2031,2165,4196
小計,6716,6869,7258,14127
北野１丁目,660,747,789,1536
北野２丁目,910,968,1015,1983
北野３丁目,973,1186,1145,2331
北野４丁目,1046,1051,1052,2103
小計,3589,3952,4001,7953
新川１丁目,842,827,847,1674
新川２丁目,677,727,760,1487
新川３丁目,959,1034,932,1966
新川４丁目,1500,1553,1630,3183
新川５丁目,1312,1215,1340,2555
新川６丁目,2667,2466,2245,4711
小計,7957,7822,7754,15576
上連雀１丁目,1684,1498,1428,2926
上連雀２丁目,1280,1062,1141,2203
上連雀３丁目,861,780,749,1529
上連雀４丁目,1712,1605,1612,3217
上連雀５丁目,1420,1365,1334,2699
上連雀６丁目,1507,1451,1633,3084
上連雀７丁目,1351,1377,1480,2857
上連雀８丁目,1457,1612,1718,3330
上連雀９丁目,1508,1643,1680,3323
小計,12780,12393,12775,25168
井口１丁目,1651,1788,1651,3439
井口２丁目,1085,1213,1287,2500
井口３丁目,933,954,1067,2021
井口４丁目,1389,1485,1448,2933
井口５丁目,470,462,533,995
小計,5528,5902,5986,11888
深大寺１丁目,791,844,835,1679
深大寺２丁目,2060,2199,1943,4142
深大寺３丁目,1047,1063,969,2032
小計,3898,4106,3747,7853
野崎１丁目,510,504,507,1011
野崎２丁目,1178,1256,1240,2496
野崎３丁目,926,1030,991,2021
野崎４丁目,312,348,264,612
小計,2926,3138,3002,6140
大沢１丁目,1294,1456,1394,2850
大沢２丁目,880,945,926,1871
大沢３丁目,1116,897,1025,1922
大沢４丁目,1316,1399,1508,2907
大沢５丁目,854,1025,1030,2055
大沢６丁目,742,781,784,1565
小計,6202,6503,6667,13170
合計,89592,88540,91723,180263
平成25年５月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1584,1493,1581,3074
下連雀２丁目,1789,1685,1796,3481
下連雀３丁目,5635,4319,5002,9321
下連雀４丁目,3183,2903,3091,5994
下連雀５丁目,1727,1798,2184,3982
下連雀６丁目,2071,2048,2151,4199
下連雀７丁目,2318,2384,2608,4992
下連雀８丁目,1418,1587,1734,3321
下連雀９丁目,1981,2369,2533,4902
小計,21706,20586,22680,43266
牟礼１丁目,1078,994,1064,2058
牟礼２丁目,1950,1827,1954,3781
牟礼３丁目,800,800,634,1434
牟礼４丁目,1495,1584,1707,3291
牟礼５丁目,1308,1337,1291,2628
牟礼６丁目,2266,2358,2363,4721
牟礼７丁目,859,919,872,1791
小計,9756,9819,9885,19704
井の頭１丁目,2556,2165,2368,4533
井の頭２丁目,2061,1584,1790,3374
井の頭３丁目,1199,1095,1196,2291
井の頭４丁目,1091,1033,1026,2059
井の頭５丁目,1632,1570,1581,3151
小計,8539,7447,7961,15408
中原１丁目,2019,1935,2031,3966
中原２丁目,1332,1388,1449,2837
中原３丁目,1451,1510,1591,3101
中原４丁目,1905,2026,2173,4199
小計,6707,6859,7244,14103
北野１丁目,662,748,790,1538
北野２丁目,919,972,1021,1993
北野３丁目,976,1192,1144,2336
北野４丁目,1045,1050,1048,2098
小計,3602,3962,4003,7965
新川１丁目,838,822,846,1668
新川２丁目,676,729,762,1491
新川３丁目,952,1029,926,1955
新川４丁目,1509,1564,1641,3205
新川５丁目,1306,1215,1332,2547
新川６丁目,2679,2468,2266,4734
小計,7960,7827,7773,15600
上連雀１丁目,1686,1500,1433,2933
上連雀２丁目,1278,1066,1137,2203
上連雀３丁目,858,780,750,1530
上連雀４丁目,1716,1610,1614,3224
上連雀５丁目,1421,1362,1327,2689
上連雀６丁目,1498,1443,1626,3069
上連雀７丁目,1353,1376,1477,2853
上連雀８丁目,1461,1612,1720,3332
上連雀９丁目,1507,1645,1676,3321
小計,12778,12394,12760,25154
井口１丁目,1645,1779,1648,3427
井口２丁目,1094,1220,1295,2515
井口３丁目,939,960,1072,2032
井口４丁目,1392,1491,1451,2942
井口５丁目,471,462,534,996
小計,5541,5912,6000,11912
深大寺１丁目,795,845,840,1685
深大寺２丁目,2063,2203,1947,4150
深大寺３丁目,1056,1074,977,2051
小計,3914,4122,3764,7886
野崎１丁目,508,503,503,1006
野崎２丁目,1180,1260,1242,2502
野崎３丁目,930,1029,993,2022
野崎４丁目,310,348,266,614
小計,2928,3140,3004,6144
大沢１丁目,1290,1460,1386,2846
大沢２丁目,877,943,921,1864
大沢３丁目,1118,898,1025,1923
大沢４丁目,1314,1392,1504,2896
大沢５丁目,851,1021,1028,2049
大沢６丁目,746,785,787,1572
小計,6196,6499,6651,13150
合計,89627,88567,91725,180292
平成25年４月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1579,1492,1576,3068
下連雀２丁目,1785,1688,1798,3486
下連雀３丁目,5600,4310,4969,9279
下連雀４丁目,3201,2921,3106,6027
下連雀５丁目,1725,1804,2182,3986
下連雀６丁目,2073,2055,2147,4202
下連雀７丁目,2321,2391,2617,5008
下連雀８丁目,1427,1597,1740,3337
下連雀９丁目,1925,2294,2462,4756
小計,21636,20552,22597,43149
牟礼１丁目,1078,1002,1064,2066
牟礼２丁目,1948,1833,1956,3789
牟礼３丁目,780,786,623,1409
牟礼４丁目,1484,1579,1709,3288
牟礼５丁目,1301,1338,1286,2624
牟礼６丁目,2262,2359,2358,4717
牟礼７丁目,848,911,870,1781
小計,9701,9808,9866,19674
井の頭１丁目,2541,2139,2357,4496
井の頭２丁目,2048,1581,1784,3365
井の頭３丁目,1196,1093,1194,2287
井の頭４丁目,1084,1026,1019,2045
井の頭５丁目,1625,1561,1587,3148
小計,8494,7400,7941,15341
中原１丁目,2017,1941,2038,3979
中原２丁目,1330,1388,1452,2840
中原３丁目,1453,1520,1596,3116
中原４丁目,1899,2025,2174,4199
小計,6699,6874,7260,14134
北野１丁目,667,747,802,1549
北野２丁目,928,985,1025,2010
北野３丁目,979,1199,1146,2345
北野４丁目,1036,1047,1040,2087
小計,3610,3978,4013,7991
新川１丁目,831,819,844,1663
新川２丁目,673,729,762,1491
新川３丁目,936,1016,920,1936
新川４丁目,1504,1556,1634,3190
新川５丁目,1292,1212,1326,2538
新川６丁目,2615,2424,2255,4679
小計,7851,7756,7741,15497
上連雀１丁目,1687,1498,1435,2933
上連雀２丁目,1283,1067,1136,2203
上連雀３丁目,863,786,750,1536
上連雀４丁目,1717,1613,1619,3232
上連雀５丁目,1416,1359,1326,2685
上連雀６丁目,1493,1445,1630,3075
上連雀７丁目,1353,1376,1478,2854
上連雀８丁目,1473,1631,1729,3360
上連雀９丁目,1503,1650,1663,3313
小計,12788,12425,12766,25191
井口１丁目,1632,1774,1639,3413
井口２丁目,1094,1219,1294,2513
井口３丁目,934,962,1073,2035
井口４丁目,1388,1482,1451,2933
井口５丁目,469,459,532,991
小計,5517,5896,5989,11885
深大寺１丁目,794,844,837,1681
深大寺２丁目,2018,2168,1940,4108
深大寺３丁目,1049,1072,972,2044
小計,3861,4084,3749,7833
野崎１丁目,513,507,506,1013
野崎２丁目,1174,1266,1238,2504
野崎３丁目,938,1037,988,2025
野崎４丁目,306,343,261,604
小計,2931,3153,2993,6146
大沢１丁目,1289,1465,1391,2856
大沢２丁目,882,949,924,1873
大沢３丁目,1087,900,990,1890
大沢４丁目,1311,1384,1496,2880
大沢５丁目,848,1022,1030,2052
大沢６丁目,731,774,772,1546
小計,6148,6494,6603,13097
合計,89236,88420,91518,179938
平成25年３月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1580,1495,1574,3069
下連雀２丁目,1781,1685,1787,3472
下連雀３丁目,5569,4303,4960,9263
下連雀４丁目,3199,2929,3079,6008
下連雀５丁目,1728,1804,2179,3983
下連雀６丁目,2066,2054,2145,4199
下連雀７丁目,2336,2417,2636,5053
下連雀８丁目,1427,1593,1747,3340
下連雀９丁目,1913,2283,2440,4723
小計,21599,20563,22547,43110
牟礼１丁目,1069,996,1055,2051
牟礼２丁目,1933,1828,1948,3776
牟礼３丁目,763,775,617,1392
牟礼４丁目,1492,1582,1716,3298
牟礼５丁目,1305,1337,1301,2638
牟礼６丁目,2233,2345,2364,4709
牟礼７丁目,830,891,860,1751
小計,9625,9754,9861,19615
井の頭１丁目,2563,2156,2370,4526
井の頭２丁目,2039,1567,1784,3351
井の頭３丁目,1190,1093,1187,2280
井の頭４丁目,1092,1034,1024,2058
井の頭５丁目,1620,1536,1580,3116
小計,8504,7386,7945,15331
中原１丁目,2011,1938,2031,3969
中原２丁目,1334,1383,1459,2842
中原３丁目,1449,1517,1600,3117
中原４丁目,1891,2028,2167,4195
小計,6685,6866,7257,14123
北野１丁目,678,752,812,1564
北野２丁目,929,989,1033,2022
北野３丁目,978,1193,1145,2338
北野４丁目,1022,1045,1021,2066
小計,3607,3979,4011,7990
新川１丁目,841,838,851,1689
新川２丁目,677,733,767,1500
新川３丁目,914,991,906,1897
新川４丁目,1500,1553,1643,3196
新川５丁目,1318,1241,1341,2582
新川６丁目,2672,2496,2238,4734
小計,7922,7852,7746,15598
上連雀１丁目,1652,1478,1423,2901
上連雀２丁目,1266,1051,1124,2175
上連雀３丁目,859,785,746,1531
上連雀４丁目,1710,1611,1619,3230
上連雀５丁目,1420,1366,1329,2695
上連雀６丁目,1484,1448,1617,3065
上連雀７丁目,1358,1384,1487,2871
上連雀８丁目,1474,1634,1726,3360
上連雀９丁目,1497,1646,1666,3312
小計,12720,12403,12737,25140
井口１丁目,1626,1779,1634,3413
井口２丁目,1087,1218,1288,2506
井口３丁目,932,960,1065,2025
井口４丁目,1386,1486,1454,2940
