平成24年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1572,1493,1573,3066
下連雀２丁目,1781,1673,1789,3462
下連雀３丁目,5575,4284,4973,9257
下連雀４丁目,3240,2968,3093,6061
下連雀５丁目,1719,1803,2177,3980
下連雀６丁目,2062,2053,2144,4197
下連雀７丁目,2340,2429,2651,5080
下連雀８丁目,1424,1595,1746,3341
下連雀９丁目,1913,2290,2439,4729
小計,21626,20588,22585,43173
牟礼１丁目,1060,990,1049,2039
牟礼２丁目,1952,1853,1971,3824
牟礼３丁目,759,762,623,1385
牟礼４丁目,1494,1571,1714,3285
牟礼５丁目,1302,1331,1299,2630
牟礼６丁目,2242,2369,2349,4718
牟礼７丁目,809,870,839,1709
小計,9618,9746,9844,19590
井の頭１丁目,2589,2171,2382,4553
井の頭２丁目,2042,1570,1794,3364
井の頭３丁目,1189,1097,1183,2280
井の頭４丁目,1102,1047,1031,2078
井の頭５丁目,1644,1546,1602,3148
小計,8566,7431,7992,15423
中原１丁目,2008,1935,2022,3957
中原２丁目,1347,1399,1458,2857
中原３丁目,1454,1510,1588,3098
中原４丁目,1893,2035,2166,4201
小計,6702,6879,7234,14113
北野１丁目,683,755,819,1574
北野２丁目,924,976,1022,1998
北野３丁目,991,1203,1160,2363
北野４丁目,1019,1040,1019,2059
小計,3617,3974,4020,7994
新川１丁目,848,846,856,1702
新川２丁目,680,737,768,1505
新川３丁目,910,990,911,1901
新川４丁目,1495,1538,1646,3184
新川５丁目,1330,1247,1346,2593
新川６丁目,2717,2513,2267,4780
小計,7980,7871,7794,15665
上連雀１丁目,1682,1513,1453,2966
上連雀２丁目,1271,1052,1134,2186
上連雀３丁目,866,787,747,1534
上連雀４丁目,1726,1620,1628,3248
上連雀５丁目,1429,1369,1342,2711
上連雀６丁目,1499,1449,1627,3076
上連雀７丁目,1356,1384,1485,2869
上連雀８丁目,1480,1637,1722,3359
上連雀９丁目,1511,1646,1683,3329
小計,12820,12457,12821,25278
井口１丁目,1641,1787,1656,3443
井口２丁目,1086,1217,1290,2507
井口３丁目,933,948,1055,2003
井口４丁目,1393,1493,1446,2939
井口５丁目,477,470,546,1016
小計,5530,5915,5993,11908
深大寺１丁目,773,805,804,1609
深大寺２丁目,1987,2140,1961,4101
深大寺３丁目,1048,1080,975,2055
小計,3808,4025,3740,7765
野崎１丁目,521,523,518,1041
野崎２丁目,1175,1276,1221,2497
野崎３丁目,937,1027,995,2022
野崎４丁目,303,343,257,600
