X,Y,GAIRONO
"-33,840.88","-52,744.61",A03656
"-33,812.67","-52,738.21",A03770
"-33,724.77","-52,949.93",A3853
"-33,899.44","-52,974.64",A3854
"-33,968.32","-52,939.55",A3314
"-34,010.23","-52,800.15",A03855
"-33,743.01","-52,701.68",A5701
"-33,734.35","-52,749.37",A4146
"-33,727.69","-53,008.23",A6387
"-33,837.30","-53,017.41",A6750
"-34,035.40","-53,003.40",A06897
"-33,997.05","-52,984.24",A5979
"-33,991.31","-52,954.30",A6100
"-33,929.00","-52,945.76",A04535
"-33,969.48","-52,835.93",A06101
"-34,036.09","-52,843.32",A06782
"-34,016.96","-52,822.26",A05954
"-33,905.93","-52,777.46",A6961
"-33,393.61","-52,678.00",A0795
"-33,396.16","-52,650.68",A0796
"-33,479.16","-52,674.06",A0800
"-33,450.59","-52,683.44",A0801
"-33,545.79","-52,673.86",A0804
"-33,542.58","-52,705.64",A0805
"-33,614.87","-52,666.46",A0807
"-33,636.56","-52,687.29",A0810
"-33,648.31","-52,723.28",A00812
"-33,631.14","-52,714.11",A0813
"-33,605.31","-52,730.69",A0814
"-33,569.87","-52,742.77",A00817
"-33,592.62","-52,779.14",A0815
"-33,605.09","-52,808.01",A0816
"-33,457.98","-52,712.76",A0063
"-33,422.78","-52,678.14",A0064
"-33,370.63","-52,730.43",A0515
"-33,422.66","-52,774.17",A0516
"-33,448.35","-52,736.76",A00517
"-33,377.68","-52,706.61",A0519
"-33,339.24","-52,676.80",A00521
"-33,479.10","-52,712.87",A0518
"-33,331.54","-52,699.52",A0520
"-33,331.86","-52,726.56",A0514
"-33,293.45","-52,739.06",A4613
"-33,324.55","-52,687.37",A4614
"-33,328.55","-52,754.37",A1087
"-33,319.84","-52,784.67",A1086
"-33,361.51","-52,765.66",A1088
"-33,384.33","-52,778.30",A1089
"-33,346.91","-52,793.58",A1090
"-33,318.40","-52,814.73",A1092
"-33,313.90","-52,843.85",A01093
"-33,341.47","-52,818.59",A01094
"-33,364.84","-52,828.89",A1095
"-33,376.40","-52,803.48",A1096
"-33,412.09","-52,815.60",A1098
"-33,454.70","-52,770.28",A1085
"-33,439.39","-52,824.70",A1099
"-33,446.47","-52,802.09",A1100
"-33,467.59","-52,804.13",A1101
"-33,490.21","-52,809.69",A1102
"-33,475.24","-52,838.57",A1105
"-33,524.22","-52,831.59",A1108
"-33,511.18","-52,854.05",A1109
"-33,539.99","-52,840.53",A1107
"-33,491.46","-52,876.03",A1110
"-33,446.76","-52,854.11",A1111
"-33,427.33","-52,846.35",A1112
"-33,409.48","-52,885.93",A01113
"-33,460.10","-52,892.76",A01114
"-33,535.81","-52,734.43",A0066
"-33,672.48","-52,734.92",A1146
"-33,548.53","-52,815.66",A0069
"-33,605.77","-52,900.00",A1153
"-33,622.22","-52,762.21",A0067
"-33,385.03","-52,899.65",A5991
"-33,366.56","-52,898.21",A5992
"-33,335.57","-52,928.82",A5994
"-33,326.98","-52,938.06",A5995
"-33,355.62","-52,937.28",A5993
"-33,327.47","-52,948.70",A5996
"-33,313.03","-52,980.90",A5997
"-33,302.32","-53,004.82",A5998
"-33,305.66","-53,017.00",A5999
"-33,448.69","-52,898.57",A0068
"-33,523.35","-52,877.19",A0369
"-33,617.93","-52,834.89",A0316
"-33,659.25","-52,882.95",A00376
"-33,644.74","-52,891.12",A00377
"-33,470.71","-53,099.00",A0291
"-33,463.76","-53,041.78",A0573
"-33,512.14","-52,979.98",A0571
"-33,296.21","-53,028.03",A0008
"-33,348.63","-52,858.28",A06016
"-33,292.11","-52,854.67",A6014
"-33,347.68","-52,890.62",A6017
"-33,526.88","-52,786.62",A0371
"-33,452.65","-53,107.87",A5173
"-33,488.41","-53,087.19",A5174
"-33,518.80","-53,074.12",A5175
"-33,563.79","-53,035.45",A5176
"-33,613.88","-53,006.89",A5177
"-33,404.01","-53,028.68",A6626
"-33,374.42","-53,017.78",A6627
"-33,345.99","-53,007.13",A6628
"-33,523.12","-52,901.80",A2558
"-33,555.72","-52,898.28",A2562
"-33,585.54","-53,018.97",A2563
"-33,496.42","-53,006.05",A2559
"-33,446.42","-52,936.74",A02560
"-33,649.02","-52,747.42",A5472
"-33,646.87","-52,773.21",A5473
"-33,654.29","-53,061.41",A4908
"-33,574.50","-53,010.07",A6374
"-33,547.40","-53,055.96",A2557
"-33,439.22","-53,042.60",A6759
"-33,448.55","-53,014.61",A3526
"-33,434.65","-52,997.72",A3977
"-33,540.11","-52,987.24",A3545
"-33,515.63","-52,946.14",A3354
"-33,393.68","-52,937.63",A4866
"-33,486.70","-52,918.39",A3959
"-33,484.08","-52,929.10",A3976
"-33,494.71","-52,969.13",A6803
"-33,633.17","-52,894.31",A06574
"-33,571.98","-52,849.19",A6538
"-33,514.79","-52,765.25",A6893
"-33,630.78","-52,857.49",A6221
"-33,569.48","-52,700.04",A0806
"-33,512.52","-52,709.54",A6271
"-33,410.48","-52,709.49",A6370
"-33,309.80","-52,715.22",A6892
"-33,380.18","-52,875.36",A0530
"-33,414.90","-52,899.02",A5990
"-33,530.13","-52,981.60",A6375
"-33,082.75","-52,744.88",A6914
"-33,039.22","-52,752.63",A6916
"-32,957.42","-52,873.38",A0288
"-32,952.02","-52,821.25",A0290
"-33,051.22","-52,894.43",A0601
"-33,180.57","-52,734.38",A0037
"-33,226.57","-52,734.00",A0038
"-33,224.20","-52,816.34",A0029
"-33,173.60","-52,783.99",A0030
"-33,281.14","-53,004.42",A06000
"-33,243.19","-52,990.67",A06001
"-33,223.25","-52,980.93",A6002
"-33,228.48","-52,941.52",A6003
"-33,259.49","-52,938.27",A6004
"-33,295.02","-52,935.62",A6005
"-33,212.60","-52,915.08",A6008
"-33,207.56","-52,888.65",A6009
"-33,226.93","-52,857.65",A6010
"-33,257.41","-52,837.86",A6011
"-33,233.72","-52,822.49",A6012
"-33,191.29","-52,946.89",A6015
"-33,210.61","-53,011.38",A0574
"-33,255.24","-53,038.38",A0575
"-33,198.49","-53,073.80",A0576
"-33,039.46","-53,052.66",A00537
"-32,989.46","-53,010.32",A0536
"-33,121.04","-52,959.46",A0599
"-33,038.92","-52,989.19",A0622
"-33,097.39","-52,842.68",A0602
"-33,109.98","-52,680.28",A0260
"-32,967.29","-52,972.02",A4390
"-33,006.59","-52,960.18",A4391
"-33,029.69","-52,924.16",A4392
"-33,082.81","-52,860.34",A4393
"-33,118.70","-52,814.33",A4394
"-33,136.95","-52,790.65",A4395
"-33,168.83","-52,750.11",A4396
"-33,217.67","-52,674.75",A4397
"-32,960.71","-53,058.02",A04389
"-32,931.97","-53,099.19",A04388
"-32,938.32","-53,128.03",A04399
"-32,973.94","-53,132.48",A04400
"-32,993.10","-53,099.97",A04401
"-32,963.36","-53,113.39",A04402
"-32,927.68","-53,045.45",A04406
"-33,087.91","-52,897.13",A4403
"-33,162.07","-52,950.73",A4404
"-33,236.28","-52,648.14",A4616
"-33,103.90","-52,647.26",A2853
"-33,102.10","-52,731.93",A1144
"-32,953.83","-52,766.95",A5497
"-32,933.62","-52,628.68",A6873
"-33,194.88","-52,711.39",A6423
"-33,245.31","-52,815.03",A5113
"-33,273.39","-52,772.23",A1084
"-33,256.07","-52,799.02",A6889
"-33,157.93","-52,914.89",A04816
"-33,095.92","-52,922.18",A3631
"-33,079.48","-52,978.31",A3793
"-33,054.05","-53,031.12",A3374
"-33,173.07","-53,058.16",A1152
"-33,090.96","-52,971.36",A0598
"-33,103.50","-53,111.93",A5391
"-33,128.42","-53,132.32",A5392
"-33,152.05","-53,150.57",A5393
"-33,275.77","-53,139.23",A00367
"-33,272.18","-53,082.45",A0368
"-33,255.74","-53,125.29",A2308
"-33,248.12","-53,058.49",A2561
"-33,285.15","-53,053.74",A4469
"-33,203.06","-53,012.58",A6134
"-33,232.95","-53,101.40",A6135
"-33,153.27","-53,036.09",A6024
"-33,157.91","-53,079.77",A4425
"-33,075.66","-53,129.81",A04422
"-32,924.70","-52,998.50",A4543
"-32,970.91","-53,027.27",A4544
"-33,030.53","-53,065.21",A4545
"-33,066.16","-53,088.21",A4546
"-32,974.47","-53,036.86",A1176
"-32,966.95","-52,848.98",A4371
"-32,922.33","-52,954.74",A4372
"-32,983.72","-52,795.54",A2917
"-32,943.46","-52,910.48",A5406
"-32,854.66","-52,669.68",A2763
"-32,811.84","-52,713.57",A2770
"-32,732.24","-52,649.45",A2767
"-32,681.10","-52,660.16",A2765
"-32,697.18","-52,712.45",A2764
"-32,741.16","-52,710.36",A2768
"-32,754.72","-52,740.92",A2769
"-32,764.38","-52,793.32",A2771
"-32,685.25","-52,767.64",A0584
"-32,690.17","-52,742.94",A0585
"-32,654.19","-52,731.36",A0586
"-32,634.86","-52,727.13",A00587
"-32,647.02","-52,758.32",A00588
"-32,585.99","-52,658.14",A6064
"-32,572.11","-52,690.88",A6065
"-32,803.73","-52,993.86",A7507
"-32,622.30","-52,960.65",A1635
"-32,651.20","-52,946.14",A1634
"-32,610.89","-53,011.64",A1637
"-32,601.26","-53,061.52",A1638
"-32,558.87","-53,044.14",A1639
"-32,562.58","-53,083.59",A1643
"-32,592.18","-53,118.11",A1644
"-32,560.33","-53,126.91",A1645
"-32,758.84","-53,102.53",A0608
"-32,848.08","-52,976.92",A0287
"-32,874.07","-52,966.06",A1348
"-32,826.66","-52,936.35",A1349
"-32,704.92","-52,821.20",A1263
"-32,785.85","-52,828.44",A0060
"-32,724.14","-52,868.33",A0059
"-32,604.31","-52,771.76",A0056
"-32,807.85","-52,772.29",A3316
"-32,749.65","-52,769.84",A3317
"-32,769.65","-52,642.22",A3318
"-32,917.38","-52,706.84",A0061
"-32,814.71","-52,906.20",A0384
"-32,748.77","-52,885.97",A50170
"-32,868.58","-52,930.84",A0603
"-32,646.79","-52,906.33",A7527
"-32,615.72","-52,892.36",A1633
"-32,775.94","-52,904.09",A1350
"-32,646.37","-52,806.16",A0382
"-32,577.84","-52,750.99",A0381
"-32,557.03","-52,695.14",A1768
"-32,648.29","-52,700.15",A2192
"-32,554.93","-52,821.69",A1628
"-32,544.87","-52,849.10",A1629
"-32,555.32","-52,902.70",A1630
"-32,617.08","-52,985.82",A6671
"-32,663.01","-53,035.78",A4000
"-32,768.72","-53,080.53",A2514
"-32,718.77","-53,071.77",A2527
"-32,674.12","-52,978.43",A2206
"-32,765.77","-52,989.15",A0604
"-32,740.91","-52,981.92",A0605
"-32,724.71","-53,024.30",A00606
"-32,748.84","-53,036.20",A0607
"-32,799.88","-53,017.76",A3649
"-32,788.54","-53,041.29",A3650
"-32,859.15","-53,149.43",A4407
"-32,680.55","-52,929.15",A2440
"-32,624.93","-52,826.53",A1627
"-32,826.82","-52,806.61",A2194
"-32,862.02","-52,742.90",A2196
"-32,884.34","-52,669.41",A2915
"-32,619.16","-52,688.68",A3564
"-32,643.92","-52,848.64",A3802
"-32,598.33","-52,859.22",A3455
"-32,687.19","-52,870.73",A3454
"-32,571.79","-53,015.75",A3456
"-32,618.98","-53,067.83",A3694
"-32,779.41","-52,705.34",A3742
"-32,922.98","-52,665.51",A4599
"-32,918.04","-52,678.64",A6021
"-32,911.86","-52,735.21",A4677
"-32,813.41","-52,670.61",A4429
"-32,889.28","-52,940.06",A4373
"-32,649.15","-53,102.35",A4790
"-32,641.87","-53,123.42",A4894
"-32,609.38","-52,980.73",A4090
"-32,672.80","-52,933.10",A4179
"-32,570.81","-52,874.57",A4088
"-32,650.87","-52,648.36",A6120
"-32,859.40","-52,710.02",A6888
"-32,854.82","-52,790.88",A5895
"-32,674.89","-52,841.52",A6872
"-32,683.98","-52,903.94",A5985
"-32,780.97","-53,054.00",A6749
"-32,723.52","-53,099.75",A6445
"-32,661.71","-53,075.05",A3546
"-32,643.83","-52,980.68",A6557
"-32,677.56","-52,951.70",A5986
"-32,629.68","-53,043.75",A6140
"-32,603.38","-53,096.34",A6539
"-32,626.23","-53,123.05",A5019
"-32,579.67","-53,049.22",A6669
"-32,550.38","-53,033.86",A5326
"-32,624.77","-52,943.66",A5946
"-32,504.41","-52,692.37",A1388
"-32,461.51","-52,658.11",A1389
"-32,190.77","-52,651.93",A1490
"-32,216.79","-52,646.44",A1491
"-32,204.72","-52,691.96",A1492
"-32,174.83","-52,707.75",A1589
"-32,243.37","-52,708.51",A1588
"-32,278.07","-52,702.36",A1587
"-32,331.26","-52,677.20",A1586
"-32,281.83","-52,844.01",A1754
"-32,351.58","-52,887.82",A1755
"-32,383.26","-52,919.39",A1756
"-32,401.22","-52,876.89",A1757
"-32,353.91","-52,850.62",A1758
"-32,424.69","-52,762.57",A1764
"-32,471.58","-52,792.17",A1765
"-32,469.12","-52,834.16",A1760
"-32,509.85","-52,784.13",A1766
"-32,445.14","-52,732.69",A1767
"-32,358.77","-52,763.80",A1763
"-32,241.42","-52,770.09",A1762
"-32,251.01","-52,883.75",A1753
"-32,307.63","-52,938.01",A1749
"-32,345.80","-52,923.64",A1751
"-32,194.38","-52,979.43",A1740
"-32,193.29","-52,941.50",A1748
"-32,247.89","-52,937.62",A1747
"-32,261.98","-53,000.18",A1742
"-32,301.31","-53,017.44",A1744
"-32,263.00","-53,073.69",A1736
"-32,231.04","-53,057.58",A1737
"-32,226.62","-52,998.53",A1741
"-32,196.97","-53,053.62",A1738
"-32,174.48","-53,047.81",A1739
"-32,247.56","-53,104.03",A1734
"-32,194.24","-53,109.09",A1732
"-32,284.38","-53,102.36",A1735
"-32,254.99","-53,147.85",A1733
"-32,355.22","-52,970.78",A1750
"-32,456.88","-52,861.92",A1759
"-32,245.91","-52,975.97",A1746
"-32,292.86","-53,052.15",A1743
"-32,292.33","-52,906.30",A1752
"-32,531.84","-53,064.53",A1642
"-32,527.96","-53,095.47",A1646
"-32,407.30","-53,100.35",A1649
"-32,499.71","-53,003.65",A1640
"-32,356.02","-53,111.55",A1603
"-32,387.31","-53,053.77",A1602
"-32,417.07","-52,998.95",A1601
"-32,445.72","-52,946.47",A1600
"-32,476.03","-52,892.07",A1599
"-32,508.35","-52,830.69",A1598
"-32,535.03","-52,780.42",A1597
"-32,384.30","-52,707.27",A2864
"-32,307.37","-52,774.56",A2865
"-32,460.08","-53,106.21",A1648
"-32,173.96","-52,788.84",A1502
"-32,176.95","-52,821.92",A2572
"-32,178.91","-52,851.76",A1503
"-32,247.89","-52,846.94",A2217
"-32,179.02","-52,885.43",A0282
"-32,318.85","-52,986.94",A1745
"-32,181.75","-53,147.47",A2216
"-32,467.69","-53,142.43",A1955
"-32,464.95","-53,044.49",A1641
"-32,529.01","-52,945.04",A1631
"-32,172.99","-52,756.16",A3539
"-32,239.38","-52,746.68",A3801
"-32,196.88","-52,753.42",A03724
"-32,198.51","-52,820.89",A03524
"-32,407.51","-52,733.88",A3997
"-32,325.26","-52,874.53",A3998
"-32,407.89","-52,801.13",A3693
"-32,285.26","-52,974.14",A3462
"-32,184.34","-53,014.38",A3461
"-32,177.84","-53,077.37",A3697
"-32,349.03","-53,002.96",A3695
"-32,345.18","-53,081.02",A3696
"-32,493.20","-53,138.92",A3359
"-32,528.80","-53,021.72",A3999
"-32,470.43","-52,711.09",A4087
"-32,487.68","-52,767.31",A4285
"-32,466.38","-52,750.10",A4791
"-32,490.67","-52,803.74",A4335
"-32,444.15","-52,820.48",A4547
"-32,423.32","-52,726.58",A4792
"-32,322.09","-52,840.61",A4186
"-32,288.22","-52,872.07",A4548
"-32,399.42","-52,890.21",A4892
"-32,478.23","-52,917.48",A4089
"-32,527.00","-52,955.88",A4328
"-32,511.46","-52,984.32",A4985
"-32,485.57","-53,031.64",A4623
"-32,505.25","-53,065.68",A4624
"-32,483.43","-53,095.72",A4180
"-32,433.49","-53,042.22",A4181
"-32,323.90","-53,022.96",A04629
"-32,318.06","-53,065.64",A4625
"-32,504.86","-52,932.04",A4913
"-32,213.72","-53,088.53",A4185
"-32,256.31","-52,940.96",A3463
"-32,253.23","-52,910.21",A4893
"-32,361.47","-52,682.69",A5324
"-32,245.35","-52,813.74",A5739
"-32,331.77","-52,949.04",A5196
"-32,247.20","-53,027.59",A5197
"-32,226.67","-52,978.08",A5945
"-32,366.57","-52,950.37",A5466
"-32,496.65","-52,871.68",A5944
"-32,383.13","-52,748.87",A6675
"-32,369.14","-52,764.71",A6674
"-32,419.11","-52,840.51",A6673
"-32,363.02","-52,831.20",A6565
"-32,318.45","-52,909.60",A6566
"-32,429.13","-53,063.15",A6859
"-32,449.07","-53,084.36",A06860
"-32,445.41","-53,075.42",A06861
"-32,427.76","-53,131.53",A06558
"-32,499.45","-53,107.80",A3457
"-32,510.26","-53,136.39",A4895
"-32,227.83","-53,133.40",A6097
"-32,270.63","-53,030.11",A6871
"-32,188.82","-52,997.97",A6567
"-32,389.00","-53,024.84",A6142
"-32,185.47","-52,912.85",A6361
"-32,431.31","-53,103.15",A6670
"-32,144.63","-52,706.36",A1242
"-32,101.25","-52,707.63",A1243
"-32,042.75","-52,725.29",A1244
"-31,995.95","-52,748.88",A1245
"-31,946.36","-52,776.48",A1246
"-31,884.24","-52,810.07",A1247
"-31,828.87","-52,840.00",A1248
"-32,115.81","-52,652.66",A0328
"-31,952.27","-52,715.33",A0045
"-32,163.68","-52,651.81",A1488
"-31,991.58","-52,668.48",A1141
"-31,981.54","-52,695.88",A1480
"-32,008.81","-52,680.19",A0044
"-31,907.66","-52,679.88",A1269
"-31,852.77","-52,668.33",A1270
"-31,838.13","-52,727.77",A0058
"-31,778.78","-52,707.13",A0046
"-31,874.52","-52,729.76",A0330
"-31,813.11","-52,649.87",A2521
"-31,923.18","-52,738.97",A1479
"-31,890.26","-52,757.34",A7526
"-31,862.03","-52,767.48",M00020
"-31,829.54","-52,712.58",A0047
"-31,798.69","-52,836.64",A1219
"-31,803.83","-52,853.13",A1220
"-31,997.89","-52,858.37",A1546
"-31,996.11","-52,820.39",A1547
"-31,848.22","-52,937.66",A1548
"-31,876.91","-52,999.26",A1538
"-31,956.97","-53,030.94",A1540
"-31,905.07","-53,058.17",A1539
"-31,958.68","-52,990.52",A1541
"-31,992.61","-53,054.49",A1524
"-32,003.48","-52,974.22",A1523
"-32,068.97","-53,037.83",A1519
"-31,798.05","-53,061.78",A1537
"-31,928.60","-53,129.11",A1531
"-32,009.03","-53,140.58",A01527
"-32,083.70","-53,151.96",A1518
"-32,002.80","-53,104.42",A1525
"-32,126.73","-53,108.67",A1507
"-32,093.64","-53,105.78",A1509
"-32,139.53","-52,972.84",A1506
"-32,036.35","-52,936.39",A1542
"-32,087.09","-52,970.37",A1520
"-32,077.77","-52,850.78",A1543
"-32,037.19","-52,820.08",A1545
"-32,064.72","-52,791.25",A1544
"-31,982.97","-52,803.94",A1549
"-32,146.47","-52,884.71",A1505
"-32,002.66","-52,912.06",A1300
"-31,918.83","-52,955.43",A1329
"-32,022.92","-52,890.38",A1330
"-31,973.11","-53,084.95",A1301
"-32,027.83","-52,781.77",A1264
"-31,833.97","-52,909.29",A1928
"-31,923.98","-53,009.85",A1655
"-31,816.80","-53,016.61",A1139
"-32,041.71","-53,027.48",A1931
"-32,077.89","-53,027.32",A1265
"-32,051.94","-53,107.69",A0285
"-32,122.15","-53,070.51",A0040
"-32,070.24","-53,087.50",A1932
"-32,122.24","-53,009.42",A0041
"-32,118.30","-52,890.63",A1266
"-32,124.03","-52,794.78",A1933
"-31,946.54","-52,845.76",A2235
"-32,074.24","-52,885.03",A2234
"-31,866.33","-52,983.76",A2236
"-31,930.70","-53,111.96",A2238
"-32,162.37","-53,113.61",A1731
"-32,073.44","-53,109.04",A2305
"-32,099.05","-53,039.23",A2233
"-32,059.01","-52,773.31",A2356
"-32,167.44","-52,675.98",A3465
"-32,138.67","-52,853.83",A3723
"-31,971.08","-52,874.56",A3727
"-32,153.07","-52,918.75",A3523
"-31,987.39","-52,902.99",A3726
"-32,079.54","-53,000.22",A3722
"-32,037.48","-53,118.91",A3721
"-31,806.65","-53,107.84",A3518
"-31,895.09","-52,968.76",A3974
"-31,818.94","-52,675.17",A6770
"-31,942.22","-52,822.13",A4630
"-31,861.40","-52,891.83",A5750
"-31,860.65","-52,965.00",A7729
"-31,917.77","-52,861.42",A6114
"-32,014.38","-52,919.77",A06399
"-32,062.25","-52,907.59",A5136
"-31,842.12","-52,997.57",A6400
"-31,806.34","-53,034.74",A6401
"-31,918.49","-53,085.15",A6231
"-31,890.82","-53,027.46",A4555
"-31,793.27","-53,082.19",A4473
"-32,075.65","-53,062.64",A6398
"-31,935.74","-53,134.80",A04556
"-32,110.77","-52,921.85",A4095
"-31,947.81","-52,903.81",A5931
"-32,127.81","-52,753.95",A5112
"-31,754.77","-52,155.86",A02316
"-31,601.71","-52,139.01",A01196
"-31,610.13","-52,191.87",A01197
"-31,618.29","-52,244.61",A01198
"-31,627.86","-52,298.44",A1199
"-31,460.62","-52,254.54",A01191
"-31,513.55","-52,287.38",A01192
"-31,585.22","-52,299.29",A01193
"-31,424.94","-52,308.30",A01398
"-31,473.42","-52,380.07",A01397
"-31,500.20","-52,491.09",A1322
"-31,460.80","-52,307.02",A01318
"-31,654.40","-52,373.51",A01201
"-31,658.06","-52,389.16",A01200
"-31,669.74","-52,443.95",A50017
"-31,695.77","-52,381.92",A01230
"-31,787.78","-52,375.33",A01224
"-31,664.16","-52,420.27",A01231
"-31,673.55","-52,466.73",A50018
"-31,668.79","-52,491.33",A1206
"-31,683.75","-52,512.53",A01207
"-31,680.82","-52,548.96",A50019
"-31,686.68","-52,575.63",A1209
"-31,696.65","-52,608.23",A50020
"-31,718.62","-52,632.84",A1211
"-31,707.09","-52,639.54",A1212
"-31,660.23","-52,401.72",A01232
"-31,774.35","-52,375.47",A01225
"-31,757.17","-52,375.84",A01226
"-31,741.70","-52,376.66",A01227
"-31,721.87","-52,380.67",A01228
"-31,708.15","-52,380.14",A01229
"-31,687.22","-52,196.93",A01433
"-31,697.83","-52,159.21",A01434
"-31,723.40","-52,265.89",A01455
"-31,671.95","-52,280.50",A1456
"-31,780.44","-52,250.11",A01454
"-31,682.90","-52,321.05",A1457
"-31,748.60","-52,398.70",A1463
"-31,717.36","-52,472.40",A1461
"-31,712.76","-52,450.46",A1462
"-31,763.15","-52,467.22",A1464
"-31,726.85","-52,516.88",A1460
"-31,623.06","-52,639.57",A1428
"-31,513.52","-52,550.30",A1402
"-31,544.92","-52,639.48",A1427
"-31,568.41","-52,523.48",A1430
"-31,564.31","-52,485.85",A1431
"-31,476.36","-52,645.51",A1495
"-31,479.71","-52,499.32",A1403
"-31,584.48","-52,441.27",A01432
"-31,490.13","-52,443.47",A01400
"-31,438.40","-52,423.51",A01401
"-31,738.57","-52,571.92",A1459
"-31,772.32","-52,208.88",A01340
"-31,714.65","-52,227.93",A01295
"-31,774.83","-52,172.02",A00403
"-31,477.38","-52,591.96",A1323
"-31,507.98","-52,522.65",A1284
"-31,603.05","-52,516.54",A1804
"-31,533.39","-52,378.65",A01321
"-31,567.02","-52,380.27",A01595
"-31,543.62","-52,143.51",A01293
"-31,417.19","-52,231.93",A00402
"-31,537.11","-52,215.10",A01394
"-31,443.90","-52,192.60",A01936
"-31,493.68","-52,211.77",A02349
"-31,551.61","-52,325.92",A02350
"-31,502.13","-52,418.23",A02805
"-31,447.29","-52,323.00",A02807
"-31,458.19","-52,544.09",A1404
"-31,438.99","-52,561.97",A01922
"-31,576.46","-52,609.21",A2804
"-31,456.10","-52,623.27",A2225
"-31,612.26","-52,555.10",A2448
"-31,651.26","-52,163.87",A02541
"-31,543.23","-52,268.28",A02447
"-31,560.12","-52,208.20",A03477
"-31,575.76","-52,268.71",A03478
"-31,536.08","-52,487.62",A3489
"-31,543.79","-52,416.03",A03345
"-31,480.03","-52,399.68",A03346
"-31,480.52","-52,452.26",A02224
"-31,647.44","-52,616.62",A3600
"-31,640.74","-52,582.90",A3601
"-31,633.33","-52,547.23",A3602
"-31,626.93","-52,515.90",A3603
"-31,618.63","-52,482.01",A3604
"-31,747.77","-52,614.88",A05921
"-31,429.90","-52,387.08",A02806
"-31,450.32","-52,369.31",A03490
"-31,467.29","-52,338.15",A03491
"-31,552.89","-52,297.27",A03348
"-31,499.62","-52,222.88",A03666
"-31,502.58","-52,379.59",A03668
"-31,514.61","-52,450.76",A03669
"-31,520.82","-52,629.62",A3344
"-31,602.02","-52,640.78",A3670
"-31,744.84","-52,598.33",A3467
"-31,580.41","-52,635.71",A3487
"-31,690.86","-52,518.16",A50188
"-31,722.14","-52,494.29",A3596
"-31,783.12","-52,456.42",A2144
"-31,691.29","-52,356.55",A3592
"-31,754.91","-52,350.73",A3597
"-31,737.64","-52,305.55",A3598
"-31,652.57","-52,364.48",A03890
"-31,650.31","-52,351.97",A03891
"-31,647.35","-52,338.67",A03892
"-31,642.13","-52,316.76",A03893
"-31,639.20","-52,304.78",A03894
"-31,783.56","-52,303.56",A03475
"-31,777.92","-52,259.67",A03594
"-31,747.15","-52,259.47",A03593
"-31,531.21","-52,191",A04456
"-31,445.54","-52,216.95",A04167
"-31,539.22","-52,238.10",A4302
"-31,556.50","-52,346.69",A03667
"-31,526.36","-52,356.59",A04458
"-31,518.55","-52,314.76",A04457
"-31,502.87","-52,327.09",A04070
"-31,421.52","-52,353.44",A04459
"-31,444.00","-52,435.08",A04461
"-31,577.20","-52,417.30",A04303
"-31,704.90","-52,415.46",A4342
"-31,596.77","-52,491.35",A4175
"-31,493.16","-52,528.66",A4579
"-31,571.89","-52,587.14",A04305
"-31,522.06","-52,588.50",A4304
"-31,494.33","-52,612.42",A4999
"-31,527.31","-52,618.58",A4998
"-31,625.82","-52,615.66",A3757
"-31,572.19","-52,641.85",A4168
"-31,654.45","-52,641.47",A4343
"-31,675.02","-52,636.30",A4282
"-31,759.57","-52,523.91",A2536
"-31,652.31","-52,520.90",A03599
"-31,732.15","-52,545.36",A4078
"-31,780.43","-52,425.80",A4103
"-31,747.29","-52,453.13",A4104
"-31,787.97","-52,342.53",A4754
"-31,709.32","-52,190.58",A04281
"-31,642.10","-52,208.73",A05695
"-31,567.15","-52,235.90",A06109
"-31,710.56","-52,354.73",A5111
"-31,655.93","-52,432.62",A4794
"-31,630.05","-52,642.95",A2197
"-31,519.38","-52,526.03",A5091
"-31,528.83","-52,162.35",A05943
"-31,507.91","-52,178.65",A05942
"-31,453.16","-52,178.65",A05941
"-31,393.87","-52,257.82",A01319
"-31,355.67","-52,310.77",A01399
"-31,383.85","-52,282.02",A03347
"-31,409.18","-52,341.64",A01320
"-31,387.66","-52,328.36",A02223
"-31,392.46","-52,596.80",A2352
"-31,421.63","-52,581.73",A1324
"-31,400.25","-52,607.73",A3671
"-31,406.92","-52,618.91",A5348
"-31,388.17","-52,628.66",A1497
"-31,718.10","-52,663.17",A1213
"-31,730.64","-52,693.06",A1214
"-31,749.31","-52,731.50",A1215
"-31,759.49","-52,753.54",A1216
"-31,770.35","-52,776.33",A1217
"-31,784.75","-52,806.48",A1218
"-31,795.01","-52,881.04",A1249
"-31,784.10","-52,915.95",A1250
"-31,774.30","-52,947.39",A1251
"-31,766.23","-52,972.28",A1252
"-31,755.22","-53,006.71",A1253
"-31,733.88","-53,072.72",A01254
"-31,746.35","-53,034.96",A01255
"-31,723.17","-53,108.55",A1256
"-31,711.56","-53,145.51",A1257
"-31,663.61","-52,672.52",A1268
"-31,730.12","-52,801.16",A1267
"-31,480.39","-52,689.79",A1406
"-31,434.08","-52,700.26",A1409
"-31,521.54","-52,743.15",A1407
"-31,525.40","-52,775.20",A1408
"-31,621.09","-52,711.04",A1425
"-31,576.11","-52,676.90",A1426
"-31,608.44","-52,821.81",A1424
"-31,673.91","-52,859.25",A1422
"-31,475.42","-52,776.97",A01411
"-31,506.66","-52,838.11",A1412
"-31,550.77","-52,878.56",A4114
"-31,549.62","-52,897.71",A1414
"-31,601.77","-52,875",A1413
"-31,597.37","-52,827.01",A4113
