"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2008120101,"麻布",,9,17,26,16,,,,2,,20,"NW",83,44,
2008120102,"麻布",,4,15,19,19,,,,6,,23,"NW",81,44,
2008120103,"麻布",,2,12,14,22,,,,10,,15,"WNW",79,44,
2008120104,"麻布",,3,13,16,21,,,,9,,13,"NNW",77,43,
2008120105,"麻布",,4,16,20,19,,,,11,,13,"E",77,41,
2008120106,"麻布",,6,25,31,11,,,,2,,9,"ENE",76,42,
2008120107,"麻布",,11,32,43,4,,,,7,,4,"S",70,50,
2008120108,"麻布",,29,33,62,5,,,,8,,8,"NNE",75,48,
2008120109,"麻布",,44,33,77,6,,,,5,,15,"NE",84,43,
2008120110,"麻布",,40,34,74,9,,,,13,,15,"N",93,42,
2008120111,"麻布",,29,31,60,13,,,,18,,9,"ESE",102,38,
2008120112,"麻布",,19,29,48,14,,,,15,,6,"W",109,39,
2008120113,"麻布",,9998,9998,9998,9998,,,,14,,5,"SE",116,36,
2008120114,"麻布",,9998,9998,9998,21,,,,19,,12,"E",120,39,
2008120115,"麻布",,5,25,30,21,,,,14,,9,"ESE",120,50,
2008120116,"麻布",,2,23,25,21,,,,13,,5,"ENE",120,55,
2008120117,"麻布",,5,27,32,17,,,,25,,6,"SSW",116,55,
2008120118,"麻布",,2,23,25,20,,,,15,,9,"E",117,59,
2008120119,"麻布",,3,30,33,12,,,,11,,3,"ENE",114,60,
2008120120,"麻布",,4,36,40,7,,,,13,,6,"E",113,57,
2008120121,"麻布",,10,35,45,9,,,,16,,8,"ENE",115,57,
2008120122,"麻布",,20,37,57,5,,,,24,,9,"NNE",96,73,
2008120123,"麻布",,17,36,53,4,,,,21,,16,"WNW",88,80,
2008120124,"麻布",,27,38,65,2,,,,20,,11,"WNW",79,88,
2008120201,"麻布",,38,36,74,1,,,,23,,20,"W",72,89,
2008120202,"麻布",,31,33,64,1,,,,36,,8,"NW",72,88,
2008120203,"麻布",,22,33,55,2,,,,25,,12,"NW",72,84,
2008120204,"麻布",,21,30,51,2,,,,25,,9,"NW",72,80,
2008120205,"麻布",,17,29,46,2,,,,23,,10,"NW",75,80,
2008120206,"麻布",,26,30,56,1,,,,20,,13,"W",75,76,
2008120207,"麻布",,44,31,75,1,,,,18,,10,"NNW",78,69,
2008120208,"麻布",,45,31,76,2,,,,17,,17,"WNW",80,67,
2008120209,"麻布",,62,34,96,2,,,,19,,17,"NW",84,62,
2008120210,"麻布",,56,35,91,3,,,,15,,15,"W",86,63,
2008120211,"麻布",,55,38,93,2,,,,24,,16,"NW",92,61,
2008120212,"麻布",,42,36,78,4,,,,26,,10,"NW",100,60,
2008120213,"麻布",,35,34,69,5,,,,32,,15,"NNW",104,63,
2008120214,"麻布",,33,34,67,6,,,,32,,19,"NW",101,66,
2008120215,"麻布",,32,37,69,5,,,,33,,11,"NW",99,78,
2008120216,"麻布",,41,40,81,3,,,,32,,20,"NW",99,81,
