年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
接続係数,0.807722,0.764858,0.40017,0.301044,1.259843,1.340228,1.271605,1.454232,0.970663,0.989793,0.59426
2000-01,175.8,134.3,76.4,58.8,255.1,217.7,184.4,260.2,276.3,―,―
2000-02,177.1,135.2,76.4,56.7,272,224,196,262.9,273.2,―,―
2000-03,187,138.4,80.8,61.7,264.7,228.6,191.6,263.9,289.5,―,―
2000-04,173,141.3,77.6,60.8,255.1,233.2,196.5,274.8,256.9,―,―
2000-05,165.7,136.1,73.2,54.6,248.4,230.9,202.2,265.8,242.1,―,―
2000-06,173,137,75.2,54.5,284.2,226.5,199,261.5,263,―,―
2000-07,175,131.3,73.8,55.6,253.2,213.2,186.3,249,273.2,―,―
2000-08,177.3,142.4,72.3,53,259.1,248.6,240.5,255.8,270.5,―,―
2000-09,173,132.3,73.4,53.8,264.7,221,192.9,251.9,271,―,―
2000-10,170.5,124.4,69.3,51.5,251.1,204.5,165.1,255.1,274.6,―,―
2000-11,166.5,115,64.2,46.3,240.8,191.9,141,252.3,279.5,―,―
2000-12,172.1,119.2,65.7,49.6,222.6,198.6,151.8,258.6,282.5,―,―
2001-01,171.7,119.5,67.6,50.2,241.5,194.9,156.2,243.3,289.2,―,―
2001-02,176.2,125.8,77.1,55.5,291.8,194.5,157.2,245.9,288.6,―,―
2001-03,177.4,128.7,73.1,56.4,234.3,216.7,187.7,245.9,280.5,―,―
2001-04,173.9,129.9,76.2,59.8,247.9,204.1,164.5,250.3,276,―,―
2001-05,170.3,124.8,74.5,59.9,210.1,194.9,150.7,251.1,274.3,―,―
2001-06,170.3,124.1,76.4,61.1,229.8,187.6,141,248.4,277.5,―,―
2001-07,171.2,126.8,76.8,59.7,249.2,193,147.5,253.3,271.3,―,―
2001-08,166.5,126.3,78,60.6,250,189.8,147.6,245.3,265.6,―,―
2001-09,163.5,130.6,76,57.9,253.9,209.6,179.3,244,246.1,―,―
2001-10,161.3,126,74.6,57.8,242.8,196.9,166.3,235.7,246.1,―,―
2001-11,159,130.6,79.7,61,266,202.4,172.3,236.7,230.1,―,―
2001-12,163.3,132.3,77.8,60.1,253.6,209.5,190,237.3,234.9,―,―
2002-01,152.4,125.7,78.2,62.5,231.4,186.8,173.8,201,220.8,―,―
2002-02,145.1,118.6,74.9,59.6,220.7,177.3,160.6,198.6,212.5,―,―
2002-03,139.9,116.3,69.9,55.6,209,186.2,192.4,177,200.2,―,―
2002-04,136.9,113,68.4,54.2,213.3,173.2,171.2,174.8,199.1,―,―
2002-05,135.9,113.5,70.3,54.4,217.4,171.5,161.7,181.5,195.6,―,―
2002-06,133.9,111.8,67.8,53.8,208.1,171.1,163.4,180.5,194,―,―
2002-07,131,111.6,67.2,50.2,240,170.3,161.2,182.2,183.1,―,―
2002-08,132.5,107.5,63.9,49.9,203,166.7,156.8,177.3,199.7,―,―
2002-09,136.6,106.9,60.7,48.4,184.9,175,174.5,174.5,208.9,―,―
2002-10,135.5,103.7,57.7,42.4,210.3,171,166.5,175.5,210.2,―,―
2002-11,135.1,98.7,53.7,39,197.3,168.2,166.3,168.5,216.8,―,―
2002-12,134.6,99,52.1,36.4,207.7,172.2,179.3,168,209.5,―,―
2003-01,129,95.7,49.5,33.5,207,170.5,170.9,170.9,209.8,―,―
2003-02,127.5,95.8,48.9,34,203.7,172.9,168.9,169.3,201.9,―,―
2003-03,131.3,99.8,54.6,39,207,164.6,164,163.9,199.5,―,―
2003-04,124.3,92.5,47.2,31.3,198.6,161.5,163,159.1,200,―,―
2003-05,117.4,87.1,44.7,30,193.8,155.9,152,157.9,190,―,―
2003-06,120.1,93.5,50.5,36.2,189.7,155.5,156.5,154.6,176.6,―,―
2003-07,122.4,95.1,49.5,36,178.8,159.2,160.1,162.6,185,―,―
2003-08,118.3,89.1,47.7,34.6,174.5,150,162.6,135.1,185.5,―,―
2003-09,113.2,87.7,46.9,34,180.2,148.5,161.5,131.5,170.3,―,―
2003-10,114.8,88.8,49.9,35.9,184.4,140.5,151.8,129.4,173,―,―
2003-11,114.3,90.1,50.7,36.8,184.1,141.7,155.3,125.9,166.9,―,―
2003-12,119.5,91.6,53.1,38.6,190,139.5,151.7,123.5,179.8,―,―
2004-01,117.6,93.7,55.1,39.8,198.8,139.2,150,126.8,170,―,―
2004-02,112.9,89.3,50.5,35.8,201.3,142.7,143.1,135.7,164.7,―,―
2004-03,112,85.4,46.5,33.4,175.2,141.4,148.8,130.7,168.9,―,―
2004-04,110,88.6,48.2,35,169.4,145,154.5,132.6,155.8,―,―
2004-05,110.9,90.2,49.9,36,184.4,146.4,154.5,133.4,154.3,―,―
2004-06,112.8,91.4,50.3,36.4,184.4,148,161.1,131.8,154.9,―,―
2004-07,113.5,93.4,50.5,36.4,187,148.9,162.6,137.1,154.4,―,―
2004-08,113.5,94.7,54.5,39.9,194,145,163,122.6,149.1,―,―
2004-09,115,97.2,56.3,43.6,179.1,147,166.1,122,148.3,―,―
2004-10,111.5,94,52,38.5,179.3,152.5,176.1,125.9,144.6,―,―
2004-11,114.3,95.1,54.9,41.1,183.9,143.7,169.4,112.1,151.1,―,―
2004-12,111.7,92.5,52.3,38.1,186.5,145.4,165.3,118.4,147.8,―,―
2005-01,113.2,93.8,53.8,39.9,184.7,145.3,155,128.3,149.4,153.4,72.3
2005-02,110.6,92.4,53.1,39.5,183.6,144.5,154.4,131.2,147.7,151.4,74.4
2005-03,112,91.9,52.6,38.9,184.7,143.1,152.5,130.3,150.5,154.8,64.9
2005-04,110.7,92.8,52.7,39,186.6,147.2,157,133.4,147.9,152.2,69
