年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
接続係数,0.982054,0.92038,0.86749,0.875639,0.817749,0.993382,1.314211,0.847085,1.080285,0.988851,1.213851
2000-01,160.3,140.8,119.4,111,205,181.4,262.2,160.7,192.9,―,―
2000-02,161.4,141.6,119.5,110.3,217.8,182.3,262.4,159.8,193.6,―,―
2000-03,158,138,116.8,108.7,203.7,177.5,247.9,155.8,188.6,―,―
2000-04,160.8,144.3,128.4,121.7,197.1,175,282.4,150.1,189.4,―,―
2000-05,151.2,130.3,114.4,107,195.9,162.7,245.5,147.2,184.7,―,―
2000-06,157,138,118.9,110.9,199.9,176,257.3,154.7,188.6,―,―
2000-07,151.1,132,112.4,104.8,193,170.1,241.4,150.6,184.6,―,―
2000-08,157.8,138,118.1,110.2,209.5,174.8,228,163.7,188.6,―,―
2000-09,156.3,137.6,117.1,109.3,199.4,175,262.4,154.4,187.2,―,―
2000-10,155.7,136.2,119.8,113.7,176.1,165.5,210.9,151.3,189,―,―
2000-11,154.2,131.2,115,108.1,189.6,162.1,180.7,153.5,191,―,―
2000-12,157.2,139.6,127.5,120.6,196.9,159.9,172.4,153.7,187,―,―
2001-01,149.7,129.6,117.4,110.3,189.3,152.5,156.9,148.4,182.6,―,―
2001-02,147.3,128.2,114.8,107.4,191.6,151.8,141.9,151,178.7,―,―
2001-03,148.9,128.4,114.2,107.2,190.6,151.2,147.6,148.7,181.2,―,―
2001-04,143,121.2,105.1,97.2,187.6,150.3,126.8,151,179.1,―,―
2001-05,141.4,119.6,103.8,96,188.7,151.3,157.2,152,176.4,―,―
2001-06,136.5,115.4,100.3,92.1,186.4,147.5,134.2,146.6,170.6,―,―
2001-07,131.4,111.4,96.5,88.5,181.6,139.8,116.8,141.5,166.9,―,―
2001-08,132.2,113,97.2,90.3,178.7,141.9,158.9,139.2,162.4,―,―
2001-09,126.5,108.7,93.3,85.8,176.2,136.5,127.5,138.8,155.2,―,―
2001-10,124.4,103.9,83.8,74.7,167.1,139.7,129.8,137.8,157.9,―,―
2001-11,122.8,105.9,90.6,82.7,171.2,135.3,124.6,133.8,149.9,―,―
2001-12,119.1,105.5,88.4,81.1,162.7,135.5,125.4,134.5,142.1,―,―
2002-01,120.5,103.9,88.1,81.9,155.5,133.7,114.3,134.6,147.4,―,―
2002-02,119.3,102,84.8,79.6,138.9,134.3,126.8,133.2,147.1,―,―
2002-03,119.4,104.3,92.3,87,145.3,124.7,145.9,116.3,142.4,―,―
2002-04,119.4,102.7,83.6,76.7,151.2,136.4,133.3,133.5,147.4,―,―
2002-05,124.4,105.8,91.2,86.4,142.1,134.8,131.6,137.6,154.5,―,―
2002-06,118.3,100,86.4,81.9,135.4,128.9,128.7,125.5,148.3,―,―
2002-07,127.4,107.9,94.4,89.9,140.1,134,127.7,131.9,161.6,―,―
