年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
接続係数,1.002603,0.935234,0.859686,0.863879,0.828512,1.076331,1.247088,0.94212,1.112281,1.041391,1.235608
2000-01,135.1,109.6,93.2,88,159,138.7,170,127.7,171.2,―,―
2000-02,159,135.3,116.9,110.6,196.7,167,207.3,151.9,187.4,―,―
2000-03,187.9,174.1,163.1,158.5,201.2,182.9,240.1,159,190.3,―,―
2000-04,148,121.9,100.8,96.1,155.1,161,202,145.2,183.9,―,―
2000-05,125.3,96.1,77.3,71.8,149.7,133.4,135.7,138.1,171.1,―,―
2000-06,142.8,113.4,95.3,89.2,175.4,146.7,168.4,141.1,185.9,―,―
2000-07,139.5,112.1,92.9,86.5,179.2,148.3,167.9,144.1,178.7,―,―
2000-08,136.1,108.9,93.2,87.2,173.2,136.5,138.1,141.9,175.7,―,―
2000-09,164.3,141.8,130.5,124.8,194.9,155,191.3,141.6,189.2,―,―
2000-10,141.7,108.2,91.2,85.4,168,139.2,145,142.2,194.2,―,―
2000-11,141.4,108,94,87.6,178.3,131.7,129.6,138.9,193.6,―,―
2000-12,146.5,118.9,108.5,101.9,193.8,132.4,124.2,142.9,185.8,―,―
2001-01,122.8,98.1,88.9,84.3,144.2,110.8,104.3,119.5,159.1,―,―
2001-02,139.6,117.3,107.4,101.9,173.6,129.5,122.8,139.2,167.8,―,―
2001-03,178.1,168,167,162.9,193.1,151.9,167.2,150.1,174.1,―,―
2001-04,123.9,95.5,80,74.6,148.1,124.3,95.5,146.2,167.8,―,―
2001-05,118.9,93.1,78.5,73.2,147.6,119.6,107.9,131.5,157.9,―,―
2001-06,129.9,103.9,91.1,85.3,167.8,124.6,119,133.6,167.7,―,―
2001-07,123.4,96.5,84.6,78.4,169,115.5,92.9,133.6,164.4,―,―
2001-08,122.5,100.7,88.3,83.2,152.6,121,121.5,126.1,152.4,―,―
2001-09,141.6,124.1,120.2,115.4,173.2,120.2,112.7,130,159.2,―,―
2001-10,114.6,86,70.6,64.3,162.6,115.4,102,128.1,160.3,―,―
2001-11,117.7,92.4,80.2,73.9,166.2,112.9,99.5,125.6,155.8,―,―
2001-12,118,100.4,90.5,84.7,165.5,114.2,102.8,125.9,139.4,―,―
2002-01,104.3,85,76.7,72.7,123.2,96.7,91.2,104,131.4,―,―
2002-02,120.9,103.6,92.9,88.9,139.1,119,117.5,125.3,141.4,―,―
2002-03,156.9,150.9,152.2,149.9,150.9,131.4,166.5,117.6,146.9,―,―
2002-04,105.3,81.6,65.9,61.6,122.3,112.2,99.5,124.3,141.8,―,―
2002-05,106.5,82.7,70.6,67.1,112.6,103.9,95,113.8,143,―,―
2002-06,114.3,90.5,80.5,76.9,122,106.1,110.2,108.6,149.7,―,―
2002-07,121.1,94.1,83.1,78.8,137.4,111.3,106.8,118.8,162.5,―,―
2002-08,114.6,95,84.2,80.9,117.5,112.2,123.2,111,140.9,―,―
2002-09,141,124.9,123.1,120.4,138.1,116.1,138.3,108.9,155.2,―,―
2002-10,117.8,91.9,76.9,71.8,143.2,119.8,127.2,121,157.3,―,―
2002-11,120.5,94.7,80.6,76,138.1,120.1,128.6,120.7,159.1,―,―
2002-12,120.5,95.7,86,81.6,137.9,109.8,102.8,118.6,157.1,―,―
2003-01,112.1,89.9,81.1,77.5,114.9,102,107.6,103.4,145.9,―,―
2003-02,121.9,102.1,93.8,90.3,128.8,113.2,119.2,115,148.5,―,―
2003-03,154.7,141.3,150.5,156.1,125.8,123.3,143.5,116.2,161.5,―,―
2003-04,113.1,88.6,67.1,61.8,112.3,121.2,121,127.3,151.8,―,―
2003-05,108.1,82.5,70.9,66.4,109.8,99.6,99.8,104.3,149.8,―,―
2003-06,120.3,95.5,89.2,87,114.6,103.3,96.8,112.5,158.9,―,―
2003-07,118.3,93.6,84.6,80.7,121.3,105.9,100.9,114.4,156.8,―,―
2003-08,108.6,87.5,82.4,80.3,105.2,93.7,89.7,101.1,140.1,―,―
2003-09,137.1,116.3,121.4,122.8,123.8,105.7,98.8,115.3,163.5,―,―
2003-10,121.7,92.7,77.1,71.4,126.7,115.8,115.5,121.6,169.2,―,―
2003-11,124.6,98.2,83.9,80.9,114,119.1,114.2,128,165.8,―,―
2003-12,128.8,104.5,98.3,97,117.1,112.2,91.5,131.1,165,―,―
2004-01,117.1,93.9,91.5,91.1,103.8,95.6,88.3,105,152,―,―
2004-02,126.8,105.5,104.9,105.1,113.5,104.2,98.3,113.1,155.8,―,―
2004-03,163.3,146.6,168,175.5,131,108.8,103.3,117.8,176.5,―,―
2004-04,120,92.1,82.4,78.9,116.2,105.9,97.8,116.4,165.1,―,―
2004-05,115,89.8,82.3,81.2,97.8,99.9,101.6,103.5,155.2,―,―
2004-06,128.5,103.3,103.9,103.8,115.3,100.1,97.9,106.4,166.5,―,―
2004-07,125.7,103.1,101.6,99.8,124.7,103.1,95.3,113.2,158.5,―,―
2004-08,114.5,92.7,94.8,94.5,107.1,87.1,75.3,98.9,146.9,―,―
