年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
2004-09,136.9,116.1,126.5,127.7,130.7,96.7,78.6,113.1,163.5,―,―
2004-10,118.8,91.3,84,78.2,134.3,101,88.9,113.8,163.3,―,―
2004-11,122.6,96.1,85.1,82.5,111.9,111.9,99,126,164.4,―,―
2004-12,126.2,104.4,103.6,100.6,135.8,103.3,87.8,118.5,156.8,―,―
2005-01,110.4,87.4,87.4,85.2,112.1,86,76.7,96.9,147.2,161.1,122.9
2005-02,113.7,93.4,91.3,89.8,109,96.1,85.4,108.7,146.3,157.3,127.4
2005-03,148.6,140.7,153.5,157.8,111.9,111.3,106,119.1,161.7,171.3,145.2
2005-04,109.9,82.9,75.1,72.5,102.2,97.7,86.7,110.6,153,165.4,131.6
2005-05,103.3,75.3,69.5,66.3,102.2,86.1,78.2,95.9,147.9,158.4,129.7
2005-06,119.9,93.8,90.4,87.6,119.8,99.5,103.3,98.4,161.8,166.1,154.5
2005-07,119.4,98.9,94.8,92.4,120.8,105.7,110.2,104,152.5,162.2,135.5
2005-08,111.9,93.3,91.6,89.2,117.6,95.3,94.9,98,141.8,146.7,133.4
2005-09,133.5,118.6,124.4,124.3,127.2,104.2,111.1,100.1,157.7,165.4,144.3
2005-10,115.5,90.8,83,78.8,128,105.5,110.9,103.2,154.9,161.6,143.5
2005-11,120.3,96.8,91,86.8,135.2,107,109.4,107.5,158.2,165.5,145.4
2005-12,125.4,106.6,106.9,104.6,132.3,103.9,101,109.3,155.8,162.2,144.7
2006-01,104,90.3,89.9,87.3,118.1,89.7,87,94.4,125.8,125.6,126.3
2006-02,113.3,102.5,105.5,103.8,124.9,94.3,79.8,110.4,130.8,127.8,135.9
2006-03,142.4,139,150.9,153.3,129,111.7,105.9,120.1,148.3,146.4,151.6
2006-04,108.9,93.1,89.6,87.4,112.8,98.9,87.5,112.2,134.1,130.3,140.9
2006-05,102.1,86.2,83.7,80.7,116.5,90,85.4,96.6,127.6,122.5,136.4
2006-06,116,100.4,103.6,100.9,133.2,91.9,88.7,97.3,141.1,131.8,157.5
2006-07,108.3,94.4,96,93.1,127.5,89,81.2,98.6,131,128.5,135.3
2006-08,107.9,95.1,97.6,94.9,125.3,88.5,83.1,95.7,128.5,126.5,131.8
2006-09,124.8,116.1,125.8,125.5,130.5,93.6,94.2,95.5,139,135.3,145.6
2006-10,107.8,87,81,75.8,135.1,98.2,100.1,98.8,141.1,134.1,153.5
2006-11,112.1,96.1,91,86.5,139.9,105,112.1,101.1,137.9,133,146.5
2006-12,116.4,101.9,100.5,96.4,143.1,103.3,102.5,106.6,140,133.3,151.6
2007-01,104.8,87.8,87.6,84.1,123.9,86.9,90.7,85.5,132,123.6,146.5
2007-02,108.9,96.5,97,94.2,126.6,93.9,87.7,102.1,128.9,125,135.9
2007-03,145.2,145.4,160.2,164.6,117.8,111.9,116.2,110.6,145.2,138.4,156.9
2007-04,105.8,85.5,76.1,72.7,111.5,103.8,105.9,104.4,138.1,132.4,148.3
2007-05,106.9,88.9,86.6,84.3,111.2,92.1,89.9,96.7,135.7,130.1,145.7
2007-06,119.7,103.2,101.5,99.8,121.2,104.7,115.1,97.6,146.4,137.6,161.5
2007-07,115.2,98.5,96.5,94.2,122,100.6,102.8,101.3,142.3,138.7,148.5
2007-08,111.8,97.5,96.6,95.5,109.7,97.6,94.7,103,134.7,129.7,143.7
2007-09,128,119.8,128.2,129.5,116.1,100.1,108.1,95.1,141.7,139.1,146.2
2007-10,119.9,101.6,93,89.3,131.5,117.8,130.4,108.9,149.3,148.4,150.9
2007-11,118.1,100.9,96.5,94.9,114.9,108.3,114.4,105.3,145.8,147,143.6
2007-12,118.1,104,103.2,101.9,118.3,103.8,103.3,106.9,140.9,138.4,145.3
2008-01,107,90.7,89.7,88.4,104.1,91.3,95.7,89.5,133.1,135.5,129.1
2008-02,123.5,114.4,110.7,110.6,113.9,120,136.9,107,138.5,140.1,135.7
2008-03,144.3,145.8,157.8,163,106.1,118.2,139.4,101.1,142.4,141.2,144.4
2008-04,109.7,93.1,79.3,77.1,102.4,120.2,138.2,106.3,136.5,134.2,140.4
2008-05,107.7,91.2,82.9,81.7,95.8,106.9,129.2,88.5,134.3,130.1,141.6
2008-06,115.5,99.7,93.7,93.2,100.8,110.4,131.4,93.4,140.9,133.3,154.2
2008-07,118.4,105.9,94.5,93.6,105,127.9,153.9,106.5,138.7,136.4,142.7
2008-08,102.8,89.9,84.1,83.8,88.1,100.4,110,93.9,123.8,117.4,134.8
2008-09,123.6,115.7,112.3,112.5,112,120.7,138.6,106.8,136.7,132.2,144.6
2008-10,112.7,99.5,91.2,89.7,108,114.8,121.1,111.9,134,126.1,147.9
2008-11,101,88.8,81.8,80.2,99.7,101.6,106.3,99.9,120.7,111.8,136
2008-12,102.4,95.3,94.9,94.6,99.5,94.4,88.5,102.2,113.9,102.9,133.2
2009-01,81.9,75.5,70.8,69.8,82.4,83.8,73.6,95.7,92.3,80.7,112.4
2009-02,81.9,79.2,74.2,72.4,93.8,88.2,75.1,102.8,86.4,71.4,112.6
2009-03,103.1,107.6,118.7,121.8,88.4,82.4,65,101.1,96.2,79.8,124.9
2009-04,72.3,57.5,45.9,43.1,75.8,80.6,65,97.4,96,81.4,121.5
2009-05,70.8,56.1,48.9,47,68.6,70.2,59.4,82.2,94.2,77.2,123.8
2009-06,85.4,73.2,68.9,67.8,80.3,81.2,71.2,92.5,104.9,89.8,131.3
2009-07,82,69,61.4,59.3,83.2,83.7,73.5,95.6,102.8,93.2,119.5
2009-08,76.8,64.3,60,58.8,73.3,71.9,60.2,84.9,97,86.5,115.3
2009-09,101.1,97.3,95.4,96,91.5,99.5,108.1,93.7,107.3,100.7,118.6
2009-10,90.8,75.2,62.9,61,83.5,99.5,104,97.5,116,110.3,125.9
2009-11,91.7,80.7,68,67.1,77.6,106,117.7,97.5,109.3,103.6,119.2
2009-12,99.2,90.7,82.1,82,84.2,107.1,121.7,96.1,112.8,106.3,124.2
2010-01,89.7,80.2,72.6,72,80.1,94.7,113.5,79.4,105,95.8,121.2
2010-02,101.2,97.8,91.4,92.5,81,109.4,132.7,90.2,106.8,99,120.2
2010-03,132.5,141.3,148.3,154.1,90.4,124,152.5,100.2,119,112.5,130.2
2010-04,91.9,78.8,63.7,62.6,76,109.1,132.1,90.2,113,107.5,122.8
2010-05,87.1,73.9,64.6,63.7,75.3,91.8,106.9,79.9,108.4,98.7,125.3
2010-06,102.6,92,83.3,83.7,79.8,108.6,123,97.8,119.7,110.5,135.7
2010-07,99.3,90.2,77.8,77.3,83.4,114.3,127.5,104.9,113.9,108.4,123.7
2010-08,93.3,85.9,79.2,79.5,77.2,98.5,109.5,90.7,105.3,97.2,119.6
2010-09,111.2,111.6,110,112.6,83.1,113.1,134.1,96.2,110.8,104.7,121.5
2010-10,96.7,88.5,76.1,75.3,85.3,112.8,131.7,97.9,109.9,102.5,122.8
2010-11,98.5,91.1,81.8,81,90.5,109,121.8,99.7,110.4,107.2,116.3
2010-12,99.1,91,83,82.2,92,106,111.5,103.6,112.2,105.8,123.4
2011-01,88.4,80.6,74.5,73.8,83.7,91.8,108.2,78.6,101.1,94.4,112.9
2011-02,97.5,93.2,86.1,86.7,81.9,106.2,121.2,94.9,104.3,97.8,115.7
2011-03,112,115.2,126.7,131.1,83.5,89.1,91.2,89.5,107,94.9,128
2011-04,81.5,70,63.7,62.4,78.5,82,71.8,93.7,99.9,87.1,122.1
2011-05,83.1,73.3,65.7,65.5,68.8,87.9,82.8,95.1,98.8,87,119.2
2011-06,98.5,92.4,85,84.6,91.2,106.1,115.4,100.1,108.3,96.4,129.2
2011-07,96.9,91.1,82.9,82,93.4,106.7,120.3,96.5,106.3,98.6,119.7
2011-08,92,84.7,77.3,76.5,87.2,98.8,111.2,89.5,103.9,94.9,119.4
2011-09,107.6,104.5,102.4,103,97.8,107,120.3,97.1,112.8,108.3,120.5
2011-10,98.5,87.1,74.8,73,94.5,111.2,119.1,106.5,116.9,110.3,128.4
2011-11,96.5,89,87,86,99.5,91.7,86,99.3,108.4,100.7,122.1
2011-12,101,95,92.5,91.7,102.2,98.5,103.6,96.3,110.7,102.4,125.2
2012-01,90.3,82.2,74.6,73,91.6,96.7,110.9,85.6,103.4,94.8,118.5
2012-02,102.9,101.3,96.6,96.4,100,109,128.2,93.7,105.7,98.6,118
2012-03,122.8,128.8,131.6,135.7,92.1,120.4,142.2,103,113.8,106.1,127
2012-04,90.9,80.8,69.3,68.8,75.1,103.5,109.7,100.2,107.1,98.6,122
2012-05,89.9,80.4,73,72.2,82.6,94.5,103.3,88.7,105.1,96.1,120.8
2012-06,100,93.9,87.8,87.7,90.2,104.9,115.1,98.1,109.9,99.7,127.6
2012-07,96.5,87,77.9,77.6,82.2,104.6,111,101.3,111.8,102.4,128.3
2012-08,91.3,82.2,76,75.3,84,93.6,105.6,84.8,106.2,94.9,125.9
2012-09,106,103.9,103.3,104.7,90.7,103.2,116.1,93.6,109.6,100.4,125.5
2012-10,98.5,88.7,73.8,72,93.9,118.1,128.7,110.9,114.3,105.9,128.9
2012-11,98.2,90.3,79.3,77.8,96.3,111.4,119.1,107,111,103.9,123.2
2012-12,99.3,93.8,83.9,82.9,95.6,112.8,124.8,104.4,108.1,100.1,122.3
,,,,,,,,,,,
東京都工業指数 ＜参考＞接続指数　平成12年1月～平成24年12月（平成27年基準）,,,,,,,,,,,
生産者出荷指数（特殊分類別、原指数）,,,,,,,,,,,
