年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
接続係数,0.802118,0.773531,0.398372,0.295887,1.234523,1.3879,1.307261,1.499604,0.963866,0.987931,0.59557
2000-01,174.5,142.4,82.3,64,250.7,230.8,196.4,270.4,260.2,―,―
2000-02,180.6,146.5,82.5,62.6,266.9,243.3,219.4,269.2,270.2,―,―
2000-03,179.4,125,72.2,53.4,247.4,202.9,155,259.7,302,―,―
2000-04,164.8,131.7,71.6,54.1,233.9,225,179.9,277.9,250.3,―,―
2000-05,163.2,136.5,70.6,52.5,238.3,242,216.9,269.2,237.5,―,―
2000-06,172.5,140.4,72.7,51.5,270.9,248.2,221.6,277.1,257.8,―,―
2000-07,181.8,139.8,77.1,57.3,261.8,235.7,209.9,263.8,285.5,―,―
2000-08,185.2,151.8,73.7,53.6,262.3,280.5,283.2,271.4,274.7,―,―
2000-09,171.7,126.3,70.2,48.3,274.6,212.1,173.9,256.7,278.6,―,―
2000-10,168.8,126.9,68.7,50.2,241.1,217.3,175.4,266.3,269.4,―,―
2000-11,163.9,119.4,64.8,45.9,242.1,204.2,148.6,271,268.1,―,―
2000-12,166.4,117.8,66.6,50.2,219.4,194.7,140.7,260,277.5,―,―
2001-01,170,125.9,72.8,54.9,239.5,203.9,163.7,250.9,275.3,―,―
2001-02,180.1,135.8,83.5,61.6,286.2,208.7,173.5,249.5,286.6,―,―
2001-03,170,116.9,65.3,49,216.9,195,156.2,240.4,289.8,―,―
2001-04,164.8,122.3,70.6,53.9,225.7,198.7,153.9,251.9,265.6,―,―
2001-05,167,124.8,71.8,57.8,200.9,203.5,160.9,253.6,267.5,―,―
2001-06,169.1,126.8,73.6,57.8,219.3,204.9,155.7,263.8,270.5,―,―
2001-07,178.2,134.4,80.6,61.4,258,211.4,163.1,268.9,284,―,―
2001-08,174.1,134.7,80.1,61.5,251.6,212.9,172,261.1,271.6,―,―
2001-09,162.9,127.1,73.5,53,264.6,206,169.2,248.8,252.6,―,―
2001-10,159.6,128.1,73.4,55.8,236.2,209.4,175.8,248.2,241.6,―,―
2001-11,156.7,134.9,79.8,59.4,268.9,214.7,179.6,254.9,222,―,―
2001-12,157.8,130.7,78,59.6,248.8,206.1,176.7,239.6,231.6,―,―
2002-01,150.8,131.7,84.2,68.3,229.5,193.9,180.8,206.5,211,―,―
2002-02,148.7,127.8,81.3,66.5,215.9,189,176.9,200.8,211.2,―,―
2002-03,134.2,105.8,62.6,48.5,192.2,168.5,162.6,172.5,206.1,―,―
2002-04,129.3,106.9,63.4,49.3,193.4,169.2,161.2,175.6,190.7,―,―
2002-05,133.2,113.6,67.8,52.7,207.9,179,172.8,183.3,190.3,―,―
2002-06,132.6,113.9,65.4,51,198.1,186.1,179,191.3,188.6,―,―
2002-07,136.3,118,70.6,51.6,248.1,185.8,177.1,193.3,191.7,―,―
2002-08,138.7,114.3,65.7,50.8,204.1,186.3,181.6,188.8,204.8,―,―
2002-09,136.5,104.8,58.9,44.5,193.3,174,168.5,177.9,214.1,―,―
2002-10,134.2,105.4,56.7,40.7,205.4,181.5,175.2,185.5,206.8,―,―
2002-11,133,101.8,53.5,37.8,200.5,178.2,172,182.1,209.4,―,―
2002-12,130.1,98,52,35.8,203.6,170.3,168,170.1,207.1,―,―
2003-01,130,99.2,50.4,34.4,202.7,178.6,181.7,172.3,205.2,―,―
2003-02,131.2,103.7,52.3,36.7,197.6,188.3,180.4,195.8,196.6,―,―
2003-03,122.8,93,48.4,33.1,193,162.9,164.3,158.8,196.3,―,―
2003-04,118.2,87.2,42.7,27.4,192.1,163.8,166.5,158.1,195.9,―,―
2003-05,116.5,88.4,44.5,29.6,188.5,160.7,159.1,160.9,186.1,―,―
2003-06,120.5,96.9,51.7,36.8,189,164.5,164.1,163,175.6,―,―
2003-07,127.1,101.6,51.7,37.4,181.2,182.8,167.2,200.3,187,―,―
2003-08,120.3,92.6,49.8,35.9,175.7,155.3,171.6,132.9,187.6,―,―
2003-09,112.4,88,47.2,33.2,176.3,148.4,163.7,127.3,170.5,―,―
2003-10,112.5,87.4,48,33.8,180.6,142.8,150.6,131.2,172.8,―,―
2003-11,113.3,89.9,50.3,36.1,180,143,155,125.7,168.3,―,―
2003-12,115.7,90.6,52.5,37.8,186.3,136.3,149,118.5,176.3,―,―
2004-01,118.4,97.3,56.4,41.1,194.1,146.7,158.6,129.7,166,―,―
2004-02,116.5,96.5,53.5,38.1,195.7,155.4,152.9,157,161.1,―,―
2004-03,105.3,80,41.4,28.5,163.8,141.3,148.9,129.9,167.6,―,―
2004-04,105,84.2,43.9,30.9,164.3,147.5,157.5,133,153.1,―,―
2004-05,110.6,92,50.1,35.9,179.5,151.6,162.6,135.7,152,―,―
2004-06,113.5,94.8,51.7,37.1,184.7,156,169.3,136.9,154.9,―,―
2004-07,117.5,99.4,52.9,37.9,190.1,169.3,170.9,165.1,156.3,―,―
2004-08,115.3,98.1,56.2,40.7,195.7,151,173.1,120.7,151.6,―,―
2004-09,114.5,98.2,57,43.1,175.2,147.7,169,118.6,148,―,―
2004-10,108.8,92.6,50.1,36.3,175.5,154.2,173.7,127.3,142.8,―,―
2004-11,112.4,94.7,54.6,40.5,177.5,143.8,168.2,110.8,150.4,―,―
2004-12,107.4,90.3,51,36.7,181.8,141.4,161.1,114.6,144.6,―,―
2005-01,111.2,95.5,54.5,40.2,176.9,151,161.3,135.3,145.6,150.7,65.4
2005-02,112.9,96.1,54.6,40.3,177.4,153.1,163,137.8,146,150.7,72.5
2005-03,105.9,86.3,47.4,33.9,186.2,143.6,153.1,129.1,149.6,155.1,60.2
2005-04,105.6,88.3,49.1,35.3,185.7,144.3,153.7,130.2,147.7,152,79.3
2005-05,106.5,93.4,52.1,38,183.7,151.8,162.5,135.6,146.7,151.5,69.2
2005-06,107.9,94.6,53,38.6,188.8,153.1,154.8,150,140.2,144.7,68.8
2005-07,107.8,97.9,56.3,41.4,187.9,153.4,159.1,144.1,137.4,142.3,59.6
2005-08,105.1,91.3,51,37.1,182.1,148.6,150.3,145.6,134.2,138.7,60.9
2005-09,103.8,92.2,50.9,37.2,176.4,152.3,155.6,146.5,131.9,136.5,57.8
2005-10,104.2,91.5,50,36.4,174.8,153.5,151.8,155.1,130.5,135,60.3
2005-11,101.6,91.8,51.7,37.9,175.7,148,142.4,155.4,129,133.2,62.9
2005-12,101.1,90.6,50.6,36.8,179.5,147.5,140,158.1,124.8,129.6,47.2
2006-01,99.1,91.7,51,37.2,178.6,149.9,132.9,174,133.7,138.1,63.3
2006-02,104.4,96.8,53.6,39.3,180.1,159.7,145.5,179.8,137.6,142.1,68
2006-03,97.6,90.9,48.8,35.2,183.2,155.4,142.4,174.1,134.8,139.3,64.4
2006-04,97,89.3,48.8,35.4,174.9,149.6,131.9,174.7,133.9,137.9,71.3
2006-05,103.7,97.1,53.1,39.1,175.2,162.5,139.2,196,138.8,143,74.4
2006-06,105.6,100.2,56.5,41.7,183.7,160.7,134.1,199,137.2,141.4,69.9
2006-07,109.3,104.2,58.2,43.2,182.2,169.7,149.3,198.7,139.9,144.6,63.1
2006-08,108,101.8,56.3,41.7,175.3,168.1,143.8,202.9,140.9,145.4,70.6
2006-09,105.9,99.7,55.3,41,172.2,163.9,139,199.4,138.5,143.1,66
2006-10,108.2,104.3,58.4,43.7,169.1,169.6,144.2,205.9,130.6,134.6,68.1
