年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他用生産財
2006-11,106.1,102.1,55.3,41.5,158.8,173.1,148.1,208.6,131.1,135,70
2006-12,101.1,97.9,52.8,39.6,152.3,166.5,140.7,203.5,126.9,132.2,41.6
2007-01,106,106.1,57,43.1,155.2,181.1,160.9,209.8,109.6,113.1,54.7
2007-02,112.4,108.2,58.6,44.1,163.3,183.3,168.9,203.6,111.6,115,57.7
2007-03,100.7,95.5,49.6,35.9,180.6,169.6,153.9,191.9,118.8,122,71.3
2007-04,101.2,97.8,53.5,39.2,180.9,163.5,150.9,181.3,114.3,116.8,78.4
2007-05,105.3,103.4,56,41.4,179.7,175.2,164.6,189.8,117.2,119.4,85.2
2007-06,104.7,103.4,53.9,39.4,184.1,183.2,174,196,115.7,118.1,80.7
2007-07,115.7,115.6,64,47.7,195.4,190.1,184.2,197.8,121.8,124.8,77.7
2007-08,111,108.7,59,44.1,174.6,183.2,173.5,196.6,122.6,126,70.7
2007-09,108.5,108.4,61.4,45.7,189.3,173.3,159.6,192.7,115.4,118.6,64.4
2007-10,107.7,106.1,61.7,46.8,161,163.4,143.8,191.3,112.8,115.8,65.3
2007-11,108.1,107.5,64.3,49.2,157.5,158.8,136.5,190.7,113.5,116.4,69
2007-12,100.7,102.7,60.3,45.6,160.9,156.1,136.9,183.9,104.2,108,44.7
2008-01,105.6,104.6,59.3,44.7,162.7,167,153.5,186,107.5,110.5,59.2
2008-02,109.1,107.7,62,47,164.8,168.1,154.9,186.6,108.4,110.8,72.2
2008-03,101.1,101.6,56.2,42.3,159.1,167.1,157.3,181,108,111.5,51
2008-04,107.3,104.8,58.5,44.3,157.8,170.6,159.1,186.7,111,113.7,71
2008-05,105.2,104.8,57.1,43.3,151.5,176,163.7,193.1,110.3,113.2,66
2008-06,109.2,110.1,60.8,46,163.2,181.7,167.6,201.4,111.5,113.6,82
2008-07,106.9,107.5,59.3,44.3,175.9,178.2,162.9,199.7,109.6,112.4,66.2
2008-08,112.7,111.8,60.9,46,166.7,187.8,173.7,207.5,109.6,112.6,62.8
2008-09,105.9,107.7,57.6,43.5,156.9,185,171.9,203.5,106.5,109.4,61.2
2008-10,108.3,107.7,56.4,43.1,139.6,189.3,175.7,208.3,109.2,112,67.1
2008-11,108.8,109,55.5,42.4,136.3,198.1,187.2,212.9,111.3,113.9,73
2008-12,104,105.4,54.3,41.4,134.1,189.4,179.7,202.7,112.6,116.7,47.1
2009-01,104.2,101.6,52,39.5,135.9,183.8,167.3,206.9,110,113.4,56.8
2009-02,98.3,94.8,47.3,35.3,139.5,176,152.3,209.8,106.1,109.6,51.6
2009-03,83,82,39.9,29.2,135.9,156.3,128.8,195.7,98.3,100.8,60.2
2009-04,86,81.6,40.8,30.2,131.4,151,122.1,192.4,95.2,96.8,72.5
2009-05,84.8,80.5,38.7,28.6,124.1,154.9,131.9,187.9,94.5,96.2,68.7
2009-06,84.6,81.9,37.1,27.2,125.6,166.5,147.1,194.2,97.4,98.8,78.9
2009-07,86.4,85,39.3,29.2,121.6,169.7,155.6,189.7,97,99.2,63.4
2009-08,84.5,81.3,38.4,28.6,118.5,158.9,140.4,185.5,94.2,96.7,55.4
2009-09,81.8,79.1,39.4,29.4,117.7,147.4,128.6,174.3,96.2,99.1,49.5
2009-10,85.2,81,38.8,28.8,121.5,156.4,143.5,174.7,92.2,94.8,51.3
2009-11,82.5,81.3,41.4,30.8,126.8,147.7,129.5,173.7,87.7,89.5,61.5
2009-12,75.5,75.3,37.8,27.8,126.8,138.9,121.7,163.6,88.1,91.1,40.6
2010-01,81.6,78.5,39.9,29.6,125.8,143,128.1,163.9,92,94.9,45.1
2010-02,83,76.3,38.4,28.3,124.9,140.3,125.5,161.2,94.3,97,51.1
2010-03,69.3,68.4,33.5,24,130.5,129.1,117.9,145,90.1,92.8,50.1
2010-04,80.5,72.7,37.5,27.5,127.4,130.2,117.7,148,93.2,94.2,81.2
2010-05,80,77.7,40.1,29.9,120,138.8,131,149.8,96.2,98.6,59.1
2010-06,82.6,78.8,40.2,29.7,131.1,142.7,135,153.1,95.5,97.4,68
2010-07,78.8,79.7,41,30.4,126.8,143.1,143.8,141.6,99.9,103.1,47.9
2010-08,81.3,80.4,39.5,29.5,115.9,152,155.4,146.2,98.2,101.5,47.7
2010-09,84.8,82.4,41.4,31,118.8,152,156,145.3,100,102.9,55.6
2010-10,80.3,77.3,40.8,30.5,120.2,134.6,122.6,151.6,99.3,101.3,68.7
2010-11,83.9,81.8,45.1,34.1,120.9,135.5,123.8,152.1,98.8,100.5,75.8
2010-12,76.4,74.4,40.7,30.5,119.1,124.4,112,141.9,99.1,101.5,64.3
2011-01,107.7,88.9,51.7,39.7,122.1,137,130.3,145.9,100.1,102.6,62.7
2011-02,89.5,90.4,54.6,41.7,133.2,131.7,119.6,148.8,100.2,103.3,51.5
2011-03,83.5,73.8,41,30.4,127.8,121.2,114.4,130.5,99.2,102.3,50.8
2011-04,79.3,78,44.7,34,114.9,122.8,111.1,139.2,98.9,100.4,77.6
2011-05,93.7,94.7,58.1,45.2,119.6,134.1,123.3,149.4,103.1,104.3,88.8
2011-06,104.2,98.4,59.9,46.6,121.6,141.3,124.7,164.7,109.6,110.4,102.1
2011-07,113.6,108.8,67.9,53.3,126.5,149.8,139.6,164.1,111.9,113.9,83.9
2011-08,97.9,95.6,56.5,43.8,121.4,143.6,130.6,162,108.1,110.5,71.8
2011-09,91.8,89.6,52,40.2,115.2,138.2,125,156.9,105.8,108.5,65.6
2011-10,93.4,90.8,54.7,42.2,123.5,132.7,120.9,149.4,108.1,111.1,62.3
2011-11,96.5,94.4,58.9,45.8,122.3,130,121.6,141.9,109.6,112.5,64.2
2011-12,90.6,86.3,54.7,42,125.7,115.8,107.7,127,111.7,115.6,50
2012-01,100.7,98.2,62.1,48.3,127.9,132.3,132.7,131.1,114.2,118.2,51.9
2012-02,105.2,102.3,66.3,51.8,129.4,131.6,131,132,119.5,122.1,79.3
2012-03,105.6,101.1,66.2,52,123.1,127,132.6,118.3,123.5,127.2,64.1
2012-04,98.7,93.8,56,42.9,133.8,139.2,145.4,129.6,124.7,127.8,78.4
2012-05,101.1,96,58.8,45.3,133,136.3,137.3,134.5,127.5,131,73.9
2012-06,97.2,90,53.9,41.4,125.1,132.7,131.1,134.5,130.7,133.7,85.2
2012-07,101.6,95.7,57.1,44.5,114.2,141.8,145.5,136,131.4,134.9,77.5
2012-08,104.7,99.5,61.2,48.5,99.6,140.5,143.4,135.6,126.4,130,69.3
2012-09,100,95.2,57.6,45.5,97.2,138.4,144.5,128.8,120,123.5,65.1
2012-10,97.7,93,57.6,45.7,92.8,129.8,126.4,133.9,120.3,123,79.6
2012-11,109.1,105.7,69.8,55.9,93.8,130.9,128.8,133.6,117.3,119.2,89.9
2012-12,99.1,93.5,58.9,46.8,91.4,126.6,127.6,124.5,112.7,116.2,57.2
,,,,,,,,,,,
東京都工業指数 ＜参考＞接続指数　平成12年1月～平成24年12月（平成27年基準）,,,,,,,,,,,
生産者製品在庫指数（特殊分類別、原指数）,,,,,,,,,,,
