年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
接続係数,0.982054,1.065586,1.320899,1.31006,1.120918,0.945041,1.017956,1.452758,0.810917,0.979823,0.887052,0.680921,0.95063,0.830008,1.154162,1.088616,1.168094,0.955396,1.18826,1.346478,2.171034,1.999063,1.083198,0.975887,1.06942
2000-01,160.3,151.5,182.2,880.1,―,―,―,―,195.6,144,113,47.9,156,130.6,544.6,203.1,280,122,―,292.6,448.8,575.7,183.2,382.5,173.4
2000-02,161.4,150.1,182.2,852.3,―,―,―,―,197.2,152.3,108.7,50,152.9,131.3,534.6,195.1,291.7,125.5,―,293.1,450.5,575.1,182.3,397.3,167.6
2000-03,158,153.9,196.8,832.8,―,―,―,―,194.7,141.5,106,48.5,152,129.4,521.6,190,277.3,125,―,270.8,441.2,584.5,129.6,369.9,164.9
2000-04,160.8,155.4,198.9,656.3,―,―,―,―,200.3,151.1,135.3,50.4,148.5,120.8,502.5,191.3,272.9,123.6,―,317.6,449,595.3,216,393.1,199.2
2000-05,151.2,155.6,194.3,682.7,―,―,―,―,201.5,145.9,89.1,46.3,146.5,121.3,514.6,185.5,251.5,120.5,―,288.1,448.3,584.9,148.5,377.7,176.6
2000-06,157,158.7,201.8,687.4,―,―,―,―,206.9,144,96.2,47.9,151.1,129.4,526.8,194.5,282.4,119.7,―,292.1,432.5,611.9,170.1,378.2,183.9
2000-07,151.1,159.6,199.2,679.3,―,―,―,―,200.1,142.7,92.3,46.8,150.3,126.7,478.5,188.5,285.1,111.4,―,277.1,423.6,549.7,136.4,362.2,175.3
2000-08,157.8,161,197.9,743.5,―,―,―,―,202.2,154.8,91.4,53.7,163.7,142.7,488.7,195.6,279.2,125.8,―,271.9,411.4,580.3,122.6,365.8,183.3
2000-09,156.3,161.5,195,693.5,―,―,―,―,205.6,141.6,97.4,49.7,149.5,134.7,488.7,188.3,277.8,117,―,279.1,413.4,588.9,131.9,385.3,191.6
2000-10,155.7,161.3,199.1,611,―,―,―,―,227.9,147.7,106,45.7,143.7,131.4,476,167.6,251.7,118.4,―,276.4,399.5,594.3,145.7,362.7,179.9
2000-11,154.2,161.9,210.8,665.8,―,―,―,―,218.8,146.2,103.4,41.1,145.2,132.1,467,180.1,253.9,123,―,274.7,387.1,604.9,172.6,356.8,162.8
2000-12,157.2,161.9,199.2,711.8,―,―,―,―,212.1,148.8,103.4,39.8,145.5,134.7,470,172.8,255.8,125.5,―,277.5,353.9,600.7,216.5,380.5,180.7
2001-01,149.7,160.3,197.5,790.9,―,―,―,―,186.1,135.6,100.3,37.9,149.2,126.7,446.5,170.3,271.2,120.8,―,275.8,383.6,600.7,163.8,363.2,166
2001-02,147.3,158.5,192.1,786.2,―,―,―,―,166.2,133.4,90.7,38.7,149.5,128.5,470.6,168.3,242.1,123.4,―,279.1,368.2,605.5,154.4,356.3,192.6
2001-03,148.9,150.6,185.1,790.1,―,―,―,―,187.4,127.7,105,37.2,150.6,126.4,463.5,168.8,252.5,121,―,275.6,371.9,634.3,149,378.8,177.2
2001-04,143,160.1,175.8,736.1,―,―,―,―,178.9,137.5,94.6,34.7,148.3,134.4,465.9,153.8,239,116.9,―,278.7,365.2,611.9,144.9,360.9,191.3
2001-05,141.4,152.4,176.7,778.7,―,―,―,―,159.5,124.9,112.5,37.8,153.7,133.2,420.9,166.4,255.8,118.3,―,271.6,361.9,610.1,143.8,351.5,175.3
2001-06,136.5,150.4,169.2,754.3,―,―,―,―,158.4,114,109.6,36.2,156.1,131,431,154.9,228.9,114.5,―,258.4,383,565.3,129,335.4,175.8
2001-07,131.4,142.9,163.1,749.6,―,―,―,―,143,116.7,91.2,35.5,148.8,125.1,445,150.7,232.9,115.7,―,256.1,391.9,556.1,148.4,292.1,131.4
2001-08,132.2,144.7,166.3,721.2,―,―,―,―,132.5,113.3,115.5,39,154.1,126.7,439,161.6,236.4,110.6,―,260.5,367.6,575.1,156,331.9,157.4
2001-09,126.5,144.8,162.9,709.7,―,―,―,―,115.6,118.2,102.4,33.8,142.2,121.4,420,143.4,261.9,110.3,―,262.4,371.9,531,166.1,384.1,159.7
2001-10,124.4,143.1,160.1,657,―,―,―,―,115.8,107.5,96.5,39.6,154.1,128,429.8,141.8,225.7,106.8,―,249.6,370.8,517.8,152.4,300.4,150.4
2001-11,122.8,141.4,159,669.2,―,―,―,―,105.9,107.5,95.4,37.2,151.3,123.4,408.8,141.8,218.1,102.6,―,243.2,361.5,513.6,129.1,322.9,154.2
2001-12,119.1,140.8,148.6,631.3,―,―,―,―,103.2,108.3,100.1,36.2,149.2,119.4,387.3,141.5,221.8,109.3,―,225.4,340.9,517.8,119.5,291.2,153.2
2002-01,120.5,137.9,152.2,570.5,―,―,―,―,101.2,111.5,95.4,38.5,135,125.2,330.7,136.9,223.6,104.9,―,241.4,346.1,504.2,122.2,287.5,174.7
2002-02,119.3,137.5,154.4,543.4,―,―,―,―,101.9,107.9,101,35.1,125.7,125.1,336.3,134.3,215.9,101.5,―,250,353.9,505.4,155.7,284.6,164.8
2002-03,119.4,137.7,147.9,532,―,―,―,―,104.3,115.9,105.5,32.9,130,98.9,323.2,138.5,212.8,93.8,―,269.3,347.6,490.6,196.6,314.6,193.1
2002-04,119.4,135.2,147.9,592.1,―,―,―,―,108.4,93.1,98.3,39.4,136.4,129.5,319.7,134.6,210.3,97.5,―,244.7,318.3,535.9,163.7,263.9,144.5
2002-05,124.4,141.8,153.9,637.3,―,―,―,―,122.6,113,89.6,40.2,137.1,133.5,346.2,132.5,193.1,98.4,―,260.5,329.1,508.4,181.2,269.1,184.5
2002-06,118.3,140.9,150.3,588.1,―,―,―,―,119.4,112.5,90.9,38.3,130.3,121.5,321.1,128.9,169.5,95.1,―,225.8,325.9,485.4,136.3,284.6,146.7
2002-07,127.4,141.4,154.1,597.5,―,―,―,―,134.1,115.1,95.8,39.4,138.1,127.8,311.6,126.3,174.9,95.1,―,260.7,335.9,520,163.1,295.3,178.5
2002-08,123.3,139.3,150.3,611.7,―,―,―,―,142,107.4,103.8,39.1,134.5,122,300.7,124.4,177.1,97.1,―,236.7,342.4,510.6,143.5,300.4,142.3
2002-09,125.4,143.4,144,592.8,―,―,―,―,137.8,112.2,108.6,37,133.8,107.7,295.1,121.9,172.6,97.8,―,236.8,334.1,524.2,150.7,293.5,140.5
2002-10,125,147.3,150.6,661.7,―,―,―,―,134.2,96.8,107.7,41.9,138.1,132.3,286.7,125.7,192.5,100.2,―,232.7,338.2,512.6,132.3,233.4,149.9
2002-11,124.9,152.4,146,595.6,―,―,―,―,123.3,111.1,103.3,51.2,138,128.1,280.7,126,196.6,101,―,234.4,347.6,502.4,132.8,257.8,151.6
2002-12,123.3,146.5,148.2,572.5,―,―,―,―,121.1,110.4,93.1,51.9,129.8,125.7,268.6,124.4,196.8,100.5,―,236,364.1,494,156,275.6,158.1
2003-01,127.7,144,146.8,608.4,―,―,―,―,129.4,111,99.1,51.2,132,127.3,278,112.3,154.7,97.4,123.5,234.4,369.3,480.4,160.2,278.3,120.1
2003-02,127.9,144.4,146.9,593.5,―,―,―,―,131.9,107.4,101.9,50.3,135.7,117.4,272.6,109.6,148.1,99.6,123.6,238.3,361.9,474.4,132.8,262.2,168
2003-03,127.4,142.7,151.1,577.9,―,―,―,―,129.6,112.6,111.8,50,128,123.1,263,106.7,169.7,97.5,123,232,364.1,431.4,143.4,309,139.5
2003-04,124.4,140.3,160.6,528,―,―,―,―,143.5,103.9,96.8,50.5,126.7,145,248,110.9,152.7,98,122.7,218.3,373.2,458.2,120.7,228,135.9
2003-05,123.8,138.3,175.3,548.1,―,―,―,―,134.6,102,99.6,50.7,136.3,114.1,240.8,111,160.1,101.3,122,219.1,378.4,437.2,104.9,240.6,154.6
2003-06,124.2,131.3,162.9,535.3,―,―,―,―,135.9,110.6,96.4,53.3,128.6,128.8,229.2,112.9,152.7,101.3,123.3,207,370.8,438.2,116,249.5,106.2
