"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2020120101,"一の橋",2,2,16,18,"校正",3,"校正","校正","調整",2,5,"ENE",105,76,"校正"
2020120102,"一の橋",2,1,13,14,18,2,21,202,"調整",6,2,"Calm",105,74,223
2020120103,"一の橋",2,5,18,23,15,3,17,202,"調整",4,5,"ENE",105,72,219
2020120104,"一の橋",2,3,19,22,16,3,12,203,"調整",5,4,"NE",105,55,215
2020120105,"一の橋",2,1,15,16,18,2,12,203,"調整",4,5,"E",94,59,215
2020120106,"一の橋",1,2,19,21,11,2,22,203,"調整",4,5,"ENE",81,66,225
2020120107,"一の橋",2,7,22,29,7,3,24,204,"調整",6,5,"ENE",80,70,228
2020120108,"一の橋",2,12,21,33,6,3,24,206,"調整",4,6,"ESE",80,75,230
2020120109,"一の橋",2,23,23,46,7,4,19,209,"調整",6,6,"E",90,66,228
2020120110,"一の橋",2,21,26,47,9,4,19,207,"調整",6,4,"E",106,56,226
2020120111,"一の橋",2,17,26,43,14,3,19,206,"調整",5,4,"E",118,58,225
2020120112,"一の橋",2,18,28,46,16,3,30,206,"調整",16,4,"NE",127,54,236
2020120113,"一の橋",2,8,22,30,23,3,31,203,"調整",12,6,"ENE",133,49,234
2020120114,"一の橋",2,12,28,40,21,3,29,202,"調整",14,5,"ENE",138,46,231
2020120115,"一の橋",2,12,30,42,21,3,21,203,"調整",11,6,"E",141,43,224
2020120116,"一の橋",2,10,29,39,19,3,29,200,"調整",14,5,"ENE",139,51,229
2020120117,"一の橋",2,14,40,54,9,4,32,202,"調整",17,2,"Calm",135,54,234
2020120118,"一の橋",2,8,29,37,16,5,26,204,"調整",11,6,"ENE",135,65,230
2020120119,"一の橋",2,6,24,30,17,4,20,202,"調整",6,3,"Calm",126,62,222
2020120120,"一の橋",2,3,21,24,19,3,22,203,"調整",9,4,"E",119,61,225
2020120121,"一の橋",2,2,20,22,20,3,18,204,"調整",2,3,"Calm",118,63,222
2020120122,"一の橋",2,2,19,21,20,4,20,206,"調整",4,4,"E",113,64,226
2020120123,"一の橋",3,2,20,22,18,4,24,207,"調整",1,4,"ENE",113,66,231
2020120124,"一の橋",2,3,17,20,21,3,15,206,"調整",0,5,"ENE",107,70,221
2020120201,"一の橋","校正","校正","校正","校正",13,3,22,208,"調整",7,4,"ENE",98,73,230
2020120202,"一の橋",1,2,16,18,18,3,21,203,"調整",8,5,"ENE",98,70,224
2020120203,"一の橋",1,2,14,16,19,3,24,202,"調整",2,5,"ENE",98,67,226
2020120204,"一の橋",1,3,17,20,15,3,17,205,"調整",2,6,"ENE",93,66,222
2020120205,"一の橋",1,3,18,21,11,3,21,205,"調整",7,5,"ENE",93,63,226
2020120206,"一の橋",1,4,17,21,11,2,21,205,"調整",6,5,"NE",95,61,226
2020120207,"一の橋",1,8,20,28,10,3,20,204,"調整",1,5,"NE",96,61,224
2020120208,"一の橋",1,12,23,35,8,3,15,205,"調整",6,9,"NE",95,62,220
2020120209,"一の橋",1,23,28,51,6,4,25,206,"調整",2,5,"ENE",98,59,231
2020120210,"一の橋",1,27,30,57,5,5,22,207,"調整",7,6,"ENE",98,61,229
2020120211,"一の橋",1,29,30,59,4,5,25,208,"調整",10,4,"ENE",100,61,233
2020120212,"一の橋",1,18,28,46,7,4,27,206,"調整",10,6,"ESE",101,69,233
2020120213,"一の橋",1,16,25,41,11,4,29,205,"調整",11,9,"E",98,71,234
2020120214,"一の橋",1,16,24,40,12,4,34,203,"調整",14,7,"ENE",95,82,237
2020120215,"一の橋",1,13,24,37,13,4,28,203,"調整",11,5,"ENE",88,88,231
2020120216,"一の橋",1,18,27,45,11,5,21,206,"調整",11,4,"ENE",81,95,227
2020120217,"一の橋",1,11,26,37,11,4,22,206,"調整",9,4,"ENE",81,96,228
2020120218,"一の橋",1,6,21,27,15,3,24,205,"調整",3,4,"ENE",81,96,229
2020120219,"一の橋",1,6,18,24,17,4,22,206,"調整",4,7,"E",80,95,228
2020120220,"一の橋",1,5,17,22,18,3,22,205,"調整",4,3,"Calm",78,96,227
2020120221,"一の橋",1,2,13,15,22,3,25,204,"調整",10,5,"E",78,96,229
2020120222,"一の橋",1,3,14,17,22,3,18,203,"調整",7,5,"E",80,97,221
2020120223,"一の橋",1,2,12,14,22,3,16,202,"調整",1,6,"NE",78,93,218
2020120224,"一の橋",1,2,12,14,21,3,13,203,"調整",2,2,"Calm",80,94,216
2020120301,"一の橋",1,2,12,14,20,2,16,202,"調整",6,4,"ENE",82,93,218
2020120302,"一の橋",1,1,11,12,20,2,15,203,"調整",7,4,"N",83,90,218
2020120303,"一の橋",1,3,15,18,13,3,22,204,"調整",10,3,"Calm",81,95,226
2020120304,"一の橋",1,3,14,17,14,2,24,204,"調整",13,3,"Calm",75,97,228
2020120305,"一の橋",1,3,13,16,16,2,15,202,"調整",11,3,"Calm",75,95,217
2020120306,"一の橋",1,3,12,15,18,2,14,201,"調整",9,4,"NE",75,95,215
2020120307,"一の橋",1,5,15,20,16,3,21,200,"調整",6,5,"ENE",77,92,221
2020120308,"一の橋",1,17,21,38,7,3,18,202,"調整",13,6,"ENE",78,91,220
2020120309,"一の橋",1,22,22,44,7,4,21,204,"調整",17,3,"Calm",83,87,225
2020120310,"一の橋",1,30,27,57,5,4,31,207,"調整",19,2,"Calm",88,88,238
2020120311,"一の橋",1,36,31,67,4,5,31,208,"調整",16,5,"E",91,87,239
2020120312,"一の橋",1,30,33,63,5,4,35,207,"調整",22,3,"Calm",93,87,242
2020120313,"一の橋",1,18,27,45,9,4,29,208,"調整",18,4,"E",95,85,237
2020120314,"一の橋",1,22,30,52,9,4,28,208,"調整",16,7,"ENE",103,82,236
2020120315,"一の橋",1,16,33,49,8,4,39,206,"調整",22,4,"ESE",105,82,245
2020120316,"一の橋",1,17,35,52,6,4,44,205,"調整",21,3,"Calm",108,82,249
2020120317,"一の橋",1,20,37,57,2,5,41,210,"調整",16,4,"ENE",109,82,251
2020120318,"一の橋",1,17,36,53,2,5,50,209,"調整",17,5,"ENE",107,83,259
2020120319,"一の橋",1,10,30,40,5,4,46,207,"調整",13,5,"E",102,85,253
2020120320,"一の橋",1,5,27,32,6,4,29,208,"調整",19,2,"Calm",99,86,237
2020120321,"一の橋",1,3,25,28,10,4,40,208,"調整",18,2,"Calm",98,85,248
