地域階層,地域コード,地域,平成5年中,平成6年中,平成7年中,平成8年中,平成9年中,平成10年中,平成11年中,平成12年中,平成13年中,平成14年中,平成15年中,（再掲5年間）平成11年～15年,（再掲10年間）平成6年～15年
0,13000,総数,-38466,-39608,-19001,23932,50830,67727,75307,94299,109444,101805,89455,470310,554190
1,13100,区部,-57096,-52131,-32555,6170,25596,40320,45402,67449,76451,69379,56182,314863,302263
1,13200,市部,18320,12410,13489,18122,25763,27619,30194,30723,33495,32716,33965,161093,258496
2,13300,郡部,229,88,-26,-174,-296,-128,-148,-40,-43,30,-261,-462,-998
2,13350,島部,81,25,91,-186,-233,-84,-141,-3815,-267,-153,-289,-4665,-5052
1,13100,区部,-57096,-52131,-32555,6170,25596,40320,45402,67449,76451,69379,56182,314863,302263
4,13101,千代田区,-1452,-514,-372,349,26,98,271,534,511,176,1910,3402,2989
4,13102,中央区,-1016,-681,-407,186,655,1736,3154,3751,3854,3522,3460,17741,19230
4,13103,港区,-2218,-1151,-616,4119,1074,3054,1911,5636,4305,1413,3443,16708,23188
4,13104,新宿区,-3558,-2234,-1712,-921,2159,2123,1901,4051,3513,4043,3468,16976,16391
4,13105,文京区,-2062,-1925,-1126,-894,-19,1021,2422,1651,2563,1886,1364,9886,6943
4,13106,台東区,-1796,-1737,-1998,41,-456,265,1460,2209,2079,2734,1199,9681,5796
4,13107,墨田区,-644,-1617,-2672,-838,-215,-68,-128,2855,2016,1365,2566,8674,3264
4,13108,江東区,-4605,-4540,-5836,-1656,3138,2756,3150,6274,8750,7594,8905,34673,28535
4,13109,品川区,-4630,-4033,-3378,-1826,-142,636,112,1545,2434,3251,3533,10875,2132
4,13110,目黒区,-2135,-1168,610,1246,792,825,2058,2534,2530,2046,202,9370,11675
4,13111,大田区,-3637,-3026,-1201,3070,2635,3497,2093,2933,4664,3408,4246,17344,22319
4,13112,世田谷区,-5190,-930,2833,5406,7707,5540,7276,7087,5863,6243,4250,30719,51275
4,13113,渋谷区,-2916,-2120,-849,-838,1255,1965,3061,3768,2148,1553,825,11355,10768
4,13114,中野区,-3556,-3910,-2606,-119,270,641,1228,1111,1735,923,466,5463,-261
4,13115,杉並区,-4779,-4577,-3620,156,1015,1152,1957,3210,3334,2436,1699,12636,6762
4,13116,豊島区,-5059,-3584,-2526,-2109,1147,534,1553,2586,1434,1284,-587,6270,-268
4,13117,北区,-4481,-5121,-4160,-2406,-2750,-573,-544,-1518,256,219,442,-1145,-16155
4,13118,荒川区,-1653,-1820,-2212,-427,-541,1216,1260,3382,1813,2637,979,10071,6287
4,13119,板橋区,-3051,-5697,-1675,-923,65,1064,315,2437,4352,4402,2097,13603,6437
4,13120,練馬区,1777,2366,2623,3126,4419,5632,4818,4951,6459,6070,4951,27249,45415
4,13121,足立区,-3377,-4994,-2975,-2803,-1436,-944,-559,1053,2230,2073,1449,6246,-6906
