地域階層,地域コード,地域,平成5年,平成6年,平成7年,平成8年,平成9年,平成10年,平成11年,平成12年,平成13年,平成14年,平成15年,平成16年
4,13212,日野市,1382,1470,1265,1313,1363,1427,1563,1459,1494,1783,1933,2123
4,13213,東村山市,1052,1103,1103,1035,1018,1021,1041,1157,1234,1400,1583,1653
4,13214,国分寺市,886,1005,926,969,1012,1129,1149,1237,1298,1449,1529,1535
4,13215,国立市,879,975,971,1003,1039,1101,1130,1199,1265,1311,1318,1379
4,13216,田無市,633,650,665,639,701,730,759,838,894,0,0,0
4,13217,保谷市,944,1002,925,997,1049,1089,1145,1206,1209,0,0,0
4,13218,福生市,1331,1443,1667,1713,1755,1740,1788,1918,1950,2109,2242,2256
4,13219,狛江市,620,630,639,593,606,596,608,633,673,758,810,799
4,13220,東大和市,676,691,672,695,746,663,692,686,724,735,762,829
4,13221,清瀬市,416,482,507,530,545,572,554,622,688,753,746,784
4,13222,東久留米市,838,904,866,923,936,982,1060,1059,1088,1184,1227,1365
4,13223,武蔵村山市,767,841,908,869,895,857,834,831,902,932,987,991
4,13224,多摩市,1240,1299,1224,1224,1284,1358,1391,1436,1584,1718,1804,1953
4,13225,稲城市,496,524,583,602,646,712,731,733,758,797,853,865
4,13227,羽村市,1216,1103,1047,979,1070,1121,1130,1207,1349,1450,1548,1654
4,13228,あきる野市,428,444,451,408,415,450,459,468,511,560,562,560
4,13229,西東京市,0,0,0,0,0,0,0,0,0,2330,2454,2576
1,13550,町村部,514,566,606,612,612,598,663,660,733,788,831,931
2,13300,郡部,366,378,399,399,412,395,433,429,491,533,576,677
4,13303,瑞穂町,281,277,300,298,317,299,334,319,375,429,479,589
4,13305,日の出町,52,67,64,61,58,59,58,68,83,72,64,54
4,13307,檜原村,10,12,10,12,12,12,14,17,14,12,15,15
4,13308,奥多摩町,23,22,25,28,25,25,27,25,19,20,18,19
2,13350,島部,148,188,207,213,200,203,230,231,242,255,255,254
3,13360,大島支庁,39,42,36,43,36,37,36,35,37,46,41,50
4,13361,大島町,24,31,29,35,28,29,27,26,26,27,27,32
4,13362,利島村,0,0,0,0,0,0,1,0,0,1,1,1
4,13363,新島村,14,10,6,6,6,6,6,7,8,6,6,6
4,13364,神津島村,1,1,1,2,2,2,2,2,3,12,7,11
3,13380,三宅支庁,26,58,65,51,55,51,45,48,43,42,44,40
4,13381,三宅村,26,58,64,50,54,50,44,47,42,41,43,39
4,13382,御蔵島村,0,0,1,1,1,1,1,1,1,1,1,1
3,13400,八丈支庁,76,82,99,110,100,103,135,133,148,157,162,154
4,13401,八丈町,74,80,97,108,99,103,134,132,147,156,161,153
4,13402,青ヶ島村,2,2,2,2,1,0,1,1,1,1,1,1
3,13420,小笠原支庁,7,6,7,9,9,12,14,15,14,10,8,10
4,13421,小笠原村,7,6,7,9,9,12,14,15,14,10,8,10
,,,,,,,,,,,,,,
人口の動き（平成15年中）,,,,,,,,,,,,,,
参考表５  区市町村別外国人登録人口（平成5年～16年）,,,,,,,,,,,,,,
注）各年１月１日現在,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,
