,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,平成30年(2018年),,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,品種,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,
合計,,"47,981,969","12,770,411","35,211,558","48,151,899","12,950,374","35,201,525","46,178,485","12,773,235","33,405,250","44,930,200","12,449,847","32,480,353","47,066,116","12,734,744","34,331,372",合計,,,,,,
農水産品,,"4,638,916","316,461","4,322,455","4,515,935","369,922","4,146,013","4,192,066","329,664","3,862,402","3,901,360","306,369","3,594,991","3,800,738","255,384","3,545,354",農水産品,,,,,,
1,麦,"25,661",18,"25,643","21,219",45,"21,174","13,958",3,"13,955","14,069",-,"14,069","14,799",-,"14,799",1,麦,,,,,
2,米,"23,948","3,145","20,803","25,787","3,127","22,660","15,235","2,881","12,354","8,078","1,705","6,373","13,787","1,611","12,176",2,米,,,,,
3,とうもろこし,"7,164",120,"7,044","5,205",37,"5,168","6,348",15,"6,333","6,170",-,"6,170","7,203",15,"7,188",3,とうもろこし,,,,,
4,豆類,"149,303",342,"148,961","124,914",191,"124,723","111,843","5,788","106,055","109,743","1,559","108,184","114,990","1,121","113,869",4,豆類,,,,,
5,その他雑穀,"7,333",19,"7,314","3,341",104,"3,237","1,410",43,"1,367","1,814",60,"1,754","2,483",66,"2,417",5,その他雑穀,,,,,
6,野菜・果物,"1,318,459","34,542","1,283,917","1,201,193","30,238","1,170,955","1,136,150","36,019","1,100,131","1,096,705","36,263","1,060,442","1,100,572","27,966","1,072,606",6,野菜・果物,,,,,
7,綿花,381,-,381,516,12,504,515,20,495,475,22,453,602,30,572,7,綿花,,,,,
8,その他農産品,"241,629","8,299","233,330","244,717","9,267","235,450","207,204","9,299","197,905","227,459","9,323","218,136","236,588","10,289","226,299",8,その他農産品,,,,,
9,羊毛,833,-,833,692,-,692,905,11,894,653,-,653,984,-,984,9,羊毛,,,,,
10,その他畜産品,"1,705,841","35,191","1,670,650","1,655,687","37,892","1,617,795","1,557,148","36,252","1,520,896","1,292,431","35,762","1,256,669","1,166,067","36,633","1,129,434",10,その他畜産品,,,,,
11,水産品,"1,158,364","234,785","923,579","1,232,664","289,009","943,655","1,141,350","239,333","902,017","1,143,763","221,675","922,088","1,142,663","177,653","965,010",11,水産品,,,,,
林産品,,"1,027,063","24,010","1,003,053","1,034,820","26,154","1,008,666","1,002,686","39,947","962,739","935,745","19,088","916,657","898,050","24,019","874,031",林産品,,,,,,
12,原木,"6,457","2,870","3,587","4,702","2,342","2,360","4,436","3,255","1,181","4,697","3,020","1,677","5,153","3,051","2,102",12,原木,,,,,
13,製材,"877,383","20,429","856,954","880,636","22,089","858,547","850,866","30,008","820,858","801,157","13,295","787,862","749,377","16,820","732,557",13,製材,,,,,
14,樹脂類,"78,935",347,"78,588","85,662","1,331","84,331","85,379","6,098","79,281","72,526","2,351","70,175","82,658","3,798","78,860",14,樹脂類,,,,,
15,木材チップ,"13,315",123,"13,192","4,156",229,"3,927","2,233",196,"2,037","1,611",191,"1,420","2,716",124,"2,592",15,木材チップ,,,,,
16,その他林産品,864,80,784,"4,679",6,"4,673","6,009",90,"5,919","5,541",15,"5,526","6,225",18,"6,207",16,その他林産品,,,,,
17,薪炭,"50,109",161,"49,948","54,985",157,"54,828","53,763",300,"53,463","50,213",216,"49,997","51,921",208,"51,713",17,薪炭,,,,,
鉱産品,,"333,884","18,548","315,336","301,479","18,168","283,311","275,737","13,761","261,976","265,087","12,465","252,622","280,444","13,681","266,763",鉱産品,,,,,,
