68,衣服・身廻品・はきもの,"17,646","13,038","4,608","11,084","9,671","1,413",280,280,-,"4,532","4,080",452,804,770,34,"5,156","4,284",872,72,72,-,68,衣服・身廻品・はきもの,,,,,,,,
69,文房具・運動娯楽用品・楽器,"14,613","10,788","3,825","8,561","7,597",964,200,180,20,"3,429","2,937",492,930,922,8,"3,912","3,508",404,40,40,-,69,文房具・運動娯楽用品・楽器,,,,,,,,
70,家具装備品,"16,027","14,568","1,459","13,735","12,375","1,360","8,570","8,320",250,"1,912","1,912",-,263,263,-,"1,556","1,556",-,74,74,-,70,家具装備品,,,,,,,,
71,その他日用品,"69,854","63,928","5,926","63,820","58,512","5,308","49,470","45,210","4,260","1,696","1,628",68,50,50,-,929,929,-,-,-,-,71,その他日用品,,,,,,,,
72,ゴム製品,"11,329","9,313","2,016","7,581","6,255","1,326",570,410,160,-,-,-,128,-,128,573,-,573,-,-,-,72,ゴム製品,,,,,,,,
73,木製品,"4,443","4,438",5,"1,290","1,285",5,570,570,-,715,715,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,,,,
74,その他製造工業品,"35,951","29,953","5,998","34,373","28,843","5,530","22,493","17,968","4,525",-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,,,,
特殊品,,"1,537,878","797,658","740,220","1,286,312","652,475","633,837","185,763","73,678","112,085","339,708","147,714","191,994",951,951,-,"147,440","29,795","117,645","87,777","9,332","78,445",特殊品,,,,,,,,,
75,金属くず,"3,462","1,433","2,029","2,089",60,"2,029","1,870",55,"1,815",-,-,-,-,-,-,214,-,214,-,-,-,75,金属くず,,,,,,,,
76,再利用資材,"9,065","2,006","7,059","7,074",25,"7,049","6,895",25,"6,870",-,-,-,-,-,-,179,-,179,-,-,-,76,再利用資材,,,,,,,,
77,動植物性製造飼肥料,"57,173","55,943","1,230","26,240","25,010","1,230","14,415","13,290","1,125","10,285","10,285",-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,,,,
78,廃棄物,"4,610","4,130",480,"4,610","4,130",480,"4,135","4,130",5,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,,,,
79,廃土砂,10,10,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,,,,
80,輸送用容器,"158,736","51,287","107,449","147,866","41,171","106,695","114,661","35,116","79,545",-,-,-,-,-,-,-,-,-,-,-,-,80,輸送用容器,,,,,,,,
81,取合せ品,"1,304,822","682,849","621,973","1,098,423","582,069","516,354","43,787","21,062","22,725","329,423","137,429","191,994",951,951,-,"147,047","29,795","117,252","87,777","9,332","78,445",81,取合せ品,,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,,,
