,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,定期航路,,,,,,,,,定期航路,,,,,,品種,,,,,,,
,,オセアニア,,,印パ・ペルシア・ベンガル,,,東南アジア,,,韓国,,,中国,,,,,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,
合計,,"700,878","111,119","589,759","328,876","262,810","66,066","19,599,353","5,177,574","14,421,779","2,007,661","544,730","1,462,931","13,175,003","2,362,527","10,812,476",合計,,,,,,,
農水産品,,"170,493","6,690","163,803","16,017","8,836","7,181","1,248,088","216,076","1,032,012","76,042","6,426","69,616","1,012,643","24,157","988,486",農水産品,,,,,,,
1,麦,434,-,434,-,-,-,945,-,945,558,18,540,495,-,495,1,麦,,,,,,
2,米,110,80,30,286,166,120,"5,579",962,"4,617",157,21,136,231,66,165,2,米,,,,,,
3,とうもろこし,399,-,399,-,-,-,180,60,120,30,-,30,156,-,156,3,とうもろこし,,,,,,
4,豆類,"6,135",-,"6,135",92,17,75,"5,339",78,"5,261","1,125",-,"1,125","4,587",11,"4,576",4,豆類,,,,,,
5,その他雑穀,104,-,104,-,-,-,15,-,15,30,-,30,360,-,360,5,その他雑穀,,,,,,
6,野菜・果物,"52,475",30,"52,445","2,555","2,450",105,"228,586","25,187","203,399","13,988",135,"13,853","580,526","4,843","575,683",6,野菜・果物,,,,,,
7,綿花,-,-,-,47,-,47,184,-,184,15,-,15,15,-,15,7,綿花,,,,,,
8,その他農産品,"2,169",198,"1,971",430,340,90,"71,191","3,834","67,357","3,655",804,"2,851","83,695",788,"82,907",8,その他農産品,,,,,,
9,羊毛,210,-,210,-,-,-,45,-,45,-,-,-,162,-,162,9,羊毛,,,,,,
10,その他畜産品,"90,978",56,"90,922","3,535",683,"2,852","421,868","30,515","391,353","7,834","1,499","6,335","42,432","1,214","41,218",10,その他畜産品,,,,,,
11,水産品,"17,479","6,326","11,153","9,072","5,180","3,892","514,156","155,440","358,716","48,650","3,949","44,701","299,984","17,235","282,749",11,水産品,,,,,,
林産品,,"102,887",-,"102,887","1,410",60,"1,350","218,285","10,433","207,852","57,970",-,"57,970","134,478","12,411","122,067",林産品,,,,,,,
12,原木,135,-,135,-,-,-,"3,903","2,844","1,059",-,-,-,955,26,929,12,原木,,,,,,
