,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,合計,0,0,フルコンテナ船,0,0,セミコンテナ船,0,0,その他コンテナ積船,0,0,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,
合計,,"47,981,969","12,770,411","35,211,558","47,637,854","12,677,524","34,960,330","230,890","85,325","145,565",262,163,99,,,,,
農水産品,,"4,638,916","316,461","4,322,455","4,593,174","316,242","4,276,932","41,247",210,"41,037",65,-,65,,,,,
1,麦,"25,661",18,"25,643","25,325",18,"25,307",336,-,336,-,-,-,,,,,
2,米,"23,948","3,145","20,803","23,930","3,127","20,803",18,18,-,-,-,-,,,,,
3,とうもろこし,"7,164",120,"7,044","7,164",120,"7,044",-,-,-,-,-,-,,,,,
4,豆類,"149,303",342,"148,961","147,773",342,"147,431","1,530",-,"1,530",-,-,-,,,,,
5,その他雑穀,"7,333",19,"7,314","7,333",19,"7,314",-,-,-,-,-,-,,,,,
6,野菜・果物,"1,318,459","34,542","1,283,917","1,287,910","34,523","1,253,387","26,723",19,"26,704",65,-,65,,,,,
7,綿花,381,-,381,381,-,381,-,-,-,-,-,-,,,,,
8,その他農産品,"241,629","8,299","233,330","238,156","8,290","229,866","3,465",1,"3,464",-,-,-,,,,,
9,羊毛,833,-,833,833,-,833,-,-,-,-,-,-,,,,,
10,その他畜産品,"1,705,841","35,191","1,670,650","1,705,573","35,191","1,670,382",268,-,268,-,-,-,,,,,
11,水産品,"1,158,364","234,785","923,579","1,148,796","234,612","914,184","8,907",172,"8,735",-,-,-,,,,,
林産品,,"1,027,063","24,010","1,003,053","1,015,130","24,010","991,120","9,143",-,"9,143",-,-,-,,,,,
12,原木,"6,457","2,870","3,587","6,427","2,870","3,557",30,-,30,-,-,-,,,,,
13,製材,"877,383","20,429","856,954","865,540","20,429","845,111","9,053",-,"9,053",-,-,-,,,,,
14,樹脂類,"78,935",347,"78,588","78,935",347,"78,588",-,-,-,-,-,-,,,,,
15,木材チップ,"13,315",123,"13,192","13,315",123,"13,192",-,-,-,-,-,-,,,,,
16,その他林産品,864,80,784,864,80,784,-,-,-,-,-,-,,,,,
17,薪炭,"50,109",161,"49,948","50,049",161,"49,888",60,-,60,-,-,-,,,,,
鉱産品,,"333,884","18,548","315,336","333,309","18,548","314,761",560,-,560,-,-,-,,,,,
18,石炭,"41,920",1,"41,919","41,890",1,"41,889",30,-,30,-,-,-,,,,,
19,鉄鉱石,259,31,228,259,31,228,-,-,-,-,-,-,,,,,
20,金属鉱,"8,764",6,"8,758","8,749",6,"8,743",15,-,15,-,-,-,,,,,
