　4-(2) 外貿コンテナの係留施設別・年次別個数表,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(単位：TEU）
係留施設別,平成30年(2018年),,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,係留施設別
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,
合計,"4,570,702","2,117,463","2,453,239","4,500,302","2,074,794","2,425,508","4,250,647","1,980,785","2,269,862","4,149,507","1,917,199","2,232,308","4,389,854","2,039,462","2,350,392",合計
実入,"3,414,328","973,542","2,440,786","3,400,739","989,439","2,411,300","3,208,206","947,635","2,260,571","3,131,158","911,563","2,219,595","3,288,407","948,834","2,339,573",実入
空,"1,156,374","1,143,921","12,453","1,099,563","1,085,355","14,208","1,042,441","1,033,150","9,291","1,018,349","1,005,636","12,713","1,101,447","1,090,628","10,819",空
品川岸壁,"453,512","217,510","236,002","440,502","213,733","226,769","408,042","197,975","210,067","414,957","193,236","221,721","438,809","207,991","230,818",品川岸壁
実入,"308,218","73,888","234,330","305,341","80,809","224,532","276,516","68,242","208,274","288,389","68,614","219,775","298,845","69,904","228,941",実入
空,"145,294","143,622","1,672","135,161","132,924","2,237","131,526","129,733","1,793","126,568","124,622","1,946","139,964","138,087","1,877",空
青海コンテナふ頭（公共）,"951,102","427,082","524,020","881,873","404,822","477,051","874,032","404,543","469,489","855,305","392,864","462,441","848,395","387,866","460,529",青海コンテナふ頭（公共）
実入,"657,293","136,457","520,836","605,601","129,954","475,647","603,587","135,521","468,066","601,685","139,923","461,762","602,888","142,937","459,951",実入
空,"293,809","290,625","3,184","276,272","274,868","1,404","270,445","269,022","1,423","253,620","252,941",679,"245,507","244,929",578,空
青海コンテナふ頭（埠頭㈱）,"727,784","351,175","376,609","708,297","337,082","371,215","599,005","274,152","324,853","570,260","258,757","311,503","699,431","332,922","366,509",青海コンテナふ頭（埠頭㈱）
実入,"491,090","115,678","375,412","492,151","122,649","369,502","418,761","95,188","323,573","408,152","98,969","309,183","471,546","105,659","365,887",実入
空,"236,694","235,497","1,197","216,146","214,433","1,713","180,244","178,964","1,280","162,108","159,788","2,320","227,885","227,263",622,空
お台場ライナーふ頭,"1,798",15,"1,783","2,273",73,"2,200","1,746",-,"1,746","1,868",273,"1,595","1,456",12,"1,444",お台場ライナーふ頭
実入,"1,717",15,"1,702","1,782",-,"1,782","1,746",-,"1,746","1,614",73,"1,541","1,444",-,"1,444",実入
空,81,-,81,491,73,418,-,-,-,254,200,54,12,12,-,空
大井コンテナふ頭,"2,211,949","1,007,796","1,204,153","2,299,730","1,036,727","1,263,003","2,203,421","1,024,087","1,179,334","2,146,896","990,498","1,156,398","2,247,831","1,037,526","1,210,305",大井コンテナふ頭
実入,"1,810,460","612,354","1,198,106","1,888,893","633,820","1,255,073","1,802,340","627,499","1,174,841","1,724,039","575,301","1,148,738","1,807,920","605,354","1,202,566",実入
空,"401,489","395,442","6,047","410,837","402,907","7,930","401,081","396,588","4,493","422,857","415,197","7,660","439,911","432,172","7,739",空
その他,"224,557","113,885","110,672","167,627","82,357","85,270","164,401","80,028","84,373","160,221","81,571","78,650","153,932","73,145","80,787",その他
実入,"145,550","35,150","110,400","106,971","22,207","84,764","105,256","21,185","84,071","107,279","28,683","78,596","105,764","24,980","80,784",実入
空,"79,007","78,735",272,"60,656","60,150",506,"59,145","58,843",302,"52,942","52,888",54,"48,168","48,165",3,空
