,,,,,,,,,,,,,,,,,,,,,,,,,(単位：個、TEU）,,,,,
係留施設別船種別,合計,,,,,,,,,,,,移出,,,,移入,,,,,,,,係留施設別船種別,,,,,
,計,10フィート以下,12フィート,20フィート,24フィート,40フィート,その他,TEU,計,10フィート以下,12フィート,20フィート,24フィート,40フィート,その他,TEU,計,10フィート以下,12フィート,20フィート,24フィート,40フィート,その他,TEU,,,,,,
青海コンテナふ頭(埠頭㈱),"19,083",-,-,"6,708",-,"12,375",-,"31,458","18,671",-,-,"6,667",-,"12,004",-,"30,675",412,-,-,41,-,371,-,783,青海コンテナふ頭(埠頭㈱),,,,,
実入,"3,217",-,-,830,-,"2,387",-,"5,604","2,892",-,-,803,-,"2,089",-,"4,981",325,-,-,27,-,298,-,623,実入,,,,,
空,"15,866",-,-,"5,878",-,"9,988",-,"25,854","15,779",-,-,"5,864",-,"9,915",-,"25,694",87,-,-,14,-,73,-,160,空,,,,,
フルコンテナ船,"15,429",-,-,"5,907",-,"9,522",-,"24,951","15,382",-,-,"5,899",-,"9,483",-,"24,865",47,-,-,8,-,39,-,86,フルコンテナ船,,,,,
実入,969,-,-,35,-,934,-,"1,903",961,-,-,35,-,926,-,"1,887",8,-,-,-,-,8,-,16,実入,,,,,
空,"14,460",-,-,"5,872",-,"8,588",-,"23,048","14,421",-,-,"5,864",-,"8,557",-,"22,978",39,-,-,8,-,31,-,70,空,,,,,
セミコンテナ船,391,-,-,-,-,391,-,782,391,-,-,-,-,391,-,782,-,-,-,-,-,-,-,-,セミコンテナ船,,,,,
実入,361,-,-,-,-,361,-,722,361,-,-,-,-,361,-,722,-,-,-,-,-,-,-,-,実入,,,,,
空,30,-,-,-,-,30,-,60,30,-,-,-,-,30,-,60,-,-,-,-,-,-,-,-,空,,,,,
ＲＯＲＯ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ＲＯＲＯ船,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,
その他コンテナ積船,"3,263",-,-,801,-,"2,462",-,"5,725","2,898",-,-,768,-,"2,130",-,"5,028",365,-,-,33,-,332,-,697,その他コンテナ積船,,,,,
実入,"1,887",-,-,795,-,"1,092",-,"2,979","1,570",-,-,768,-,802,-,"2,372",317,-,-,27,-,290,-,607,実入,,,,,
空,"1,376",-,-,6,-,"1,370",-,"2,746","1,328",-,-,-,-,"1,328",-,"2,656",48,-,-,6,-,42,-,90,空,,,,,
大井コンテナふ頭,"131,079",-,-,"35,455",-,"95,578",46,"226,714","89,885",-,-,"24,174",-,"65,665",46,"155,607","41,194",-,-,"11,281",-,"29,913",-,"71,107",大井コンテナふ頭,,,,,
実入,"67,161",-,-,"17,367",-,"49,793",1,"116,955","28,648",-,-,"7,803",-,"20,844",1,"49,493","38,513",-,-,"9,564",-,"28,949",-,"67,462",実入,,,,,
空,"63,918",-,-,"18,088",-,"45,785",45,"109,759","61,237",-,-,"16,371",-,"44,821",45,"106,114","2,681",-,-,"1,717",-,964,-,"3,645",空,,,,,
フルコンテナ船,"102,745",-,-,"28,175",-,"74,524",46,"177,326","77,205",-,-,"21,377",-,"55,782",46,"133,044","25,540",-,-,"6,798",-,"18,742",-,"44,282",フルコンテナ船,,,,,
実入,"48,522",-,-,"11,794",-,"36,727",1,"85,250","24,112",-,-,"5,480",-,"18,631",1,"42,744","24,410",-,-,"6,314",-,"18,096",-,"42,506",実入,,,,,
空,"54,223",-,-,"16,381",-,"37,797",45,"92,076","53,093",-,-,"15,897",-,"37,151",45,"90,300","1,130",-,-,484,-,646,-,"1,776",空,,,,,
セミコンテナ船,"13,779",-,-,"5,657",-,"8,122",-,"21,901","4,076",-,-,"1,584",-,"2,492",-,"6,568","9,703",-,-,"4,073",-,"5,630",-,"15,333",セミコンテナ船,,,,,
実入,"10,323",-,-,"4,117",-,"6,206",-,"16,529","1,805",-,-,"1,208",-,597,-,"2,402","8,518",-,-,"2,909",-,"5,609",-,"14,127",実入,,,,,
空,"3,456",-,-,"1,540",-,"1,916",-,"5,372","2,271",-,-,376,-,"1,895",-,"4,166","1,185",-,-,"1,164",-,21,-,"1,206",空,,,,,
ＲＯＲＯ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ＲＯＲＯ船,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,
その他コンテナ積船,"14,555",-,-,"1,623",-,"12,932",-,"27,487","8,604",-,-,"1,213",-,"7,391",-,"15,995","5,951",-,-,410,-,"5,541",-,"11,492",その他コンテナ積船,,,,,
実入,"8,316",-,-,"1,456",-,"6,860",-,"15,176","2,731",-,-,"1,115",-,"1,616",-,"4,347","5,585",-,-,341,-,"5,244",-,"10,829",実入,,,,,
空,"6,239",-,-,167,-,"6,072",-,"12,311","5,873",-,-,98,-,"5,775",-,"11,648",366,-,-,69,-,297,-,663,空,,,,,
若洲内貿ふ頭,"30,121","8,511","10,791","10,819",-,-,-,"21,551","14,348","3,698","5,015","5,635",-,-,-,"10,495","15,773","4,813","5,776","5,184",-,-,-,"11,056",若洲内貿ふ頭,,,,,
実入,"17,964","4,765","6,201","6,998",-,-,-,"13,102","14,348","3,698","5,015","5,635",-,-,-,"10,495","3,616","1,067","1,186","1,363",-,-,-,"2,607",実入,,,,,
空,"12,157","3,746","4,590","3,821",-,-,-,"8,449",-,-,-,-,-,-,-,-,"12,157","3,746","4,590","3,821",-,-,-,"8,449",空,,,,,
フルコンテナ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,フルコンテナ船,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,
セミコンテナ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,セミコンテナ船,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,
ＲＯＲＯ船,"30,121","8,511","10,791","10,819",-,-,-,"21,551","14,348","3,698","5,015","5,635",-,-,-,"10,495","15,773","4,813","5,776","5,184",-,-,-,"11,056",ＲＯＲＯ船,,,,,
実入,"17,964","4,765","6,201","6,998",-,-,-,"13,102","14,348","3,698","5,015","5,635",-,-,-,"10,495","3,616","1,067","1,186","1,363",-,-,-,"2,607",実入,,,,,
空,"12,157","3,746","4,590","3,821",-,-,-,"8,449",-,-,-,-,-,-,-,-,"12,157","3,746","4,590","3,821",-,-,-,"8,449",空,,,,,
その他コンテナ積船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,その他コンテナ積船,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,
