空,"253,186","250,070","3,116","230,019","226,603","3,416","240,876","238,458","2,418","223,518","220,588","2,930","239,121","236,172","2,949",空,,,,,,,,,,,,,,,,,,,,,,,
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,台湾,,,,,,,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,,,,,,,
韓国,"200,818","97,695","103,123","195,956","94,095","101,861","199,075","94,607","104,468","211,335","97,629","113,706","223,950","104,605","119,345",韓国,,,,,,,,,,,,,,,,,,,,,,,
実入,"142,351","40,620","101,731","138,825","38,684","100,141","139,071","36,228","102,843","158,321","46,137","112,184","158,841","41,329","117,512",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"58,467","57,075","1,392","57,131","55,411","1,720","60,004","58,379","1,625","53,014","51,492","1,522","65,109","63,276","1,833",空,,,,,,,,,,,,,,,,,,,,,,,
中国(香港含む),"1,497,821","749,672","748,149","1,570,809","758,389","812,420","1,378,656","671,894","706,762","1,421,873","700,953","720,920","1,455,866","725,202","730,664",中国(香港含む),,,,,,,,,,,,,,,,,,,,,,,
実入,"919,580","173,502","746,078","1,008,603","198,672","809,931","871,529","166,962","704,567","904,611","184,694","719,917","913,008","184,100","728,908",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"578,241","576,170","2,071","562,206","559,717","2,489","507,127","504,932","2,195","517,262","516,259","1,003","542,858","541,102","1,756",空,,,,,,,,,,,,,,,,,,,,,,,
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ナホトカ,,,,,,,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,,,,,,,
不定期航路,-,-,-,-,-,-,-,-,-,-,-,-,10,3,7,不定期航路,,,,,,,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,7,3,4,実入,,,,,,,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,空,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
