,,,,,,,,,,,,,,,,(単位：TEU）,,,,,,,,,,,,,,,,,,,,,,,
航路別,平成30年(2018年),,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,航路別,,,,,,,,,,,,,,,,,,,,,,,
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,,,,,,,,,,,,,,,,,
合計,"4,570,702","2,117,463","2,453,239","4,500,302","2,074,794","2,425,508","4,250,647","1,980,785","2,269,862","4,149,507","1,917,199","2,232,308","4,389,854","2,039,462","2,350,392",合計,,,,,,,,,,,,,,,,,,,,,,,
実入,"3,414,328","973,542","2,440,786","3,400,739","989,439","2,411,300","3,208,206","947,635","2,260,571","3,131,158","911,563","2,219,595","3,288,407","948,834","2,339,573",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"1,156,374","1,143,921","12,453","1,099,563","1,085,355","14,208","1,042,441","1,033,150","9,291","1,018,349","1,005,636","12,713","1,101,447","1,090,628","10,819",空,,,,,,,,,,,,,,,,,,,,,,,
定期航路計,"4,570,702","2,117,463","2,453,239","4,500,302","2,074,794","2,425,508","4,250,647","1,980,785","2,269,862","4,149,507","1,917,199","2,232,308","4,389,846","2,039,459","2,350,387",定期航路計,,,,,,,,,,,,,,,,,,,,,,,
実入,"3,414,328","973,542","2,440,786","3,400,739","989,439","2,411,300","3,208,206","947,635","2,260,571","3,131,158","911,563","2,219,595","3,288,401","948,831","2,339,570",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"1,156,374","1,143,921","12,453","1,099,563","1,085,355","14,208","1,042,441","1,033,150","9,291","1,018,349","1,005,636","12,713","1,101,445","1,090,628","10,817",空,,,,,,,,,,,,,,,,,,,,,,,
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,世界一周,,,,,,,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,,,,,,,
北米西岸(メキシコ含む),"673,230","362,423","310,807","662,036","355,774","306,262","616,430","333,903","282,527","560,709","296,338","264,371","543,178","290,174","253,004",北米西岸(メキシコ含む),,,,,,,,,,,,,,,,,,,,,,,
実入,"487,335","180,311","307,024","491,911","191,234","300,677","473,710","193,559","280,151","436,754","177,784","258,970","441,995","191,463","250,532",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"185,895","182,112","3,783","170,125","164,540","5,585","142,720","140,344","2,376","123,955","118,554","5,401","101,183","98,711","2,472",空,,,,,,,,,,,,,,,,,,,,,,,
北米東岸(カリビア海含む),"151,093","78,789","72,304","166,692","95,142","71,550","157,112","96,582","60,530","128,753","82,120","46,633","181,983","116,619","65,364",北米東岸(カリビア海含む),,,,,,,,,,,,,,,,,,,,,,,
実入,"127,645","55,643","72,002","140,605","69,203","71,402","130,193","69,810","60,383","98,889","53,005","45,884","134,053","69,289","64,764",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"23,448","23,146",302,"26,087","25,939",148,"26,919","26,772",147,"29,864","29,115",749,"47,930","47,330",600,空,,,,,,,,,,,,,,,,,,,,,,,
北欧・地中海,"248,591","123,098","125,493","238,123","117,526","120,597","227,647","118,338","109,309","254,150","129,208","124,942","310,072","170,932","139,140",北欧・地中海,,,,,,,,,,,,,,,,,,,,,,,
実入,"225,220","100,186","125,034","214,142","93,958","120,184","193,928","84,970","108,958","215,485","91,127","124,358","240,945","102,176","138,769",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"23,371","22,912",459,"23,981","23,568",413,"33,719","33,368",351,"38,665","38,081",584,"69,127","68,756",371,空,,,,,,,,,,,,,,,,,,,,,,,
南米西岸,"56,780","17,901","38,879","61,759","13,504","48,255","64,961","20,128","44,833","61,034","17,997","43,037","62,830","21,502","41,328",南米西岸,,,,,,,,,,,,,,,,,,,,,,,
実入,"39,854","2,292","37,562","49,739","1,860","47,879","47,044","2,323","44,721","43,751","1,238","42,513","42,253","1,761","40,492",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"16,926","15,609","1,317","12,020","11,644",376,"17,917","17,805",112,"17,283","16,759",524,"20,577","19,741",836,空,,,,,,,,,,,,,,,,,,,,,,,
南米東岸,-,-,-,-,-,-,-,-,-,"1,009",885,124,"1,137",981,156,南米東岸,,,,,,,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,285,161,124,823,667,156,実入,,,,,,,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,724,724,-,314,314,-,空,,,,,,,,,,,,,,,,,,,,,,,
南米東岸・南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸・南ア経由,,,,,,,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,,,,,,,
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,アフリカ,,,,,,,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,,,,,,,
オセアニア,"66,427","25,170","41,257","32,458","14,747","17,711","22,545","10,177","12,368","28,962","16,529","12,433","32,520","17,748","14,772",オセアニア,,,,,,,,,,,,,,,,,,,,,,,
実入,"50,457","9,204","41,253","21,030","3,325","17,705","15,116","2,800","12,316","14,898","2,465","12,433","17,334","2,562","14,772",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"15,970","15,966",4,"11,428","11,422",6,"7,429","7,377",52,"14,064","14,064",-,"15,186","15,186",-,空,,,,,,,,,,,,,,,,,,,,,,,
印パ･ペルシャ･ベンガル,"24,296","19,399","4,897","113,404","72,963","40,441","89,722","49,828","39,894",-,-,-,324,82,242,印パ･ペルシャ･ベンガル,,,,,,,,,,,,,,,,,,,,,,,
実入,"23,426","18,538","4,888","106,838","66,452","40,386","83,992","44,113","39,879",-,-,-,284,42,242,実入,,,,,,,,,,,,,,,,,,,,,,,
空,870,861,9,"6,566","6,511",55,"5,730","5,715",15,-,-,-,40,40,-,空,,,,,,,,,,,,,,,,,,,,,,,
東南アジア,"1,651,646","643,316","1,008,330","1,459,065","552,654","906,411","1,494,499","585,328","909,171","1,481,682","575,540","906,142","1,577,986","591,614","986,372",東南アジア,,,,,,,,,,,,,,,,,,,,,,,
実入,"1,398,460","393,246","1,005,214","1,229,046","326,051","902,995","1,253,623","346,870","906,753","1,258,164","354,952","903,212","1,338,865","355,442","983,423",実入,,,,,,,,,,,,,,,,,,,,,,,
