,,,,,,,,,,,,,,,(単位：個、TEU）,,,,,,,,,,,,
係留施設別・船種別,合計,,,,,輸出,,,,,輸入,,,,,,,,,,,,,,,,
,計,20フィート,40フィート,その他,TEU,計,20フィート,40フィート,その他,TEU,計,20フィート,40フィート,その他,TEU,,,,,,,,,,,,
合計,"2,763,055","955,419","1,807,587",49,"4,570,702","1,284,051","450,639","833,411",1,"2,117,463","1,479,004","504,780","974,176",48,"2,453,239",,,,,,,,,,,,
実入,"2,048,254","682,180","1,366,070",4,"3,414,328","578,354","183,166","395,187",1,"973,542","1,469,900","499,014","970,883",3,"2,440,786",,,,,,,,,,,,
空,"714,801","273,239","441,517",45,"1,156,374","705,697","267,473","438,224",-,"1,143,921","9,104","5,766","3,293",45,"12,453",,,,,,,,,,,,
フルコンテナ船,"2,739,998","948,232","1,791,717",49,"4,531,775","1,271,810","446,849","824,960",1,"2,096,771","1,468,188","501,383","966,757",48,"2,435,004",,,,,,,,,,,,
実入,"2,033,199","677,299","1,355,896",4,"3,389,099","573,971","181,606","392,364",1,"966,336","1,459,228","495,693","963,532",3,"2,422,763",,,,,,,,,,,,
空,"706,799","270,933","435,821",45,"1,142,676","697,839","265,243","432,596",-,"1,130,435","8,960","5,690","3,225",45,"12,241",,,,,,,,,,,,
セミコンテナ船,"14,657","4,160","10,497",-,"25,154","8,325","2,360","5,965",-,"14,290","6,332","1,800","4,532",-,"10,864",,,,,,,,,,,,
実入,"10,248","3,161","7,087",-,"17,335","3,981","1,362","2,619",-,"6,600","6,267","1,799","4,468",-,"10,735",,,,,,,,,,,,
空,"4,409",999,"3,410",-,"7,819","4,344",998,"3,346",-,"7,690",65,1,64,-,129,,,,,,,,,,,,
その他コンテナ積船,"8,400","3,027","5,373",-,"13,773","3,916","1,430","2,486",-,"6,402","4,484","1,597","2,887",-,"7,371",,,,,,,,,,,,
実入,"4,807","1,720","3,087",-,"7,894",402,198,204,-,606,"4,405","1,522","2,883",-,"7,288",,,,,,,,,,,,
空,"3,593","1,307","2,286",-,"5,879","3,514","1,232","2,282",-,"5,796",79,75,4,-,83,,,,,,,,,,,,
品川岸壁,"290,616","127,720","162,896",-,"453,512","137,984","58,458","79,526",-,"217,510","152,632","69,262","83,370",-,"236,002",,,,,,,,,,,,
実入,"196,185","84,152","112,033",-,"308,218","44,982","16,076","28,906",-,"73,888","151,203","68,076","83,127",-,"234,330",,,,,,,,,,,,
空,"94,431","43,568","50,863",-,"145,294","93,002","42,382","50,620",-,"143,622","1,429","1,186",243,-,"1,672",,,,,,,,,,,,
フルコンテナ船,"282,234","124,698","157,536",-,"439,770","134,077","57,028","77,049",-,"211,126","148,157","67,670","80,487",-,"228,644",,,,,,,,,,,,
実入,"191,396","82,437","108,959",-,"300,355","44,589","15,878","28,711",-,"73,300","146,807","66,559","80,248",-,"227,055",,,,,,,,,,,,
空,"90,838","42,261","48,577",-,"139,415","89,488","41,150","48,338",-,"137,826","1,350","1,111",239,-,"1,589",,,,,,,,,,,,
セミコンテナ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
その他コンテナ積船,"8,382","3,022","5,360",-,"13,742","3,907","1,430","2,477",-,"6,384","4,475","1,592","2,883",-,"7,358",,,,,,,,,,,,
実入,"4,789","1,715","3,074",-,"7,863",393,198,195,-,588,"4,396","1,517","2,879",-,"7,275",,,,,,,,,,,,
空,"3,593","1,307","2,286",-,"5,879","3,514","1,232","2,282",-,"5,796",79,75,4,-,83,,,,,,,,,,,,
青海コンテナふ頭（公共）,"582,175","213,248","368,927",-,"951,102","263,623","100,164","163,459",-,"427,082","318,552","113,084","205,468",-,"524,020",,,,,,,,,,,,
実入,"399,453","141,613","257,840",-,"657,293","83,403","30,349","53,054",-,"136,457","316,050","111,264","204,786",-,"520,836",,,,,,,,,,,,
